episode,service_level,squared_starvation_penalty,squared_congestion_penalty,net_starvation_shortfall,net_congestion_shortfall
42,0.9515164141789935,-5.656370097497275,-4.36825413180598,-2.32727886823717,-6.170979438186514
43,0.9357443077016117,-5.68425792875702,-4.396954861597596,-2.298674928895083,-6.18363974909442
44,0.9337972876516774,-5.7217445850531945,-4.424202136120008,-2.245853290054203,-6.188465737694633
45,0.9375724306190912,-5.74556067144978,-4.434813738806538,-2.2002836629519593,-6.209652262191708
46,0.9315239339589025,-5.791046417265742,-4.475649663694377,-2.2257812310645453,-6.2612521012504425
47,0.9292161944767182,-5.837649040732153,-4.510763942224808,-2.2320209475235875,-6.319020693797999
48,0.9375357648405265,-5.8550726970481115,-4.536005139560285,-2.202195212296271,-6.3262444019653445
49,0.9287522711702857,-5.900355141128553,-4.566304158675259,-2.2009313443582186,-6.376933951172957
50,0.9366056873754754,-5.924685506327745,-4.587809010175436,-2.187392583947184,-6.402611873149348
51,0.9334548769371012,-5.963410778711557,-4.6151553038083,-2.18707843169183,-6.450216408970293
52,0.9314687849225286,-6.0002654379932485,-4.642397612478202,-2.1828178447571975,-6.488486477973047
53,0.9350023646252069,-6.03082912023687,-4.66459966901137,-2.181548307820377,-6.522830203133439
54,0.934913869650151,-6.059822308899668,-4.685906410435331,-2.2073815168461817,-6.57076997892855
55,0.9385994227555826,-6.067623321451937,-4.694023962276736,-2.166273107261113,-6.573580388062255
56,0.9323583725501876,-6.0986329687743,-4.726488780018803,-2.1744101526812614,-6.615351364698178
57,0.9337202380952381,-6.121271872090772,-4.75034292627442,-2.170987383863337,-6.645193122559971
58,0.9317021915340739,-6.155002667113203,-4.781886341251696,-2.204612670232087,-6.68856629657624
59,0.9366262814538676,-6.180350946402929,-4.800278662587727,-2.19168626934464,-6.717607885380032
60,0.9314006455700021,-6.21397092183555,-4.821647161254562,-2.2047459635849855,-6.766795623038625
61,0.9345136454869537,-6.234661611110395,-4.84676397759224,-2.1964414270033754,-6.783778321971623
62,0.9405775528431081,-6.257284288237222,-4.862913989788841,-2.182544781538799,-6.806445207183267
63,0.9353678830381552,-6.279855469090902,-4.880515422542223,-2.168818591119092,-6.823557398524075
64,0.9334100127126339,-6.305041464121199,-4.900795677607979,-2.1525662878231824,-6.848881555266414
65,0.9441467867939777,-6.308308967147028,-4.899429255666695,-2.1181446080805197,-6.850856565444968
66,0.9367069394693704,-6.320072082074473,-4.908686534605715,-2.094513318931619,-6.8735183387517775
67,0.9387558657201299,-6.330489449297441,-4.910839278810921,-2.073241126802578,-6.884719142670346
68,0.9342164145708405,-6.353192027813458,-4.927472652798098,-2.070693810940323,-6.919319950754012
69,0.9387620192307692,-6.358760389816819,-4.938251346323081,-2.052400022181931,-6.925202037478216
70,0.938646652370741,-6.370470910591691,-4.942971554916785,-2.0170660910755203,-6.9381752871619495
71,0.9375295089707271,-6.386085340608473,-4.955397244472489,-2.005481495564908,-6.956577031831962
72,0.9346876107239872,-6.412413210235113,-4.975411979739114,-2.0073762060499156,-6.986333127183189
73,0.9329545112894982,-6.4292359826056895,-4.99633437305071,-2.0135854660648946,-7.014450755011226
74,0.9362618947872404,-6.446898809068492,-5.007127215526347,-2.013227397766535,-7.0419521290787985
75,0.9440678982725528,-6.448553931877193,-5.006978606437598,-1.9879447675116144,-7.052786686613429
76,0.9368261154464764,-6.467035615538258,-5.022605363055906,-2.006372986459885,-7.094360955157266
77,0.936830673625147,-6.4928013014415225,-5.035943481244371,-2.002528172232827,-7.118298463123506
78,0.936522316844839,-6.504043345050893,-5.054549260595915,-2.0122818673792287,-7.134731663264282
79,0.9337256300523062,-6.526688196258629,-5.0780522417038405,-2.0324291736290814,-7.1654101725979
80,0.934090704174556,-6.543611387560024,-5.093073268700396,-2.056226633120774,-7.199457837485336
81,0.9315581443727897,-6.576570826188557,-5.113219596099082,-2.0862637241597275,-7.240885141363619
82,0.9304227968717227,-6.601093104685247,-5.128372856336973,-2.0862806107002805,-7.272686800945491
83,0.9320888996109888,-6.625629672346854,-5.145828952920276,-2.0812159578693494,-7.300424987393528
84,0.9397351776319678,-6.643153233748667,-5.160401110617441,-2.083361040327181,-7.326726412354021
85,0.9332252447006545,-6.669226179378289,-5.176956348590392,-2.115987337486421,-7.366096816505572
86,0.9310856208952514,-6.6940909842814555,-5.197643284938397,-2.137570430347037,-7.3998490864325674
87,0.9332437275985663,-6.715161117801292,-5.21611338468902,-2.1313215963873993,-7.419175898942085
88,0.9365252745919048,-6.719950616531243,-5.223762168338565,-2.1063131438854463,-7.428164562566288
89,0.9304399880275367,-6.734820169498039,-5.236423381206149,-2.1114057161469373,-7.451896016565325
90,0.9379975874547648,-6.73986949840723,-5.241710503412592,-2.099911131802002,-7.465772345097137
91,0.9381934394597202,-6.750021044364839,-5.249038200825374,-2.085051346407359,-7.476894398618835
92,0.9354176726219218,-6.76436887502532,-5.259178218168521,-2.094088806291432,-7.5057163850210635
93,0.9396619142152439,-6.7766712594269265,-5.268589799617,-2.1041140169481407,-7.518947804726789
94,0.9303113937721246,-6.798029549723138,-5.286618354056188,-2.1200711921128086,-7.549522635308607
95,0.940707464373903,-6.799210289369456,-5.2874290687808125,-2.096705795086954,-7.5548450751264005
96,0.9344389893425937,-6.822142471149183,-5.304920382918933,-2.1276258563528843,-7.591820902401002
97,0.938510158013544,-6.8356382868877175,-5.318457220824582,-2.125694173904096,-7.607693192481881
98,0.9265433394297364,-6.8657199464694365,-5.342182245618715,-2.149965380496223,-7.649284586522981
99,0.9317928142628737,-6.88194890288693,-5.358540761451308,-2.16736784941228,-7.670655832877264
100,0.9380357142857143,-6.886925997459556,-5.367319422889449,-2.163683926758467,-7.686864676157019
101,0.9413909560955199,-6.890939151825047,-5.368803523399502,-2.1414775106611073,-7.692153341527491
102,0.9399361211332584,-6.893030974255479,-5.369994682050707,-2.131398490767632,-7.703145851494484
103,0.9410361179874138,-6.898115467316682,-5.372345567357765,-2.104177876522321,-7.70911195082716
104,0.9391900048285853,-6.903976935843291,-5.372227391794548,-2.0950412538924263,-7.718716659246578
105,0.9414880881120555,-6.9103902751623725,-5.376668199414151,-2.0958526602132594,-7.736493879088587
106,0.9368855153453067,-6.92333760928148,-5.388422224101306,-2.1114826457199394,-7.756755128605478
107,0.9395185317602193,-6.929721104961291,-5.391928825130593,-2.092928997816151,-7.765586147899381
108,0.9342367959344183,-6.942362584291713,-5.4031819038260105,-2.099191413950659,-7.785594043494115
109,0.9324607016914709,-6.9607812715051205,-5.419571966620266,-2.1301328213599104,-7.820763380997778
110,0.9367419738406659,-6.968437326032725,-5.4285180529579,-2.1235237208117415,-7.833109819897229
111,0.945392080043397,-6.9690317155863735,-5.425911378480377,-2.0870516250491535,-7.826526004463511
112,0.9405710491367862,-6.9724803714103105,-5.422557661968984,-2.0885608588009945,-7.845364134313395
113,0.9344781245333732,-6.992623161143635,-5.437714541101596,-2.0861069062357895,-7.865675104149048
114,0.9422282938676382,-6.996544032994364,-5.446445449090855,-2.07109394085123,-7.866072854747819
115,0.9394621490344746,-7.0056083381623715,-5.453754926349936,-2.06526343211863,-7.874869458505654
116,0.9362633409281689,-7.008950709803718,-5.4588876896928555,-2.040923213939738,-7.876212328983746
117,0.9359296111488382,-7.02066721675202,-5.467561214217424,-2.035602376364481,-7.88977765946465
118,0.9376421985390971,-7.028987506310077,-5.476157935161426,-2.025014620547357,-7.899630433798827
119,0.9353966792407996,-7.042402534882099,-5.487017844253584,-2.026059915266407,-7.912249960170683
120,0.9358678379755944,-7.056108777549608,-5.496084228522849,-2.037457645216748,-7.93474208185545
121,0.9372525673463313,-7.0587437070662515,-5.5091079956403535,-2.045251617172763,-7.944153905837871
122,0.9428845980601184,-7.051955120137671,-5.50936476816943,-2.0146556104185422,-7.935433223660469
123,0.9386318512724866,-7.05996007938882,-5.519136268344003,-2.010168071820865,-7.942683525945234
124,0.9393323570724127,-7.064644808364799,-5.5187203997697045,-2.0026056602004774,-7.9565247773354155
125,0.9400048285852245,-7.066727200805725,-5.518422957714295,-1.9911756052990928,-7.966673398823929
126,0.9368619022031166,-7.069348306057053,-5.523472771647074,-1.9838242628988936,-7.976812571634311
127,0.9414958680151556,-7.069236544690482,-5.521388196408132,-1.9735062052686936,-7.982097315533374
128,0.9380897786400917,-7.070160783477757,-5.528034734443732,-1.9778317646111259,-7.990948488177444
129,0.9354896891721277,-7.077906587814028,-5.541799196845631,-1.9800631155909907,-8.000299405820632
130,0.9319074376170624,-7.100268686148776,-5.5605608350634235,-2.000867807245037,-8.032471963262024
131,0.9308515367971784,-7.114098896976722,-5.5728696877728,-2.006416159723603,-8.05528455267364
132,0.942810554402609,-7.115908789383542,-5.578308556501391,-2.0041915702110598,-8.058450549370331
133,0.930926494918459,-7.132415828070879,-5.597356835980715,-2.0235435711223944,-8.084762841694486
134,0.9347839262985636,-7.145440491621142,-5.6030792889056205,-2.020630829045232,-8.102954264040442
135,0.9477500986133447,-7.142953629736397,-5.600382572848011,-2.0147242137765344,-8.101540232297282
136,0.9337268178685921,-7.157690073551094,-5.612897060851329,-2.0360390109155446,-8.133105987875318
137,0.9312712706683131,-7.184368976634304,-5.637664139343743,-2.071354521889352,-8.16752449422552
138,0.9408206049715484,-7.187820555574982,-5.642825305443159,-2.064139629072275,-8.17351093690926
139,0.933792199278925,-7.202157278656381,-5.656809217200467,-2.0839989732996793,-8.19083149031794
140,0.9344425055659186,-7.213501201746992,-5.6626152117037325,-2.0746571565153995,-8.20519856459673
141,0.9288091276444022,-7.234232544090351,-5.674457956031896,-2.096246598769615,-8.234875444525324
142,0.9388642360278244,-7.236283529052937,-5.675113645247107,-2.0898720473702928,-8.241303363706864
143,0.9395830208489575,-7.240131006181312,-5.674805456872566,-2.087451785683911,-8.25346528251437
144,0.9351232420539352,-7.248647244182119,-5.68218131158928,-2.098514186781646,-8.274289518773582
145,0.9356565140262786,-7.259804963156167,-5.691712820086887,-2.1072758659602004,-8.287651285498939
146,0.9397381479045854,-7.263502338611334,-5.696429445850145,-2.095671428573681,-8.293911866256236
147,0.9388883851663795,-7.266390982156474,-5.701922085386905,-2.0958760012729565,-8.307304130139773
148,0.9315571059120707,-7.282926030688243,-5.713837845025261,-2.1075273318974848,-8.329156276674807
149,0.9365818702973845,-7.291257307376528,-5.719857728461113,-2.0936715994021107,-8.34019482123161
150,0.9355999280446123,-7.300785693928309,-5.727128551015307,-2.096027376374753,-8.356215077385883
151,0.9376685645789631,-7.307452240612495,-5.730931642046693,-2.0955580535799125,-8.364891485815917
152,0.9295523981846765,-7.321945934846059,-5.747122899963427,-2.118204168589898,-8.388044311722304
153,0.9346249168832739,-7.330300852283299,-5.758461216610124,-2.1305102154238487,-8.403286572195384
154,0.9354559818740125,-7.339006990150146,-5.765975481739756,-2.1339852111371136,-8.415734822777395
155,0.9380835826307679,-7.339955295678727,-5.766984546132348,-2.1236957270230414,-8.417068786898247
156,0.9395469022294334,-7.3442943158976846,-5.772811726211975,-2.112014990724581,-8.421860883328195
157,0.9310540969374008,-7.359800790454368,-5.78672382092333,-2.1212281998148383,-8.444329042635006
158,0.9357348013403542,-7.369236756108148,-5.798417822007526,-2.128221961537027,-8.454782008678901
159,0.9365288464417233,-7.372739633994028,-5.801007197718207,-2.129037241217899,-8.468024451048425
160,0.9375356788751014,-7.381770920162468,-5.811816887303237,-2.1245307080724705,-8.48151720867032
161,0.9346916664158667,-7.389254328481463,-5.815695947744672,-2.1200585242747794,-8.496545089166403
162,0.9342164279520377,-7.394725437012591,-5.824636322600605,-2.1243757604744116,-8.508265921777982
163,0.9373947051744885,-7.403051446024415,-5.833897778370978,-2.124532742033628,-8.522358796041393
164,0.9397100424328148,-7.411387506558501,-5.83957668030011,-2.11371318891751,-8.531366934211617
165,0.9412446504992867,-7.416937735766924,-5.84137598204842,-2.105679365457434,-8.535397422975436
166,0.9371973456088958,-7.4252071262644765,-5.845885937787501,-2.1002310164823172,-8.545664581146516
167,0.9391502640422468,-7.422929165236779,-5.840840879001716,-2.092055777662209,-8.551681564249577
168,0.9439443658367703,-7.4222915177086835,-5.846739491077566,-2.090203093776013,-8.548111214957592
169,0.9371969107345985,-7.429095519583901,-5.857141926799076,-2.0933294113259917,-8.557730596468636
170,0.9448759406449273,-7.427414558961028,-5.8595948864309175,-2.08569635960925,-8.55669831706415
171,0.939466947748833,-7.429702316203711,-5.868709709261778,-2.09370943171009,-8.560992655509592
172,0.9386484617004,-7.43658501301224,-5.873917529308855,-2.0837515090360075,-8.56869196540859
173,0.9405115288896885,-7.438654931988787,-5.875927718020598,-2.069922137652019,-8.574673674449595
174,0.936958043021876,-7.445748181708037,-5.882193165536872,-2.069243565256354,-8.58051761125472
175,0.9391247120763409,-7.452107455840824,-5.8851916051542,-2.0720221201369546,-8.597651971706028
176,0.9418521177315147,-7.455631515151695,-5.885853915937074,-2.0661404167133766,-8.605104143870847
177,0.9310583908600367,-7.470026603277648,-5.894681444878653,-2.0718825340826847,-8.624115759336284
178,0.934709972607688,-7.479712230645081,-5.90369534367532,-2.0841360853804383,-8.643468515553039
179,0.9423217106062447,-7.486942897658958,-5.906905309409693,-2.0784793178863605,-8.649523858005251
180,0.9407392051175739,-7.4894095362506325,-5.910834855240069,-2.089039005259536,-8.656359718378916
181,0.9424149345420929,-7.491216401831456,-5.913031220623324,-2.079116006375066,-8.662334541244272
182,0.9393658390667066,-7.493204198651615,-5.9218206974526515,-2.0893294947034367,-8.667431024248641
183,0.9393654524089307,-7.498421888656103,-5.929345445340757,-2.0832074523050106,-8.672174972387888
184,0.9333751605867766,-7.505973205467437,-5.941609764842579,-2.0873749708163167,-8.684460372950992
185,0.9328640878045871,-7.515076029641288,-5.952487851489305,-2.0977185722744087,-8.704389466099377
186,0.9371745085643758,-7.519128969261729,-5.957547536558702,-2.097082674197915,-8.712531794512532
187,0.9489701076364945,-7.513828830052362,-5.954968810792654,-2.0781687489401817,-8.702213570457126
188,0.9344987238083932,-7.521542476086318,-5.966350462660438,-2.086759660687306,-8.715838753283089
189,0.9330844089024785,-7.533035617317417,-5.980138813954445,-2.1031189487728215,-8.738166411144077
190,0.9422751934537046,-7.531577433138405,-5.98455421704557,-2.103763119450678,-8.73842606000285
191,0.9335760055353328,-7.5438635799732,-5.995231262145303,-2.117743757321261,-8.75487651264779
192,0.9354263289332858,-7.5507498779224775,-6.004188793402303,-2.117300368145296,-8.765217881914507
193,0.9392606680137882,-7.557129313355375,-6.007463694896319,-2.119090741548755,-8.777903263184582
194,0.9392260201776841,-7.563500177016003,-6.009765957950763,-2.1258620669676858,-8.791906626919126
195,0.9368866480597822,-7.572332127551705,-6.018325124568433,-2.1269386319987342,-8.804451499537542
196,0.9377968853346161,-7.580107553568822,-6.022022846474596,-2.1233291297066454,-8.80960195494194
197,0.9333213191566048,-7.587545922652785,-6.032522776724392,-2.128234676843608,-8.820573930147258
198,0.943568289893457,-7.586844043648469,-6.03449799956206,-2.116637661492919,-8.819770286117148
199,0.939228324472035,-7.590884300530992,-6.040776861731986,-2.1153487182175965,-8.829802865101458
200,0.9412636759865983,-7.593037935039848,-6.042449657438813,-2.106192171677178,-8.82958443137083
201,0.944141812381497,-7.5909261833182615,-6.046908838020146,-2.100882236730145,-8.829490864901686
202,0.9420812304734438,-7.598015537508041,-6.053570976291212,-2.0970763656219633,-8.83245427554614
203,0.9428004330566583,-7.599121342777755,-6.056645693694297,-2.0921687631463413,-8.833372733805481
204,0.9387410849042644,-7.603459946373031,-6.059813230801168,-2.097106211719425,-8.841394323719983
205,0.9338049367850693,-7.611939763808002,-6.068563423323229,-2.1097373483884065,-8.861910686732598
206,0.9413432835820895,-7.6098044705818255,-6.067659853708899,-2.0982313216283432,-8.860161079683952
207,0.9318693186931869,-7.623696246350829,-6.078138165986773,-2.108899733794263,-8.881433987362378
208,0.9411498278881575,-7.623162502340159,-6.078078148308641,-2.1078692170391187,-8.887622777649414
209,0.941760383865647,-7.626826937638791,-6.0829925729940735,-2.1114172074792834,-8.89651848955151
210,0.9452320549171765,-7.6235412945635534,-6.084382778483071,-2.106413906215841,-8.897459998420628
211,0.938879658200807,-7.6264905948940696,-6.085987386534341,-2.1111085760318513,-8.911444649231182
212,0.9371785342649026,-7.63240913595739,-6.0893826834451925,-2.115842214361575,-8.927990692804148
213,0.931488918637513,-7.642270086788166,-6.098431348310789,-2.1224954692182596,-8.946019850715333
214,0.9404495739923863,-7.642997242251692,-6.099086732351592,-2.1123054156502046,-8.949864573643277
215,0.9379160767539235,-7.645198616454253,-6.104057117021261,-2.1063314989086668,-8.954498028731406
216,0.9390129366498016,-7.644592481720492,-6.102403135651616,-2.100768005022187,-8.959110222171107
217,0.9378904481665912,-7.650019283616905,-6.1062472990926455,-2.111753535483396,-8.972467099028295
218,0.94171603861538,-7.6496401239995215,-6.108305706766913,-2.107875035613738,-8.979180796280769
219,0.9420085713429436,-7.652603001999938,-6.11176748091065,-2.1113410862738244,-8.987974004905116
220,0.9369848444562616,-7.654213262973793,-6.114126056062127,-2.108911567893645,-8.998277990661371
221,0.9326311367182811,-7.664735682197438,-6.123206791935764,-2.118891424172613,-9.0137589706687
222,0.9375930447210147,-7.668267212873593,-6.125667272953008,-2.1188514270534644,-9.019568003137904
223,0.9352414598365318,-7.675030641410099,-6.129825839402891,-2.125171058612221,-9.03152273705608
224,0.9356742489397669,-7.68053039234839,-6.133966805856988,-2.1261412765850767,-9.039743781135762
225,0.9345699931626981,-7.690762798283649,-6.142370260613811,-2.1373882774034265,-9.053850743960126
226,0.9348170276325616,-7.695342149594043,-6.14638152851091,-2.14113929643548,-9.06697523308737
227,0.937629562866156,-7.699785160198416,-6.151369518780103,-2.144825273388118,-9.074462788016271
228,0.9379061587074465,-7.701044403788232,-6.155607020437784,-2.1476872825426643,-9.081014709385864
229,0.9336811629169431,-7.705457451675917,-6.1599421173457936,-2.161646800648683,-9.0985477139569
230,0.9355976798421336,-7.712160198008959,-6.168014870378889,-2.1671914321475034,-9.10621037015375
231,0.9405698778833107,-7.714992739076945,-6.174464334820755,-2.16637532636798,-9.10729944166371
232,0.9308489857250188,-7.722751316175751,-6.179621443489366,-2.173818958593547,-9.12110333758533
233,0.9340160630579524,-7.728677221426778,-6.189347335140402,-2.1873534661533247,-9.131484469733477
234,0.9380694844512374,-7.735051671020216,-6.199942536307539,-2.1902500213110785,-9.142819162045239
235,0.9312651160013138,-7.7407322141240735,-6.208705667925536,-2.206573840136286,-9.159046830051183
236,0.9369114316366671,-7.743873687223991,-6.212447183712968,-2.2022254162209536,-9.167502660274522
237,0.9409731614221741,-7.740743644670157,-6.213061337193546,-2.1915649095269742,-9.166730654120741
238,0.9391359287562429,-7.74585169491671,-6.215305919445635,-2.1998348970224995,-9.178933583088604
239,0.9320051070399953,-7.757097617300557,-6.226283627992715,-2.209979194705543,-9.194889382848606
240,0.9369327027582763,-7.761254822274741,-6.231338960876717,-2.216957908315864,-9.207892807295336
241,0.9394566470570845,-7.761735614228102,-6.232723480465982,-2.2230842302401395,-9.214322937761379
242,0.9377647740087166,-7.764306456565156,-6.235602533689217,-2.2215102319699107,-9.223137179779664
243,0.9327977707950436,-7.769788682282774,-6.242244365325224,-2.228374318920256,-9.235917499529144
244,0.9372098559695274,-7.775200596867045,-6.247141492867025,-2.219954580842054,-9.23893725782519
245,0.9379233525002257,-7.781927547264625,-6.252295746670226,-2.2175893070765516,-9.246735785438672
246,0.9380594343000358,-7.783798280007028,-6.254241747574464,-2.2130865164045184,-9.249799602381087
247,0.9380688862681061,-7.7858186462281695,-6.255578430326393,-2.2136638007383156,-9.256344205522252
248,0.9406488894239451,-7.786785923549204,-6.257318762477934,-2.213897579305084,-9.261054273434304
249,0.9369484474818006,-7.796801708174406,-6.263103816469109,-2.223287413754112,-9.278249537579194
250,0.9443507588532883,-7.797135723215052,-6.26463021607953,-2.2123646616927064,-9.275411168142263
251,0.9453428493992231,-7.794196574601448,-6.263950475490405,-2.205813040520255,-9.2757051392703
252,0.9395382482367834,-7.794465472476808,-6.265832645239506,-2.203924933463596,-9.278206515593368
253,0.9394647726932183,-7.798326560785598,-6.267414604686915,-2.1943043459888387,-9.283736298584445
254,0.9382422802850356,-7.803752407627933,-6.275168733521857,-2.1911553754574027,-9.288495379235902
255,0.9318923821039903,-7.813165934815361,-6.2842637301877735,-2.1927890367734575,-9.299370128870535
256,0.938042643671372,-7.8160193026622595,-6.289248441630014,-2.198264320814826,-9.30579953366827
257,0.938645537449544,-7.8200221318320775,-6.291451134556978,-2.1975708660985456,-9.315256029678714
258,0.9365217652537027,-7.8279805221234104,-6.298142399344295,-2.1996281950173433,-9.325822686922995
259,0.9399378563455911,-7.831256930203306,-6.303867736388935,-2.1869021445146326,-9.322058645500958
260,0.9409221042586187,-7.8329487747179485,-6.307803322419569,-2.1801742887382423,-9.325902135167398
261,0.9427588270496708,-7.832511909085287,-6.310023076590193,-2.17626637469987,-9.325694396519841
262,0.9408081957882755,-7.835539935393117,-6.313358642967292,-2.1826751010203456,-9.332501421646258
263,0.9383983572895277,-7.837663753585404,-6.316540517690693,-2.188100882397763,-9.340772646417184
264,0.9342724411808782,-7.845619305792794,-6.322993443153245,-2.189171998097064,-9.350668281062203
265,0.9345738474885572,-7.852502885526603,-6.329753018303424,-2.207357917743602,-9.37007532249489
266,0.9436040179111703,-7.851771404733585,-6.330374844111177,-2.1984586063142593,-9.367146183544408
267,0.9377605807012808,-7.854424950062133,-6.330137174765062,-2.2020893610831775,-9.375287173994245
268,0.933910447761194,-7.860416061788275,-6.337336669417074,-2.202686555747698,-9.384250484397567
269,0.927797619047619,-7.871457876841255,-6.350536290657736,-2.2191896275559797,-9.401341351540617
270,0.9421492555199377,-7.871585534370062,-6.350666930640706,-2.205839574083344,-9.396380602219114
271,0.9372771134885672,-7.872803698336349,-6.353633871346928,-2.206791840814034,-9.402838280868691
272,0.93845143573518,-7.876337762659839,-6.359025121038188,-2.202685533137478,-9.407921993203617
273,0.9407213391136802,-7.878242272673088,-6.367312064208416,-2.2099804228601556,-9.41081545650773
274,0.9393498742767125,-7.880517651602084,-6.370925319881288,-2.2043738705052593,-9.41182069844733
275,0.9460953286580293,-7.879903503595645,-6.36972933569433,-2.199804153079356,-9.414592222861504
276,0.9359449923097801,-7.884982149089886,-6.375959228307298,-2.2093455520909484,-9.423362268876279
277,0.940958748731419,-7.885098795171473,-6.37920894097657,-2.2103534355445325,-9.424962324402305
278,0.935460887635446,-7.889550650791566,-6.386497019915687,-2.21624869054481,-9.432451514167399
279,0.9406026511864508,-7.888527476748953,-6.38585658578931,-2.214754952292646,-9.436603773647114
280,0.9365303668069753,-7.8935285092332474,-6.391102336361653,-2.2228534096019117,-9.44766427575763
281,0.9386670669468629,-7.899212585472603,-6.393692586657541,-2.2256583420245932,-9.4527095021352
282,0.9376722175631964,-7.902675884460079,-6.397348812071551,-2.2269685746863606,-9.461923822049119
283,0.9402711945761085,-7.906430440866043,-6.40239013290191,-2.224616877279766,-9.466194285041718
284,0.934456816130003,-7.910313233728736,-6.406872049097094,-2.224968404839239,-9.474340957816677
285,0.9396956378748468,-7.915281050486087,-6.413372556992452,-2.2243957349049905,-9.481331129811783
286,0.9398032550163954,-7.918456070384613,-6.415334560731137,-2.2229115901072816,-9.487006082812316
287,0.9346134044035252,-7.925175603644326,-6.419663905371417,-2.2379800903263978,-9.504989680152132
288,0.9444112729878195,-7.92416475219602,-6.419031196687778,-2.231087873943088,-9.502097933379668
289,0.9377390057361377,-7.927571563159596,-6.422911302436007,-2.2392620835192476,-9.511651083729921
290,0.9339510218673658,-7.932249721502902,-6.427563133915921,-2.2452413718713347,-9.52268593831201
