episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max,projected_starvation_risk
0,0.8910293185180712,-4.237528153732419,-3.246929753124714,-15.901049495637418,-0.9752141465456226
1,0.929377852510209,-5.939812638658788,-4.632810952346007,-24.088946328927733,-1.2319135842714029
2,0.934020618556701,-7.477134710039856,-5.786811894379052,-31.2664234719411,-1.4719460676541343
3,0.9385566759070277,-8.731666341547456,-6.75990583605095,-37.15192439417375,-1.65705180663723
4,0.9342271768605002,-10.056173768868256,-7.7954174497703566,-43.36445306630759,-1.8463859168349999
5,0.9323405535499398,-11.256970098648912,-8.742813436212685,-49.01404031973838,-2.016826690533438
6,0.9322701860507745,-12.536731701042587,-9.648805475929095,-54.839209430480146,-2.23309567151378
7,0.9407986426710295,-13.443671624898704,-10.3417159661768,-59.229287710311255,-2.350750531332683
8,0.9350906689083703,-14.384551477008758,-11.122137563609487,-63.68514009315904,-2.4907861929176045
9,0.9304970130697152,-15.452915364547561,-11.933510305816654,-68.66869160497754,-2.6739130912035165
10,0.9374588545095457,-16.2263634410902,-12.53432110673406,-72.2635085069944,-2.7670879599164886
11,0.9386173121413334,-16.990084524905196,-13.111822856061119,-75.84558419892365,-2.870640007465706
12,0.9390477903699707,-17.70099230941227,-13.652942448433075,-79.11405807434637,-2.9783727048282667
13,0.9281160296117238,-18.620198072018354,-14.390634307654858,-83.31634856380484,-3.103312131985024
14,0.9334315080843902,-19.43095461996434,-15.062826377268308,-86.97290682362433,-3.223834326455701
15,0.9365369389122358,-20.18081463255618,-15.612291008608958,-90.42709483674717,-3.3457703977615827
16,0.9369082301529498,-20.847871313906513,-16.12226996721412,-93.46113316584035,-3.446605353148684
17,0.9330640335128666,-21.51344272174877,-16.657614508401007,-96.60426054927422,-3.5271046504565198
18,0.9344040422268339,-22.202164908930488,-17.2008200118697,-99.83615259913508,-3.6061534904551844
19,0.9311094108645753,-22.92148595080382,-17.74999693019664,-103.05966529316788,-3.730070748556102
20,0.9322120901020593,-23.511437153652533,-18.242243317026336,-105.67905496675932,-3.8045963002966996
21,0.9386058409720742,-24.03493736329809,-18.658096889005144,-108.05819833827802,-3.896475192320226
22,0.9376992960712351,-24.513623947226932,-19.036775644191597,-110.20346885733231,-3.9593434778345107
23,0.9356539452399497,-25.078644296370893,-19.47763666191907,-112.78379035341128,-4.0331928154256245
24,0.9329471441006093,-25.691301826368477,-19.9558223022432,-115.50489124515765,-4.143425135058386
25,0.9302290806866439,-26.303073063088867,-20.407590699306226,-118.25338938905878,-4.264263803355672
26,0.938671209540034,-26.790608849038424,-20.800633055982736,-120.41141749118128,-4.334526144317719
27,0.931362483391714,-27.369288001967803,-21.24066521960695,-122.99011356717045,-4.425584219456126
28,0.9362146050670641,-27.84155437659555,-21.62237739639846,-125.1133199569405,-4.4891698871610135
29,0.9430089132979202,-28.201551930042104,-21.900696369492753,-126.73899999877834,-4.534492135557627
30,0.9359220966578504,-28.669857877252547,-22.2629494143251,-128.81285681976516,-4.594210822985676
31,0.9411266668682532,-29.06407767604927,-22.56631968393024,-130.53323937705505,-4.656929842883928
32,0.9367283950617284,-29.479175981341793,-22.884810896854916,-132.3887662826282,-4.7169663226228975
33,0.9347955656216473,-29.865720816058417,-23.160114332030677,-134.09487120821672,-4.769144358998236
34,0.9378284247830869,-30.20253654990436,-23.438008657840705,-135.59816744153719,-4.822923283509549
35,0.9349906699572624,-30.66330274507626,-23.7969317125198,-137.58896872143458,-4.900605963019574
36,0.9403623101757742,-30.996455563426156,-24.075737722803712,-139.079104730873,-4.9477690133288315
37,0.93904047976012,-31.342883530764585,-24.328743295780196,-140.502326060886,-5.002820622329564
38,0.9293920536141694,-31.828091796926742,-24.690602663884533,-142.5173225549537,-5.093637868156123
39,0.9349431310665158,-32.18246255810391,-24.945856072853612,-144.0340990342863,-5.157444257349609
40,0.9355414164238568,-32.51954784514942,-25.2182751064493,-145.53837644148015,-5.204365439466068
41,0.934656470378195,-32.92130406851029,-25.514202300243518,-147.25133007306576,-5.264739849651874
42,0.9320787825613409,-33.30734104278943,-25.839419309152245,-149.015807104904,-5.321538999260533
43,0.9365534302781633,-33.580994212482935,-26.06123187619607,-150.25953904653005,-5.354238592755568
44,0.9381495791775242,-33.8602509921401,-26.292141550489625,-151.47391344681083,-5.3894965661143495
45,0.9427081754524236,-34.044238765294516,-26.46718611810166,-152.29166051180925,-5.403485893430237
46,0.9349958387825467,-34.40561604963363,-26.743845597197495,-153.81968933166826,-5.449140803761905
47,0.9344351947499544,-34.710424718885605,-26.992285020276764,-155.1637760001338,-5.494772208976358
48,0.9358069724331759,-35.003110465613005,-27.23693690487287,-156.44005359892734,-5.527966617718643
49,0.9473652676672358,-35.187210795403956,-27.368888627120608,-157.23138059379673,-5.55773594949817
50,0.9350931115530645,-35.48802085335752,-27.622195451652026,-158.54119455829394,-5.59235382118634
51,0.9420009081277433,-35.70853814788134,-27.80436455599148,-159.49143092510204,-5.612638748295918
52,0.9345433885533162,-36.04482567752078,-28.06756934733083,-160.9956006649884,-5.657921940765821
53,0.9365620942661312,-36.36333468602712,-28.302049467755587,-162.40004948581958,-5.7111401981297965
54,0.9368122856716863,-36.66206829320728,-28.524342849577508,-163.65315772503507,-5.759177713226258
55,0.9323385489035221,-36.97330568317333,-28.780763768943526,-164.99274928509692,-5.809828182999643
56,0.9397560599042767,-37.14796289344264,-28.933260831092667,-165.74703454516253,-5.834280249386778
57,0.9378249178368688,-37.411236869450725,-29.152391983935768,-166.89396894512186,-5.864652468663888
58,0.9312016972268525,-37.688633064125156,-29.37138065582141,-168.08436368367921,-5.909151001198297
59,0.9370175702057366,-37.94412536983812,-29.585170844604644,-169.194017777047,-5.933082972434675
60,0.9374718578332784,-38.214898380619225,-29.786681817115397,-170.37360314263066,-5.968849046264848
61,0.9419876078240796,-38.37433920420782,-29.92974716562718,-171.03227784632656,-5.982062071438159
62,0.9414856659517264,-38.57559029678011,-30.1106440149604,-171.93729632861175,-6.005475410653347
63,0.9318791238588774,-38.87961360129444,-30.32689768880652,-173.15210076825755,-6.0638201386605495
64,0.9358580380814654,-39.08816794518038,-30.482303987288297,-174.01979280350025,-6.0985856526606
65,0.9319434820594704,-39.35575572791315,-30.692324634806265,-175.2220370530203,-6.149073317601582
66,0.9372710484090703,-39.58197150104321,-30.884535069755778,-176.22889330017776,-6.1907174335797714
67,0.9422358550733441,-39.73556943718348,-31.001551434664947,-176.89105986304358,-6.21848692256407
68,0.9359407014583585,-39.97502113832214,-31.17307680084281,-177.84738345564188,-6.256527852380694
69,0.937217143030708,-40.18831557145347,-31.35417620151583,-178.74230294854596,-6.2842652574180855
70,0.9314121554897208,-40.45700319862357,-31.56265940465092,-179.97470131705202,-6.321373381907822
71,0.9370881660156832,-40.667831382381806,-31.75094109760044,-180.85717196709066,-6.348084073744027
72,0.9380202953150635,-40.88315786993808,-31.912724509878416,-181.7883752862441,-6.3776829692271155
73,0.9352409183025316,-41.10677637296172,-32.08567342712031,-182.82996589897823,-6.410208703395127
74,0.9316862223297447,-41.34450922639003,-32.27705390721262,-183.85009824381956,-6.453662753019377
75,0.9376134026853756,-41.54983603129203,-32.43890777830011,-184.71595198222104,-6.4904244907915105
76,0.937696853346132,-41.7702853166013,-32.605158306712376,-185.63762174930412,-6.521765833593149
77,0.9388818603530333,-41.95236637795727,-32.75568001729744,-186.41473250902357,-6.546312845624328
78,0.9391448859344311,-42.135842320860256,-32.911156652119736,-187.1807840374388,-6.572658360782118
79,0.9395315053568186,-42.30627839231885,-33.062686202935744,-187.892791725609,-6.591182321818531
80,0.9319610354791623,-42.54601929336209,-33.24588663657802,-188.91920926901062,-6.6353609456680465
81,0.9357075226779878,-42.70079950659735,-33.37153705080761,-189.5574619316461,-6.660321785365187
82,0.939789615314048,-42.84265975719802,-33.490830053482846,-190.17189383113484,-6.678606211836269
83,0.9386872353297036,-43.02631120582123,-33.62535986857916,-190.92199879412377,-6.719443210270795
84,0.9333373298962891,-43.24841247038256,-33.81051973681376,-191.8882445113007,-6.752189064068329
85,0.9414019715224534,-43.39180433467282,-33.93341567251945,-192.48839638221074,-6.771211097905335
86,0.9346358152516431,-43.58626769774684,-34.083811697147134,-193.3116287413971,-6.805340336188071
87,0.9371817156100387,-43.75880965912095,-34.24211880242241,-194.04998497420064,-6.824349724140945
88,0.9386221672349799,-43.92154330703128,-34.37785796652776,-194.71443435212157,-6.84576268884919
89,0.94130638671225,-44.098728802270415,-34.50965075966999,-195.45470871630044,-6.875725754445559
90,0.9340215307476774,-44.30549004126222,-34.66728382349263,-196.32909046926994,-6.899010944904911
91,0.9367535287730727,-44.47367808331488,-34.82124912880264,-197.07390002940576,-6.923424874293964
92,0.9377318970676242,-44.613134263180335,-34.93990721063983,-197.71088155671222,-6.939167498484158
93,0.9383009723172073,-44.781065831114326,-35.091063973888566,-198.44423568677786,-6.954053267932264
94,0.935276739418787,-44.94747011097244,-35.225897257067295,-199.14134286198257,-6.983933429447375
95,0.9385618153836869,-45.10246866966365,-35.345576460556366,-199.81165779166577,-7.009705158765964
96,0.944060773480663,-45.214154741135744,-35.447111784295835,-200.32405115407184,-7.0226366754039695
97,0.9406311873762525,-45.357040319426446,-35.572033900665495,-200.95192943828724,-7.037902263070094
98,0.9314209553812135,-45.52733368673277,-35.71521718631535,-201.6602180622661,-7.07190438942959
99,0.9434662003256347,-45.653297394041694,-35.815335560671315,-202.23029329470884,-7.09092474153782
100,0.9280234590207637,-45.88110592998977,-35.9959964292906,-203.21995985568142,-7.122552951531362
101,0.9422925856547223,-46.00337654452263,-36.10224561168173,-203.7074773602664,-7.138531427486631
102,0.9352108522559717,-46.160465684864334,-36.22786507710133,-204.43026294054113,-7.163054695980245
103,0.9372484449323089,-46.281596120168686,-36.32922153424798,-204.9839550905907,-7.177391003870864
104,0.9390702572589138,-46.42540409399054,-36.442832898807154,-205.6153241693572,-7.19399545135541
105,0.9399548398597659,-46.57595093192837,-36.567286214024705,-206.2646897016373,-7.210916504705377
