Seed,Day,Hour,Time (minutes),Station ID,Total Bikes,Usable Bikes,Unusable Bikes,Avg Maintenance Criticality,Capacity
1,0,7,420,S0,10,10,0,0.4555,21
1,0,7,420,S1,7,7,0,0.416,15
1,0,7,420,S2,12,12,0,0.4586,24
1,0,7,420,S3,8,8,0,0.4956,18
1,0,7,420,S4,8,8,0,0.4523,18
1,0,7,420,S5,12,12,0,0.4562,24
1,0,7,420,S6,10,10,0,0.4481,21
1,0,7,420,S7,13,13,0,0.5373,26
1,0,7,420,S8,11,11,0,0.418,22
1,0,7,420,S9,5,5,0,0.2644,12
1,0,7,420,S10,8,8,0,0.4655,18
1,0,7,420,S11,8,7,1,0.42,17
1,0,7,420,S12,12,12,0,0.4473,24
1,0,7,420,S13,15,15,0,0.473,29
1,0,7,420,S14,6,6,0,0.3157,13
1,0,7,420,S15,14,14,0,0.4336,27
1,0,7,420,S16,7,7,0,0.529,15
1,0,7,420,S17,13,12,1,0.4827,25
1,0,7,420,S18,12,11,1,0.4802,24
1,0,7,420,S19,6,6,0,0.3807,13
1,0,7,420,S20,8,8,0,0.4387,18
1,0,7,420,S21,5,5,0,0.4549,12
1,0,7,420,S22,12,12,0,0.4487,24
1,0,7,420,S23,7,7,0,0.2959,15
1,0,7,420,S24,12,12,0,0.4921,24
1,0,7,420,S25,12,12,0,0.3461,24
1,0,7,420,S26,16,16,0,0.3722,32
1,0,7,420,S27,13,13,0,0.3637,26
1,0,7,420,S28,15,15,0,0.4785,30
1,0,7,420,S29,15,15,0,0.4214,30
1,0,7,420,S30,7,7,0,0.4421,15
1,0,7,420,S31,22,22,0,0.3623,43
1,0,7,420,S32,12,12,0,0.4263,24
1,0,7,420,S33,14,14,0,0.4274,27
1,0,7,420,S34,13,13,0,0.4507,25
1,0,7,420,S35,12,12,0,0.4649,24
1,0,7,420,S36,10,9,1,0.5258,21
1,0,7,420,S37,19,18,1,0.4282,37
1,0,7,420,S38,9,9,0,0.3769,19
1,0,7,420,S39,18,18,0,0.4277,36
1,0,7,420,S40,10,10,0,0.4678,21
1,0,7,420,S41,15,15,0,0.4805,30
1,0,7,420,S42,10,10,0,0.519,21
1,0,7,420,S43,16,16,0,0.4257,31
1,0,7,420,S44,9,9,0,0.3549,20
1,0,7,420,S45,6,6,0,0.3471,13
1,0,7,420,S46,13,13,0,0.4684,25
1,0,7,420,S47,12,11,1,0.4971,24
1,0,7,420,S48,8,8,0,0.6185,17
1,0,7,420,S49,10,10,0,0.428,21
1,0,7,420,S50,15,15,0,0.3398,30
1,0,7,420,S51,10,10,0,0.4588,22
1,0,7,420,S52,9,8,1,0.6701,19
1,0,7,420,S53,16,16,0,0.3862,31
1,0,7,420,S54,12,12,0,0.4741,24
1,0,7,420,S55,16,16,0,0.4004,31
1,0,7,420,S56,5,5,0,0.3887,12
1,0,7,420,S57,13,12,1,0.5113,25
1,0,7,420,S58,15,15,0,0.4689,30
1,0,7,420,S59,19,19,0,0.4838,37
1,0,7,420,S60,16,15,1,0.5049,31
1,0,7,420,S61,7,7,0,0.3235,16
1,0,7,420,S62,13,13,0,0.4613,26
1,0,7,420,S63,14,14,0,0.4162,28
1,0,7,420,S64,6,6,0,0.3761,13
1,0,7,420,S65,13,13,0,0.5236,25
1,0,7,420,S66,12,12,0,0.5211,24
1,0,8,480,S0,11,11,0,0.23,21
1,0,8,480,S1,5,5,0,0.375,15
1,0,8,480,S2,10,10,0,0.4877,24
1,0,8,480,S3,8,8,0,0.4956,18
1,0,8,480,S4,13,13,0,0.4915,18
1,0,8,480,S5,12,12,0,0.4562,24
1,0,8,480,S6,13,13,0,0.4424,21
1,0,8,480,S7,7,7,0,0.4964,26
1,0,8,480,S8,11,11,0,0.212,22
1,0,8,480,S9,5,5,0,0.2644,12
1,0,8,480,S10,4,4,0,0.5266,18
1,0,8,480,S11,7,6,1,0.3731,17
1,0,8,480,S12,15,15,0,0.4782,24
1,0,8,480,S13,11,11,0,0.5368,29
1,0,8,480,S14,7,7,0,0.308,13
1,0,8,480,S15,13,13,0,0.4132,27
1,0,8,480,S16,3,3,0,0.4333,15
1,0,8,480,S17,13,12,1,0.4827,25
1,0,8,480,S18,13,12,1,0.5001,24
1,0,8,480,S19,10,10,0,0.4442,13
1,0,8,480,S20,9,9,0,0.4093,18
1,0,8,480,S21,5,5,0,0.3344,12
1,0,8,480,S22,11,11,0,0.4566,24
1,0,8,480,S23,8,8,0,0.3243,15
1,0,8,480,S24,10,10,0,0.5413,24
1,0,8,480,S25,12,12,0,0.3461,24
1,0,8,480,S26,14,14,0,0.3705,32
1,0,8,480,S27,13,13,0,0.3571,26
1,0,8,480,S28,12,12,0,0.4887,30
1,0,8,480,S29,15,15,0,0.4528,30
1,0,8,480,S30,7,7,0,0.4421,15
1,0,8,480,S31,23,23,0,0.3771,43
1,0,8,480,S32,12,12,0,0.4263,24
1,0,8,480,S33,14,14,0,0.4642,27
1,0,8,480,S34,9,9,0,0.4692,25
1,0,8,480,S35,16,16,0,0.4204,24
1,0,8,480,S36,8,7,1,0.5664,21
1,0,8,480,S37,18,17,1,0.4381,37
1,0,8,480,S38,9,9,0,0.3769,19
1,0,8,480,S39,21,21,0,0.4066,36
1,0,8,480,S40,9,9,0,0.4857,21
1,0,8,480,S41,14,14,0,0.4802,30
1,0,8,480,S42,6,6,0,0.5188,21
1,0,8,480,S43,16,16,0,0.5258,31
1,0,8,480,S44,11,11,0,0.3837,20
1,0,8,480,S45,7,7,0,0.3338,13
1,0,8,480,S46,14,14,0,0.4484,25
1,0,8,480,S47,11,10,1,0.4965,24
1,0,8,480,S48,8,8,0,0.6185,17
1,0,8,480,S49,12,12,0,0.4436,21
1,0,8,480,S50,13,13,0,0.4077,30
1,0,8,480,S51,11,11,0,0.4409,22
1,0,8,480,S52,12,11,1,0.556,19
1,0,8,480,S53,17,17,0,0.3874,31
1,0,8,480,S54,15,15,0,0.4463,24
1,0,8,480,S55,16,16,0,0.4103,31
1,0,8,480,S56,5,5,0,0.3887,12
1,0,8,480,S57,15,14,1,0.5039,25
1,0,8,480,S58,13,13,0,0.5269,30
1,0,8,480,S59,21,21,0,0.4922,37
1,0,8,480,S60,1,0,1,0.934,31
1,0,8,480,S61,1,1,0,0.5071,16
1,0,8,480,S62,10,10,0,0.4863,26
1,0,8,480,S63,11,11,0,0.4152,28
1,0,8,480,S64,2,2,0,0.3251,13
1,0,8,480,S65,13,13,0,0.5236,25
1,0,8,480,S66,8,8,0,0.5218,24
1,0,9,540,S0,11,11,0,0.23,21
1,0,9,540,S1,6,6,0,0.4218,15
1,0,9,540,S2,10,10,0,0.4877,24
1,0,9,540,S3,9,9,0,0.4997,18
1,0,9,540,S4,16,16,0,0.483,18
1,0,9,540,S5,12,12,0,0.4562,24
1,0,9,540,S6,11,11,0,0.3949,21
1,0,9,540,S7,7,7,0,0.4964,26
1,0,9,540,S8,9,9,0,0.1638,22
1,0,9,540,S9,5,5,0,0.2644,12
1,0,9,540,S10,6,6,0,0.4211,18
1,0,9,540,S11,7,6,1,0.3731,17
1,0,9,540,S12,16,16,0,0.4654,24
1,0,9,540,S13,13,13,0,0.5581,29
1,0,9,540,S14,8,7,1,0.3831,13
1,0,9,540,S15,11,11,0,0.3936,27
1,0,9,540,S16,5,5,0,0.3525,15
1,0,9,540,S17,13,12,1,0.4827,25
1,0,9,540,S18,11,10,1,0.5318,24
1,0,9,540,S19,11,11,0,0.4594,13
1,0,9,540,S20,9,9,0,0.4093,18
1,0,9,540,S21,5,5,0,0.3344,12
1,0,9,540,S22,11,11,0,0.4566,24
1,0,9,540,S23,8,8,0,0.3243,15
1,0,9,540,S24,11,11,0,0.5262,24
1,0,9,540,S25,11,11,0,0.3902,24
1,0,9,540,S26,12,12,0,0.3957,32
1,0,9,540,S27,13,13,0,0.3571,26
1,0,9,540,S28,11,11,0,0.4289,30
1,0,9,540,S29,12,11,1,0.4656,30
1,0,9,540,S30,7,7,0,0.4421,15
1,0,9,540,S31,20,20,0,0.4009,43
1,0,9,540,S32,10,10,0,0.4555,24
1,0,9,540,S33,14,14,0,0.4642,27
1,0,9,540,S34,7,7,0,0.49,25
1,0,9,540,S35,8,8,0,0.4907,24
1,0,9,540,S36,6,5,1,0.6533,21
1,0,9,540,S37,24,22,2,0.4491,37
1,0,9,540,S38,9,9,0,0.3769,19
1,0,9,540,S39,22,22,0,0.4157,36
1,0,9,540,S40,11,11,0,0.5226,21
1,0,9,540,S41,12,12,0,0.4087,30
1,0,9,540,S42,8,8,0,0.2015,21
1,0,9,540,S43,23,23,0,0.4794,31
1,0,9,540,S44,10,10,0,0.4026,20
1,0,9,540,S45,9,9,0,0.3663,13
1,0,9,540,S46,11,11,0,0.4488,25
1,0,9,540,S47,10,9,1,0.5213,24
1,0,9,540,S48,8,8,0,0.6185,17
1,0,9,540,S49,12,12,0,0.4436,21
1,0,9,540,S50,6,6,0,0.4633,30
1,0,9,540,S51,8,8,0,0.4722,22
1,0,9,540,S52,15,14,1,0.5651,19
1,0,9,540,S53,26,26,0,0.3795,31
1,0,9,540,S54,20,20,0,0.3972,24
1,0,9,540,S55,16,16,0,0.4424,31
1,0,9,540,S56,4,4,0,0.3249,12
1,0,9,540,S57,12,11,1,0.5279,25
1,0,9,540,S58,15,15,0,0.5033,30
1,0,9,540,S59,24,24,0,0.4877,37
1,0,9,540,S60,1,0,1,0.934,31
1,0,9,540,S61,0,0,0,0.0,16
1,0,9,540,S62,9,9,0,0.5176,26
1,0,9,540,S63,15,15,0,0.4595,28
1,0,9,540,S64,2,2,0,0.3251,13
1,0,9,540,S65,12,12,0,0.5338,25
1,0,9,540,S66,9,9,0,0.4957,24
1,0,10,600,S0,11,11,0,0.23,21
1,0,10,600,S1,6,6,0,0.4218,15
1,0,10,600,S2,10,10,0,0.4877,24
1,0,10,600,S3,9,9,0,0.4997,18
1,0,10,600,S4,15,15,0,0.4832,18
1,0,10,600,S5,10,10,0,0.462,24
1,0,10,600,S6,11,11,0,0.3949,21
1,0,10,600,S7,5,5,0,0.5705,26
1,0,10,600,S8,10,10,0,0.1935,22
1,0,10,600,S9,5,5,0,0.2644,12
1,0,10,600,S10,12,12,0,0.4246,18
1,0,10,600,S11,8,7,1,0.3606,17
1,0,10,600,S12,13,13,0,0.4901,24
1,0,10,600,S13,13,13,0,0.5581,29
1,0,10,600,S14,10,9,1,0.3799,13
1,0,10,600,S15,6,6,0,0.3422,27
1,0,10,600,S16,2,2,0,0.3094,15
1,0,10,600,S17,13,12,1,0.4827,25
1,0,10,600,S18,12,11,1,0.5214,24
1,0,10,600,S19,5,5,0,0.5374,13
1,0,10,600,S20,9,9,0,0.4093,18
1,0,10,600,S21,1,1,0,0.288,12
1,0,10,600,S22,14,14,0,0.4472,24
1,0,10,600,S23,7,7,0,0.4476,15
1,0,10,600,S24,11,11,0,0.5262,24
1,0,10,600,S25,9,9,0,0.3908,24
1,0,10,600,S26,10,10,0,0.4317,32
1,0,10,600,S27,12,12,0,0.3833,26
1,0,10,600,S28,10,10,0,0.4144,30
1,0,10,600,S29,7,6,1,0.4118,30
1,0,10,600,S30,7,7,0,0.4421,15
1,0,10,600,S31,13,13,0,0.428,43
1,0,10,600,S32,11,11,0,0.4847,24
1,0,10,600,S33,16,16,0,0.5074,27
1,0,10,600,S34,6,6,0,0.5178,25
1,0,10,600,S35,13,13,0,0.4807,24
1,0,10,600,S36,5,4,1,0.5984,21
1,0,10,600,S37,32,30,2,0.4466,37
1,0,10,600,S38,10,10,0,0.3503,19
1,0,10,600,S39,24,24,0,0.4256,36
1,0,10,600,S40,16,16,0,0.4572,21
1,0,10,600,S41,9,9,0,0.3639,30
1,0,10,600,S42,9,9,0,0.2159,21
1,0,10,600,S43,21,21,0,0.4876,31
1,0,10,600,S44,16,16,0,0.4378,20
1,0,10,600,S45,5,5,0,0.4207,13
1,0,10,600,S46,0,0,0,0.0,25
1,0,10,600,S47,14,13,1,0.5058,24
1,0,10,600,S48,8,8,0,0.6185,17
1,0,10,600,S49,13,13,0,0.4492,21
1,0,10,600,S50,8,8,0,0.4821,30
1,0,10,600,S51,5,5,0,0.5042,22
1,0,10,600,S52,16,15,1,0.521,19
1,0,10,600,S53,31,31,0,0.3989,31
1,0,10,600,S54,24,24,0,0.2862,24
1,0,10,600,S55,16,16,0,0.4844,31
1,0,10,600,S56,4,4,0,0.3249,12
1,0,10,600,S57,10,9,1,0.4726,25
1,0,10,600,S58,18,18,0,0.4735,30
1,0,10,600,S59,21,21,0,0.4873,37
1,0,10,600,S60,3,2,1,0.5608,31
1,0,10,600,S61,1,1,0,0.7319,16
1,0,10,600,S62,15,15,0,0.5921,26
1,0,10,600,S63,16,16,0,0.4644,28
1,0,10,600,S64,3,3,0,0.3064,13
1,0,10,600,S65,14,14,0,0.5214,25
1,0,10,600,S66,11,11,0,0.4712,24
1,0,11,660,S0,12,12,0,0.2799,21
1,0,11,660,S1,6,6,0,0.4218,15
1,0,11,660,S2,10,10,0,0.4877,24
1,0,11,660,S3,10,10,0,0.4802,18
1,0,11,660,S4,14,14,0,0.4945,18
1,0,11,660,S5,10,10,0,0.462,24
1,0,11,660,S6,11,11,0,0.3949,21
1,0,11,660,S7,5,5,0,0.4467,26
1,0,11,660,S8,10,10,0,0.1935,22
1,0,11,660,S9,6,6,0,0.2705,12
1,0,11,660,S10,5,5,0,0.5071,18
1,0,11,660,S11,6,5,1,0.3638,17
1,0,11,660,S12,11,11,0,0.4751,24
1,0,11,660,S13,11,11,0,0.6025,29
1,0,11,660,S14,9,8,1,0.39,13
1,0,11,660,S15,6,6,0,0.3422,27
1,0,11,660,S16,9,9,0,0.3791,15
1,0,11,660,S17,13,12,1,0.4827,25
1,0,11,660,S18,17,16,1,0.517,24
1,0,11,660,S19,6,6,0,0.5462,13
1,0,11,660,S20,6,6,0,0.4845,18
1,0,11,660,S21,2,2,0,0.2544,12
1,0,11,660,S22,14,14,0,0.4472,24
1,0,11,660,S23,9,9,0,0.4166,15
1,0,11,660,S24,12,12,0,0.5446,24
1,0,11,660,S25,8,8,0,0.392,24
1,0,11,660,S26,8,8,0,0.4428,32
1,0,11,660,S27,9,9,0,0.3308,26
1,0,11,660,S28,10,10,0,0.4144,30
1,0,11,660,S29,1,0,1,0.9666,30
1,0,11,660,S30,7,7,0,0.4421,15
1,0,11,660,S31,8,8,0,0.4813,43
1,0,11,660,S32,10,10,0,0.475,24
1,0,11,660,S33,18,18,0,0.5115,27
1,0,11,660,S34,6,6,0,0.5178,25
1,0,11,660,S35,12,12,0,0.4321,24
1,0,11,660,S36,9,8,1,0.5605,21
1,0,11,660,S37,35,32,3,0.4646,37
1,0,11,660,S38,11,11,0,0.3529,19
1,0,11,660,S39,26,26,0,0.4364,36
1,0,11,660,S40,14,14,0,0.4315,21
1,0,11,660,S41,8,8,0,0.3566,30
1,0,11,660,S42,10,10,0,0.2084,21
1,0,11,660,S43,19,19,0,0.4873,31
1,0,11,660,S44,12,12,0,0.4512,20
1,0,11,660,S45,7,7,0,0.429,13
1,0,11,660,S46,1,1,0,0.6315,25
1,0,11,660,S47,14,13,1,0.5058,24
1,0,11,660,S48,10,10,0,0.559,17
1,0,11,660,S49,13,13,0,0.4492,21
1,0,11,660,S50,6,6,0,0.4329,30
1,0,11,660,S51,8,8,0,0.5074,22
1,0,11,660,S52,17,16,1,0.5033,19
1,0,11,660,S53,30,30,0,0.4081,31
1,0,11,660,S54,23,23,0,0.3152,24
1,0,11,660,S55,18,18,0,0.24,31
1,0,11,660,S56,6,6,0,0.337,12
1,0,11,660,S57,11,10,1,0.4741,25
1,0,11,660,S58,18,18,0,0.4607,30
