episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max,projected_starvation_risk
0,0.8944277108433735,-16.861464167779516,-12.612625172853848,-62.629972291646546,-1.7871110707363842
1,0.9292509998788026,-38.424683694725005,-28.444717850343498,-140.4085672944909,-4.0214462650891
2,0.9342488177519098,-46.07799766032284,-34.18005436493323,-160.9386983487145,-4.861329219961853
3,0.9293738013333739,-50.399842096590454,-37.56805736623352,-167.16856088329303,-5.372152086464084
4,0.9362246433515922,-53.03990392329969,-39.99503736269676,-166.7786248583239,-5.729518550673592
5,0.9286142771445711,-55.038021864445405,-41.96276851635348,-164.62842469635447,-6.00594365195965
6,0.9284834649926411,-56.91336739343776,-43.755441910242375,-161.2385613072857,-6.219682022732071
7,0.9373209061020119,-58.3899116568542,-45.17525717034962,-155.36444994648096,-6.476676934050015
8,0.9314465029267999,-59.894930744906006,-46.50530133597402,-150.14652904782855,-6.709257922901534
9,0.9384309232346378,-62.695657018631145,-48.87817552482725,-152.61053354826586,-6.903698615148617
10,0.9316960626574785,-64.78251117207833,-50.71426982385035,-151.66832050594562,-7.079009799207928
11,0.9336148393907404,-66.08525219016752,-51.831387547855606,-146.94232089250434,-7.239081321646378
12,0.9333070124821575,-68.35194150520398,-53.738717730106,-146.94519737693963,-7.474166830323548
13,0.9284435951102618,-70.14934855234017,-55.32122237890899,-146.02485850109767,-7.681729594275628
14,0.9268676119357862,-72.47936270312806,-57.34694475817549,-147.4608309420178,-7.910577877845808
15,0.9339645471595378,-74.27942393489202,-58.90919907470671,-146.7692964174944,-8.200609326539881
16,0.9315297062153626,-76.68188677457964,-60.94364502865972,-148.87721199961052,-8.478379255326072
17,0.9353483206771318,-78.72452070772563,-62.67520042019169,-148.94073632278707,-8.706968923983688
18,0.931386464530547,-80.7407470261892,-64.47904969292227,-150.12518262764462,-8.923137723755941
19,0.9370712160767409,-82.55494682548171,-66.15303291742195,-149.5667439513306,-9.138626328091073
20,0.9340340703153316,-85.32321725274538,-68.45513294919789,-154.50536770175697,-9.430512614065435
21,0.9333093869731801,-86.134116472938,-69.15509800304946,-148.4643017707948,-9.617185155522822
22,0.9353414619496666,-87.82340140424972,-70.56222170932837,-147.4763944367204,-9.832494932241737
23,0.9348364200292267,-89.85706202548829,-72.25268293921229,-149.45384043832752,-10.051167692446784
24,0.9320957794171,-91.1324981643201,-73.46896926221781,-147.39843559831658,-10.206628604171296
25,0.9375839928326116,-92.10001748593803,-74.45973884177835,-144.21952302202035,-10.373868554435283
26,0.9316530630549825,-93.44154528245092,-75.60834609594235,-143.64752190673818,-10.591604234851324
27,0.932642797269788,-94.89943335592599,-76.80645095981737,-143.43695503202898,-10.777975716416574
28,0.929746473790262,-96.30041586459555,-78.06316249322705,-142.87839293906566,-10.992644331456965
29,0.9263366336633664,-97.97593724774966,-79.6988582094676,-143.402760206089,-11.166641994042747
30,0.938950493849603,-99.45169386976384,-81.08784955308121,-143.45644258411005,-11.33896086431696
31,0.9343050338091661,-100.86835393473753,-82.44550825925324,-143.8282673932561,-11.54851854346086
32,0.9356314917958753,-102.12700664591577,-83.75723784339874,-143.36344254127556,-11.753601760819143
33,0.9352438441310065,-103.46346582855452,-85.07720154954166,-143.1980637238782,-11.923279277542447
34,0.9369250195418195,-105.09735869630667,-86.50874496867462,-143.8457150749711,-12.186867190272046
35,0.9379686229636545,-106.86479169570609,-88.19956598897777,-145.59309802212,-12.405302859274641
36,0.9261338055647267,-107.60898849494305,-89.10219158716299,-142.8020919768938,-12.582447928959711
37,0.9363403228239553,-108.78920990806994,-90.26675755109002,-141.66644184049164,-12.79533297793423
38,0.9364098505372743,-109.78792297293091,-91.29374914455221,-139.60251286783964,-12.993558684669013
39,0.930381660920583,-111.26310666660683,-92.64440941016679,-140.6097904826085,-13.22264095333527
40,0.9341328190912378,-113.58260539826827,-94.69435408654299,-146.3131709620885,-13.410372299292986
41,0.9358788756182893,-113.96415298016406,-95.1466046244372,-141.93902253149415,-13.566308668185263
42,0.9312967954477388,-114.607249802755,-95.89431905594184,-139.15253604032617,-13.746551860326734
43,0.9401608966826358,-116.10382436885384,-97.18666790648498,-140.50004272810403,-13.95450507763418
44,0.9370720082053757,-117.52992756815159,-98.47344012499758,-142.65588374032802,-14.119109446621062
45,0.9307713028643261,-118.70470848651281,-99.72042631419103,-143.4339447288772,-14.26021001419233
46,0.9358790056903264,-119.51511679250004,-100.66158088422333,-142.11651484471545,-14.443245656840588
47,0.9317279942279942,-120.57298228734012,-101.6377320532679,-141.69226842386772,-14.55014376517419
48,0.9364844457867714,-121.52903602359675,-102.62768399630414,-141.2790167800654,-14.721552823685023
49,0.9365677263824017,-122.27632259884732,-103.50516109908519,-140.12435593387124,-14.857218724263767
50,0.9301299558810289,-123.48965474704444,-104.65957910747305,-140.69646714277638,-15.04205037812889
51,0.9331666565034453,-124.96797945987899,-105.9978179224275,-143.3880619089556,-15.193898777985634
52,0.9362943702001573,-125.40910374662177,-106.50802302027463,-140.5751698541786,-15.343219817033871
53,0.9392326994588385,-126.53940459818047,-107.57357675299372,-141.43210942134684,-15.496780165626145
54,0.934327009936766,-127.51172997268212,-108.45628348012865,-141.36863594774542,-15.631747997771406
55,0.939662421912542,-128.7177550313568,-109.71405825860968,-143.06660083036542,-15.808794066061553
56,0.934977043706398,-129.58729826273864,-110.58165417530863,-143.03258373720027,-15.922646991503044
57,0.9416814772419194,-130.6102622455037,-111.5854330763547,-144.05567721509266,-16.061162789919308
58,0.9303326810176126,-131.53984876984862,-112.56272054484236,-144.48263447557528,-16.148685260377352
59,0.9387408171938558,-132.1990812613465,-113.39607881444883,-143.75332131496017,-16.247632105730723
60,0.9395956832345341,-132.77649670509393,-114.08950282676007,-142.21613125090605,-16.321592848618636
61,0.9315568699640885,-133.07147254629547,-114.5604683328932,-140.05325758941964,-16.352176249524913
62,0.9333973358934358,-134.44243743848887,-115.95876574546817,-143.2502605114935,-16.495682796509545
63,0.9428406466512702,-134.77619479476573,-116.44829442883189,-140.86480612187057,-16.568399914386074
64,0.9247321455218313,-135.28551403505256,-116.9983225620489,-139.36375132244657,-16.69080740769085
65,0.9340301834503117,-136.2004509513464,-117.98000667425457,-140.32611081403493,-16.784294211058338
66,0.9329932691437023,-137.37101478613988,-119.10213672158761,-142.6235228120175,-16.88754266344689
67,0.9340977670488835,-137.68752640033603,-119.52099672950845,-140.39769229133614,-16.959852889952675
68,0.9321693818878773,-138.79425802807773,-120.59830401194046,-142.28165030909548,-17.062237627209264
69,0.9297281147296086,-138.91728958172206,-120.92031192454911,-139.3179435201066,-17.163117706811256
70,0.9362912054494588,-139.8028223135805,-121.86287215544954,-140.43770280154993,-17.246117429767278
71,0.9289160214413341,-141.02174200553063,-123.0029173574881,-142.89483664562803,-17.387916825940056
72,0.9404553415061296,-141.65272535030442,-123.70981361620017,-142.44445134213032,-17.471012071311094
73,0.9256818597840015,-142.51583263351563,-124.63665589192883,-143.23197900446772,-17.599560983479257
74,0.9291504686134466,-143.1545400916577,-125.43195849717237,-143.17932207868995,-17.715530583393267
75,0.9342637907075101,-144.08867808475867,-126.42768093824918,-144.49081526550833,-17.833432317415777
76,0.9434735117422174,-144.42476595113308,-126.81029511267293,-142.7130304652886,-17.911564529028144
77,0.9345241705586219,-145.73881739402682,-128.03639609137403,-146.15911087435356,-18.067553006489916
78,0.9462267590229676,-146.8788078456433,-129.20309275882747,-149.0911070444689,-18.181719197615486
79,0.9336050724637681,-147.12235855051614,-129.62821245173902,-147.6160288389911,-18.24975330808599
80,0.9386837688803644,-147.6397691420936,-130.20488236988533,-146.99970277868061,-18.33090879934478
81,0.9337851616385774,-148.1920431618822,-130.87490416296365,-146.7263207904355,-18.43414952396167
82,0.9364432367149759,-148.80009836599052,-131.49200777349986,-146.93015838018323,-18.513179313994247
83,0.9374449071400347,-149.1408682055976,-132.00445104885569,-145.64630649198384,-18.59951725768327
84,0.9421264733509075,-149.71684346948985,-132.663780636874,-145.7864451989645,-18.674548894628014
85,0.938035655627557,-150.22212728024041,-133.22098146964552,-145.16734534499847,-18.77854475012635
86,0.9337056386236714,-151.21617001037768,-134.16814018109184,-147.14343180527285,-18.89789091421909
87,0.9371670702179177,-151.7751438628382,-134.80493701849076,-146.86262194741292,-18.966965132023784
88,0.9339375928677563,-152.26748291707983,-135.31523388642202,-146.73956894322023,-19.04784789116857
89,0.9385941367689601,-153.07079918080552,-136.13485342058524,-148.30615857650068,-19.14818093115416
90,0.9372505140921737,-154.12660839357676,-137.186911185009,-151.25213386482608,-19.23155865437364
91,0.9370486891385768,-154.58162393506038,-137.76033133620643,-151.1972306812662,-19.28823915152581
92,0.9387797681142142,-154.98164343850675,-138.23435015283582,-150.900962572213,-19.342637503129705
93,0.9326334208223972,-155.16287737965922,-138.4607273947216,-149.19247000653007,-19.412014070170464
94,0.9322804498683895,-155.76589180999025,-139.1344207234109,-150.0447003717236,-19.524742920446798
95,0.938501620770093,-156.2363047098142,-139.58574980736253,-149.95099559070286,-19.61128569928076
96,0.9373522458628841,-156.3857198776431,-139.8426383343427,-148.45733597604928,-19.68311980612832
97,0.9324434758921275,-157.1519433332474,-140.669914103626,-150.31915429516994,-19.750271292135427
98,0.9431659481449997,-157.62095356533482,-141.22212016499185,-150.58205343022567,-19.80632187140844
99,0.9378338413254066,-158.18655230031212,-141.8408400655082,-151.3394939911332,-19.874262971294748
100,0.9419883675375945,-158.46464265815135,-142.22412125391693,-150.67099141933267,-19.939761301116114
101,0.9373892675895619,-158.90125165131195,-142.73078704505355,-150.44268220192592,-20.019916278235986
102,0.9284619315278487,-159.11326062721875,-143.0373446646329,-149.58922320789654,-20.07608690887833
103,0.9371893357433349,-159.35457354287797,-143.36261106606034,-148.69726532465012,-20.153939617626452
104,0.9453286574948296,-160.2490836603828,-144.23737335213178,-151.23161401996083,-20.24336924828771
105,0.9414475467606398,-161.01745694679673,-144.9410886079157,-153.08466925739222,-20.316800204713015
106,0.9363356845722554,-161.51991465525757,-145.52207891468595,-153.91360830540904,-20.371416552983526
107,0.9373258635669133,-162.0710983027522,-146.1425101011095,-154.64740610645546,-20.397505530591054
108,0.9335573863129405,-162.47674167798093,-146.61331880022877,-154.86552672113834,-20.44419091643335
109,0.9395779565811446,-162.8329432200588,-147.03972366920542,-154.76120653871502,-20.495320664138937
110,0.9378966046133951,-162.84796120062506,-147.24569629686835,-153.16207468135306,-20.51039144652375
111,0.938675315401095,-163.06357135321778,-147.5417412820129,-152.43069537294883,-20.56311093302436
112,0.9387019964588803,-163.24655785623543,-147.79581121020905,-151.58436583632601,-20.60382750169179
113,0.9385829115808276,-163.44637653712925,-148.10023671799067,-150.80775294599792,-20.64669448278102
114,0.9380309694523107,-163.63956083934693,-148.4164091902458,-149.77685668824037,-20.697360796707432
115,0.9392023492044467,-163.92156130898093,-148.7875830969309,-149.44543325243853,-20.758653441275186
116,0.9368984276917558,-164.3996351717878,-149.3193181043025,-150.21362015200663,-20.834672571816714
117,0.9368098895823331,-164.82419798510176,-149.79530767180478,-150.88177126437495,-20.896907555126
118,0.938694792353329,-165.18492693433348,-150.1814059160559,-151.02417498463532,-20.968576794789946
119,0.9366985240745221,-165.7315209934474,-150.72208861975867,-152.1101289368373,-21.010859944308514
120,0.9382318762849736,-166.2695413983783,-151.26268102809993,-153.09241728351608,-21.069355566156904
121,0.9369545591333133,-166.4761926609382,-151.50554409341711,-152.49251961120564,-21.11030137124321
122,0.9331324222712896,-166.65798203114437,-151.7513879739355,-151.6337437986202,-21.154055411224665
123,0.9408387720570461,-167.19459569363372,-152.25637529418898,-152.9035608645837,-21.224410771271234
124,0.9366180195392595,-167.48856589128744,-152.62215768073534,-152.9015343094656,-21.273199102136772
125,0.9359576260984712,-167.83886713159978,-153.00965756565634,-153.1328083801096,-21.318808727013213
126,0.9375286530761943,-168.28799889061384,-153.4936302322207,-153.91362893474394,-21.37174316632551
127,0.9417891971860753,-168.70541518745162,-153.89148423812085,-154.73016770245673,-21.429135094673086
128,0.9357717139724693,-169.17818602598246,-154.340040788778,-155.47583520145142,-21.513179424015018
129,0.9455684007707129,-169.495856557814,-154.70051615837394,-155.4224381114714,-21.566101407966595
130,0.9307689976054075,-169.82565201776114,-155.05574982187227,-155.62216691248926,-21.594890042265245
131,0.9389030457468753,-170.20049845173884,-155.4275216053219,-155.9419644029559,-21.65806674268128
132,0.9357344209200504,-170.4588813680134,-155.72613110599346,-155.8281550182872,-21.698199302884955
133,0.9439852242104945,-170.637293472172,-155.9948707613199,-155.39363438543464,-21.733611516192546
134,0.9428185907046477,-170.9637597651316,-156.30334354531354,-155.57923969851896,-21.772035429639228
135,0.9392323770864257,-171.0729091560388,-156.49133471909707,-154.97393795284847,-21.805998206072072
136,0.933891964686518,-171.22861935368397,-156.69989930546873,-154.7208841111432,-21.848232848041594
137,0.9405090647136511,-171.65733807367528,-157.1433933006645,-155.637216604376,-21.895182803879788
138,0.9381856860659474,-171.8474840890569,-157.39402807663782,-155.5067798206152,-21.92969214116863
139,0.9380956703276754,-172.21417884844297,-157.75135566298079,-156.22151680300126,-21.964605400638597
140,0.9361008741205494,-172.21311305035076,-157.87099389459433,-154.97962286874883,-21.99038066665425
141,0.9430029903041652,-172.53218502463076,-158.23059719511366,-155.34874050751762,-22.027941271944687
142,0.9407944648438685,-172.65224609125525,-158.40701347565945,-154.76807985019263,-22.052537274171563
143,0.9396139650269256,-172.95336566820603,-158.75788936143456,-155.17919970306517,-22.087792549274024
144,0.9323276512294464,-173.17471570547627,-159.00809144820136,-155.17547898485887,-22.129545710913284
145,0.9410661342046348,-173.38270365548692,-159.27086243710647,-155.29033656409402,-22.149749491321852
146,0.9397222646116282,-173.4770388773976,-159.40643482080145,-154.73347906397333,-22.18397378665611
