seed,day,hour,minute,current_station_id,is_at_depot,functional_load_before,depot_load_before,total_load_before,functional_deliveries,functional_pickups,onsite_repairs,depot_pickups,depot_deliveries,load_from_queue,bikes_involved,action_duration_min,next_station_id,travel_time_min,functional_load_after,depot_load_after,total_load_after,immediate_reward,vfa_value,accumulated_rollout_reward,tail_value,final_decision_score,maintenance_flag_present,selected_action_is_maintenance,n_total_candidates,vfa_top1_next_station,rollout_changed_decision,winning_candidate_rank,decision_runtime_s,winning_profile_type,phi_rebalancing_imbalance,phi_squared_starvation_penalty,phi_squared_congestion_penalty,phi_exponential_starvation_penalty,phi_exponential_congestion_penalty,phi_starvation_severity_max,phi_congestion_severity_max,phi_starvation_count,phi_congestion_count,phi_gross_starvation_risk,phi_gross_congestion_risk,phi_net_starvation_shortfall,phi_net_congestion_shortfall,phi_trailer_cannibalization,phi_global_onsite_backlog,phi_demand_weighted_depot_backlog,phi_time_remaining_fraction,phi_functional_bikes_time_penalty,phi_reachable_imbalance_fraction,phi_recoverable_imbalance_fraction,phi_imbalance_hotspot_distance
43,0,6,0,S0,False,0,0,0,0,0,0,0,0,0,[],3.0,S52,10.14,0,0,0,0.0,-2.997648,,,-2.997648,False,False,,,,,,,,0.161654,0.102698,,,,,,,0.081992,0.064426,,,,,,,,,,
43,0,6,13,S52,False,0,0,0,0,13,0,0,0,0,"['B582', 'B583', 'B584', 'B585', 'B586', 'B587', 'B588', 'B589', 'B590', 'B475', 'B192', 'B210', 'B688']",9.5,S51,4.66,13,0,13,0.0,-3.311542,,,-3.311542,False,False,,,,,,,,0.171464,0.130248,,,,,,,0.07536,0.072015,,,,,,,,,,
43,0,6,27,S51,False,13,0,13,13,0,0,0,0,0,"['B582', 'B583', 'B584', 'B585', 'B586', 'B587', 'B588', 'B589', 'B590', 'B475', 'B192', 'B210', 'B688']",9.5,S54,6.18,0,0,0,0.0,-3.441691,,,-3.441691,False,False,,,,,,,,0.192356,0.132927,,,,,,,0.078153,0.057233,,,,,,,,,,
43,0,6,42,S54,False,0,0,0,0,13,0,0,0,0,"['B616', 'B617', 'B618', 'B574', 'B312', 'B711', 'B404', 'B322', 'B321', 'B763', 'B714', 'B485', 'B208']",9.5,S66,5.58,13,0,13,0.0,-3.339069,,,-3.339069,False,False,,,,,,,,0.173023,0.150077,,,,,,,0.054744,0.065077,,,,,,,,,,
43,0,6,58,S66,False,13,0,13,13,0,0,0,0,0,"['B616', 'B617', 'B618', 'B574', 'B312', 'B711', 'B404', 'B322', 'B321', 'B763', 'B714', 'B485', 'B208']",9.5,S16,4.13,0,0,0,0.0,-3.327824,,,-3.327824,False,False,,,,,,,,0.188906,0.140816,,,,,,,0.057298,0.049777,,,,,,,,,,
43,0,7,11,S16,False,0,0,0,0,9,0,0,0,0,"['B159', 'B160', 'B161', 'B162', 'B163', 'B164', 'B165', 'B403', 'B112']",7.5,S42,8.17,9,0,9,0.0,-3.496144,,,-3.496144,False,False,,,,,,,,0.11439,0.138811,,,,,,,0.185146,0.086426,,,,,,,,,,
43,0,7,27,S42,False,9,0,9,9,0,0,0,0,0,"['B159', 'B160', 'B161', 'B162', 'B163', 'B164', 'B165', 'B403', 'B112']",7.5,S46,7.22,0,0,0,0.0,-3.456789,,,-3.456789,False,False,,,,,,,,0.13378,0.132547,,,,,,,0.187285,0.057557,,,,,,,,,,
43,0,7,42,S46,False,0,0,0,0,14,0,0,0,0,"['B523', 'B524', 'B525', 'B526', 'B342', 'B139', 'B635', 'B472', 'B470', 'B487', 'B621', 'B141', 'B213', 'B226']",10.0,S40,3.01,14,0,14,0.0,-3.502213,,,-3.502213,False,False,,,,,,,,0.125963,0.14356,,,,,,,0.18001,0.068242,,,,,,,,,,
43,0,7,55,S40,False,14,0,14,14,0,0,0,0,0,"['B523', 'B524', 'B525', 'B526', 'B342', 'B139', 'B635', 'B472', 'B470', 'B487', 'B621', 'B141', 'B213', 'B226']",10.0,S35,4.93,0,0,0,0.0,-3.661125,,,-3.661125,False,False,,,,,,,,0.133649,0.150051,,,,,,,0.188726,0.068,,,,,,,,,,
43,0,8,10,S35,False,0,0,0,0,10,0,0,0,0,"['B18', 'B346', 'B653', 'B479', 'B761', 'B274', 'B481', 'B482', 'B636', 'B233']",8.0,S50,1.61,10,0,10,0.0,-3.344592,,,-3.344592,False,False,,,,,,,,0.150629,0.141675,,,,,,,0.100464,0.072786,,,,,,,,,,
43,0,8,19,S50,False,10,0,10,0,9,0,0,0,0,"['B563', 'B564', 'B565', 'B566', 'B567', 'B568', 'B569', 'B570', 'B571']",7.5,S12,10.53,19,0,19,0.0,-3.21949,,,-3.21949,False,False,,,,,,,,0.135331,0.144348,,,,,,,0.097001,0.073611,,,,,,,,,,
43,0,8,37,S12,False,19,0,19,9,0,0,0,0,0,"['B18', 'B346', 'B653', 'B479', 'B761', 'B274', 'B481', 'B482', 'B636']",7.5,S52,6.66,10,0,10,0.0,-3.190581,,,-3.190581,False,False,,,,,,,,0.139385,0.134528,,,,,,,0.105212,0.068952,,,,,,,,,,
43,0,8,51,S52,False,10,0,10,0,10,0,0,0,0,"['B469', 'B71', 'B214', 'B372', 'B388', 'B453', 'B690', 'B615', 'B373', 'B374']",8.0,S48,5.29,20,0,20,0.0,-3.356395,,,-3.356395,False,False,,,,,,,,0.14024,0.144212,,,,,,,0.113053,0.076497,,,,,,,,,,
43,0,9,5,S48,False,20,0,20,8,0,0,0,0,0,"['B233', 'B563', 'B564', 'B565', 'B566', 'B567', 'B568', 'B569']",7.0,S41,9.11,12,0,12,0.0,-3.234852,,,-3.234852,False,False,,,,,,,,0.145843,0.1356,,,,,,,0.065474,0.098052,,,,,,,,,,
43,0,9,21,S41,False,12,0,12,12,0,0,0,0,0,"['B570', 'B571', 'B469', 'B71', 'B214', 'B372', 'B388', 'B453', 'B690', 'B615', 'B373', 'B374']",9.0,S61,2.24,0,0,0,0.0,-3.280628,,,-3.280628,False,False,,,,,,,,0.15924,0.125366,,,,,,,0.0745,0.092056,,,,,,,,,,
43,0,9,32,S61,False,0,0,0,0,8,0,0,0,0,"['B766', 'B559', 'B741', 'B356', 'B358', 'B437', 'B730', 'B340']",7.0,S19,7.72,8,0,8,0.0,-3.23394,,,-3.23394,False,False,,,,,,,,0.149295,0.129632,,,,,,,0.069406,0.09744,,,,,,,,,,
43,0,9,47,S19,False,8,0,8,8,0,0,0,0,0,"['B766', 'B559', 'B741', 'B356', 'B358', 'B437', 'B730', 'B340']",7.0,S37,5.87,0,0,0,0.0,-3.125237,,,-3.125237,False,False,,,,,,,,0.147509,0.120379,,,,,,,0.064955,0.097581,,,,,,,,,,
43,0,10,0,S37,False,0,0,0,0,20,0,0,0,0,"['B416', 'B417', 'B418', 'B419', 'B420', 'B542', 'B269', 'B575', 'B539', 'B272', 'B125', 'B314', 'B114', 'B256', 'B390', 'B623', 'B215', 'B692', 'B22', 'B727']",13.0,S22,7.12,20,0,20,0.0,-3.135114,,,-3.135114,False,False,,,,,,,,0.144926,0.116746,,,,,,,0.077922,0.097242,,,,,,,,,,
43,0,10,20,S22,False,20,0,20,9,0,0,0,0,0,"['B416', 'B417', 'B418', 'B419', 'B420', 'B542', 'B269', 'B575', 'B539']",7.5,S26,7.39,11,0,11,0.0,-3.055043,,,-3.055043,False,False,,,,,,,,0.129691,0.118498,,,,,,,0.092152,0.092288,,,,,,,,,,
43,0,10,35,S26,False,11,0,11,11,0,0,0,0,0,"['B272', 'B125', 'B314', 'B114', 'B256', 'B390', 'B623', 'B215', 'B692', 'B22', 'B727']",8.5,S49,8.9,0,0,0,0.0,-3.35351,,,-3.35351,False,False,,,,,,,,0.149155,0.115849,,,,,,,0.115036,0.098641,,,,,,,,,,
43,0,10,52,S49,False,0,0,0,0,13,0,0,0,0,"['B547', 'B548', 'B549', 'B550', 'B551', 'B552', 'B553', 'B554', 'B555', 'B556', 'B179', 'B353', 'B180']",9.5,S19,8.38,13,0,13,0.0,-3.391603,,,-3.391603,False,False,,,,,,,,0.14466,0.115826,,,,,,,0.127703,0.101383,,,,,,,,,,
43,0,11,10,S19,False,13,0,13,0,7,0,0,0,0,"['B741', 'B356', 'B358', 'B437', 'B730', 'B340', 'B664']",6.5,S27,9.37,20,0,20,0.0,-4.188305,,,-4.188305,False,False,,,,,,,,0.143121,0.117501,,,,,,,0.141393,0.224947,,,,,,,,,,
43,0,11,26,S27,False,20,0,20,10,0,0,0,0,0,"['B547', 'B548', 'B549', 'B550', 'B551', 'B552', 'B553', 'B554', 'B555', 'B556']",8.0,S36,7.66,10,0,10,0.0,-4.491544,,,-4.491544,False,False,,,,,,,,0.146754,0.123082,,,,,,,0.159218,0.248846,,,,,,,,,,
43,0,11,41,S36,False,10,0,10,10,0,0,0,0,0,"['B179', 'B353', 'B180', 'B741', 'B356', 'B358', 'B437', 'B730', 'B340', 'B664']",8.0,S52,4.36,0,0,0,0.0,-4.224504,,,-4.224504,False,False,,,,,,,,0.138196,0.100468,,,,,,,0.168926,0.23828,,,,,,,,,,
43,0,11,54,S52,False,0,0,0,0,9,0,0,0,0,"['B471', 'B311', 'B131', 'B112', 'B403', 'B351', 'B755', 'B724', 'B718']",7.5,S47,5.53,9,0,9,0.0,-4.253998,,,-4.253998,False,False,,,,,,,,0.142182,0.079434,,,,,,,0.182655,0.253886,,,,,,,,,,
43,0,12,7,S47,False,9,0,9,0,11,0,0,0,0,"['B529', 'B530', 'B531', 'B532', 'B533', 'B534', 'B535', 'B536', 'B537', 'B538', 'B222']",8.5,S46,7.57,20,0,20,0.0,-4.016714,,,-4.016714,False,False,,,,,,,,0.136577,0.079944,,,,,,,0.232845,0.180216,,,,,,,,,,
43,0,12,23,S46,False,20,0,20,17,0,0,0,0,0,"['B471', 'B311', 'B131', 'B112', 'B403', 'B351', 'B755', 'B724', 'B718', 'B529', 'B530', 'B531', 'B532', 'B533', 'B534', 'B535', 'B536']",11.5,S16,1.33,3,0,3,0.0,-4.152408,,,-4.152408,False,False,,,,,,,,0.152323,0.074609,,,,,,,0.247666,0.174716,,,,,,,,,,
43,0,12,36,S16,False,3,0,3,0,9,0,0,0,0,"['B449', 'B451', 'B519', 'B528', 'B766', 'B127', 'B382', 'B737', 'B564']",7.5,S34,5.13,12,0,12,0.0,-4.050115,,,-4.050115,False,False,,,,,,,,0.144176,0.075543,,,,,,,0.226284,0.185799,,,,,,,,,,
43,0,12,48,S34,False,12,0,12,12,0,0,0,0,0,"['B537', 'B538', 'B222', 'B449', 'B451', 'B519', 'B528', 'B766', 'B127', 'B382', 'B737', 'B564']",9.0,S32,4.62,0,0,0,0.0,-4.321801,,,-4.321801,False,False,,,,,,,,0.165295,0.078225,,,,,,,0.240572,0.185181,,,,,,,,,,
43,0,13,2,S32,False,0,0,0,0,10,0,0,0,0,"['B341', 'B709', 'B472', 'B492', 'B343', 'B378', 'B517', 'B18', 'B147', 'B521']",8.0,S11,6.69,10,0,10,0.0,-4.584078,,,-4.584078,False,False,,,,,,,,0.169855,0.097006,,,,,,,0.200921,0.230496,,,,,,,,,,
43,0,13,17,S11,False,10,0,10,10,0,0,0,0,0,"['B341', 'B709', 'B472', 'B492', 'B343', 'B378', 'B517', 'B18', 'B147', 'B521']",8.0,S53,7.87,0,0,0,0.0,-4.160959,,,-4.160959,False,False,,,,,,,,0.167806,0.078435,,,,,,,0.180399,0.203351,,,,,,,,,,
43,0,13,32,S53,False,0,0,0,0,17,0,0,0,0,"['B729', 'B524', 'B100', 'B139', 'B733', 'B648', 'B635', 'B462', 'B487', 'B470', 'B649', 'B633', 'B193', 'B707', 'B762', 'B761', 'B742']",11.5,S29,3.88,17,0,17,0.0,-4.089099,,,-4.089099,False,False,,,,,,,,0.15637,0.099823,,,,,,,0.155183,0.200576,,,,,,,,,,
43,0,13,48,S29,False,17,0,17,17,0,0,0,0,0,"['B729', 'B524', 'B100', 'B139', 'B733', 'B648', 'B635', 'B462', 'B487', 'B470', 'B649', 'B633', 'B193', 'B707', 'B762', 'B761', 'B742']",11.5,S48,7.68,0,0,0,0.0,-4.165923,,,-4.165923,False,False,,,,,,,,0.165469,0.105285,,,,,,,0.152794,0.19483,,,,,,,,,,
43,0,14,7,S48,False,0,0,0,0,10,0,0,0,0,"['B7', 'B522', 'B93', 'B181', 'B518', 'B94', 'B516', 'B33', 'B425', 'B426']",8.0,S45,4.58,10,0,10,0.0,-4.378203,,,-4.378203,False,False,,,,,,,,0.182844,0.109801,,,,,,,0.166792,0.187529,,,,,,,,,,
43,0,14,20,S45,False,10,0,10,7,0,0,0,0,0,"['B7', 'B522', 'B93', 'B181', 'B518', 'B94', 'B516']",6.5,S23,9.29,3,0,3,0.0,-4.524427,,,-4.524427,False,False,,,,,,,,0.207105,0.113948,,,,,,,0.188291,0.153188,,,,,,,,,,
43,0,14,35,S23,False,3,0,3,0,6,0,0,0,0,"['B658', 'B78', 'B153', 'B699', 'B301', 'B157']",6.0,S30,3.25,9,0,9,0.0,-4.35436,,,-4.35436,False,False,,,,,,,,0.200478,0.129966,,,,,,,0.180044,0.119853,,,,,,,,,,
43,0,14,45,S30,False,9,0,9,0,9,0,0,0,0,"['B311', 'B488', 'B419', 'B231', 'B429', 'B542', 'B269', 'B344', 'B619']",7.5,S26,6.33,18,0,18,0.0,-4.54102,,,-4.54102,False,False,,,,,,,,0.217438,0.144127,,,,,,,0.167141,0.118165,,,,,,,,,,
43,0,14,58,S26,False,18,0,18,18,0,0,0,0,0,"['B33', 'B425', 'B426', 'B658', 'B78', 'B153', 'B699', 'B301', 'B157', 'B311', 'B488', 'B419', 'B231', 'B429', 'B542', 'B269', 'B344', 'B619']",12.0,S18,7.46,0,0,0,0.0,-4.570353,,,-4.570353,False,False,,,,,,,,0.228331,0.159358,,,,,,,0.135611,0.112727,,,,,,,,,,
43,0,15,18,S18,False,0,0,0,0,10,0,0,0,0,"['B739', 'B644', 'B355', 'B357', 'B308', 'B268', 'B130', 'B13', 'B122', 'B499']",8.0,S42,9.96,10,0,10,0.0,-4.329295,,,-4.329295,False,False,,,,,,,,0.202877,0.147383,,,,,,,0.138932,0.122778,,,,,,,,,,
43,0,15,36,S42,False,10,0,10,10,0,0,0,0,0,"['B739', 'B644', 'B355', 'B357', 'B308', 'B268', 'B130', 'B13', 'B122', 'B499']",8.0,S4,9.3,0,0,0,0.0,-4.078002,,,-4.078002,False,False,,,,,,,,0.203633,0.131864,,,,,,,0.134845,0.103019,,,,,,,,,,
43,0,15,53,S4,False,0,0,0,0,8,0,0,0,0,"['B523', 'B39', 'B416', 'B407', 'B29', 'B110', 'B24', 'B558']",7.0,S66,2.35,8,0,8,0.0,-3.959895,,,-3.959895,False,False,,,,,,,,0.20339,0.131425,,,,,,,0.114684,0.100526,,,,,,,,,,
43,0,16,3,S66,False,8,0,8,0,12,0,0,0,0,"['B450', 'B497', 'B601', 'B375', 'B261', 'B108', 'B427', 'B731', 'B205', 'B754', 'B713', 'B565']",9.0,S14,8.6,20,0,20,0.0,-3.839427,,,-3.839427,False,False,,,,,,,,0.183555,0.152001,,,,,,,0.093886,0.099429,,,,,,,,,,
43,0,16,20,S14,False,20,0,20,8,0,0,0,0,0,"['B523', 'B39', 'B416', 'B407', 'B29', 'B110', 'B24', 'B558']",7.0,S35,3.16,12,0,12,0.0,-3.725652,,,-3.725652,False,False,,,,,,,,0.164107,0.173448,,,,,,,0.069807,0.10043,,,,,,,,,,
43,0,16,30,S35,False,12,0,12,12,0,0,0,0,0,"['B450', 'B497', 'B601', 'B375', 'B261', 'B108', 'B427', 'B731', 'B205', 'B754', 'B713', 'B565']",9.0,S19,8.66,0,0,0,0.0,-3.448572,,,-3.448572,False,False,,,,,,,,0.170348,0.144619,,,,,,,0.073503,0.079378,,,,,,,,,,
43,0,16,48,S19,False,0,0,0,0,6,0,0,0,0,"['B358', 'B717', 'B580', 'B647', 'B83', 'B315']",6.0,S51,1.21,6,0,6,0.0,-3.530818,,,-3.530818,False,False,,,,,,,,0.182042,0.152481,,,,,,,0.063918,0.073435,,,,,,,,,,
43,0,16,55,S51,False,6,0,6,0,12,0,0,0,0,"['B704', 'B109', 'B631', 'B321', 'B550', 'B751', 'B618', 'B548', 'B232', 'B43', 'B458', 'B418']",9.0,S32,4.37,18,0,18,0.0,-3.629423,,,-3.629423,False,False,,,,,,,,0.186562,0.160156,,,,,,,0.059679,0.076751,,,,,,,,,,
43,0,17,9,S32,False,18,0,18,9,0,0,0,0,0,"['B358', 'B717', 'B580', 'B647', 'B83', 'B315', 'B704', 'B109', 'B631']",7.5,S10,3.25,9,0,9,0.0,-3.309396,,,-3.309396,False,False,,,,,,,,0.162958,0.140439,,,,,,,0.056926,0.085916,,,,,,,,,,
43,0,17,19,S10,False,9,0,9,8,0,0,0,0,0,"['B321', 'B550', 'B751', 'B618', 'B548', 'B232', 'B43', 'B458']",7.0,S65,8.22,1,0,1,0.0,-3.096597,,,-3.096597,False,False,,,,,,,,0.166042,0.124264,,,,,,,0.058156,0.065721,,,,,,,,,,
43,0,17,34,S65,False,1,0,1,0,19,0,0,0,0,"['B371', 'B335', 'B385', 'B383', 'B446', 'B319', 'B744', 'B367', 'B689', 'B482', 'B34', 'B317', 'B166', 'B42', 'B68', 'B758', 'B552', 'B628', 'B350']",12.5,S54,8.42,20,0,20,0.0,-3.196449,,,-3.196449,False,False,,,,,,,,0.163502,0.146017,,,,,,,0.048837,0.065278,,,,,,,,,,
43,0,17,55,S54,False,20,0,20,10,0,0,0,0,0,"['B418', 'B371', 'B335', 'B385', 'B383', 'B446', 'B319', 'B744', 'B367', 'B689']",8.0,S48,6.34,10,0,10,0.0,-3.055021,,,-3.055021,False,False,,,,,,,,0.164963,0.144388,,,,,,,0.037951,0.050279,,,,,,,,,,
43,0,18,10,S48,False,10,0,10,0,10,0,0,0,0,"['B478', 'B3', 'B520', 'B142', 'B433', 'B162', 'B123', 'B218', 'B448', 'B640']",8.0,S42,9.36,20,0,20,0.0,-2.805195,,,-2.805195,False,False,,,,,,,,0.133898,0.15262,,,,,,,0.024817,0.053968,,,,,,,,,,
43,0,18,27,S42,False,20,0,20,12,0,0,0,0,0,"['B482', 'B34', 'B317', 'B166', 'B42', 'B68', 'B758', 'B552', 'B628', 'B350', 'B478', 'B3']",9.0,S23,14.26,8,0,8,0.0,-2.59645,,,-2.59645,False,False,,,,,,,,0.137846,0.137598,,,,,,,0.019607,0.036938,,,,,,,,,,
43,0,18,50,S23,False,8,0,8,7,0,0,0,0,0,"['B520', 'B142', 'B433', 'B162', 'B123', 'B218', 'B448']",6.5,S9,14.86,1,0,1,0.0,-2.60826,,,-2.60826,False,False,,,,,,,,0.153129,0.127355,,,,,,,0.023321,0.026771,,,,,,,,,,
43,0,19,12,S9,False,1,0,1,0,6,0,0,0,0,"['B563', 'B318', 'B21', 'B579', 'B590', 'B712']",6.0,S61,9.96,7,0,7,0.0,-2.549603,,,-2.549603,False,False,,,,,,,,0.13175,0.149766,,,,,,,0.029182,0.014117,,,,,,,,,,
43,0,19,28,S61,False,7,0,7,0,8,0,0,0,0,"['B158', 'B492', 'B130', 'B71', 'B260', 'B100', 'B717', 'B509']",7.0,S27,2.28,15,0,15,0.0,-2.515185,,,-2.515185,False,False,,,,,,,,0.122899,0.158574,,,,,,,0.024313,0.013771,,,,,,,,,,
43,0,19,37,S27,False,15,0,15,15,0,0,0,0,0,"['B640', 'B563', 'B318', 'B21', 'B579', 'B590', 'B712', 'B158', 'B492', 'B130', 'B71', 'B260', 'B100', 'B717', 'B509']",10.5,S22,5.26,0,0,0,0.0,-2.378218,,,-2.378218,False,False,,,,,,,,0.122243,0.143154,,,,,,,0.023099,0.01295,,,,,,,,,,
43,0,19,53,S22,False,0,0,0,0,14,0,0,0,0,"['B191', 'B72', 'B455', 'B206', 'B4', 'B711', 'B345', 'B667', 'B568', 'B739', 'B535', 'B695', 'B685', 'B327']",10.0,S37,7.12,14,0,14,0.0,-2.26779,,,-2.26779,False,False,,,,,,,,0.115712,0.142574,,,,,,,0.017712,0.009139,,,,,,,,,,
43,1,6,1,S37,False,14,0,14,0,3,0,0,0,0,"['B559', 'B181', 'B763']",4.5,S23,7.3,17,0,17,0.0,-3.940732,,,-3.940732,False,False,,,,,,,,0.195594,0.174069,,,,,,,0.069337,0.089705,,,,,,,,,,
43,1,6,13,S23,False,17,0,17,7,0,0,0,0,0,"['B191', 'B72', 'B455', 'B206', 'B4', 'B711', 'B345']",6.5,S54,10.66,10,0,10,0.0,-3.769986,,,-3.769986,False,False,,,,,,,,0.19783,0.16394,,,,,,,0.068156,0.071868,,,,,,,,,,
