episode,service_level,squared_starvation_penalty,squared_congestion_penalty,imbalance_hotspot_distance,projected_starvation_risk,projected_congestion_risk
0,0.8897533719847397,-170.04912925560672,-123.22667902998207,-30.383877313598234,-19.63127531448367,-12.228486688348795
1,0.928189803495427,-399.75770971782464,-286.91614518101375,-13.019135450164718,-42.93975746017739,-29.947152216022292
2,0.939175537529025,-482.07860060302335,-345.3648539825631,-8.31349371893636,-49.60558613788418,-38.162470822933734
3,0.9381872304234251,-503.2177789650326,-357.91828919629023,-1.9029928712223896,-50.88837278718951,-41.7557275489447
4,0.932588679245283,-510.7950614869508,-359.9432984238119,-5.299984590958469,-50.67963632332269,-43.3860779863566
5,0.935849285195057,-508.13599345262656,-352.0125599979343,-2.1910617533394303,-49.799608003926664,-44.229066359310266
6,0.9319970304380104,-509.3250564273852,-349.46298209652747,-6.05465517008717,-48.68776641400713,-44.73780167084622
7,0.9332178774344484,-502.10089157924295,-341.4683119318906,-9.129498310289504,-46.78619715533966,-44.82082873158269
8,0.9381959404108134,-501.2831802190501,-336.2569155835363,-7.22028327479457,-45.82333034270589,-45.18986197864567
9,0.9356070698996358,-495.49352583751335,-328.4911982165031,-5.5224968372325804,-45.092793563564996,-45.4291357744686
10,0.9345111268939394,-497.7763854283323,-328.06637199897324,-3.292300575125428,-44.33586018707117,-45.94955723471287
11,0.9350170522628813,-497.23972057058876,-323.5236456627596,-0.22467014327072832,-43.60565332685199,-46.330265968499184
12,0.9308794186842967,-506.0053234183191,-325.6077515156113,-6.183342880046603,-42.24961816686604,-46.74017187244726
13,0.9304040465598147,-510.3748763285429,-324.3640606655108,-2.6086195879902356,-42.12985060374542,-47.77350640013078
14,0.9371703807578575,-517.014446040035,-326.61383406221483,-6.237505124642174,-40.5387421506024,-48.674800342818024
15,0.9347930270173126,-515.2433480187195,-321.9870468659463,-6.029698916261485,-39.167343807016124,-48.81060763898517
16,0.9410727625877783,-503.98822762034735,-311.4695537275367,-1.9574770731561377,-37.32010686917449,-48.73131238129757
17,0.9346534053005033,-505.18438357753587,-309.84853911406884,-4.719943792282581,-36.09133505588175,-49.37583680413923
18,0.9384271428139823,-504.9278054375391,-308.59095545889903,-0.04106405445869016,-34.44306364494016,-50.159700997344174
19,0.9328593996840442,-513.6167856114811,-313.03270714301584,-4.50608347879792,-32.95733880956043,-51.280256448862865
20,0.9314153380244055,-520.4721759762974,-316.0601173818542,-6.184869092927964,-32.39552099785182,-52.522620008965
21,0.9388743494871101,-518.1143651703235,-312.6459454749757,-1.352510644062369,-30.9527711344623,-53.06607996844783
22,0.9350172969104139,-512.7781520886139,-307.4304601875822,-2.7936719508177834,-30.08401708239505,-53.45368925096637
23,0.9325939581351095,-520.625452775739,-311.81817858864747,-7.020385936893599,-28.743866392410464,-54.29397128107751
24,0.940749088105335,-519.8461511820743,-310.5888600790644,-2.650966225666174,-27.415671762548236,-55.01709818257509
25,0.9394756332395201,-520.6904187314591,-309.58131429259294,-5.3946714344561295,-26.728121219433394,-55.714410947297445
26,0.9318588291403362,-526.9572879370464,-314.59772682114595,-9.176417563759468,-25.56637706801232,-56.32283942551207
