episode,service_level,rebalancing_imbalance,projected_starvation_risk,projected_congestion_risk
0,0.9111847057052537,-16.01019080594071,-0.7203041136229846,-0.45383881832422157
1,0.9453636363636364,-51.223727600497426,-2.218540750733484,-1.3374736613712452
2,0.9367756810873127,-81.60364352107743,-3.3211012176143018,-2.0437264306293894
3,0.9420712073353982,-108.58592883782248,-4.2365053031530735,-2.6474274787933485
4,0.9346062196482973,-133.55736320610038,-5.068011266269608,-3.19361036110237
5,0.9347344124882315,-156.12177941966377,-5.803737553649583,-3.6904599570000087
6,0.9423290425180785,-176.45348734192692,-6.403713743414624,-4.118564060884143
7,0.9407017862000181,-193.88894703595537,-6.935253728654869,-4.47747404850435
8,0.9445513013163431,-209.12556629645954,-7.3908443292452946,-4.788417711807336
9,0.9406622193792074,-222.4092772948229,-7.777489134586005,-5.048631228044279
10,0.9355844778983986,-235.1458426303884,-8.154948934358126,-5.290114020115799
11,0.9386002056741879,-247.31600425998764,-8.477153890691786,-5.507478319696086
12,0.9405308142150247,-257.2653188404828,-8.785221950420643,-5.706509500800752
13,0.9497819239156773,-267.03019894734825,-9.047570821818645,-5.883128317890723
14,0.941573648833602,-274.7257113727831,-9.27390516523322,-6.03687263154691
15,0.9409455950727613,-281.5853801322186,-9.475801842132787,-6.174576359777911
16,0.936861708518563,-287.83126922410304,-9.660580329368967,-6.283170308391532
17,0.9430267965895249,-294.93137046954433,-9.819966134470654,-6.3911441850095345
18,0.9408822736665569,-301.1884913002384,-10.000972014717988,-6.5055733047677675
19,0.9367436245661687,-305.99061404422963,-10.132392455351852,-6.590966695866898
20,0.9369852228682171,-311.7613244104682,-10.272009308034272,-6.691656424495175
21,0.9362870853831528,-315.67715550188046,-10.401618969216683,-6.777411104855051
22,0.934401632457088,-319.23551764136613,-10.52210452241969,-6.845883516890633
23,0.9410632088811336,-323.0605105373241,-10.6259451209922,-6.9083959871085625
24,0.9414818593764067,-327.244058345408,-10.738950289908633,-6.987581051064095
25,0.9402354900095148,-330.93822601230613,-10.843860956501345,-7.067929753867786
26,0.9417412240287727,-334.2399452002587,-10.929008200659931,-7.12513359762775
27,0.9423290425180785,-336.4909580830488,-10.995927962841474,-7.184771367172589
28,0.9389137570874366,-340.0556187997606,-11.081494897760257,-7.257616271841035
29,0.9363842319891256,-342.43127354756655,-11.151858957659991,-7.30679519218722
30,0.9442994963897822,-344.3540247086827,-11.209548531469546,-7.3376810143622535
31,0.9432523657404617,-346.03751891593464,-11.267069968258825,-7.370316208207165
32,0.9416724174142639,-348.4828293282234,-11.316559407917797,-7.410540044314857
33,0.9383842032388177,-350.2553418245667,-11.350699847735868,-7.444967668647632
34,0.9423854549876866,-352.40962001887397,-11.401102136169019,-7.490000574679118
35,0.9418881160454194,-354.56930318422866,-11.440494811245138,-7.5289252403271405
36,0.9388042274183408,-355.982715554105,-11.477948038475573,-7.556926498835824
37,0.9424204355108877,-357.9572465687228,-11.517273837665742,-7.575289853176442
38,0.9474872783114029,-359.8524503593029,-11.527514734346715,-7.598729001431594
