episode,service_level,exponential_starvation_penalty,exponential_congestion_penalty,projected_starvation_risk,projected_congestion_risk
45,0.9405892526625603,-4.969679532021791,-3.542663221714056,-1.9417981127890842,-1.7266585525735583
46,0.9318496657230622,-5.018097688598562,-3.569205624131894,-1.9672374262289394,-1.7454962516317702
47,0.9353633755677744,-5.047067272592998,-3.5907177210433403,-1.9825679996457028,-1.755731346693773
48,0.9349942898359079,-5.084852828781995,-3.6142359660949417,-2.0034024930404364,-1.7739900991870805
49,0.9355470515563323,-5.123538935522089,-3.6373909888497638,-2.020450480378511,-1.7899197995590221
50,0.9362341486868201,-5.147615360032649,-3.6495483379837186,-2.033773547924147,-1.8020812726316249
51,0.9317820624306576,-5.195671224704216,-3.6811545690768086,-2.04594809874727,-1.814111243632319
52,0.9405682431217407,-5.212746637887292,-3.6977302280482336,-2.051363131782565,-1.8220391074404425
53,0.9369997885898946,-5.234868459360467,-3.7103437761348723,-2.0658754649452145,-1.8327971626123685
54,0.9357883661506088,-5.263418978637027,-3.7261718909641863,-2.0805157220999067,-1.841486661095989
55,0.9483204912111727,-5.283484062973876,-3.739608835509989,-2.09244346657901,-1.8535962573905163
56,0.9402607569781096,-5.3000559906863085,-3.747982814299276,-2.1067697429533223,-1.8647285876735227
57,0.9382600278298747,-5.333016287669217,-3.7687253116316755,-2.1238938900849607,-1.8757310716425286
58,0.9347583250309452,-5.366338320971587,-3.786391906017598,-2.1370700356374237,-1.8846357370441051
59,0.9407253072440136,-5.377324230065179,-3.7974298474653883,-2.1423791177118647,-1.8895159616790171
60,0.933008452907379,-5.414070300743831,-3.8208285130931063,-2.154714955995375,-1.901901058788737
61,0.9365434637952936,-5.441355265163429,-3.840767959492615,-2.1717784892800918,-1.912008142787027
62,0.9442222689960008,-5.456429034259549,-3.84701120623425,-2.178989992898655,-1.9172675839113644
63,0.9387189148455162,-5.489299733279332,-3.8678016727163973,-2.1906298909071764,-1.9273924152758684
64,0.9391078021911506,-5.511977363878755,-3.8810203981070273,-2.202503212166015,-1.9379616101333765
65,0.9474718167256022,-5.526785965584721,-3.8918334936953065,-2.207839291802746,-1.9440414302708744
66,0.9372763628709745,-5.55252632465013,-3.90661049386657,-2.2194629121039795,-1.953857718794741
67,0.9403533949233115,-5.563578453590426,-3.91559264126325,-2.23184710979835,-1.9649487848375273
68,0.9422970223783984,-5.580873804041399,-3.927970930432719,-2.2432395315269553,-1.9729431229426089
69,0.9429946492093385,-5.593502218486054,-3.936618482364984,-2.251811933877022,-1.9799597855892757
70,0.9325787851978401,-5.62194415690989,-3.960790832246718,-2.2643949438310216,-1.9907273375256205
71,0.9341095685923272,-5.643666839527616,-3.9728701286170334,-2.2726296275751263,-1.9966264511502956
72,0.9359844810863239,-5.660919758514158,-3.9844278855233313,-2.280358566113889,-2.001429236968707
73,0.9294869879590069,-5.7030443214431985,-4.011872598762487,-2.304634234101235,-2.0210754958634536
74,0.9324234755362738,-5.742751430426832,-4.03946610849759,-2.321890059041515,-2.0367880723596925
75,0.9388959123472398,-5.763753057650296,-4.050754277050195,-2.337514970836085,-2.0499797124204604
76,0.9364848924779966,-5.784577732692421,-4.06551499829418,-2.348472156535124,-2.057257684180838
77,0.9367713004484305,-5.808581015632406,-4.078158273668604,-2.3675191308602277,-2.069299059933839
78,0.940068544181195,-5.826338444242632,-4.088801987937064,-2.375199424832258,-2.0748217631964896
79,0.9385827718960539,-5.842648899150609,-4.1014496866570465,-2.3907099760807644,-2.086953117591719
80,0.9381826984175012,-5.859948184589264,-4.109095632872564,-2.404077964526875,-2.0955622737131985
81,0.9425850340136055,-5.873960802047452,-4.116151147405621,-2.4125623014449933,-2.1030514763462196
82,0.9382588635259835,-5.896183016806378,-4.131332856571161,-2.423082924663626,-2.1081590545224285
83,0.9397520811812603,-5.915291862999258,-4.147642078011882,-2.426701952317656,-2.1106426476261073
84,0.9378370190851257,-5.929258841063548,-4.159087139087769,-2.4292348026964095,-2.113712072321645
85,0.9336630080810517,-5.938510136267408,-4.171008638357095,-2.434875911339446,-2.117255429668471
86,0.9339095068632435,-5.961125321978881,-4.188398668103736,-2.446955619596203,-2.124514972803959
87,0.9385989308117796,-5.978566634767777,-4.196405954464454,-2.458443451366366,-2.132702843099459
88,0.9335635735708443,-6.001654001626314,-4.2134020919756665,-2.471424447207771,-2.143511796308203
89,0.9364428653851994,-6.022290356643094,-4.231825206881921,-2.4789121081838243,-2.151160330975311
90,0.9354558263632821,-6.040314544738667,-4.247075569132338,-2.482707943786271,-2.155579277024502
91,0.9403354247104247,-6.055277026954746,-4.253789807370353,-2.4940352176875993,-2.16390484117235
92,0.9364964384884704,-6.069846782822964,-4.262667055874345,-2.501995846431871,-2.16844653980815
93,0.9396826360023058,-6.090131524976036,-4.276883403344217,-2.5134138847882252,-2.1788489890997007
94,0.9282547480678209,-6.128236219272459,-4.3021556493075375,-2.5269699127582705,-2.192435577983893
95,0.9430780894617135,-6.134190328114935,-4.303131842106046,-2.5287570734315787,-2.1940561331111335
96,0.9338670694864049,-6.157989586069779,-4.321051788946578,-2.537937324758726,-2.201989824251555
97,0.9394809233345294,-6.183561359405537,-4.337016879630457,-2.5499303204139636,-2.210669378372975
98,0.9413427136887045,-6.1946326187048095,-4.341365077703266,-2.557085260818851,-2.2159460295488054
99,0.9404725840654347,-6.211707375721403,-4.3542266167814265,-2.5668577945458435,-2.2254977039514654
100,0.9379383823137708,-6.232026713170783,-4.369684471006054,-2.573351897319309,-2.2315093295200867
101,0.9324194900035915,-6.255433180338928,-4.385378417578079,-2.585425119064886,-2.2416003057808935
102,0.9334222222222223,-6.278306129420323,-4.3971741661233,-2.597284218540091,-2.2516013704844426
103,0.937638464762589,-6.2959416411313125,-4.410826967620407,-2.604451937736734,-2.256506118172699
104,0.941996995616052,-6.308049704575194,-4.4227999680790235,-2.6098893899090005,-2.2609232635732393
105,0.9423837488015341,-6.316677664294319,-4.427847878903249,-2.616832685768553,-2.2653357427674856
106,0.9380154136803911,-6.333499481628911,-4.436099469779052,-2.6280939140455923,-2.2740119770616074
107,0.9385096870342772,-6.352076750765561,-4.4491503612446035,-2.643003768434984,-2.2866711207664805
108,0.9425076084008799,-6.360748549244973,-4.454225225537859,-2.652301125383493,-2.2932754364780368
109,0.9365765985316965,-6.376371485051177,-4.46379523071181,-2.661275049057752,-2.3003259092165
110,0.9379175202636502,-6.390796557608947,-4.470166944078216,-2.6711624570770116,-2.3078436087294447
111,0.9411853370312312,-6.39380585752799,-4.474616817197047,-2.672750062227272,-2.3086424815417113
112,0.9429177397364036,-6.4012724796140885,-4.48125276653466,-2.6801568368334463,-2.3154144726430217
113,0.9337224344896056,-6.422711489127106,-4.493410065235415,-2.693800529940062,-2.3271803117878775
114,0.9361242079341722,-6.441299287193563,-4.507425344341652,-2.703581918170947,-2.3381181952481502
115,0.9393212724623604,-6.463168452420649,-4.523880097283151,-2.715593974679212,-2.3477332702608025
116,0.935232850472884,-6.487512262424309,-4.5392774141474925,-2.7315893338414887,-2.3643942885420817
117,0.9395890739187732,-6.497808202729347,-4.547894300501555,-2.732833655269487,-2.364819568147012
118,0.9376765430614821,-6.504559254166318,-4.5545686733444475,-2.738664215419718,-2.370364555663613
119,0.9324770314869325,-6.524465702040206,-4.569725202107456,-2.7476573948945524,-2.3790321447250276
120,0.9405988167812848,-6.540250302196277,-4.57999654922615,-2.760338476064892,-2.3901486438501345
121,0.9392355927142431,-6.549008185427117,-4.585445327091149,-2.7631675501140327,-2.3925395748345597
122,0.9378828426999702,-6.564856138857149,-4.596906388428751,-2.7713725756404304,-2.3988760957894524
123,0.9429469764034312,-6.569474110707832,-4.599518273205952,-2.775811171839195,-2.4022134437968985
124,0.9416251367448645,-6.58088318371274,-4.605200495527511,-2.781184955766257,-2.4078028282709036
125,0.9403133174970683,-6.589188574608103,-4.610988780623838,-2.789268115528505,-2.4141032170087766
126,0.9444226769944845,-6.596226894449102,-4.609723055536699,-2.794021346122401,-2.416021418171698
127,0.938421586770939,-6.602646380173086,-4.617917160921659,-2.8011797714340823,-2.4235996620985
128,0.9405501598600471,-6.611688588820993,-4.627857824847824,-2.8033637407745826,-2.4250162972522826
129,0.9425430850739906,-6.62173231096451,-4.63497980036103,-2.807705896871751,-2.427654203519677
130,0.9320737741790374,-6.6353943620123905,-4.645074416020446,-2.8139427761436293,-2.4333971303570245
131,0.9415035921483753,-6.651564196560476,-4.653432040589806,-2.8254656442992383,-2.441919838974346
132,0.9375400873522495,-6.673990119786435,-4.6690317405114365,-2.837717675714463,-2.4542181222110506
133,0.9392456003363565,-6.68404125270488,-4.677776582172849,-2.8458414891554864,-2.462173384261856
134,0.9356843956577112,-6.69119260257981,-4.681775164008932,-2.849009931970257,-2.462709869280078
135,0.940904949893714,-6.703419986980141,-4.685418988014054,-2.857797279906901,-2.470363854511687
136,0.9394653375623018,-6.712727993938265,-4.6911884135705195,-2.8660372088529757,-2.4765123169260037
137,0.9393597216711935,-6.722613008953846,-4.697756963244751,-2.873795492977176,-2.48302462107336
138,0.9358346600979303,-6.739688972083049,-4.706129228216378,-2.88138468622514,-2.489977626075424
139,0.9421993335352923,-6.747743161982549,-4.711188308953762,-2.8897886862973303,-2.495670567454569
140,0.9433853614183967,-6.754600471987998,-4.715279954154054,-2.8955824630459355,-2.4986754736930497
141,0.944053824706025,-6.764667233463652,-4.721534676788603,-2.903198235206543,-2.503686688074391
142,0.9381443298969072,-6.776090684325848,-4.726024578501056,-2.9074932471493193,-2.506652427145871
143,0.9466180470454614,-6.778485961644395,-4.727376311842613,-2.910101242544133,-2.5088398041887863
144,0.9399112742848401,-6.7902210309001365,-4.734539648191135,-2.9186261612302165,-2.5147660548994137
145,0.9391073902306812,-6.8035192934429976,-4.743830457897574,-2.925067681069253,-2.5207662837747824
146,0.9393229784206782,-6.8148701590589384,-4.750964624770347,-2.9349970523424114,-2.5291642546018207
147,0.9371612004481996,-6.825031626840227,-4.759344244563648,-2.9413619136748785,-2.5343252612726945
148,0.938369542354037,-6.837489545381618,-4.768396011242338,-2.9494645455347563,-2.5422117475342394
149,0.9334462729912876,-6.856428235786492,-4.782089443513243,-2.954611103008102,-2.5484415997284735
150,0.9382626991283438,-6.860736640448377,-4.787855241845691,-2.955858511079054,-2.55066841525308
151,0.9352009308153585,-6.876035699906394,-4.797353463810061,-2.966673704191997,-2.559225397215894
152,0.9369263639372875,-6.8895915441633155,-4.808426392829972,-2.9743863354244042,-2.56601495140051
153,0.9480687599723033,-6.894156360130681,-4.810182955168189,-2.9789933245959164,-2.568540363057721
154,0.9448371281619394,-6.900446028995087,-4.81421376425085,-2.9833385719073404,-2.572302432078164
155,0.940389184637132,-6.910718051591852,-4.8208071702677495,-2.991324339339181,-2.579716031906473
156,0.9393329326923077,-6.918634295568251,-4.828494880988178,-2.997803885813159,-2.585246327542417
157,0.9448292623648074,-6.92752405692112,-4.833975103582587,-2.99952066114744,-2.58549658251097
158,0.9385011355034065,-6.94132968153563,-4.842791418217034,-3.0101395167961926,-2.5932740558646845
159,0.9410393777051363,-6.946385795978357,-4.845190304244905,-3.014179010606765,-2.597662548251657
160,0.9383682135274491,-6.956121283670834,-4.849572890930623,-3.019044246118695,-2.6011046792623636
161,0.9392833443928335,-6.970829298123707,-4.861413502431713,-3.0270341323310115,-2.6077799303554006
162,0.943165905631659,-6.976816448303413,-4.866766203281499,-3.03068948063669,-2.6101846593092963
163,0.9391228909895896,-6.985071332895953,-4.87541342676384,-3.032987330424999,-2.6117439594490452
164,0.9440398045739292,-6.993701207404608,-4.882446079353208,-3.038610257643327,-2.6160165838433476
165,0.9391226499552372,-7.007897486656772,-4.890600109985219,-3.0468124948662236,-2.623537655955205
166,0.9385186284696453,-7.020043053032476,-4.8995859899845975,-3.052006164716813,-2.627133943349513
167,0.941342734705042,-7.0223733540195745,-4.9004667910577195,-3.054480475146527,-2.628618193120309
168,0.9369752902649598,-7.033810358260182,-4.905720514055587,-3.0603079861983233,-2.6338662648474163
169,0.942420328597603,-7.040676088088497,-4.912135875284841,-3.066287180638718,-2.6391883616054437
170,0.938682068470194,-7.05324214570603,-4.919902547505987,-3.0721523750361923,-2.6441582861933735
171,0.9301882863856747,-7.063681401021548,-4.929366566269424,-3.0771612685987892,-2.6459829499929612
172,0.9364308342133052,-7.074070778181146,-4.936563433655444,-3.0837304897394087,-2.651629064077142
173,0.9446157566962936,-7.083053250947706,-4.943176800019785,-3.0885114914029557,-2.6566260435543683
174,0.9375697776168492,-7.095012377775718,-4.953728223235605,-3.0947541428122634,-2.6620651143784873
175,0.9338875217573975,-7.109602037921684,-4.963066156460798,-3.1007228036382584,-2.667502026623331
176,0.9329293649379196,-7.1270099345923965,-4.978405528542398,-3.1086223388149463,-2.6764779234878864
177,0.939194248914183,-7.133620816831139,-4.984270945823797,-3.1165463583975064,-2.682991737305346
178,0.9357379020138262,-7.145105364455605,-4.9911064846135575,-3.123550102299242,-2.6879205765953245
179,0.9455114568771652,-7.149822141743778,-4.993197779340347,-3.128574364531266,-2.692994733855827
180,0.9429899681918278,-7.153685384260875,-4.995688604084092,-3.1347515538868747,-2.697804309284582
181,0.9415348599897956,-7.163524094158498,-4.998805873187134,-3.144411927150697,-2.7052268505733843
182,0.9399205410487368,-7.169230019434824,-5.003242421981881,-3.147344889700428,-2.706843267450784
183,0.9500301568154403,-7.1766465801350225,-5.00898713250154,-3.153043428885529,-2.7125687870978537
184,0.9351196343758401,-7.189776450443171,-5.019369634053566,-3.1616105525575295,-2.7206848911630317
185,0.9352146866939767,-7.201850727579999,-5.026204869703577,-3.1706180659541876,-2.7270794581822555
186,0.9433324357478383,-7.20822836664671,-5.030180110950553,-3.176437212280039,-2.7330843724532894
187,0.9346541852222121,-7.220960066243655,-5.038172159807534,-3.1859283485146346,-2.740891340741987
188,0.9397757860798059,-7.227511586511436,-5.043533210475221,-3.190193891981147,-2.746470937027546
189,0.9344826545092237,-7.243613134893208,-5.051337228639287,-3.2004419777814905,-2.752750768190225
190,0.9469843184559711,-7.248515410195257,-5.0561447157928905,-3.2043209793581053,-2.7568182138224593
191,0.9419851443632443,-7.253913570472841,-5.059816025135827,-3.2057041488305997,-2.75723498002297
192,0.936714569178041,-7.258992446163967,-5.06388677188253,-3.2095815957559704,-2.759432064723516
193,0.9395222255820985,-7.267983353179846,-5.070416817525427,-3.2152316317462573,-2.7628666081391775
194,0.9366850663881844,-7.27837234285731,-5.080021785844819,-3.2225022745003105,-2.7687378287387783
195,0.9444893076117841,-7.2805758110277266,-5.080194749770184,-3.2232369686131173,-2.7675120647362377
196,0.9384358408399451,-7.292723165989811,-5.087132210931248,-3.2330465832668107,-2.7739370273063115
197,0.9370562041160188,-7.3053188308933015,-5.095376762070535,-3.237391463727875,-2.7770840070308536
198,0.9413128355295266,-7.309121108199242,-5.097011556995014,-3.2441346273038807,-2.7817734166374675
199,0.9407039362113594,-7.315155250050242,-5.102597889005784,-3.246195267178964,-2.7847876979606774
200,0.9433327324079082,-7.32188199954955,-5.1067123269903325,-3.2481251846386563,-2.785936479123559
201,0.9476843653390161,-7.324607424970694,-5.111257448001381,-3.2508001088583924,-2.7880681382368073
202,0.9383982348380941,-7.335432911803438,-5.120576078847762,-3.255989881209791,-2.792677961291772
203,0.9427028331774432,-7.343295421480111,-5.126225124999822,-3.260765408535102,-2.7957421032415053
204,0.9434844665796107,-7.346839725122011,-5.127345284249531,-3.2630711251855167,-2.7966727683921184
205,0.9430537608558464,-7.35480161404052,-5.133897036999171,-3.2663033715050656,-2.7993687908240426
206,0.9375,-7.362376964801402,-5.138189438906034,-3.267965359545788,-2.8001252852801715
207,0.9336614529862914,-7.374813074533554,-5.147512756251913,-3.276435774407444,-2.805855147204799
208,0.9395918613050807,-7.38121467861857,-5.15230716512231,-3.27879932990508,-2.8090824575473423
209,0.9416104553119731,-7.385441412209245,-5.154121838766429,-3.2834993034165993,-2.813065624615268
210,0.9361766211861089,-7.396729796010867,-5.160880464440531,-3.2898419385114273,-2.8156954196063513
211,0.9390195900323978,-7.4071935715238455,-5.166442133878024,-3.2959724177236103,-2.8214068097925606
212,0.9347617044293527,-7.419095477169375,-5.175848089850109,-3.3000048813242633,-2.8235615127829052
213,0.935826938183576,-7.430029658678915,-5.182944430031575,-3.306351633042748,-2.827420614118639
214,0.9394084684306734,-7.438358470410747,-5.187780686377755,-3.3108825108288045,-2.831294407336248
215,0.9386495532287285,-7.444288714627329,-5.190231972643208,-3.315027000435505,-2.8324624016247006
216,0.9406238708900397,-7.4493344103692385,-5.193068809923039,-3.3191201303341615,-2.8348875497755976
217,0.9412996649114409,-7.457353205114263,-5.197471249824862,-3.3245414465558967,-2.8388707634181096
218,0.9413609377378597,-7.464565573131381,-5.20057245536708,-3.328095928919905,-2.8407915516323627
219,0.947609850313858,-7.4698938004536135,-5.20459381656463,-3.3318894985876844,-2.842682856886238
220,0.9374383205239392,-7.480664624926392,-5.214098463195555,-3.339907943189091,-2.848838545632352
221,0.9395380841261294,-7.485227156702319,-5.219480964093785,-3.3407522801191893,-2.8506453333786013
222,0.946734247905791,-7.486255190566996,-5.222365994240561,-3.3417757519696276,-2.85041125241157
223,0.9325453252755066,-7.496575177602811,-5.229552470332546,-3.3471263653877874,-2.8537125477770218
224,0.9395814648729447,-7.503993514993931,-5.2332934750212825,-3.354295634087315,-2.8582085346719963
225,0.9440069467317423,-7.511625791590146,-5.2392153475519985,-3.3564057961417473,-2.861164229503853
226,0.943860820986155,-7.5160739581000025,-5.242371235332678,-3.3548584134075403,-2.8602891166378424
227,0.9384554958003505,-7.522972326661948,-5.246512812353971,-3.358071569763257,-2.8635028338235657
228,0.9388696655132641,-7.529755595116562,-5.252408127304301,-3.3622895551014924,-2.865730261608673
229,0.9459829163753534,-7.531945402892812,-5.2521754098347095,-3.3652851941011477,-2.8669923982966954
230,0.9402130898021309,-7.5405292871414265,-5.2570450996487335,-3.3706936467722004,-2.872047250288197
231,0.9363457760314342,-7.549728944907628,-5.26499725851325,-3.3782497399028757,-2.8763564032063687
232,0.937019128425022,-7.557818773171878,-5.271582560830145,-3.380681715850744,-2.8792895586669935
233,0.9432718880014577,-7.5631007077211025,-5.275729418018001,-3.384815540483212,-2.88282270537949
234,0.9393317436841628,-7.573133168973538,-5.283488869418334,-3.388389858710439,-2.886102140296676
235,0.9375756841850327,-7.581517591200976,-5.2886430239106,-3.39374263489332,-2.888536598834046
236,0.9479952722974816,-7.581540476776459,-5.288279568375049,-3.3954515088574735,-2.889584787137105
237,0.9422611117839409,-7.585630158913908,-5.291859039787292,-3.401015943190393,-2.893160661634193
238,0.9354828860187475,-7.594598350161647,-5.299087428486624,-3.4056087142681735,-2.896843877398292
239,0.9398999848461889,-7.607227856999738,-5.307522308541325,-3.413360317264012,-2.9031929128072824
240,0.9386030623557966,-7.6133194831422415,-5.3117908594382754,-3.418951972397676,-2.908481176119607
241,0.9415947949765471,-7.61975455396614,-5.315843218744442,-3.4237657279547795,-2.914055421135113
242,0.9350255040077726,-7.631995262942433,-5.324245380727624,-3.4326447110370006,-2.9209410657423036
243,0.9411872090546749,-7.638156501918848,-5.326106918910796,-3.4340490610664376,-2.922592643723153
244,0.9445016973811833,-7.641610663826403,-5.329790268204449,-3.4361553859939202,-2.9238028456757554
245,0.9363574412609996,-7.652874272962156,-5.33586282108021,-3.44455956626249,-2.9312667382541493
246,0.9421336529817201,-7.659337923189977,-5.3394269116143676,-3.4474053388518167,-2.935113362397703
247,0.9398679075352747,-7.665227061876751,-5.342604689032015,-3.451379230702622,-2.937633315784087
248,0.9386351455963794,-7.669464640819851,-5.3446605504794675,-3.453196302048801,-2.9387427719598573
249,0.941803427602495,-7.669664985519954,-5.347260847219701,-3.45420076756255,-2.9395017647012827
250,0.9330739534322596,-7.678754248581245,-5.355127899896068,-3.4579626986735863,-2.942988106511513
251,0.9466410863635001,-7.680373470006992,-5.356714477829385,-3.4585363807776504,-2.9431123719238337
252,0.942303059503734,-7.686763949588206,-5.362157605185298,-3.463443938487577,-2.947569424689465
253,0.9430616907844631,-7.691183634437383,-5.363868149308248,-3.4660227411221642,-2.948480375690342
254,0.9400466702566864,-7.701372661835242,-5.370140035295842,-3.4718990204104934,-2.951744997073341
255,0.9423217106062447,-7.706725348145496,-5.374547349599242,-3.4784363282376347,-2.9572352612707635
256,0.9350241545893719,-7.718985667466905,-5.381303956238349,-3.485436482220351,-2.9620084522897563
257,0.9354612523626609,-7.725881940692835,-5.385780613378567,-3.48825095211284,-2.964634275250984
258,0.9391109115401886,-7.731075727502568,-5.387630741054867,-3.490755712239927,-2.9668740834523377
259,0.9426309378806333,-7.730965005109366,-5.387411080609039,-3.4921077387463018,-2.9678003702720614
260,0.9379335303697449,-7.740861498391567,-5.394137501758028,-3.497561516945183,-2.9727667259911867
261,0.938645297853039,-7.744878110327494,-5.397632827870203,-3.501188452978826,-2.976256288344987
262,0.9391372032452175,-7.752511573882754,-5.403004882078233,-3.506419273525698,-2.9795720385244686
263,0.9343518378460143,-7.762189407894138,-5.410652855595684,-3.51222219770835,-2.984769305789245
264,0.9384462869502523,-7.768274890373562,-5.415343780322237,-3.516241090384655,-2.9876152800605134
265,0.9417382135863835,-7.776515857849639,-5.421546045492915,-3.5233757614010015,-2.9946074309973345
266,0.939385653085407,-7.782921111951072,-5.425446652627915,-3.525629536477126,-2.996137193827803
267,0.9461256863941427,-7.785717226850118,-5.426115000041061,-3.5269602056679332,-2.996359308818599
268,0.9402953586497891,-7.790778988069738,-5.428717925361612,-3.5309212704252735,-2.9991580549628285
269,0.9349752215047304,-7.797812289942965,-5.4365072623394175,-3.5331638147119593,-3.00120196090417
270,0.9380808690404345,-7.8048602442404755,-5.439991041627861,-3.5396311278900243,-3.0058480368184037
271,0.9404917088550034,-7.806675688210997,-5.441232358609102,-3.5414527020572573,-3.0066136914450916
272,0.9405559123016237,-7.812440968434869,-5.4445155893483586,-3.5467957815077957,-3.0108872414203236
273,0.9392384553065083,-7.81908773634066,-5.448151854867817,-3.549690421124366,-3.0134679529898274
274,0.9462326593526158,-7.820946226271533,-5.450131537952157,-3.5493881744760243,-3.011990582714898
275,0.9422328192436543,-7.825268264867054,-5.451751018533634,-3.5535538968117186,-3.0144223644055557
276,0.9341990034727465,-7.831668393005332,-5.457172257804088,-3.5568297200893,-3.016811741901368
277,0.9442371351188685,-7.836369136472494,-5.462317642260009,-3.5584598285959252,-3.0184951575710977
278,0.9384352415509641,-7.843304088103189,-5.467347125033777,-3.5625692806043676,-3.022475030140601
279,0.9448078372268274,-7.846331272561246,-5.471878884324806,-3.5655717749390674,-3.024900224432934
280,0.9387965859733317,-7.851682238624871,-5.476839842285505,-3.565191264683389,-3.025402005189742
281,0.9410653915268176,-7.85497585540625,-5.479364667605797,-3.566066554039283,-3.0272596783649135
282,0.9399222488038278,-7.85965135678101,-5.485159708958871,-3.5675685411517053,-3.029222135327464
283,0.9434544519408223,-7.8604804605363015,-5.484487077666293,-3.5671964581433184,-3.027952157665675
284,0.9423326590380725,-7.863801105434228,-5.486478186846416,-3.56945100850204,-3.029532538517698
285,0.9495189380099867,-7.864891691774252,-5.486447976977984,-3.5717791454756824,-3.0303976812211997
286,0.9470062771607919,-7.867427300565974,-5.4889518680053015,-3.5740243334914212,-3.0321318762741005
