seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9105,398.3682,3778,1617,60282,56504,56505,37,38,185,37,37,49,6757,6803,0.0302,0.0302,0.9396,0.0326,0.2487,0.7188,25,191,189,210,185,49
43,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9128,395.9962,3763,1473,60062,56299,56300,47,45,170,47,47,51,6666,6717,0.0156,0.0495,0.9349,0.043,0.2214,0.7357,33,170,192,184,170,51
44,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.903,394.3848,4293,1471,59410,55117,55119,42,38,188,43,42,49,6675,6742,0.0301,0.0393,0.9306,0.069,0.2904,0.6406,53,223,219,240,188,49
45,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.8993,394.6305,4246,1749,59520,55274,55276,32,44,204,32,32,38,6667,6715,0.0223,0.0446,0.9332,0.0352,0.2742,0.6906,27,210,216,215,204,38
46,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9098,395.0919,3754,1561,58938,55184,55181,59,43,205,59,59,61,6610,6670,0.0237,0.0316,0.9447,0.0248,0.2321,0.7432,19,178,206,217,205,61
47,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9099,395.1302,3995,1357,59402,55407,55405,33,42,197,33,33,54,6693,6756,0.0237,0.0421,0.9342,0.0521,0.2552,0.6927,40,196,221,210,197,54
48,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9068,394.9708,4069,1489,59646,55577,55578,49,43,188,49,49,59,6679,6748,0.0146,0.0412,0.9441,0.0537,0.2683,0.678,41,205,218,222,188,59
49,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9112,395.3853,3709,1541,59136,55427,55426,49,42,179,49,49,56,6784,6859,0.0131,0.0458,0.9412,0.0484,0.2405,0.7111,37,184,208,206,179,56
50,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9096,395.5851,3843,1529,59402,55559,55560,27,38,178,30,27,32,6748,6800,0.0118,0.0433,0.9449,0.0625,0.2591,0.6784,48,199,219,193,178,32
51,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9134,397.3823,3865,1320,59852,55987,55986,51,43,189,51,51,52,6651,6690,0.0146,0.037,0.9484,0.0458,0.285,0.6693,35,218,214,233,189,52
