seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
50,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm0p7_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9528,398.1899,1995,808,59402,57407,57405,221,42,211,221,221,221,7376,7607,0.0143,0.0261,0.9596,0.0052,0.0196,0.9752,4,15,207,217,211,221
51,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm0p7_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9515,399.2905,2055,847,59852,57797,57797,222,42,240,222,222,229,7289,7501,0.0119,0.0264,0.9618,0.0143,0.0169,0.9688,11,13,243,216,240,229
