episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,fleet_failure_risk,maintenance_restoration_value,onsite_shortage_pressure,depot_shortage_pressure,late_broken_cargo_pressure,repaired_idle_away_pressure,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
154,0.9190382564649426,-4.7568622842250115,-1.1853843578436385,-0.5390134473013187,-0.22259363906813145,-0.3819265156708536,-0.23450052624086354,-0.012056373043828705,-0.003038233912631755,-1.5499273489438572,-0.009669309116572872,-0.1628286203093092,-0.43405650563768927,-0.10531968800519304,-0.028023641541113354,0.001774,0.01,0.0,0.97,100,11,1,12
155,0.9156837556930982,-4.763386612922696,-1.1888124459186216,-0.5405506371278306,-0.2232323555862149,-0.3829227847971949,-0.23511899632068375,-0.012090735151957062,-0.0030455729894719695,-1.5543835265142198,-0.00969376656988109,-0.16320028393143898,-0.43533814706571033,-0.10554022452294078,-0.028143578720056316,0.001765,0.01,0.0,0.97,100,11,1,12
156,0.916760061130922,-4.76962829277167,-1.1920469113370256,-0.5420567786825694,-0.22379538903901774,-0.3840058703475804,-0.23573419663595754,-0.012127492657655578,-0.003054546647923031,-1.5586635716263468,-0.009720032238451389,-0.16373158888576675,-0.43683192115237807,-0.10578693347589296,-0.028187059050881834,0.001756,0.01,0.0,0.97,100,11,1,12
157,0.9164139371883003,-4.775594739359602,-1.195167105424778,-0.5435021009224269,-0.22437646191350233,-0.385048169768437,-0.2363885231532268,-0.012163242012404015,-0.003062572242464168,-1.5627404762390578,-0.009753355212834191,-0.16420030849661288,-0.43808910439067483,-0.1060052887418601,-0.028275187599257148,0.001746,0.01,0.0,0.97,100,11,1,12
158,0.9186829087727564,-4.78200972312791,-1.1984883260077088,-0.544946600910435,-0.22502159619307147,-0.3860443238383616,-0.2370265244754952,-0.012191485750413632,-0.003071422932115381,-1.5671684452580557,-0.009781465818134306,-0.1646191748980459,-0.4390728765991791,-0.10620575625164638,-0.028347977320333884,0.001737,0.01,0.0,0.97,100,10,1,11
159,0.9181443333955509,-4.7879526557554195,-1.2016923568237174,-0.5464639409167895,-0.22563772431083673,-0.3871416677397404,-0.23764815757973787,-0.012222201458608863,-0.0030798137403326644,-1.5712631806954378,-0.009793693381589114,-0.16511289573134497,-0.4402898965624815,-0.10651511614883995,-0.02842544707316181,0.001728,0.01,0.0,0.97,100,11,1,12
160,0.9150396223233856,-4.792872282091545,-1.2041525867749303,-0.5477613459102612,-0.22602360733305757,-0.38819742217269465,-0.2382684601063953,-0.01225844853039408,-0.0030862190969307662,-1.5745474374253619,-0.009799322845209714,-0.16544253993806768,-0.4412533876189661,-0.10675679218521743,-0.02850731534824186,0.001719,0.01,0.0,0.97,100,11,1,12
161,0.9097427955830865,-4.800043222003023,-1.2079487326627067,-0.5494232629745752,-0.2267663866979936,-0.38929294362364975,-0.2389837749105812,-0.012294659573956954,-0.003096167009388391,-1.5794920543823119,-0.009829733122726511,-0.16599729685709527,-0.44243577628286707,-0.10700154288271158,-0.028594397525568648,0.001711,0.01,0.0,0.97,100,10,1,11
162,0.9138614028285825,-4.805535164207497,-1.2109144390026394,-0.5508594647762597,-0.22731385260902276,-0.3903450065642134,-0.23963860507117207,-0.012328382783214853,-0.003104514505883417,-1.5832118690315276,-0.009867644899724595,-0.1663778826077039,-0.4434940005724671,-0.10729743803227329,-0.028666278960074607,0.001702,0.01,0.0,0.97,100,11,1,12
163,0.9133923443359573,-4.810676778904958,-1.2135727371763876,-0.552208415768327,-0.22774809996930861,-0.3914960732165675,-0.24030199182139408,-0.012360357668056559,-0.003116294939975978,-1.586656292270258,-0.009824546598751403,-0.1670208799859919,-0.44460589657717814,-0.10755148436642303,-0.02872634286487409,0.001693,0.01,0.0,0.97,100,11,1,12
164,0.9109560316049051,-4.817616860232836,-1.2172821576996347,-0.5538544212105615,-0.2284590942760872,-0.3925926842121332,-0.24096544487877775,-0.012399037354901027,-0.0031250396870013265,-1.591441435180736,-0.009855958700539949,-0.16747899061672344,-0.44615553002274777,-0.10784440410115383,-0.028795382458580862,0.001685,0.01,0.0,0.97,100,10,1,11
165,0.9081109261221264,-4.8227494217849705,-1.2199016418914868,-0.5552712471353054,-0.22886336338285979,-0.3937029562088934,-0.24168164090133365,-0.012434843432284504,-0.003134214729972287,-1.5948529686257322,-0.009864382313474472,-0.16803882969085168,-0.44732703164502147,-0.10807807859992956,-0.028840084276463233,0.001676,0.01,0.0,0.97,100,11,1,12
166,0.9194453336927768,-4.828837175791197,-1.2230369882986925,-0.5566344269973096,-0.22945537942181013,-0.3946581317052916,-0.2422662471403218,-0.012461995515535474,-0.003141675743755621,-1.5990309592991616,-0.009886818449181997,-0.1684521912862749,-0.44840154416203437,-0.1084299689906078,-0.028925659073002076,0.001668,0.01,0.0,0.97,100,10,1,11
167,0.9169402385099825,-4.834569416610487,-1.2260115538117866,-0.5580169507429353,-0.22998314663960065,-0.3956391512678247,-0.24282053835065123,-0.012491516011971014,-0.0031477639806273402,-1.6029727054769376,-0.009913356250443364,-0.16875781464875741,-0.44948371878414883,-0.10864230658359297,-0.029029259379967438,0.001659,0.01,0.0,0.97,100,11,1,12
168,0.9172026267686684,-4.840735527835291,-1.2292317573898504,-0.5594275529805125,-0.23057398697921222,-0.3966688970679481,-0.24343784736919272,-0.012525526385680138,-0.0031553489500317122,-1.6072224325317306,-0.009937308272747783,-0.16912918737538152,-0.45076545083207015,-0.1089091829353844,-0.029077163026686247,0.001651,0.01,0.0,0.97,100,10,1,11
169,0.9079420872039501,-4.847309268372904,-1.23276250472695,-0.561107468045444,-0.23120604041089785,-0.39789652715404916,-0.24411363906662223,-0.012566827745333893,-0.003163512297896095,-1.6117223972392425,-0.009963680873241731,-0.16961142027146328,-0.45231852735178607,-0.1091954408299928,-0.029230236944964193,0.001643,0.01,0.0,0.97,100,11,1,12
170,0.9144646274720478,-4.853630340953902,-1.2361579040603603,-0.5626498342872238,-0.2318498152294087,-0.3989185603009054,-0.24473751214652187,-0.012603122895618402,-0.003169961933497997,-1.6160915015776482,-0.009995546925658736,-0.1699642013128992,-0.4535451673231556,-0.1095240586442536,-0.02933338582484425,0.001635,0.01,0.0,0.97,100,11,1,12
171,0.9145411203814064,-4.85992951211961,-1.2394086915943088,-0.5641321232996406,-0.2324309369982643,-0.4000283943024119,-0.24539422784133683,-0.012637928423175425,-0.0031795008617591506,-1.620426454399277,-0.010023232124784062,-0.17056695219030713,-0.4548460488041396,-0.10980520881860192,-0.029389545481436172,0.001627,0.01,0.0,0.97,100,10,1,11
172,0.9107829050690013,-4.866683177589113,-1.2429976505863132,-0.5657314674733938,-0.23311149903622938,-0.401126593123372,-0.24609511096871783,-0.012670601671148442,-0.0031886677209793206,-1.6250939512495564,-0.010056494940825732,-0.171060881892289,-0.4561209080689638,-0.1101399131245236,-0.0294534211607909,0.001619,0.01,0.0,0.97,100,10,1,11
173,0.9186907240342355,-4.872727335347747,-1.2461784346525986,-0.5671649260308939,-0.23368150396995552,-0.40210589186800033,-0.2466694150139121,-0.012703395733218917,-0.0031965727553063114,-1.629281858878106,-0.010085777506643532,-0.17145307341776014,-0.4573552031227826,-0.11037674342358601,-0.02951618490138999,0.001611,0.01,0.0,0.97,100,10,1,11
174,0.9182046062482125,-4.878646905559299,-1.2492650729164225,-0.5685170870779231,-0.23428408054546335,-0.4030421456720367,-0.24729907499370074,-0.012732035982201923,-0.0032033836776626493,-1.6333896870943792,-0.010108437983395514,-0.17184785228269742,-0.4584481118824343,-0.11064758379418743,-0.029600772311937487,0.001603,0.01,0.0,0.97,100,10,1,11
175,0.911474022677272,-4.883702820902524,-1.2519779536364917,-0.5698230814713926,-0.2347817465700111,-0.404071547159803,-0.2479065538313177,-0.012762188528770157,-0.0032101659602062132,-1.6368010577325562,-0.010145741575822135,-0.1722147163979874,-0.45952998338812007,-0.11092953994853123,-0.029665538591028627,0.001596,0.01,0.0,0.97,100,11,1,12
176,0.919613715131734,-4.880473005885809,-1.250612180317411,-0.570027977277912,-0.23453105628764154,-0.4046568526916393,-0.2484211524615293,-0.012782925130592478,-0.0032154622705954246,-1.6340101301840213,-0.009994931184993162,-0.1724738414794134,-0.45912453071028003,-0.11111729983124204,-0.02974361696168498,0.001588,0.01,0.0,0.97,100,11,1,12
177,0.9073033239380244,-4.887130173057979,-1.2541228951205667,-0.5716638097206189,-0.23516552729560128,-0.40580880721086604,-0.24908195749190523,-0.012823568902418784,-0.003224108626994929,-1.6386031143250683,-0.010025376332262434,-0.17287359475042036,-0.46060594640193525,-0.11136963045921897,-0.029845116630492777,0.00158,0.01,0.0,0.97,100,11,1,12
178,0.9163735966454755,-4.8925994700193,-1.2570188325101093,-0.5729712970163596,-0.2357273930151077,-0.40670897525759886,-0.24967591508961737,-0.012851989165319372,-0.003231565068479662,-1.6423450468216545,-0.01004335206300428,-0.17319768237202202,-0.46154562516035946,-0.11167265297910388,-0.0299159157031499,0.001573,0.01,0.0,0.97,100,11,1,12
179,0.9203695854878359,-4.898100896831659,-1.2598915001978535,-0.5742260489985769,-0.23625823325250028,-0.40759070581024415,-0.250176946481564,-0.012878728609243734,-0.003237093512629605,-1.6461633096608312,-0.010069214406052084,-0.17353877268911574,-0.46258885929819427,-0.11187878036227539,-0.029961057989885378,0.001565,0.01,0.0,0.97,100,10,1,11
180,0.9206375810804016,-4.903673378118796,-1.2627900915993961,-0.5755137816061542,-0.23681123387318675,-0.4084906372679789,-0.250772268275412,-0.01290747016648814,-0.0032444370871447512,-1.6500290133292699,-0.010090952589050487,-0.17394036478710273,-0.4636659837730266,-0.1120450204852678,-0.030009472336172165,0.001558,0.01,0.0,0.97,100,10,1,11
181,0.9126469362234264,-4.907331455080021,-1.2649130109650228,-0.5766989055746116,-0.23722805586175236,-0.4095008222494027,-0.2513860083657515,-0.012939224234005292,-0.003250434613289778,-1.6524025557475968,-0.010119526937308327,-0.17421370063702807,-0.4644234003710448,-0.11227734913369367,-0.0300702614431884,0.001551,0.01,0.0,0.97,100,11,1,12
182,0.9137965692843741,-4.913043198328309,-1.267946316651218,-0.5780832355195489,-0.23781155508607155,-0.4105171832704848,-0.2519764938881575,-0.012974550859717519,-0.0032573003713904547,-1.656328512728552,-0.010140325157466917,-0.1746268716945352,-0.4655475719366057,-0.11252673489285311,-0.0301145573138345,0.001544,0.01,0.0,0.97,100,11,1,12
183,0.9186246999560499,-4.915857928531808,-1.2695274622999175,-0.5790131698560311,-0.23806265682330463,-0.411326881466617,-0.2525107471107336,-0.012998965131486873,-0.0032650019010665525,-1.6580989874662486,-0.010133802439342712,-0.17491116944623053,-0.4661200222123287,-0.11275905406618707,-0.030243574360090716,0.001536,0.01,0.0,0.97,100,11,1,12
184,0.918745642229138,-4.92059335488553,-1.2719978767051405,-0.5801345084475238,-0.2385381080052986,-0.41212706156289763,-0.25305978132073226,-0.013024736739990366,-0.00327167712229917,-1.661306566810182,-0.010163898426096335,-0.17523448108917108,-0.46692953902819234,-0.11298383311195355,-0.030355900858576108,0.001529,0.01,0.0,0.97,100,11,1,12
185,0.9171631492140428,-4.925843392041974,-1.274806187643527,-0.5814528604189261,-0.2390484888021131,-0.41308096698368324,-0.253620182839379,-0.01305321497549854,-0.003279769916732757,-1.664919859438184,-0.010172187045138156,-0.1755823131187528,-0.46805506570169053,-0.113182461964934,-0.030429674374818604,0.001522,0.01,0.0,0.97,100,11,1,12
186,0.9153806283335284,-4.930758711347702,-1.2774828152925217,-0.5827130574724827,-0.23957560893308866,-0.41406560219826033,-0.2542087908589051,-0.013080272576004465,-0.0032861303745831804,-1.6682613955768701,-0.010204149376983293,-0.17590614836555923,-0.46902557222160685,-0.11341821527788908,-0.030511124431090667,0.001515,0.01,0.0,0.97,100,11,1,12
187,0.9179752135886267,-4.9360705661798745,-1.2801567890444874,-0.5839260895944639,-0.24005913678366642,-0.4149934277478303,-0.2547372557703817,-0.01310804631368055,-0.003293193298182088,-1.671918507371733,-0.010222649284573756,-0.17623225861321368,-0.4700655162738292,-0.11370778374955544,-0.03056594936353587,0.001509,0.01,0.0,0.97,100,11,1,12
188,0.9081579258308998,-4.942444045547877,-1.2834651438004487,-0.5854059259557587,-0.24067361298463508,-0.4160271918986789,-0.25537045231471917,-0.013140721162176433,-0.003301287860398229,-1.6763168263950152,-0.010258757083383871,-0.17665786334938288,-0.4713700197250168,-0.11394887942841901,-0.03064004999185627,0.001502,0.01,0.0,0.97,100,11,0,11
189,0.9124006838982198,-4.948138696317729,-1.2864053833273743,-0.5867531676228243,-0.2412140509711281,-0.41702430504835564,-0.25594240063180523,-0.013173308030700338,-0.0033088324073332516,-1.6802272295925007,-0.010281335428515153,-0.17710155865669047,-0.4724249855943686,-0.11415935882408783,-0.0307036153458723,0.001495,0.01,0.0,0.97,100,11,1,12
190,0.914233025984912,-4.953159751477409,-1.289069528064021,-0.5880304737951608,-0.24168179881469257,-0.4180159156832803,-0.25652258322754673,-0.013202021867169348,-0.0033166821835001136,-1.6836513545094305,-0.010286012050457063,-0.17752816656672105,-0.47359626310123887,-0.11442262114270453,-0.030788403270364254,0.001488,0.01,0.0,0.97,100,11,1,12
191,0.9144264932627204,-4.95895143000846,-1.2921135016453729,-0.5894050906060316,-0.2422315941599737,-0.4189835864283935,-0.257086396185445,-0.013230728625277839,-0.003324746904004031,-1.687653489379228,-0.010312753011580364,-0.17792256685704522,-0.47483294280876226,-0.1146509471265151,-0.03091820361952656,0.001482,0.01,0.0,0.97,100,10,1,11
192,0.9164738273398307,-4.964307467405003,-1.2949560980000123,-0.5906774318034226,-0.24277526442409061,-0.41988992172798933,-0.25770249513871485,-0.013262256729188094,-0.0033316684866591265,-1.6913540883314158,-0.010338678326023717,-0.17826503689705903,-0.47585261848822236,-0.11497619987729242,-0.030942218097300293,0.001475,0.01,0.0,0.97,100,11,1,12
193,0.9213570035639835,-4.9692247113105825,-1.2974714042158206,-0.591824628394302,-0.24325137061814248,-0.4206840231098116,-0.258213995818353,-0.013289675854244006,-0.0033381416077580103,-1.6947378423756658,-0.010357445792905888,-0.17865573375239685,-0.47668708409301214,-0.11520539989945669,-0.03103391393452302,0.001469,0.01,0.0,0.97,100,11,1,12
194,0.9197136582340022,-4.972129417694795,-1.299096029763474,-0.5927677525078151,-0.24357167284852424,-0.421521715938058,-0.25874737677640725,-0.013310283238919838,-0.0033451629783840782,-1.6965820393504982,-0.010300367138986414,-0.17904942289876022,-0.4772974778198523,-0.11555289065767536,-0.031069272907567662,0.001462,0.01,0.0,0.97,100,11,1,12
195,0.9184570230607967,-4.977475234332054,-1.301893578322889,-0.5940202625371219,-0.24408862412842108,-0.4224129632236485,-0.25925687003663317,-0.013338248260137827,-0.003352773115055326,-1.7002568601760357,-0.010329019396376959,-0.17944554521666112,-0.4783009796895315,-0.1157487614792503,-0.031154247491281522,0.001456,0.01,0.0,0.97,100,10,1,11
196,0.912297007283235,-4.982851810575212,-1.3046829163312612,-0.5953017884581073,-0.24458062377576764,-0.4233210648084544,-0.2597913192663529,-0.01336879728501661,-0.003360038791961029,-1.7039548667526179,-0.01035692045484704,-0.1798513527429884,-0.4794087932523093,-0.11599290090276769,-0.031206046950408663,0.001449,0.01,0.0,0.97,100,11,1,12
197,0.9085880006034902,-4.988972716093398,-1.3079815179731453,-0.596810083793567,-0.24518823292301828,-0.42433240767308444,-0.26039981679687557,-0.013405513036602888,-0.0033695330784498444,-1.7081729426468828,-0.010390051275801705,-0.180367835313722,-0.4808232339106775,-0.11624281935821947,-0.03128192711170531,0.001443,0.01,0.0,0.97,100,10,1,11
198,0.9125221649919784,-4.994666914788564,-1.3110180134245992,-0.598187955956253,-0.2457495355780838,-0.4252760019742357,-0.260993006922175,-0.013438747420468616,-0.0033761995517698155,-1.7120924282844385,-0.010416846972488266,-0.18072471560229414,-0.48203278943305583,-0.11649670058411334,-0.03138409501357339,0.001437,0.01,0.0,0.97,100,10,1,11
199,0.9128670207435615,-5.000405207584964,-1.3140275169010696,-0.5995341363403104,-0.24634516130965156,-0.4262163395893852,-0.2615717720803103,-0.013468019178275037,-0.0033845639745249613,-1.7160647032254848,-0.010447927365216518,-0.18114469661563273,-0.4831036095270984,-0.1167745786223477,-0.03143698698118601,0.001431,0.01,0.0,0.97,100,10,1,11
200,0.9192209071303639,-5.0033767859801435,-1.315624422829275,-0.6003529049923498,-0.24661150636353504,-0.42689976537793917,-0.26206989455455143,-0.013491393806503865,-0.003390440376129194,-1.7179597000542537,-0.010467012581907565,-0.18137812443386347,-0.48378712767088966,-0.11700766027170582,-0.03152741575511905,0.001424,0.01,0.0,0.97,100,11,1,12
201,0.9197083995805284,-5.007818059427649,-1.3180021271634355,-0.6014743265288075,-0.24706800268563,-0.42773062130744266,-0.26258978735149824,-0.013514475228922091,-0.0033963165917183617,-1.7209987287374506,-0.010494561633176904,-0.18165563706079865,-0.48459969363568894,-0.11728017457863402,-0.03164716150357541,0.001418,0.01,0.0,0.97,100,11,1,12
202,0.9143760354329378,-5.013262213437045,-1.3208867585866195,-0.6027732564976966,-0.24762663788254102,-0.42866102956789187,-0.2631420514445371,-0.013540671025756856,-0.003403966118067099,-1.724736950669083,-0.010522904806859357,-0.18206661129083077,-0.4856123107670046,-0.11752232458909985,-0.03171421990502259,0.001412,0.01,0.0,0.97,100,10,1,11
203,0.9161922992964251,-5.017652292499903,-1.3231364234046878,-0.6038859539110562,-0.24804514961601254,-0.4294539874861961,-0.2636504272363567,-0.013569737909653379,-0.00341006254479444,-1.7277089076148406,-0.01055054723581016,-0.18234976047510332,-0.48652978777622446,-0.11780762061265104,-0.03180130925364048,0.001406,0.01,0.0,0.97,100,11,1,12
204,0.913174408236739,-5.023178535229642,-1.326114903657281,-0.6052247267965366,-0.24860875501222635,-0.4303671058144787,-0.26424160064385643,-0.013602104979412498,-0.0034167023520404603,-1.7315401303678242,-0.010578384808523333,-0.1826202485154854,-0.4876193201573466,-0.11805646717514436,-0.03184955143778482,0.0014,0.01,0.0,0.97,100,10,1,11
205,0.9196234246089994,-5.028126543210546,-1.3287109496038054,-0.6063771146677688,-0.24909826545859878,-0.4311720261524686,-0.2647560542902493,-0.013625535271460775,-0.0034239924245242775,-1.7349514593827189,-0.010605144067123156,-0.18299650072159396,-0.4885810246935363,-0.11827368116819943,-0.03192769439893637,0.001395,0.01,0.0,0.97,100,10,1,11
206,0.9114355803481416,-5.0337624512964965,-1.331656493854878,-0.6077181731479506,-0.24963385671333346,-0.4321734234179495,-0.265331066914093,-0.01365735305454091,-0.0034322313579346845,-1.738849846173025,-0.010625802530321565,-0.18340567903822969,-0.48969731586617793,-0.11854296360407882,-0.031965055759277355,0.001389,0.01,0.0,0.97,100,10,1,11
207,0.9143208711189024,-5.039098570944091,-1.3344647932390084,-0.6089592139799761,-0.25017501111063056,-0.43300247832402955,-0.26584501579133596,-0.01368341903519252,-0.003438454411089701,-1.7425301685075696,-0.010647677347463658,-0.18377443808695998,-0.4906081784552373,-0.11885692741689684,-0.032007983025879816,0.001383,0.01,0.0,0.97,100,10,1,11
208,0.9137233755729307,-5.0444656451907735,-1.3373235868451452,-0.6102202216302995,-0.2507472735490552,-0.433872176283849,-0.2663836134034266,-0.013709820163178335,-0.003444531070649605,-1.7462429588016413,-0.010673776272309293,-0.1841151382930634,-0.4915377752027664,-0.1191100329341985,-0.032064463001241474,0.001377,0.01,0.0,0.97,100,10,1,11
209,0.9150932312908044,-5.049730608570253,-1.340140960568603,-0.6114805485424384,-0.2513060347876623,-0.43478488403379023,-0.26695976161517193,-0.013736144301202298,-0.0034516453798979574,-1.7498800163476704,-0.010696861035405267,-0.18452960249264105,-0.4924500252779972,-0.11932596255354519,-0.03212047501686159,0.001372,0.01,0.0,0.97,100,11,0,11
210,0.9177300931578332,-5.054809060073204,-1.3427751121442442,-0.6126422579578623,-0.25180519161220766,-0.4355898569605109,-0.26748288669840514,-0.013759603096950937,-0.0034577631611385864,-1.7534006737642704,-0.010722273752462236,-0.1848717804108965,-0.4932040284657861,-0.11956935979672847,-0.03217193295390158,0.001366,0.01,0.0,0.97,100,10,1,11
211,0.9109563820172062,-5.060359707611085,-1.3457331124291092,-0.6139578904106167,-0.25236613062527047,-0.43650382056234116,-0.26804318741758115,-0.01378764333534365,-0.0034656567833626565,-1.7572274088445536,-0.010753898772861521,-0.18528945437243,-0.4942326548040788,-0.11979837584178836,-0.03224194664252677,0.00136,0.01,0.0,0.97,100,11,0,11
212,0.9131022823330516,-5.065551285797936,-1.348480902818491,-0.6152130987219712,-0.252890069857296,-0.4374093824294834,-0.26860535008567965,-0.013815076985820738,-0.0034726813151576864,-1.7608140750085506,-0.01078686499431415,-0.18562695049213523,-0.49511386691221343,-0.12003059501444059,-0.032302138774784175,0.001355,0.01,0.0,0.97,100,11,1,12
213,0.9095940649025116,-5.071123661557397,-1.3513923719960692,-0.6165471862292797,-0.2534097525312649,-0.4383438098245206,-0.26913812343535487,-0.013845741759254938,-0.003480225078696662,-1.764662759605316,-0.01081584301979048,-0.18607427427765874,-0.49638645985094393,-0.12024956788710932,-0.032347219796074515,0.001349,0.01,0.0,0.97,100,10,1,11
214,0.9123366757824369,-5.06825371849179,-1.3501276008549417,-0.6167325923625571,-0.2531566619312743,-0.43913580951787334,-0.2696564406194554,-0.013862531778639258,-0.0034863162284693825,-1.7621899362613926,-0.010728918425677476,-0.18614478822634098,-0.49608767090350364,-0.12049365611932762,-0.032430256557674265,0.001344,0.01,0.0,0.97,100,11,1,12
215,0.9128529287821323,-5.07208158940531,-1.3521935346148255,-0.6178240259339364,-0.25350295953200697,-0.44006097916898823,-0.2701858844859378,-0.013891547219713059,-0.003493918559690586,-1.7647419381399874,-0.010735762968432986,-0.18654856320224705,-0.4968716862149972,-0.12071067586978279,-0.0324839541289722,0.001338,0.01,0.0,0.97,100,11,1,12
216,0.9154349447420164,-5.077087024737106,-1.354820574910517,-0.6190207735242235,-0.25397640694355067,-0.4408755925743092,-0.2706628584546538,-0.013918139541162161,-0.003501593880540792,-1.7681940240784497,-0.010759164250495886,-0.1869996489356259,-0.4979014961898468,-0.1209049706103112,-0.03254232477659741,0.001333,0.01,0.0,0.97,100,10,1,11
217,0.9155184435074206,-5.07998675721274,-1.356580445791942,-0.6199662951893229,-0.2542760132518061,-0.44172623448437615,-0.27116684287603177,-0.013942151905903285,-0.003509379193598938,-1.7700433414666257,-0.010748933991901357,-0.18737630138812195,-0.4985189483931329,-0.12111716226349263,-0.032600725490199337,0.001328,0.01,0.0,0.97,100,11,1,12
218,0.9195635753252203,-5.082170998329212,-1.3576696884358364,-0.6206697871210497,-0.25444908572460123,-0.442416624172332,-0.27158618371172405,-0.013961215443949996,-0.00351522373115809,-1.7714043033006843,-0.01073959300936228,-0.1875211401583427,-0.4989924970982163,-0.12126039717461738,-0.03265676844011764,0.001322,0.01,0.0,0.97,100,11,1,12
219,0.9141147720569647,-5.0853817351333355,-1.3590553582564426,-0.6214435287625286,-0.25465894192504107,-0.44315660144817276,-0.2720631673075377,-0.013984459612005201,-0.0035205237846050804,-1.7734802150519626,-0.01077026513577522,-0.1876881886885801,-0.4996589677176233,-0.12143027511858752,-0.03275199202819234,0.001317,0.01,0.0,0.97,100,11,1,12
220,0.918734292509319,-5.090092658823929,-1.3615234469464894,-0.6225427224651092,-0.25512378681582765,-0.4439123324714211,-0.27254829368013894,-0.014007019806836286,-0.0035268525687965815,-1.7767217733039513,-0.010792273230896859,-0.1880025963328233,-0.5005550365759216,-0.12168529135643427,-0.032820694086511934,0.001312,0.01,0.0,0.97,100,10,1,11
221,0.9194028345185857,-5.0947608999767615,-1.3639870396725449,-0.6236424189458982,-0.2555831174492351,-0.44464945951824836,-0.27303989790725236,-0.014034466087506072,-0.0035324395673870202,-1.7799475932805133,-0.01081300451884693,-0.18830868141472334,-0.5014350181434049,-0.12190447793512853,-0.03289623158685046,0.001307,0.01,0.0,0.97,100,11,0,11
222,0.9118414807783579,-5.099411812051134,-1.366512361738622,-0.6248132133830063,-0.2560573360140504,-0.4454934168732105,-0.27357378708267793,-0.014059527089746868,-0.003539075366205009,-1.7831187609982202,-0.010822613672979467,-0.18870615969156815,-0.5023252457860443,-0.12204071252905221,-0.032961287528588984,0.001302,0.01,0.0,0.97,100,11,1,12
223,0.9072413558861491,-5.104553169414625,-1.3692517300143825,-0.6261170908561318,-0.25653803899189687,-0.4464327777958551,-0.27411022765317844,-0.014091105988044717,-0.003546775669851022,-1.7866441929362356,-0.01084771396405735,-0.1890903177645847,-0.5035461946995325,-0.12224939223931662,-0.033029514470999825,0.001297,0.01,0.0,0.97,100,11,1,12
224,0.9154739400486093,-5.108354061406694,-1.371394129440358,-0.6271724186766624,-0.25696750455306044,-0.4472750909725588,-0.27466731499183344,-0.014112920417887347,-0.0035541447235525494,-1.7891873210102902,-0.01085994366351257,-0.18944334887025033,-0.5041956921319486,-0.12253194295340457,-0.033091583962887396,0.001292,0.01,0.0,0.97,100,11,1,12
225,0.9176869944100113,-5.112669521861474,-1.3737057063286588,-0.6282513593005674,-0.2573846455351552,-0.448047574586538,-0.27514489216073557,-0.014139082447688928,-0.0035595710083558144,-1.7921478343774366,-0.010862749018335291,-0.1897292943750446,-0.5050412715257747,-0.12273271819819552,-0.03315639089798621,0.001287,0.01,0.0,0.97,100,11,1,12
226,0.9229753005903109,-5.115983055032265,-1.3754556978224142,-0.6291184232917006,-0.25770689203318403,-0.4487237292482226,-0.27559359060500954,-0.014158275543024061,-0.0035648354997017476,-1.7943733439511385,-0.010877281312027368,-0.18995050954592346,-0.5056453115988424,-0.12296405616562592,-0.03317387278155477,0.001282,0.01,0.0,0.97,100,11,1,12
227,0.9196719111677681,-5.120164163040024,-1.377608838554917,-0.6301149126351482,-0.2580760963230793,-0.449475822515207,-0.27601957449282166,-0.014181805377401146,-0.0035711199893620304,-1.7972300792359148,-0.010895638867591479,-0.19027460263311616,-0.5065987583434332,-0.12314351401873468,-0.033223948078710173,0.001277,0.01,0.0,0.97,100,11,1,12
228,0.9176033755274262,-5.123870351702918,-1.3796340373303249,-0.6310938258424045,-0.25848483993388266,-0.450235368154584,-0.276491418279446,-0.014202148396854226,-0.0035767689883912665,-1.7997048509008755,-0.010906569425471517,-0.1905830514374326,-0.5072483590092856,-0.12337020845311795,-0.03330347421208117,0.001272,0.01,0.0,0.97,100,11,1,12
229,0.9163805703796866,-5.128222040299865,-1.381849239455713,-0.6321033686050863,-0.2589036486326581,-0.45096428474414907,-0.2769631239277138,-0.014223999930200036,-0.0035820367211283166,-1.8027047569869141,-0.010919279246750423,-0.1909119373295954,-0.5079730365565089,-0.12358730568088017,-0.03336981805635566,0.001267,0.01,0.0,0.97,100,11,1,12
230,0.9115457179435348,-5.133279090779192,-1.3845031377170058,-0.6333105755673039,-0.2593902604243853,-0.4518632835422469,-0.27747586665956,-0.01425237374132108,-0.003589133377804734,-1.8061956219955895,-0.010943462905447865,-0.19134753831479975,-0.5090074161068204,-0.12380160415974467,-0.03342567082915364,0.001262,0.01,0.0,0.97,100,10,1,11
231,0.9221276381403314,-5.1369414640419055,-1.3864811637283154,-0.6342607184007072,-0.2597498123687431,-0.4525531438691159,-0.27792063122790756,-0.014274632799077772,-0.0035956884911304784,-1.808687677289115,-0.010947511296281352,-0.19161090622893714,-0.5098056787712039,-0.12398296050434818,-0.03347182365441201,0.001257,0.01,0.0,0.97,100,11,1,12
