episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,fleet_broken_fraction,depot_idle_fraction,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
17,0.9238486092111263,-3.0666279678283357,-0.5666279678283361,-0.30728165472462987,-0.12538772280260446,-0.08660842450600191,-0.06100335834384633,-0.19241010675839976,-0.15645557497429352,-0.17249915245683733,-0.007549900962939034,0.006615,0.01,0.0,0.97,100,11,1,12
18,0.9229397252967062,-3.0922097937938022,-0.5922097937938031,-0.3210500273204391,-0.1307595579102104,-0.09031990637513408,-0.06375251589395606,-0.1994372494580393,-0.16357599993653096,-0.18035029008265557,-0.0077636521436650376,0.006486,0.01,0.0,0.97,100,11,1,12
19,0.917283280157491,-3.1184075792354946,-0.618407579235495,-0.335398889826908,-0.13656373205726927,-0.09417762873567172,-0.06661698478118545,-0.20653669614166895,-0.17015795836410644,-0.18774240911996273,-0.008078830482067803,0.006362,0.01,0.0,0.97,100,11,1,12
20,0.923814571291343,-3.142418401526529,-0.6424184015265294,-0.3481466077010027,-0.14171156067880544,-0.09792427485134024,-0.06900337636603081,-0.214925656422618,-0.1770214546626841,-0.19534887000449302,-0.00853801118274952,0.006242,0.01,0.0,0.97,100,11,1,12
21,0.922335860513238,-3.165763715495832,-0.665763715495833,-0.3608545336595403,-0.1469788304017232,-0.10152501292452727,-0.07162729994095339,-0.22328631427512136,-0.1838881487680905,-0.20285198989936093,-0.008882679655610235,0.006127,0.01,0.0,0.97,100,11,1,12
22,0.927487493516706,-3.1855211735366247,-0.6855211735366267,-0.3711693324430554,-0.15125833350189305,-0.10466829738679574,-0.07379792515207965,-0.22963064560114577,-0.1897023281767222,-0.2082101518692933,-0.009006963298132378,0.006016,0.01,0.0,0.97,100,11,1,12
23,0.9246434471829799,-3.2074638086314335,-0.7074638086314358,-0.3829139679079264,-0.1558969406482715,-0.10781832077294676,-0.07610374822970205,-0.23580030525072335,-0.19592282241928635,-0.21421163754318343,-0.009467300971718955,0.005909,0.01,0.0,0.97,100,11,0,11
24,0.926955074875208,-3.2276353868938585,-0.7276353868938612,-0.39386936655727217,-0.16029865650725011,-0.11089433943477077,-0.0783670934459593,-0.24195184721196222,-0.2023699533177668,-0.2204530686151031,-0.0097151457361554,0.005806,0.01,0.0,0.97,100,11,1,12
25,0.9201711821000135,-3.2502405648795136,-0.7502405648795164,-0.4060522539862814,-0.16516419979901012,-0.11423469630586462,-0.0807533812219869,-0.24902809360890568,-0.20743630536083815,-0.2271926563288611,-0.009971096589419026,0.005706,0.01,0.0,0.97,100,10,1,11
26,0.9304056319141804,-3.268132043337234,-0.7681320433372361,-0.41544164906083825,-0.16913289649871308,-0.11708913036878636,-0.08269730401908691,-0.2537202769193019,-0.21309373662170886,-0.23226040255178207,-0.010442196648953763,0.00561,0.01,0.0,0.97,100,11,1,12
27,0.9225354456500033,-3.2894251467301703,-0.7894251467301717,-0.42687973408102575,-0.17373813646178696,-0.1203489888551966,-0.084942904121446,-0.2599927278582801,-0.21970029066871635,-0.2384535352854494,-0.010829455206498225,0.005517,0.01,0.0,0.97,100,11,1,12
28,0.9256835198115588,-3.3088331372619466,-0.8088331372619473,-0.43725956331083,-0.1778890115229157,-0.12307603671858522,-0.08700286919410645,-0.26607054299261895,-0.22419076734859786,-0.2438117721506735,-0.011114589059800423,0.005426,0.01,0.0,0.97,100,11,1,12
29,0.92614619558826,-3.3282432723289244,-0.8282432723289249,-0.4475355959938603,-0.1819656608130078,-0.12605779857080332,-0.08901326432228926,-0.2717285334070979,-0.22939807458572317,-0.24926192530024455,-0.01127742012276329,0.005339,0.01,0.0,0.97,100,11,1,12
30,0.9256857686040195,-3.344510684345465,-0.8445106843454656,-0.456191274379504,-0.18557735976536022,-0.1285698201993428,-0.09090782619595632,-0.27787604047155806,-0.23381241318096224,-0.25445141793827986,-0.011219060886972911,0.005255,0.01,0.0,0.97,100,11,1,12
31,0.9207955868211954,-3.3640347364742795,-0.8640347364742808,-0.4670413676766615,-0.1899673178426748,-0.13152694473176335,-0.09315363793567658,-0.2838176445771509,-0.23932066337621186,-0.26032199992096366,-0.011331427959654103,0.005173,0.01,0.0,0.97,100,11,1,12
32,0.9251374665792261,-3.3826508245498306,-0.8826508245498322,-0.4770828944105903,-0.19397784658174985,-0.13422971415373477,-0.09506516519153659,-0.28927498780361605,-0.24378012445986752,-0.26575942368334854,-0.01145382931117799,0.005094,0.01,0.0,0.97,100,11,1,12
33,0.9253208275488437,-3.4005287769706674,-0.9005287769706691,-0.48674670413127047,-0.1979319714545483,-0.1368819075089597,-0.09694735592333453,-0.29570909418352825,-0.24818985680593614,-0.2711730780755371,-0.011572713841999361,0.005017,0.01,0.0,0.97,100,11,1,12
34,0.9286286955069317,-3.3975318321225965,-0.897531832122598,-0.48561374515005024,-0.1994997399883087,-0.1391850620925132,-0.09845489753334286,-0.29926702870809974,-0.25201151920898646,-0.27266421944340313,-0.01095485882058403,0.004942,0.01,0.0,0.97,100,11,1,12
35,0.9253594992387075,-3.415057931224413,-0.9150579312244151,-0.4949498127515419,-0.2031035092683622,-0.14175815345503012,-0.10026653783335261,-0.30426399091984574,-0.257165997569276,-0.277212283720636,-0.011016041223204818,0.00487,0.01,0.0,0.97,100,11,1,12
36,0.9261658905311466,-3.4318767285766327,-0.9318767285766346,-0.504054658789272,-0.20672448940911278,-0.14429579561843134,-0.10201554579925733,-0.31000234123487175,-0.2606076127881264,-0.2819100979270168,-0.011161697802490534,0.004799,0.01,0.0,0.97,100,11,1,12
37,0.9248320788469977,-3.448955433732215,-0.9489554337322161,-0.5130603896643873,-0.21027769914108807,-0.14672012180234822,-0.10381019292951123,-0.3140736810493196,-0.26574450776070985,-0.286588050305817,-0.011272916999997934,0.004731,0.01,0.0,0.97,100,10,1,11
38,0.9217059197963081,-3.4658216075521393,-0.9658216075521406,-0.5222811609350583,-0.21411792326620466,-0.14929993603415015,-0.10572658923872119,-0.3199294820824572,-0.2707860542764672,-0.29166132990324956,-0.011532606047021117,0.004665,0.01,0.0,0.97,100,11,1,12
39,0.9232368624031657,-3.4829955216606736,-0.9829955216606747,-0.53142759392405,-0.21781595761259484,-0.15200968702526366,-0.10756324009159506,-0.3260101287323147,-0.2765819425387077,-0.29746561983270114,-0.011832293531383773,0.0046,0.01,0.0,0.97,100,11,1,12
40,0.9270522356592286,-3.498726316118146,-0.9987263161181461,-0.5398661447633548,-0.22107059309309346,-0.15429574089845102,-0.1091631394993903,-0.3305166420136401,-0.2808948854225584,-0.30192071430657635,-0.011842623194398478,0.004537,0.01,0.0,0.97,100,11,1,12
41,0.9254378592799274,-3.51248812533442,-1.0124881253344207,-0.5471202499552105,-0.22412501777062344,-0.15655145203768076,-0.11078313469819369,-0.33472282847089047,-0.2844804288977302,-0.30618928371144677,-0.011808073855054486,0.004476,0.01,0.0,0.97,100,11,1,12
42,0.9280087160576601,-3.526040062237297,-1.0260400622372987,-0.554360475169092,-0.2272345373392648,-0.1588696882664357,-0.11233192797653038,-0.3393522708099888,-0.28808701559186295,-0.3099543016361171,-0.011990560750502163,0.004417,0.01,0.0,0.97,100,11,1,12
43,0.9225575787810759,-3.5424515684250415,-1.0424515684250428,-0.5634526777694684,-0.23081113467239617,-0.1613126342467728,-0.11405883700732265,-0.3443545408831659,-0.2919323860263366,-0.3143770894797351,-0.01210178224587057,0.004359,0.01,0.0,0.97,100,11,1,12
44,0.9234598943927583,-3.5581201277779044,-1.0581201277779055,-0.5718504517040911,-0.2342819603650223,-0.16359737211994582,-0.11567369069204704,-0.35023542430942856,-0.2964351441609145,-0.3196580590270605,-0.012745642142107539,0.004302,0.01,0.0,0.97,100,11,1,12
45,0.9219761556441171,-3.5674922195943313,-1.0674922195943328,-0.5772041444483014,-0.23707517080956594,-0.16565688414225166,-0.11729896948285004,-0.35360780033607786,-0.3006217595531059,-0.3231754688021638,-0.012430586555040741,0.004247,0.01,0.0,0.97,100,11,1,12
46,0.9251597966681766,-3.582400378668098,-1.0824003786680993,-0.58505118668029,-0.24021474619496955,-0.1678407520330446,-0.11886004692473838,-0.3573133720654045,-0.3051629810460039,-0.32765564401146896,-0.01254483035329823,0.004194,0.01,0.0,0.97,100,10,1,11
47,0.9194594866464365,-3.5982717277416945,-1.0982717277416967,-0.5936358447822712,-0.24368265306291978,-0.1702131090532734,-0.12061310121219115,-0.36286563768229346,-0.30989139086939343,-0.33236115552856393,-0.012577068734468044,0.004141,0.01,0.0,0.97,100,11,1,12
48,0.9202450914919194,-3.6139853833312903,-1.1139853833312923,-0.6021298720048366,-0.24704049994933364,-0.17260073818756352,-0.12228000966644871,-0.3671298713063942,-0.31345953920655184,-0.33660492451902413,-0.012791588741014819,0.00409,0.01,0.0,0.97,100,10,1,11
49,0.9266705892241742,-3.627663826092777,-1.1276638260927787,-0.609425079104938,-0.25001586903486384,-0.17471425689824557,-0.12383558617111018,-0.37215287833718286,-0.3166354874894284,-0.34041844994047277,-0.013004647841656785,0.004041,0.01,0.0,0.97,100,11,1,12
50,0.9235068051756256,-3.6421343274942317,-1.142134327494233,-0.6171082693859556,-0.25311877592616466,-0.17682792996314084,-0.12531770058355599,-0.37725608245472253,-0.32216623272113015,-0.3454527921951347,-0.013114173336217652,0.003992,0.01,0.0,0.97,100,11,1,12
51,0.9180752476579713,-3.654296596590457,-1.1542965965904586,-0.6239364640105205,-0.2562591971239051,-0.1792142406383188,-0.12692850743338605,-0.38157279925741444,-0.3257523454539369,-0.34952133488203285,-0.013309786300233628,0.003945,0.01,0.0,0.97,100,11,1,12
52,0.933250113864476,-3.660232892055097,-1.1602328920550982,-0.6266479028850188,-0.2579199626011741,-0.18082952431303345,-0.1279955902992342,-0.38403423013007915,-0.3287110196370921,-0.35103492974030615,-0.01334809245041729,0.003898,0.01,0.0,0.97,100,11,1,12
53,0.9237035797925728,-3.674137579540811,-1.1741375795408109,-0.6339573206741385,-0.2608059937852086,-0.1828117354841368,-0.1295255160623435,-0.3881840664606776,-0.3318900773036401,-0.35487485491449106,-0.013546168175156043,0.003853,0.01,0.0,0.97,100,11,1,12
54,0.9263491743858236,-3.6871577334685863,-1.1871577334685866,-0.6409573104608062,-0.2637124747119732,-0.18486232504226077,-0.13095559210930768,-0.39258655948124876,-0.3356974998738806,-0.35896276487911893,-0.013683510615552029,0.003809,0.01,0.0,0.97,100,11,1,12
55,0.922297580172486,-3.70105260252169,-1.2010526025216908,-0.6484091201573026,-0.26672864488057063,-0.1869819700774485,-0.13243679315247409,-0.39676117990561766,-0.33975076555628575,-0.36305387980763365,-0.013883723024953368,0.003766,0.01,0.0,0.97,100,10,1,11
56,0.9282120547020091,-3.7133151511796987,-1.2133151511796998,-0.6548865654023267,-0.2692778471469263,-0.1887136714351629,-0.13370284840113905,-0.4003591489215472,-0.34306177263820464,-0.36668710863711756,-0.013966292617040665,0.003724,0.01,0.0,0.97,100,10,1,11
57,0.9197298067414224,-3.7264945903857822,-1.2264945903857838,-0.6619319305669131,-0.2722258308208648,-0.19084043975181983,-0.13510008586947775,-0.4053521607925269,-0.34661266603953905,-0.37084403508785396,-0.01412551337160557,0.003682,0.01,0.0,0.97,100,11,1,12
58,0.922884275989579,-3.739280610310256,-1.2392806103102578,-0.6688569894037295,-0.27506457194027617,-0.19270535155424953,-0.13660293747833255,-0.40912968815370027,-0.3510550538388662,-0.3747233497893875,-0.014273900168388177,0.003642,0.01,0.0,0.97,100,11,1,12
59,0.9258359073033233,-3.746074900920247,-1.2460749009202492,-0.6724886830674779,-0.2769710215250864,-0.1944336089557242,-0.13787698561844283,-0.41222992717948714,-0.35359217972437906,-0.3766534339767423,-0.014361574403230406,0.003602,0.01,0.0,0.97,100,11,1,12
60,0.923598190663139,-3.758196029583632,-1.2581960295836334,-0.6790578188966278,-0.2796736217862232,-0.19632429436057058,-0.13921978238421728,-0.4155367847283768,-0.35678472141142026,-0.38011481081563203,-0.014417897318311149,0.003564,0.01,0.0,0.97,100,11,1,12
61,0.9267798878942525,-3.769729627603682,-1.2697296276036822,-0.6852617253452395,-0.2822361061259743,-0.19801931169773232,-0.14044271526199636,-0.41907392345311056,-0.35965430507390006,-0.38354149861918807,-0.014543909043781245,0.003526,0.01,0.0,0.97,100,11,1,12
62,0.9163899890452516,-3.7831541449205757,-1.2831541449205752,-0.6928129609846791,-0.2853589657978017,-0.20015005745329056,-0.14193596562564778,-0.42374413111579196,-0.36260397719314263,-0.387263654450628,-0.014710492542256657,0.003489,0.01,0.0,0.97,100,11,1,12
63,0.9247259643544473,-3.795136007297619,-1.2951360072976186,-0.699294852700149,-0.2880514311523863,-0.20204748113585683,-0.1432522763729623,-0.4272283260644806,-0.3658486705333871,-0.39076004873070747,-0.0147676500729788,0.003453,0.01,0.0,0.97,100,11,1,12
64,0.9229212994699795,-3.807407392984222,-1.307407392984222,-0.7058871071054607,-0.2907524910004803,-0.20397032749371272,-0.1445923313917086,-0.432026147467525,-0.3694137480988518,-0.3949243892708331,-0.014944237869831067,0.003417,0.01,0.0,0.97,100,11,1,12
65,0.9126760090062842,-3.8214577628200197,-1.32145776282002,-0.7136613368894094,-0.2939020741838768,-0.2061256066568164,-0.14614628040059405,-0.43654748764479046,-0.3738579917445644,-0.39915988224524723,-0.015104448826460394,0.003382,0.01,0.0,0.97,100,11,1,12
66,0.9166456854155127,-3.8346468904287514,-1.334646890428752,-0.7208238855598014,-0.29679183356732625,-0.20813830697301913,-0.14749951567578692,-0.44032574354234794,-0.37718261805240283,-0.4026849829307835,-0.01518714523928055,0.003348,0.01,0.0,0.97,100,11,1,12
67,0.9245082492661696,-3.8458969125284455,-1.3458969125284461,-0.7268085286160377,-0.2992406556490463,-0.2099819228111934,-0.14870160020678855,-0.44366481031843946,-0.38130784698191655,-0.40612321504802135,-0.01527370883795746,0.003315,0.01,0.0,0.97,100,11,1,12
68,0.9166904470145871,-3.858791216987466,-1.358791216987467,-0.7338314706778502,-0.3020629357592888,-0.21193479895888462,-0.15003671934585278,-0.4480295693009385,-0.3858790343101941,-0.4101280807119456,-0.015479516849231203,0.003282,0.01,0.0,0.97,100,11,1,12
69,0.9227662035097128,-3.8705135152895553,-1.3705135152895573,-0.7401598208382197,-0.30464599422716104,-0.21379518260973054,-0.15134554235721082,-0.45141781598125563,-0.3890503411340374,-0.4134041367144936,-0.015604131163082208,0.00325,0.01,0.0,0.97,100,10,1,11
70,0.9314223084056994,-3.879891940152757,-1.3798919401527592,-0.7452418705797101,-0.30676625538936336,-0.21530544527903706,-0.15241386515783492,-0.45486138338653453,-0.39131375423544823,-0.4161982344924854,-0.015671278338951135,0.003219,0.01,0.0,0.97,100,11,1,12
71,0.9282693368549506,-3.8902963381787643,-1.3902963381787665,-0.75069618271122,-0.30888978589336724,-0.2167460181895997,-0.15351721998799708,-0.45734001161544385,-0.39339541066095357,-0.41875653207465796,-0.01576583165575237,0.003188,0.01,0.0,0.97,100,10,1,11
72,0.9272142354478737,-3.900655605756909,-1.4006556057569104,-0.7562099136913,-0.3111110851354044,-0.21834427481427707,-0.15463016520833225,-0.46034491819701506,-0.39726436971896467,-0.42191455598529926,-0.015867224960393545,0.003157,0.01,0.0,0.97,100,11,1,12
73,0.9245400633465867,-3.9109002690174988,-1.410900269017499,-0.7617324138434466,-0.3134441230165204,-0.21998039098825828,-0.15569150092728967,-0.4648854910610912,-0.4003649664731472,-0.4256685685463358,-0.015936205315212865,0.003128,0.01,0.0,0.97,100,11,1,12
74,0.9267204219280897,-3.912283006365257,-1.4122830063652567,-0.7625741708643446,-0.3146921766403611,-0.22141731999455636,-0.1566862452225642,-0.4674512845114714,-0.4023411254998041,-0.42637198469675436,-0.01580172187520217,0.003098,0.01,0.0,0.97,100,11,1,12
75,0.9275195113674923,-3.92194823253904,-1.4219482325390396,-0.7677246902099978,-0.3168669618190173,-0.22292447001323157,-0.1576473428306843,-0.4715274190652262,-0.4049594017706929,-0.42972881132017776,-0.01589438112132617,0.00307,0.01,0.0,0.97,100,11,1,12
76,0.934336571777974,-3.9305983957607165,-1.4305983957607167,-0.7722458961329972,-0.3186488394345193,-0.22417337320660377,-0.1586129395075093,-0.47398866541094725,-0.40706676413175,-0.4319773629091568,-0.015992281719295627,0.003042,0.01,0.0,0.97,100,10,1,11
77,0.9172756699035606,-3.942311947702417,-1.442311947702417,-0.77874587928332,-0.3212991703889852,-0.2259555671284041,-0.15989141976892227,-0.47737693392076147,-0.40987242756406156,-0.43538203437439793,-0.016079365701009672,0.003014,0.01,0.0,0.97,100,11,0,11
78,0.920441376530458,-3.9533178222679486,-1.4533178222679486,-0.7846662720740161,-0.32376387929438283,-0.22770312107803958,-0.16114432467507156,-0.48084067596420826,-0.41342301877403154,-0.4385711753707811,-0.016133185736198985,0.002987,0.01,0.0,0.97,100,11,1,12
79,0.9224731127988175,-3.9635738971910817,-1.4635738971910819,-0.7900962474591492,-0.3259965879521456,-0.22937228087492154,-0.16231872191377084,-0.48407723320954954,-0.41667784120255963,-0.44172533512475143,-0.016185864575459393,0.00296,0.01,0.0,0.97,100,11,1,12
80,0.9252711460327054,-3.973357521903207,-1.4733575219032058,-0.7953771006044266,-0.3281401693034582,-0.23084596946443908,-0.16335490572942998,-0.48755977612093504,-0.4202124830334769,-0.44482190417958783,-0.01630248673654335,0.002934,0.01,0.0,0.97,100,11,1,12
81,0.9288746630727762,-3.981765245605729,-1.4817652456057284,-0.7998788947979865,-0.3299625727428643,-0.23214340482382353,-0.16435257998320682,-0.4901527835533057,-0.422338630551751,-0.4472894689368,-0.016401024820428916,0.002909,0.01,0.0,0.97,100,11,1,12
82,0.9226985597574329,-3.9762517406841953,-1.476251740684194,-0.7970638593667821,-0.3308208989342365,-0.233664838057727,-0.16537151273080564,-0.49212237382478935,-0.424627798117957,-0.446512551776843,-0.016576630638895126,0.002883,0.01,0.0,0.97,100,11,1,12
83,0.9223384222207277,-3.9864258219635844,-1.4864258219635835,-0.8024493031239189,-0.33299268910804586,-0.23516425539087749,-0.16645196202170182,-0.49532341134161656,-0.42680241772124583,-0.4495455914754445,-0.016648716192367623,0.002859,0.01,0.0,0.97,100,10,1,11
84,0.9319231663952677,-3.9950419924507288,-1.4950419924507288,-0.8069794283226898,-0.3347904966610462,-0.23641852063229682,-0.16734299160528435,-0.4974553993747498,-0.4284894924493149,-0.45184336112714313,-0.016825256236936672,0.002834,0.01,0.0,0.97,100,10,1,11
85,0.9266921102404755,-4.002640105474017,-1.5026401054740175,-0.8110696806916696,-0.3366225727203459,-0.23776552722752164,-0.16829111927384544,-0.5003627359321617,-0.43098623091129756,-0.4542825241842512,-0.01690117408527131,0.00281,0.01,0.0,0.97,100,11,1,12
86,0.9156669438175555,-4.01334830643116,-1.5133483064311621,-0.8168469582596319,-0.33897116561551066,-0.2393874332495794,-0.16948362642693585,-0.5040744207436446,-0.4336130995688617,-0.4574456519881298,-0.017150201382828363,0.002787,0.01,0.0,0.97,100,11,1,12
87,0.9231389682406318,-4.02302533134923,-1.5230253313492337,-0.8220211983928636,-0.34101616061199297,-0.2408718340491,-0.17054882672872734,-0.5070925595986662,-0.4360173436422826,-0.4602694807276337,-0.01723572108068075,0.002763,0.01,0.0,0.97,100,10,1,11
88,0.9228470616041733,-4.032514403738024,-1.5325144037380272,-0.8271251812357299,-0.34304218540963854,-0.2422538436899234,-0.17152729873975348,-0.5101895442176603,-0.43846291937240983,-0.46316800578761297,-0.01727190494835518,0.002741,0.01,0.0,0.97,100,11,1,12
89,0.9271659522764859,-4.041265089905857,-1.5412650899058606,-0.8317567920833712,-0.34491779683104007,-0.24354459350491972,-0.17243975878106338,-0.5129057565747648,-0.44066990419250074,-0.4657013590883585,-0.017439532830993754,0.002718,0.01,0.0,0.97,100,11,0,11
90,0.9226985006464179,-4.050747729717091,-1.5507477297170942,-0.8367391062767834,-0.3469429364379917,-0.2449754340575966,-0.1734125011335178,-0.5158143001812093,-0.44293672273596124,-0.46838454534851737,-0.017628769328760893,0.002696,0.01,0.0,0.97,100,10,1,11
91,0.9282572656223568,-4.058204891091827,-1.5582048910918314,-0.8408773064193944,-0.3487161436239392,-0.2462660713043631,-0.17432704768334686,-0.5182136712954444,-0.44497753803279566,-0.4706139186673734,-0.017644396413456227,0.002674,0.01,0.0,0.97,100,11,1,12
92,0.924885175330068,-4.066994362501476,-1.5669943625014806,-0.8455185280519671,-0.3506044844123007,-0.24762743900463602,-0.17528696723560863,-0.5212520197720244,-0.4477389369570073,-0.4733523925006799,-0.017644988286553427,0.002653,0.01,0.0,0.97,100,11,1,12
93,0.9171875522278303,-4.077019815818254,-1.5770198158182582,-0.851097439653812,-0.35287797235234447,-0.2492385325368358,-0.17639094447121598,-0.5249905117319784,-0.45061561270344197,-0.4765120858778384,-0.017741769368533708,0.002632,0.01,0.0,0.97,100,11,1,12
94,0.929908915450513,-4.084477422629569,-1.5844774226295741,-0.854964564508396,-0.3544963471334784,-0.2504098965853062,-0.17716274426649867,-0.5275093817681629,-0.4518998648230306,-0.4785999254691223,-0.017878114491468332,0.002611,0.01,0.0,0.97,100,11,1,12
95,0.9203838217778598,-4.093287469433779,-1.593287469433783,-0.859639104096501,-0.3564102914050788,-0.2518123831280716,-0.17814903901858412,-0.5303011672541824,-0.45414707513595026,-0.4810892006955358,-0.017986436431167263,0.002591,0.01,0.0,0.97,100,11,1,12
96,0.9193643717175811,-4.102326620029898,-1.6023266200299016,-0.864546113124021,-0.3584271647025872,-0.2532617793059027,-0.1791406967070786,-0.5333245913123607,-0.45643719869535654,-0.48385350428347135,-0.018059903103976472,0.002571,0.01,0.0,0.97,100,11,1,12
97,0.9157277901841933,-4.112207744700969,-1.6122077447009722,-0.8700019619965416,-0.36070241440008055,-0.2548906419625299,-0.18020105187519453,-0.538389400137998,-0.45918621706085644,-0.4872743819429168,-0.0181833639732077,0.002551,0.01,0.0,0.97,100,11,1,12
98,0.9225857537569917,-4.120892702367677,-1.6208927023676816,-0.8747297920853008,-0.3626886796617535,-0.2562758060385748,-0.18113389343439523,-0.5421518980536469,-0.461216462949462,-0.49021774412027663,-0.018324351824107087,0.002532,0.01,0.0,0.97,100,11,1,12
99,0.9241636317438807,-4.129085552714635,-1.6290855527146406,-0.8791372858200308,-0.3644840445732575,-0.2575156505959644,-0.18207577875613284,-0.5445346886235745,-0.4641038749229635,-0.49271831611129,-0.018390585994466524,0.002513,0.01,0.0,0.97,100,11,1,12
100,0.9199926552823543,-4.137587247328805,-1.6375872473288116,-0.8838401556958467,-0.3665208166790617,-0.25892368672282506,-0.183097663901571,-0.5470624878370514,-0.4663348678119788,-0.4949640025567437,-0.01847217473767571,0.002494,0.01,0.0,0.97,100,11,1,12
