episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max,congestion_severity_max,gross_starvation_risk,gross_congestion_risk,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,fleet_broken_fraction,depot_idle_fraction,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
86,0.9266930377060592,-3.8850756267966275,-0.7353736732914647,-0.3092488150993941,-0.15550352832231018,-1.3545801353460085,-1.0709909905819466,-0.22692079806564514,-0.14454619700252055,-0.00231790053869177,-0.0017515368328473088,-0.44323488385761706,-0.009365183208042986,0.002787,0.01,0.0,0.97,100,11,1,12
87,0.9262381986166507,-3.8941380070656315,-0.740231217340336,-0.31127853223306706,-0.15649609404955112,-1.3633231787498155,-1.0779066567323285,-0.2284774828362957,-0.14550297011340754,-0.002334162213372551,-0.0017618228839037377,-0.4462293941808972,-0.009423769235429697,0.002763,0.01,0.0,0.97,100,11,1,12
88,0.9304598085804163,-3.9022673903646123,-0.7444868411797906,-0.3130148723320622,-0.1574021191850987,-1.3710671363619387,-1.084097833749945,-0.2298674224909615,-0.14635277004102024,-0.0023478137956177703,-0.0017732283329588857,-0.44863583749439473,-0.009522623842413288,0.002741,0.01,0.0,0.97,100,11,1,12
89,0.927325237717239,-3.910178670248739,-0.748605076849771,-0.3147816635144885,-0.15825862174024688,-1.3788858634749352,-1.0900567339233371,-0.23117899550441304,-0.1472458100429103,-0.0023614355683631272,-0.0017836343846540043,-0.4509911464182184,-0.009596210349043755,0.002718,0.01,0.0,0.97,100,11,1,12
90,0.9277408776831574,-3.91867707587244,-0.7530509228793768,-0.3166861187526241,-0.15916108015551667,-1.3871734442380546,-1.0964297661959914,-0.23257262625270678,-0.14814946094827386,-0.002371795289121324,-0.0017946458054412117,-0.4535653286728437,-0.009637335485262124,0.002696,0.01,0.0,0.97,100,11,1,12
91,0.930637704806581,-3.926323553812772,-0.7570789216297544,-0.3183951547802318,-0.1599771325867803,-1.3945733998815193,-1.1021481040566918,-0.2339129345464327,-0.14890790340916737,-0.0023839583760216832,-0.0018048371631419892,-0.4559879008242755,-0.009676302748627017,0.002674,0.01,0.0,0.97,100,11,1,12
92,0.9319256384619296,-3.9331221603900963,-0.7606379780295259,-0.31993240782563986,-0.16070478500876348,-1.4011983088748707,-1.107204408165892,-0.2351979795600622,-0.14972375231690238,-0.0023956660213083295,-0.0018139468222014492,-0.45787731190128905,-0.009743086836914954,0.002653,0.01,0.0,0.97,100,11,1,12
93,0.9262015452021807,-3.9416969196707736,-0.765170453688216,-0.32182736322979444,-0.16162297179510451,-1.4094963644703058,-1.113678016101261,-0.2366123666506585,-0.150550606496333,-0.0024130338999440496,-0.0018239896501100045,-0.46087333429393296,-0.009867077075830807,0.002632,0.01,0.0,0.97,100,11,1,12
94,0.9274591139369623,-3.9497313810694403,-0.7693821158889551,-0.32359109894033644,-0.1625252666336628,-1.4172806710437114,-1.1198553081207963,-0.23790675059874253,-0.15135377315484272,-0.0024260229437363923,-0.0018363248891606941,-0.4633174255228033,-0.009950123457646978,0.002611,0.01,0.0,0.97,100,11,1,12
95,0.9287037348870104,-3.9573740065849896,-0.7734840619155288,-0.3253489071817372,-0.16336460081852378,-1.424731977970637,-1.125705162076321,-0.23930725778254128,-0.15219792803570228,-0.002439575586256044,-0.001847435753853173,-0.46592538154366225,-0.009946573385021144,0.002591,0.01,0.0,0.97,100,11,1,12
96,0.9303508653326122,-3.9649044775280933,-0.7773601337026466,-0.326983778438471,-0.16413979320524677,-1.4320028681170596,-1.1312965297640842,-0.2405333545431812,-0.15294069274981215,-0.0024513056660358363,-0.0018570035478876563,-0.4683576070552607,-0.010019598691730644,0.002571,0.01,0.0,0.97,100,11,1,12
97,0.9252350570852922,-3.97324820661722,-0.7819210990949139,-0.3288641118910098,-0.16512668563069274,-1.4401666589328936,-1.1378061626514808,-0.24189760762149487,-0.1537876071419637,-0.002466742302021727,-0.0018651005942227948,-0.4710724490639277,-0.010042049183821686,0.002551,0.01,0.0,0.97,100,11,1,12
98,0.9290807639790294,-3.979772608400086,-0.7853977266644883,-0.3304391074196941,-0.16583974238672713,-1.446624953046549,-1.1429575153563793,-0.24315148086656366,-0.15456903357354967,-0.0024787312536811807,-0.0018754098209583436,-0.4733459720836196,-0.010038163221265517,0.002532,0.01,0.0,0.97,100,11,1,12
99,0.9300681387366156,-3.9868551592168555,-0.7891379360220637,-0.33198738470343586,-0.16665426704643116,-1.4533559349945944,-1.1484958329738872,-0.24431350664364038,-0.15533781900484164,-0.002490373032261589,-0.0018840032162655452,-0.4755978930012178,-0.010041110794313855,0.002513,0.01,0.0,0.97,100,11,1,12
100,0.9232490564777396,-3.9953720888768727,-0.7936606181292405,-0.33392989674649365,-0.16761181054713672,-1.4616820378417823,-1.1550131966535024,-0.24580408893984024,-0.15620880208562438,-0.002505940125048527,-0.0018937184667445388,-0.4782083792480058,-0.010126143641662193,0.002494,0.01,0.0,0.97,100,11,1,12
101,0.9284447072738025,-4.002515108950973,-0.7974343968969142,-0.33560897857947203,-0.16834916361445054,-1.4686341725397631,-1.1604589362158484,-0.247006942751367,-0.15702026581190098,-0.0025198629081925237,-0.0019051865269715165,-0.48094815486843934,-0.010119873329505294,0.002475,0.01,0.0,0.97,100,11,1,12
102,0.927832111523041,-4.010079015020186,-0.8014282474648375,-0.3372956331602455,-0.16916691166211575,-1.4759688763535252,-1.1661951870542373,-0.2482753588440987,-0.15784739505567533,-0.002535530564044195,-0.0019147323761070896,-0.48345120210167186,-0.010183481202373184,0.002457,0.01,0.0,0.97,100,11,1,12
103,0.9352118400108376,-4.016277599642112,-0.8046435138143864,-0.3386344706148218,-0.1698374595126482,-1.481998038597554,-1.170942715554033,-0.24925913974158673,-0.1584748799740102,-0.0025475910594489138,-0.0019216949605808194,-0.4855534904108212,-0.010175244820354678,0.002439,0.01,0.0,0.97,100,11,1,12
104,0.9316957769164946,-4.022654325990301,-0.8080025698787824,-0.3400982363368769,-0.17056768839916936,-1.4882528058930182,-1.1759146483988907,-0.2503496201132494,-0.15923079034584137,-0.0025576959391229296,-0.0019316098272877185,-0.48750804374197126,-0.01018800811045001,0.002421,0.01,0.0,0.97,100,11,1,12
105,0.9277232662564444,-4.029965600521165,-0.8119274569123306,-0.34176662842661276,-0.1714253853776475,-1.4953384306131594,-1.1816348697150925,-0.2516047870122994,-0.16006213252766713,-0.0025714780178740255,-0.001943026183103581,-0.48993628850376464,-0.010202884177795368,0.002404,0.01,0.0,0.97,100,11,1,12
106,0.9281576870771142,-4.037262713934419,-0.8158155037836141,-0.3433660310958414,-0.1722494892502389,-1.5024519392596956,-1.187232893958056,-0.2527495761713248,-0.16085346494901087,-0.002582772633930061,-0.001952824042227745,-0.49226428284132673,-0.010268369011548503,0.002386,0.01,0.0,0.97,100,11,1,12
107,0.9230847012032761,-4.04528223942575,-0.8201030858180589,-0.34516251016058586,-0.17317830490487596,-1.510188441857946,-1.1935224251390097,-0.25408757363700774,-0.16172394981828314,-0.002597742091379393,-0.0019611904624964914,-0.49478451772432214,-0.010367270671855153,0.002369,0.01,0.0,0.97,100,11,1,12
108,0.9249725082475257,-4.052464949609692,-0.8240342395074646,-0.34692319006930394,-0.17397548066819601,-1.5172413668115037,-1.1990538489809832,-0.25541969239091555,-0.1625328203106055,-0.002610725790225624,-0.0019720236425782973,-0.49728941490161827,-0.010489966044341057,0.002352,0.01,0.0,0.97,100,11,1,12
109,0.9245995135452487,-4.059337453869847,-0.8278095858493113,-0.3485862863406059,-0.17474742303901464,-1.5238488142590054,-1.204466964168388,-0.2566474623133049,-0.163341294870743,-0.0026222642391500787,-0.001982454960717339,-0.4996536994399116,-0.010509549359571196,0.002336,0.01,0.0,0.97,100,11,1,12
110,0.9320992876601073,-4.050739250919032,-0.8236266286087864,-0.3485602649638172,-0.1738231074561066,-1.5187115244257616,-1.1990663075541863,-0.2576513353586102,-0.1639854442735061,-0.0026300718433258973,-0.00198893535418092,-0.49930301247073333,-0.00972856498391571,0.00232,0.01,0.0,0.97,100,11,1,12
111,0.9306628193159636,-4.056851591015467,-0.8268201823073072,-0.3499537146986408,-0.17450602617959732,-1.5246298319184584,-1.2039312746697812,-0.25866135194692574,-0.16469083957867817,-0.0026404108724397625,-0.0019971668500842884,-0.5011636725233333,-0.009805967228321057,0.002304,0.01,0.0,0.97,100,11,1,12
112,0.9313060969219588,-4.063284920170426,-0.8302266899858444,-0.35138567099359563,-0.1752270951613116,-1.5309052454792906,-1.20890082140899,-0.2597255160993558,-0.16540410715450293,-0.002650408599222893,-0.0020061294161530727,-0.5030394137697305,-0.01001107522095195,0.002288,0.01,0.0,0.97,100,11,1,12
113,0.9295445233542747,-4.06966264848591,-0.8336612422996058,-0.35282580568810096,-0.17597687405101645,-1.5371814753334119,-1.2138785497606646,-0.26078285025864445,-0.16606506120554815,-0.0026605640264637615,-0.0020138161037704765,-0.5050934595593938,-0.010061176109319095,0.002272,0.01,0.0,0.97,100,11,1,12
114,0.9292449664429531,-4.076516191204043,-0.8373179515143238,-0.3543504119858414,-0.17671525458046966,-1.5438205694286358,-1.2190463111447023,-0.26192708695391237,-0.16674556854698722,-0.0026739369550990914,-0.0020206190982282254,-0.5073044255800803,-0.010133145867869887,0.002257,0.01,0.0,0.97,100,11,1,12
115,0.9323285402902861,-4.082639978496609,-0.8405169458434546,-0.3556764914524507,-0.17740543213707077,-1.5497287143385068,-1.2238036389356128,-0.2628992537790071,-0.16739127577526108,-0.002683462729066581,-0.002026775912407639,-0.5091675267440512,-0.010212240118222273,0.002241,0.01,0.0,0.97,100,11,1,12
116,0.9300804999830169,-4.088860724270065,-0.8438175473350833,-0.35710261258452997,-0.17808553727786106,-1.5558545197767664,-1.2284912261123124,-0.26400722071270466,-0.16807778551907082,-0.0026934173902425657,-0.002032806774673226,-0.5109279744847092,-0.010285440282570595,0.002226,0.01,0.0,0.97,100,11,1,12
117,0.929802095459837,-4.095199875939928,-0.8471524082659893,-0.3585633832220907,-0.17875111192845475,-1.5620267938321455,-1.2332075783492549,-0.2651293374824031,-0.1687398656939456,-0.002705332500090891,-0.00204306298217532,-0.5129815603782625,-0.010352392490724959,0.002212,0.01,0.0,0.97,100,11,1,12
118,0.9271783500478759,-4.101805155186951,-0.8507401399087354,-0.3600982309291921,-0.17952391279922475,-1.5685578569213088,-1.2383674388227461,-0.26626537470572637,-0.16949983294225174,-0.0027156242431496404,-0.002051878722446084,-0.5150753094491485,-0.010392446652467392,0.002197,0.01,0.0,0.97,100,11,1,12
119,0.9303416947793848,-4.108043348031517,-0.8540794093902269,-0.36147435147058776,-0.18023932001783743,-1.574605916650779,-1.2431927251870942,-0.26728149864413153,-0.17014948268146154,-0.002724155615595138,-0.0020591822551564963,-0.5167787680800463,-0.01048023339998419,0.002182,0.01,0.0,0.97,100,11,1,12
120,0.9307741350961377,-4.114226628398166,-0.8573451780462567,-0.36284435018588623,-0.1809215567235746,-1.580553189918646,-1.2479638109490925,-0.26830730513841544,-0.1707964579841167,-0.0027347275172107353,-0.0020662626097618457,-0.5185901823331481,-0.010513222922895736,0.002168,0.01,0.0,0.97,100,11,1,12
121,0.9297200915085453,-4.12041394269887,-0.8606055915817491,-0.36421281926726085,-0.1815896326950756,-1.586471242488089,-1.2526306745991367,-0.26938681077163784,-0.17144057713815436,-0.002744312543037787,-0.0020750730536735654,-0.5206447741848458,-0.010538833622981556,0.002154,0.01,0.0,0.97,100,11,1,12
122,0.9278199044128823,-4.126984397710715,-0.8640352074370581,-0.3656874460639144,-0.1822784541751884,-1.5928911847235725,-1.2575417685082277,-0.2704886066070241,-0.17210383158921877,-0.0027548260477317545,-0.002082620388311327,-0.522736067567326,-0.010574496061382872,0.00214,0.01,0.0,0.97,100,10,1,11
123,0.9315664424589232,-4.132755818890881,-0.8671427893144297,-0.3670078401602689,-0.1828888773383925,-1.5984950874430202,-1.2618855879677076,-0.27143637897015344,-0.17268960147638765,-0.0027633645802594593,-0.002089837811851495,-0.5245721107334538,-0.010606803817242175,0.002127,0.01,0.0,0.97,100,11,1,12
124,0.9286580845184337,-4.138988290056597,-0.8704854544923403,-0.3684269183838605,-0.18357034950504972,-1.6045500188595587,-1.2665786508150192,-0.272453039582742,-0.17331092558034994,-0.002775906225095985,-0.002097830582316591,-0.5267127986280964,-0.010723099703507615,0.002113,0.01,0.0,0.97,100,11,1,12
125,0.9302420243890029,-4.145036459134119,-0.8736901656954174,-0.3698068016751252,-0.18421519558396002,-1.6103982822604606,-1.271158574451946,-0.2734590339379837,-0.1739572998440496,-0.0027876197169330232,-0.002107566206175993,-0.5288877403933162,-0.010755752974463037,0.0021,0.01,0.0,0.97,100,11,1,12
126,0.9252452836539271,-4.151498619498771,-0.8772261893930376,-0.3713096444787875,-0.18495063907418094,-1.6167682740608218,-1.2761478990222674,-0.27450690164549063,-0.17461886703788737,-0.002799693717169078,-0.0021161861072155615,-0.5310657642565612,-0.010821326793366606,0.002087,0.01,0.0,0.97,100,11,1,12
127,0.9344679846164227,-4.1566254693527735,-0.8799546575769022,-0.3724683451696071,-0.18553364452460855,-1.621754826578227,-1.2801710924286436,-0.2753757516982927,-0.17520313678518024,-0.0028075860220820982,-0.0021223195746064576,-0.53262183232042,-0.01084757806675373,0.002074,0.01,0.0,0.97,100,11,1,12
128,0.9257607642716371,-4.162848934875096,-0.8832806517946381,-0.37390406884229793,-0.18624462914023474,-1.6278608653070057,-1.2849937017334603,-0.2765041219271276,-0.17588651703238653,-0.0028187284026194646,-0.0021303229164595823,-0.5346628800375108,-0.010875333225294001,0.002061,0.01,0.0,0.97,100,11,1,12
129,0.9326179102469219,-4.16849469135474,-0.8862509569728065,-0.3751611460606035,-0.1868578619414234,-1.6333267291761977,-1.2893072774731205,-0.2774644234218079,-0.17646038785957036,-0.002829753133549373,-0.002137142349576322,-0.5363702441395052,-0.010909612960681467,0.002048,0.01,0.0,0.97,100,11,1,12
130,0.9287232795995916,-4.174576491997209,-0.8895587385471836,-0.37652673977157974,-0.18759162721489372,-1.6392281179474641,-1.294133248087227,-0.27848635696206975,-0.1771245308422945,-0.0028400239292143015,-0.002143020005221616,-0.5380920831504227,-0.010995047666178993,0.002035,0.01,0.0,0.97,100,11,1,12
131,0.9298855032629041,-4.1796764610446555,-0.8922471494002763,-0.37771833293960144,-0.18812970099017126,-1.6442732686259565,-1.2980168343589982,-0.27946516544570976,-0.17775947889324037,-0.0028480686429576043,-0.002150989011896147,-0.5397666594106685,-0.01097807060648094,0.002023,0.01,0.0,0.97,100,11,1,12
132,0.9365068700238519,-4.1847316890756785,-0.8948594381898152,-0.37882256532712827,-0.18866110913118517,-1.6491946950902217,-1.3017917369683902,-0.2803422769449939,-0.17828672513522478,-0.002855919895501537,-0.002158163628624158,-0.5412922091926073,-0.011036986608224556,0.002011,0.01,0.0,0.97,100,11,1,12
133,0.9310111942188529,-4.189977507081147,-0.8976553948799463,-0.3800504152421735,-0.18925328846125902,-1.654418185849976,-1.3058852623254211,-0.28127989322374725,-0.1789050762071233,-0.0028643599909373347,-0.0021653741370708086,-0.5429535459416985,-0.011039754102427935,0.001999,0.01,0.0,0.97,100,11,1,12
134,0.9279764737879921,-4.1957481463626,-0.9007552819939237,-0.38131922538516266,-0.1899173543345197,-1.6600372809660524,-1.3104203283631954,-0.28222177759181377,-0.1795350937794933,-0.00287397504403011,-0.002171638026067826,-0.5446906919758112,-0.01107681591617856,0.001987,0.01,0.0,0.97,100,11,1,12
135,0.928478631324976,-4.20148267192538,-0.9039577330782597,-0.3826974190243886,-0.1906253979039239,-1.6656309272442122,-1.3150095692132364,-0.28323104998707,-0.18021663441894048,-0.0028817409516075517,-0.002179817109622504,-0.5463411290047591,-0.011193021058403061,0.001975,0.01,0.0,0.97,100,11,1,12
136,0.9291027858474249,-4.2062105634931966,-0.9064560499390355,-0.38385086937616564,-0.19113101697208043,-1.6704727530456098,-1.3186247648372795,-0.28415898201683587,-0.18073812605067743,-0.0028908361123205456,-0.0021866624988741237,-0.5478191753633697,-0.011237817582955886,0.001963,0.01,0.0,0.97,100,11,1,12
137,0.9340903313278536,-4.210959057243815,-0.9089266621760355,-0.3849059480595343,-0.19164902598930658,-1.6750961202218098,-1.3222993833239765,-0.28497274995397914,-0.1812894803904462,-0.0028968564313043795,-0.0021927314791061556,-0.5491003064538493,-0.011248595540760747,0.001952,0.01,0.0,0.97,100,11,1,12
138,0.932454197704852,-4.216042063073546,-0.9116195713220122,-0.3860814634357715,-0.1922043298343898,-1.6800345014779352,-1.3261635524583018,-0.2859234376004433,-0.1818916882986267,-0.0029047723330682712,-0.0022001621590694766,-0.5505284480923518,-0.01125934449483442,0.00194,0.01,0.0,0.97,100,11,1,12
139,0.9277392763956058,-4.221959256623034,-0.9147826066443326,-0.3874127221421255,-0.19284684440153366,-1.6857389680760702,-1.3306467036091052,-0.28688187615349564,-0.1824829939748642,-0.002915486402779863,-0.0022102850396478664,-0.5525957407982516,-0.011330816772701079,0.001929,0.01,0.0,0.97,100,10,1,11
140,0.9261545225493346,-4.227831663368431,-0.9178830832165674,-0.3886938348591876,-0.19351051455136495,-1.6914172769437685,-1.3351680391577496,-0.2878408112019595,-0.18307900486461323,-0.002926154334841366,-0.002215825812109159,-0.5542614966698121,-0.011369491564707143,0.001918,0.01,0.0,0.97,100,11,1,12
141,0.9326654318908907,-4.232877507923009,-0.9205756319905873,-0.38986397815009016,-0.19407433242634334,-1.6964186914962696,-1.3390629637310651,-0.28875960817639335,-0.18361886814828665,-0.0029336888842653266,-0.0022233172753797275,-0.5558925223276542,-0.011428656228498637,0.001907,0.01,0.0,0.97,100,11,1,12
142,0.9299670986369435,-4.23836636249191,-0.9234870238600401,-0.39110168939352896,-0.19465457918455573,-1.7017564029177505,-1.3432129902459662,-0.28966436302991283,-0.1841946492591451,-0.0029450083508401124,-0.0022309426456342592,-0.5578790359089225,-0.011501316300370889,0.001896,0.01,0.0,0.97,100,10,1,11
143,0.9262267343485617,-4.243704158649737,-0.9264181308078409,-0.3924004366493769,-0.1952632266934755,-1.7071286724970949,-1.3473984712755809,-0.29061710236318355,-0.1848505070411263,-0.0029543504546099323,-0.0022394794299560516,-0.5596288152642841,-0.011548230736776554,0.001885,0.01,0.0,0.97,100,11,1,12
144,0.9328504043126684,-4.248637389195416,-0.929059410033721,-0.3935133936324015,-0.1958260831928003,-1.711897619534268,-1.3512304396126074,-0.2915039489630766,-0.18542163061898237,-0.002961677147493948,-0.002245972451654093,-0.5610194467393264,-0.011560573494260987,0.001875,0.01,0.0,0.97,100,11,1,12
145,0.9244721123916884,-4.25445228272777,-0.9322057176495314,-0.3948578061517829,-0.19647454747435852,-1.7175917381201407,-1.3557112910997602,-0.29248000630664095,-0.18605331538803146,-0.00297392914296262,-0.002255462458493773,-0.5631898825641152,-0.011610866165321868,0.001864,0.01,0.0,0.97,100,11,1,12
146,0.9347218480603449,-4.259016107797035,-0.934659077700901,-0.39589573954021184,-0.1969903881355371,-1.7220452401918338,-1.3592596561177892,-0.29322030939786653,-0.1865518061732659,-0.0029812154127712084,-0.0022605878654406272,-0.5645752054541134,-0.011641707796888426,0.001854,0.01,0.0,0.97,100,11,1,12
147,0.9345754852684842,-4.263425672667991,-0.937027631499843,-0.3969186969363957,-0.19747594262143955,-1.7264329050065632,-1.3625889782893894,-0.29398326168824557,-0.1870370635336679,-0.002989378898997518,-0.0022660981569905558,-0.5659454645589315,-0.011633297551906755,0.001843,0.01,0.0,0.97,100,11,1,12
148,0.9269134626830139,-4.268772452876407,-0.9399349492653113,-0.39815039469476143,-0.19811718666241077,-1.7316571901305124,-1.3669006128393455,-0.2949136410396814,-0.18769209261915656,-0.0029990427170975527,-0.002272525779715902,-0.5677050804572232,-0.011693766222818204,0.001833,0.01,0.0,0.97,100,11,1,12
149,0.9304925197512187,-4.272663762259392,-0.942039956181155,-0.39922662159309,-0.19850725810299555,-1.7358405834556565,-1.369790326003472,-0.2958464849048051,-0.1882105767354097,-0.0030067745343645967,-0.0022789603721538863,-0.568969490271437,-0.011729113880019723,0.001823,0.01,0.0,0.97,100,11,1,12
150,0.9298779969031292,-4.2776301253919655,-0.9446801556153483,-0.40037167904260135,-0.19905504536884122,-1.7407087935005028,-1.373551509917541,-0.2967115686087794,-0.1887494829687554,-0.0030150480078109864,-0.0022855575447163637,-0.570469543441667,-0.011762446038175176,0.001813,0.01,0.0,0.97,100,11,1,12
151,0.9242644722096777,-4.28346707812609,-0.9477615949737084,-0.4016674008890349,-0.19969575253038932,-1.7463787775066604,-1.3779843595179018,-0.29763683386809664,-0.18934660002200573,-0.0030259239953980984,-0.0022938120621405055,-0.5724418341582421,-0.011806039743990342,0.001803,0.01,0.0,0.97,100,10,1,11
152,0.9273574973680253,-4.288852879847718,-0.9506655265772753,-0.40287419076141956,-0.20030273857822986,-1.7515411209335319,-1.382145512260184,-0.2985083522969777,-0.18995309192821044,-0.003035776260107283,-0.0023020154072901514,-0.5743348965607404,-0.011834960223799372,0.001794,0.01,0.0,0.97,100,11,1,12
153,0.9278633902540608,-4.29379981031191,-0.9532633463365633,-0.40403212196326593,-0.20081354999179538,-1.7564878473453318,-1.3858592846265734,-0.29940902398914543,-0.1905307157124693,-0.0030465795442865947,-0.00231018861694244,-0.575989214904548,-0.011918008484794209,0.001784,0.01,0.0,0.97,100,11,1,12
154,0.9305018661690216,-4.298638183959264,-0.955793680595956,-0.40512368526698345,-0.2013460999334224,-1.7611836719380658,-1.3895796800754827,-0.3002447519851979,-0.19105328121817947,-0.003053020432446425,-0.0023162739149348126,-0.5773461633487468,-0.012092353101590894,0.001774,0.01,0.0,0.97,100,11,1,12
155,0.9295974374801889,-4.303615893411321,-0.9584281550658643,-0.4062891898016999,-0.20186223379681825,-1.766145153575831,-1.3932960627013056,-0.30113060995068613,-0.19157667304212744,-0.0030631965379879916,-0.0023234106321051453,-0.5791742180533987,-0.01210440011795518,0.001765,0.01,0.0,0.97,100,11,1,12
156,0.922414671421294,-4.3092609536799085,-0.9614275369765174,-0.40760855950391994,-0.20246273319151065,-1.7716871263380045,-1.3975481917763415,-0.30211802918078634,-0.19217463508413535,-0.0030757918707855123,-0.0023303151991432387,-0.5812503446465571,-0.012134375442247667,0.001756,0.01,0.0,0.97,100,11,1,12
157,0.9306847284000539,-4.3140820636591855,-0.9639869673857925,-0.4087153825659662,-0.20297669580918593,-1.7763860987034272,-1.4012327900341908,-0.30292615549636526,-0.19271675727054718,-0.0030860137009872768,-0.00233721829764796,-0.5829149022455598,-0.01217657909260558,0.001746,0.01,0.0,0.97,100,11,1,12
158,0.9311168691321465,-4.318461410019519,-0.9662734549675112,-0.40969922496509836,-0.20346847107734717,-1.7806614479389453,-1.4047002934795587,-0.30363634725417615,-0.19322807825902308,-0.003092915339875573,-0.0023420382318219217,-0.5842443398709747,-0.01221389349867988,0.001737,0.01,0.0,0.97,100,11,1,12
159,0.9251013863200583,-4.323409965168213,-0.9689852895607756,-0.41092279097852336,-0.20404962466345586,-1.7856994610743493,-1.4086575566788506,-0.30459906510581936,-0.19384417624329833,-0.003101482921886384,-0.0023502784587400055,-0.5858518167583515,-0.01224671821968705,0.001728,0.01,0.0,0.97,100,11,1,12
160,0.9301972685887708,-4.3276766242009375,-0.9712139702769962,-0.41192474921401007,-0.20448714892590608,-1.7898160608625007,-1.4118735437633252,-0.3054156128780049,-0.1943646642645778,-0.003109723825690269,-0.0023563963681621993,-0.5872317922310393,-0.012288671762436724,0.001719,0.01,0.0,0.97,100,11,1,12
161,0.930480743334231,-4.332339144208428,-0.9736921493303176,-0.412969540444603,-0.20500396077192198,-1.7942945284216532,-1.4154478279654683,-0.30617203323528336,-0.19485045854685518,-0.003118668521432341,-0.0023614241353999746,-0.588600345588781,-0.012334315537450548,0.001711,0.01,0.0,0.97,100,11,1,12
162,0.9300439964263439,-4.33670260078948,-0.9760611760313889,-0.41403397989885804,-0.20549327430348946,-1.7987566074135104,-1.4188604629327006,-0.30701556155702026,-0.19535408646231328,-0.0031270550474719353,-0.0023663715506669313,-0.5899237318541989,-0.012365207976966492,0.001702,0.01,0.0,0.97,100,11,1,12
163,0.9250988209061117,-4.341733498331262,-0.9787872330736948,-0.4152480888679303,-0.2060285005266271,-1.8037423764566227,-1.4226873846120975,-0.30793415830672444,-0.19589197611911704,-0.00313758204334487,-0.002374283389769569,-0.5918850942881058,-0.012359001456100695,0.001693,0.01,0.0,0.97,100,11,1,12
164,0.924929962590797,-4.3466060768673564,-0.981450788158303,-0.41640857709098167,-0.2065925823003769,-1.8085293844230526,-1.4264754096697578,-0.3087860356665078,-0.19645880476423497,-0.003145510785880397,-0.0023818475569083383,-0.5933940101099233,-0.012445171136865529,0.001685,0.01,0.0,0.97,100,11,1,12
165,0.925365353244875,-4.351726221398517,-0.984245862619813,-0.4175852541011942,-0.2071712833137725,-1.813520676634236,-1.4303937355415848,-0.30967019990449773,-0.19702713695291713,-0.003154593607886538,-0.002387446527596594,-0.5949852478561519,-0.012484796356799388,0.001676,0.01,0.0,0.97,100,11,1,12
166,0.9307172583444255,-4.356126377571072,-0.9865955783638289,-0.4185954747383128,-0.2076666005700825,-1.8177651113131006,-1.4338222597562071,-0.310415278305083,-0.19752255783740652,-0.003162028594942377,-0.002393516830413032,-0.5963369994613108,-0.012502206210463386,0.001668,0.01,0.0,0.97,100,11,1,12
167,0.9312943856358034,-4.360476782712826,-0.9888858175618692,-0.4195893960147445,-0.20813608889864366,-1.8221173440847758,-1.437150126290836,-0.31118594370914415,-0.19799708068831695,-0.003170246481800318,-0.0023994245512056604,-0.5977021601464169,-0.012497035341617967,0.001659,0.01,0.0,0.97,100,11,1,12
168,0.9342800081240268,-4.364177550515505,-0.9908586095521701,-0.4204877571593775,-0.20852058769760892,-1.8258681865027269,-1.4399823624482588,-0.3118825151845673,-0.19842957680317458,-0.0031768699911271666,-0.002405087311225851,-0.5987854456306575,-0.012538597151119452,0.001651,0.01,0.0,0.97,100,11,1,12
169,0.922487237425726,-4.369373383702018,-0.9936839049831888,-0.4216955147932676,-0.20912509692963197,-1.8309135004982295,-1.4441005021306383,-0.31276696231994733,-0.19901118428893355,-0.003185669126695845,-0.0024120691185605223,-0.6005151463356936,-0.012593059360409418,0.001643,0.01,0.0,0.97,100,11,1,12
170,0.9317899472853641,-4.373697108198423,-0.9959863682232157,-0.4226876892984164,-0.20960166235481967,-1.8351469405579288,-1.4474407612632347,-0.3135185393279518,-0.1994735716579443,-0.003192584338968952,-0.002416482810755601,-0.6017928896515139,-0.012591514635236454,0.001635,0.01,0.0,0.97,100,11,1,12
171,0.9301038651455815,-4.378135703083605,-0.9983379305239994,-0.42368412253750454,-0.2100808363408897,-1.839419446587895,-1.4508122942354214,-0.3143146860469159,-0.199974109974597,-0.0032005667519733032,-0.0024235101782750135,-0.6032120434324092,-0.012658829357795557,0.001627,0.01,0.0,0.97,100,11,1,12
172,0.9254185183947605,-4.382796462233271,-1.000819506797465,-0.4247802938913475,-0.21056562656902147,-1.8440239982614977,-1.4543099382599702,-0.3151324680320267,-0.20052415702581222,-0.0032089051912160328,-0.0024307630717769935,-0.6047420611541119,-0.012662163517302321,0.001619,0.01,0.0,0.97,100,11,1,12
173,0.9251016159413106,-4.38773117846375,-1.0034984332158268,-0.4259526923529993,-0.21108982611013494,-1.8488304416082117,-1.4579583959668996,-0.3160337484962905,-0.20104997603231664,-0.003220405633006003,-0.0024379871513053597,-0.6066657223525364,-0.012702684519079485,0.001611,0.01,0.0,0.97,100,11,1,12
