episode,service_level,squared_starvation_penalty,squared_congestion_penalty,projected_starvation_risk,projected_congestion_risk
0,0.8959872649726678,-0.6922589989375173,-0.5085073756792611,-0.17651786156461544,-0.12028633110879984
1,0.9350290870236257,-2.2942667854708803,-1.6684865262671962,-0.5546919636211504,-0.36683215674066066
2,0.9350750283972021,-3.659148678475453,-2.644466411110999,-0.839965740885342,-0.5485829972181712
3,0.9372247699456373,-4.864899408382174,-3.4915173603425305,-1.051410572498682,-0.6793759681976805
4,0.9333313285619775,-5.987126283538251,-4.293443150443925,-1.2371888915752642,-0.8008042092737109
5,0.9307655673294439,-7.080385604932488,-5.094353199729068,-1.4240011263943892,-0.9202575090883793
6,0.9413577449469772,-8.184744423577854,-5.894890860723045,-1.6131346593117264,-1.0375374715797676
7,0.9414766722029292,-9.211880689857079,-6.631608835766556,-1.7819049844330015,-1.1456689198764292
8,0.9427134146341464,-10.15656809516358,-7.2963933146936535,-1.9375102918213096,-1.2403306034071349
9,0.9405709497875396,-11.036238733728162,-7.906611148219842,-2.080256603476508,-1.323285514263622
10,0.9369118581500196,-11.936936775610613,-8.521682037570857,-2.2243561555318245,-1.4115269205662426
11,0.9301491637788157,-12.864018878548379,-9.166796052038919,-2.37075346135046,-1.5125739640841371
12,0.9408551286355175,-13.768620409886351,-9.812227066097424,-2.5188715302928917,-1.6200415666719838
13,0.9395525795160554,-14.636067502488707,-10.428613174280859,-2.6623643905826384,-1.7217567862725267
14,0.9372984053296356,-15.453337989388963,-10.993901978944198,-2.798729877271377,-1.8082877193709364
15,0.9442831215970962,-16.27954275857676,-11.567455831241304,-2.938225392085926,-1.8955989533650603
16,0.9362420151862119,-17.05569895095419,-12.110620891349962,-3.0674855105316277,-1.9763158614985168
17,0.9417979888938917,-17.799935553129757,-12.638147677447064,-3.1903702674950996,-2.05489876279761
18,0.9320227594304121,-18.561362724757085,-13.16305668070839,-3.3231781332041175,-2.131257667668109
19,0.937860307057467,-19.29475774330056,-13.655908970606909,-3.451260147454101,-2.204713127690739
20,0.9378868922411203,-20.042819196088317,-14.1632787458079,-3.580909094606776,-2.282575680897162
