seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9209,398.723,3341,1413,60092,56751,56750,152,44,194,152,152,154,6360,6510,0.025,0.0329,0.9421,0.0365,0.0938,0.8698,28,72,205,194,194,154
43,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9225,396.8973,3330,1323,60072,56742,56740,151,44,177,151,151,153,6222,6378,0.0235,0.047,0.9295,0.0418,0.0914,0.8668,32,70,192,188,177,153
44,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9137,396.7199,3898,1270,59914,56016,56019,166,45,180,166,166,167,6288,6456,0.0172,0.0385,0.9443,0.0524,0.1204,0.8272,40,92,209,229,180,167
45,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9179,395.1263,3499,1385,59498,55999,55999,179,41,211,179,179,176,6198,6383,0.0303,0.0421,0.9276,0.0378,0.1094,0.8529,29,84,217,220,211,176
46,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9164,395.926,3575,1369,59172,55597,55597,156,44,183,154,156,146,6262,6426,0.0185,0.0278,0.9536,0.0313,0.0887,0.8801,24,68,194,192,183,146
47,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9204,396.5056,3306,1420,59398,56092,56092,151,41,174,151,151,163,6284,6452,0.0105,0.0553,0.9342,0.0365,0.1068,0.8568,28,82,197,197,174,163
48,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9216,396.218,3421,1258,59704,56283,56288,159,47,195,159,159,153,6307,6478,0.0119,0.045,0.943,0.0367,0.1114,0.8519,28,85,216,210,195,153
49,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9235,396.7502,3089,1437,59148,56059,56055,145,42,179,145,145,152,6318,6462,0.013,0.0417,0.9452,0.0339,0.1134,0.8527,26,87,196,209,179,152
50,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9194,395.6163,3490,1301,59412,55922,55919,162,42,210,162,162,162,6247,6417,0.0225,0.0436,0.9339,0.0366,0.0993,0.8641,28,76,224,205,210,162
51,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9256,397.276,3262,1168,59574,56312,56308,169,40,201,166,169,159,6236,6402,0.0224,0.0342,0.9434,0.0391,0.1263,0.8346,30,97,215,230,201,159
