Time;Failed events;accumulated solution time;branch1;branch2;branch3;branch4;branch5;events;long_congestion;number of problems solved;roaming distance for bikes;roaming distance for locks;roaming for bikes;short_congestion;similarly imbalanced congested;similarly imbalanced starved;starvation;trips;
Mon 07:00.000000;;0.693964958190918;1;1;;;;18;;2;;;;;0;0;;9;
Mon 07:01.000000;;0.693964958190918;1;1;;;;24;;2;;;;;0;0;;12;
Mon 07:02.000000;;0.693964958190918;1;1;;;;40;;2;;;;;0;0;;20;
Mon 07:03.000000;;0.693964958190918;1;1;;;;56;;2;;;;;0;0;;28;
Mon 07:04.000000;;0.693964958190918;1;1;;;;78;;2;;;;;0;0;;39;
Mon 07:05.000000;;0.693964958190918;1;1;;;;94;;2;;;;;0;0;;47;
Mon 07:06.000000;;0.693964958190918;1;1;;;;112;;2;;;;;0;0;;56;
Mon 07:07.000000;;0.693964958190918;1;1;;;;120;;2;;;;;0;0;;60;
Mon 07:08.000000;;0.693964958190918;1;1;;;;140;;2;;;;;0;0;;70;
Mon 07:09.000000;;0.693964958190918;1;1;;;;162;;2;;;;;0;0;;81;
Mon 07:10.000000;;0.693964958190918;1;1;;;;180;;2;;;;;0;0;;90;
Mon 07:11.000000;;0.693964958190918;1;1;;;;194;;2;;;;;0;0;;97;
Mon 07:12.000000;;0.693964958190918;1;1;;;;204;;2;;;;;0;0;;102;
Mon 07:13.000000;;0.693964958190918;1;1;;;;220;;2;;;;;0;0;;110;
Mon 07:14.000000;;0.693964958190918;1;1;;;;240;;2;;;;;0;0;;120;
Mon 07:15.000000;;0.693964958190918;1;1;;;;258;;2;;;;;0;0;;129;
Mon 07:16.000000;;0.693964958190918;1;1;;;;272;;2;;;;;0;0;;136;
Mon 07:17.000000;;0.693964958190918;1;1;;;;288;;2;;;;;0;0;;144;
Mon 07:18.000000;;0.693964958190918;1;1;;;;300;;2;;;;;0;0;;150;
Mon 07:19.000000;;0.693964958190918;1;1;;;;322;;2;;;;;0;0;;161;
Mon 07:19.447757;;1.2293798923492432;2;1;;;;322;;3;;;;;0;0;;161;
Mon 07:20.000000;;1.2293798923492432;2;1;;;;340;;3;;;;;0;0;;170;
Mon 07:21.000000;;1.2293798923492432;2;1;;;;360;;3;;;;;0;0;;180;
Mon 07:22.000000;;1.2293798923492432;2;1;;;;370;;3;;;;;0;0;;185;
Mon 07:22.894471;;1.6729846000671387;2;1;1;;;370;;4;;;;;0;0;;185;
Mon 07:23.000000;;1.6729846000671387;2;1;1;;;384;;4;;;;;0;0;;192;
Mon 07:24.000000;;1.6729846000671387;2;1;1;;;390;;4;;;;;0;0;;195;
Mon 07:25.000000;;1.6729846000671387;2;1;1;;;402;;4;;;;;0;0;;201;
Mon 07:26.000000;;1.6729846000671387;2;1;1;;;406;;4;;;;;0;0;;203;
Mon 07:27.000000;;1.6729846000671387;2;1;1;;;422;;4;;;;;0;0;;211;
Mon 07:28.000000;;1.6729846000671387;2;1;1;;;434;;4;;;;;0;0;;217;
Mon 07:29.000000;;1.6729846000671387;2;1;1;;;446;;4;;;;;0;0;;223;
Mon 07:30.000000;;1.6729846000671387;2;1;1;;;466;;4;;;;;0;0;;233;
Mon 07:31.000000;;1.6729846000671387;2;1;1;;;488;;4;;;;;0;0;;244;
Mon 07:31.283144;;2.1430695056915283;2;1;2;;;488;;5;;;;;0;0;;244;
Mon 07:32.000000;;2.1430695056915283;2;1;2;;;504;;5;;;;;0;0;;252;
Mon 07:33.000000;;2.1430695056915283;2;1;2;;;516;;5;;;;;0;0;;258;
Mon 07:34.000000;;2.1430695056915283;2;1;2;;;532;;5;;;;;0;0;;266;
