Time;Failed events;accumulated solution time;branch1;branch2;branch3;branch4;branch5;events;long_congestion;number of problems solved;roaming distance for bikes;roaming distance for locks;roaming for bikes;short_congestion;similarly imbalanced congested;similarly imbalanced starved;starvation;trips;
Mon 07:00.000000;;0.735734224319458;1;1;;;;20;;2;;;;;0;0;;10;
Mon 07:01.000000;;0.735734224319458;1;1;;;;26;;2;;;;;0;0;;13;
Mon 07:02.000000;;0.735734224319458;1;1;;;;42;;2;;;;;0;0;;21;
Mon 07:03.000000;;0.735734224319458;1;1;;;;44;;2;;;;;0;0;;22;
Mon 07:04.000000;;0.735734224319458;1;1;;;;58;;2;;;;;0;0;;29;
Mon 07:05.000000;;0.735734224319458;1;1;;;;74;;2;;;;;0;0;;37;
Mon 07:06.000000;;0.735734224319458;1;1;;;;98;;2;;;;;0;0;;49;
Mon 07:07.000000;;0.735734224319458;1;1;;;;104;;2;;;;;0;0;;52;
Mon 07:08.000000;;0.735734224319458;1;1;;;;106;;2;;;;;0;0;;53;
Mon 07:09.000000;;0.735734224319458;1;1;;;;120;;2;;;;;0;0;;60;
Mon 07:10.000000;;0.735734224319458;1;1;;;;126;;2;;;;;0;0;;63;
Mon 07:11.000000;;0.735734224319458;1;1;;;;140;;2;;;;;0;0;;70;
Mon 07:12.000000;;0.735734224319458;1;1;;;;158;;2;;;;;0;0;;79;
Mon 07:13.000000;;0.735734224319458;1;1;;;;166;;2;;;;;0;0;;83;
Mon 07:14.000000;;0.735734224319458;1;1;;;;180;;2;;;;;0;0;;90;
Mon 07:15.000000;;0.735734224319458;1;1;;;;190;;2;;;;;0;0;;95;
Mon 07:16.000000;;0.735734224319458;1;1;;;;198;;2;;;;;0;0;;99;
Mon 07:17.000000;;0.735734224319458;1;1;;;;212;;2;;;;;0;0;;106;
Mon 07:18.000000;;0.735734224319458;1;1;;;;220;;2;;;;;0;0;;110;
Mon 07:19.000000;;0.735734224319458;1;1;;;;230;;2;;;;;0;0;;115;
