Time;Failed events;accumulated solution time;branch1;branch2;branch3;branch4;branch5;events;long_congestion;number of problems solved;roaming distance for bikes;roaming distance for locks;roaming for bikes;short_congestion;similarly imbalanced congested;similarly imbalanced starved;starvation;trips;
Mon 07:00.000000;;0.7209856510162354;1;1;;;;16;;2;;;;;0;0;;8;
Mon 07:01.000000;;0.7209856510162354;1;1;;;;28;;2;;;;;0;0;;14;
Mon 07:02.000000;;0.7209856510162354;1;1;;;;44;;2;;;;;0;0;;22;
Mon 07:03.000000;;0.7209856510162354;1;1;;;;68;;2;;;;;0;0;;34;
Mon 07:04.000000;;0.7209856510162354;1;1;;;;84;;2;;;;;0;0;;42;
Mon 07:05.000000;;0.7209856510162354;1;1;;;;94;;2;;;;;0;0;;47;
Mon 07:06.000000;;0.7209856510162354;1;1;;;;98;;2;;;;;0;0;;49;
Mon 07:07.000000;;0.7209856510162354;1;1;;;;112;;2;;;;;0;0;;56;
Mon 07:08.000000;;0.7209856510162354;1;1;;;;118;;2;;;;;0;0;;59;
Mon 07:09.000000;;0.7209856510162354;1;1;;;;136;;2;;;;;0;0;;68;
Mon 07:10.000000;;0.7209856510162354;1;1;;;;150;;2;;;;;0;0;;75;
Mon 07:11.000000;;0.7209856510162354;1;1;;;;164;;2;;;;;0;0;;82;
Mon 07:12.000000;;0.7209856510162354;1;1;;;;184;;2;;;;;0;0;;92;
Mon 07:13.000000;;0.7209856510162354;1;1;;;;202;;2;;;;;0;0;;101;
Mon 07:14.000000;;0.7209856510162354;1;1;;;;212;;2;;;;;0;0;;106;
Mon 07:15.000000;;0.7209856510162354;1;1;;;;228;;2;;;;;0;0;;114;
Mon 07:16.000000;;0.7209856510162354;1;1;;;;244;;2;;;;;0;0;;122;
Mon 07:17.000000;;0.7209856510162354;1;1;;;;248;;2;;;;;0;0;;124;
Mon 07:18.000000;;0.7209856510162354;1;1;;;;258;;2;;;;;0;0;;129;
Mon 07:19.000000;;0.7209856510162354;1;1;;;;272;;2;;;;;0;0;;136;
