Time;Failed events;accumulated solution time;branch1;branch2;branch3;branch4;branch5;events;long_congestion;number of problems solved;roaming distance for bikes;roaming distance for locks;roaming for bikes;short_congestion;similarly imbalanced congested;similarly imbalanced starved;starvation;trips;
Mon 07:00.000000;;0.7221977710723877;1;1;;;;20;;2;;;;;0;0;;10;
Mon 07:01.000000;;0.7221977710723877;1;1;;;;32;;2;;;;;0;0;;16;
Mon 07:02.000000;;0.7221977710723877;1;1;;;;44;;2;;;;;0;0;;22;
Mon 07:03.000000;;0.7221977710723877;1;1;;;;64;;2;;;;;0;0;;32;
Mon 07:04.000000;;0.7221977710723877;1;1;;;;74;;2;;;;;0;0;;37;
Mon 07:05.000000;;0.7221977710723877;1;1;;;;92;;2;;;;;0;0;;46;
Mon 07:06.000000;;0.7221977710723877;1;1;;;;120;;2;;;;;0;0;;60;
Mon 07:07.000000;;0.7221977710723877;1;1;;;;132;;2;;;;;0;0;;66;
Mon 07:08.000000;;0.7221977710723877;1;1;;;;142;;2;;;;;0;0;;71;
Mon 07:09.000000;;0.7221977710723877;1;1;;;;162;;2;;;;;0;0;;81;
Mon 07:10.000000;;0.7221977710723877;1;1;;;;186;;2;;;;;0;0;;93;
Mon 07:11.000000;;0.7221977710723877;1;1;;;;202;;2;;;;;0;0;;101;
Mon 07:12.000000;;0.7221977710723877;1;1;;;;218;;2;;;;;0;0;;109;
Mon 07:13.000000;;0.7221977710723877;1;1;;;;240;;2;;;;;0;0;;120;
Mon 07:14.000000;;0.7221977710723877;1;1;;;;254;;2;;;;;0;0;;127;
Mon 07:15.000000;;0.7221977710723877;1;1;;;;266;;2;;;;;0;0;;133;
Mon 07:16.000000;;0.7221977710723877;1;1;;;;276;;2;;;;;0;0;;138;
Mon 07:17.000000;;0.7221977710723877;1;1;;;;286;;2;;;;;0;0;;143;
Mon 07:18.000000;;0.7221977710723877;1;1;;;;304;;2;;;;;0;0;;152;
Mon 07:19.000000;;0.7221977710723877;1;1;;;;320;;2;;;;;0;0;;160;
Mon 07:19.447757;;1.2415266036987305;2;1;;;;320;;3;;;;;0;0;;160;
Mon 07:20.000000;;1.2415266036987305;2;1;;;;328;;3;;;;;0;0;;164;
Mon 07:21.000000;;1.2415266036987305;2;1;;;;338;;3;;;;;0;0;;169;
Mon 07:22.000000;;1.2415266036987305;2;1;;;;356;;3;;;;;0;0;;178;
Mon 07:22.894471;;1.6865406036376953;2;2;;;;356;;4;;;;;0;0;;178;
Mon 07:23.000000;;1.6865406036376953;2;2;;;;374;;4;;;;;0;0;;187;
Mon 07:24.000000;;1.6865406036376953;2;2;;;;386;;4;;;;;0;0;;193;
Mon 07:25.000000;;1.6865406036376953;2;2;;;;398;;4;;;;;0;0;;199;
Mon 07:26.000000;;1.6865406036376953;2;2;;;;420;;4;;;;;0;0;;210;
Mon 07:27.000000;;1.6865406036376953;2;2;;;;426;;4;;;;;0;0;;213;
Mon 07:28.000000;;1.6865406036376953;2;2;;;;432;;4;;;;;0;0;;216;
Mon 07:29.000000;;1.6865406036376953;2;2;;;;452;;4;;;;;0;0;;226;
Mon 07:30.000000;;1.6865406036376953;2;2;;;;462;;4;;;;;0;0;;231;
Mon 07:31.000000;;1.6865406036376953;2;2;;;;478;;4;;;;;0;0;;239;
Mon 07:31.909452;;2.104816436767578;2;2;1;;;478;;5;;;;;0;0;;239;
Mon 07:32.000000;;2.104816436767578;2;2;1;;;490;;5;;;;;0;0;;245;
Mon 07:33.000000;;2.104816436767578;2;2;1;;;496;;5;;;;;0;0;;248;
Mon 07:34.000000;;2.104816436767578;2;2;1;;;510;;5;;;;;0;0;;255;
Mon 07:35.000000;;2.104816436767578;2;2;1;;;524;;5;;;;;0;0;;262;
Mon 07:36.000000;;2.104816436767578;2;2;1;;;550;;5;;;;;0;0;;275;
Mon 07:36.183902;;2.4850714206695557;2;2;1;1;;550;;6;;;;;0;0;;275;
Mon 07:37.000000;;2.4850714206695557;2;2;1;1;;560;;6;;;;;0;0;;280;
Mon 07:38.000000;;2.4850714206695557;2;2;1;1;;574;;6;;;;;0;0;;287;
Mon 07:39.000000;;2.4850714206695557;2;2;1;1;;582;;6;;;;;0;0;;291;
Mon 07:40.000000;;2.4850714206695557;2;2;1;1;;594;;6;;;;;0;0;;297;
Mon 07:41.000000;;2.4850714206695557;2;2;1;1;;614;;6;;;;;0;0;;307;
Mon 07:42.000000;;2.4850714206695557;2;2;1;1;;626;;6;;;;;0;0;;313;
