Time;Failed events;events;long_congestion;roaming distance for bikes;roaming distance for locks;roaming for bikes;short_congestion;starvation;trips;
Mon 07:00.000000;;14;;;;;;;7;
Mon 07:01.000000;;30;;;;;;;15;
Mon 07:02.000000;;38;;;;;;;19;
Mon 07:03.000000;;56;;;;;;;28;
Mon 07:04.000000;;78;;;;;;;39;
Mon 07:05.000000;;98;;;;;;;49;
Mon 07:06.000000;;110;;;;;;;55;
Mon 07:07.000000;;120;;;;;;;60;
Mon 07:08.000000;;134;;;;;;;67;
Mon 07:09.000000;;142;;;;;;;71;
Mon 07:10.000000;;158;;;;;;;79;
Mon 07:11.000000;;172;;;;;;;86;
Mon 07:12.000000;;186;;;;;;;93;
Mon 07:13.000000;;198;;;;;;;99;
Mon 07:14.000000;;202;;;;;;;101;
Mon 07:15.000000;;222;;;;;;;111;
Mon 07:16.000000;;228;;;;;;;114;
Mon 07:17.000000;;236;;;;;;;118;
Mon 07:18.000000;;250;;;;;;;125;
Mon 07:19.000000;;264;;;;;;;132;
Mon 07:20.000000;;278;;;;;;;139;
Mon 07:21.000000;;294;;;;;;;147;
Mon 07:22.000000;;302;;;;;;;151;
Mon 07:23.000000;;316;;;;;;;158;
Mon 07:24.000000;;330;;;;;;;165;
Mon 07:25.000000;;346;;;;;;;173;
Mon 07:26.000000;;362;;;;;;;181;
Mon 07:27.000000;;376;;;;;;;188;
Mon 07:28.000000;;392;;;;;;;196;
Mon 07:29.000000;;396;;;;;;;198;
Mon 07:30.000000;;412;;;;;;;206;
Mon 07:31.000000;;424;;;;;;;212;
Mon 07:32.000000;;442;;;;;;;221;
Mon 07:33.000000;;452;;;;;;;226;
Mon 07:34.000000;;460;;;;;;;230;
Mon 07:35.000000;;462;;;;;;;231;
Mon 07:36.000000;;470;;;;;;;235;
Mon 07:37.000000;;484;;;;;;;242;
Mon 07:38.000000;;490;;;;;;;245;
Mon 07:39.000000;;506;;;;;;;253;
Mon 07:40.000000;;526;;;;;;;263;
Mon 07:41.000000;;544;;;;;;;272;
Mon 07:42.000000;;552;;;;;;;276;
Mon 07:43.000000;;574;;;;;;;287;
Mon 07:44.000000;;594;;;;;;;297;
Mon 07:45.000000;;606;;;;;;;303;
Mon 07:47.000000;;620;;;;;;;310;
