Time;Failed events;accumulated solution time;branch1;branch2;branch3;branch4;branch5;events;long_congestion;number of problems solved;roaming distance for bikes;roaming distance for locks;roaming for bikes;short_congestion;similarly imbalanced congested;similarly imbalanced starved;starvation;trips;
Mon 07:00.000000;;0.6917593479156494;1;1;;;;10;;2;;;;;0;0;;5;
Mon 07:01.000000;;0.6917593479156494;1;1;;;;32;;2;;;;;0;0;;16;
Mon 07:02.000000;;0.6917593479156494;1;1;;;;48;;2;;;;;0;0;;24;
Mon 07:03.000000;;0.6917593479156494;1;1;;;;62;;2;;;;;0;0;;31;
Mon 07:04.000000;;0.6917593479156494;1;1;;;;76;;2;;;;;0;0;;38;
Mon 07:05.000000;;0.6917593479156494;1;1;;;;94;;2;;;;;0;0;;47;
Mon 07:06.000000;;0.6917593479156494;1;1;;;;110;;2;;;;;0;0;;55;
Mon 07:07.000000;;0.6917593479156494;1;1;;;;118;;2;;;;;0;0;;59;
Mon 07:08.000000;;0.6917593479156494;1;1;;;;134;;2;;;;;0;0;;67;
Mon 07:09.000000;;0.6917593479156494;1;1;;;;158;;2;;;;;0;0;;79;
Mon 07:10.000000;;0.6917593479156494;1;1;;;;172;;2;;;;;0;0;;86;
Mon 07:11.000000;;0.6917593479156494;1;1;;;;194;;2;;;;;0;0;;97;
Mon 07:12.000000;;0.6917593479156494;1;1;;;;206;;2;;;;;0;0;;103;
Mon 07:13.000000;;0.6917593479156494;1;1;;;;218;;2;;;;;0;0;;109;
Mon 07:14.000000;;0.6917593479156494;1;1;;;;230;;2;;;;;0;0;;115;
Mon 07:15.000000;;0.6917593479156494;1;1;;;;244;;2;;;;;0;0;;122;
Mon 07:16.000000;;0.6917593479156494;1;1;;;;252;;2;;;;;0;0;;126;
Mon 07:17.000000;;0.6917593479156494;1;1;;;;258;;2;;;;;0;0;;129;
Mon 07:18.000000;;0.6917593479156494;1;1;;;;274;;2;;;;;0;0;;137;
Mon 07:19.000000;;0.6917593479156494;1;1;;;;284;;2;;;;;0;0;;142;
Mon 07:19.447757;;1.2147812843322754;2;1;;;;284;;3;;;;;0;0;;142;
