Time;Failed events;accumulated solution time;branch1;branch10;branch100;branch101;branch102;branch103;branch104;branch105;branch106;branch107;branch108;branch109;branch11;branch110;branch111;branch112;branch113;branch114;branch115;branch116;branch117;branch118;branch119;branch12;branch120;branch121;branch122;branch123;branch124;branch125;branch127;branch128;branch13;branch130;branch131;branch14;branch140;branch143;branch145;branch148;branch15;branch153;branch156;branch16;branch164;branch166;branch169;branch17;branch174;branch178;branch179;branch18;branch181;branch184;branch187;branch19;branch192;branch193;branch194;branch195;branch197;branch199;branch2;branch20;branch201;branch204;branch209;branch21;branch212;branch215;branch216;branch217;branch22;branch220;branch223;branch224;branch227;branch228;branch23;branch236;branch24;branch25;branch26;branch27;branch28;branch29;branch3;branch30;branch31;branch32;branch33;branch34;branch35;branch36;branch37;branch38;branch39;branch4;branch40;branch41;branch42;branch43;branch44;branch45;branch46;branch47;branch48;branch49;branch5;branch50;branch51;branch52;branch53;branch54;branch55;branch57;branch58;branch59;branch6;branch60;branch61;branch62;branch63;branch64;branch65;branch66;branch67;branch68;branch69;branch7;branch70;branch71;branch72;branch73;branch74;branch75;branch76;branch77;branch78;branch79;branch8;branch80;branch81;branch82;branch83;branch84;branch85;branch86;branch87;branch88;branch89;branch9;branch90;branch91;branch92;branch93;branch94;branch95;branch96;branch97;branch98;branch99;events;long_congestion;number of problems solved;roaming distance for bikes;roaming distance for locks;roaming for bikes;short_congestion;similarly imbalanced congested;similarly imbalanced starved;starvation;trips;
Fri 12:02.859978;15237;1904.7430846691132;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;1;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;95895;9644;432;984.2700160600223;7074.159593374732;3185;5915;302;82;5593;50744;
Fri 12:03.000000;15241;1904.7430846691132;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;1;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;95941;9644;432;984.7319214401184;7074.159593374732;3186;5915;302;82;5597;50769;
Fri 12:03.164922;15241;1904.7430846691132;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;1;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;95941;9644;432;984.7319214401184;7074.247944405009;3186;5916;302;82;5597;50769;
Fri 12:03.895033;15241;1904.7430846691132;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;1;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;95941;9644;432;984.7319214401184;7074.518438470837;3186;5917;302;82;5597;50769;
Fri 12:03.721877;15241;1904.7430846691132;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;1;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;95941;9644;432;984.7319214401184;7074.606789501114;3186;5918;302;82;5597;50769;
Fri 12:03.312798;15242;1904.7430846691132;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;1;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;95941;9645;432;984.7319214401184;7075.021182713304;3186;5918;302;82;5597;50769;
Fri 12:04.000000;15244;1904.7430846691132;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;1;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;95961;9645;432;985.3184332137255;7075.021182713304;3189;5918;302;82;5599;50780;
Fri 12:04.241622;15245;1904.7430846691132;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;1;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;95961;9646;432;985.3184332137255;7075.563131721341;3189;5918;302;82;5599;50780;
Fri 12:04.727270;15245;1904.7430846691132;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;1;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;95961;9646;432;985.3184332137255;7075.722274134908;3189;5919;302;82;5599;50780;
Fri 12:04.022250;15245;1904.7430846691132;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;1;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;95961;9646;432;985.3184332137255;7075.875859181159;3189;5920;302;82;5599;50780;
Fri 12:04.909086;15245;1904.7430846691132;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;1;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;95961;9646;432;985.3184332137255;7076.029444227411;3189;5921;302;82;5599;50780;
Fri 12:04.805696;15245;1904.7430846691132;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;1;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;95961;9646;432;985.3184332137255;7076.1885866409775;3189;5922;302;82;5599;50780;
Fri 12:04.759442;15245;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;95961;9646;433;985.3184332137255;7076.1885866409775;3189;5922;302;82;5599;50780;
Fri 12:05.000000;15250;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;95998;9646;433;985.8829073696132;7076.1885866409775;3190;5922;302;82;5604;50801;
Fri 12:05.102613;15251;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;95998;9647;433;985.8829073696132;7077.050154579348;3190;5922;302;82;5604;50801;
Fri 12:05.844953;15252;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;95998;9648;433;985.8829073696132;7077.464547791538;3190;5922;302;82;5604;50801;
Fri 12:05.198372;15253;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;95998;9649;433;985.8829073696132;7077.878941003729;3190;5922;302;82;5604;50801;
Fri 12:05.698611;15254;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;95998;9650;433;985.8829073696132;7080.460161480317;3190;5922;302;82;5604;50801;
Fri 12:05.266176;15255;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;95998;9651;433;985.8829073696132;7080.874554692507;3190;5922;302;82;5604;50801;
Fri 12:06.000000;15255;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;96018;9651;433;986.0429107351422;7080.874554692507;3191;5922;302;82;5604;50811;
Fri 12:06.649984;15255;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;96018;9651;433;986.0429107351422;7081.075282951366;3191;5923;302;82;5604;50811;
Fri 12:06.106495;15255;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;96018;9651;433;986.0429107351422;7081.207968512662;3191;5924;302;82;5604;50811;
Fri 12:06.807347;15255;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;96018;9651;433;986.0429107351422;7081.338245936267;3191;5925;302;82;5604;50811;
Fri 12:06.847108;15255;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;96018;9651;433;986.0429107351422;7081.4623658396995;3191;5926;302;82;5604;50811;
Fri 12:06.338201;15255;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;96018;9651;433;986.0429107351422;7081.71634593637;3191;5927;302;82;5604;50811;
Fri 12:07.000000;15258;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;96049;9651;433;986.6544182306592;7081.71634593637;3193;5927;302;82;5607;50828;
Fri 12:07.402497;15258;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;96049;9651;433;986.6544182306592;7081.787433452564;3193;5928;302;82;5607;50828;
Fri 12:07.844953;15258;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;96049;9651;433;986.6544182306592;7081.858520968758;3193;5929;302;82;5607;50828;
Fri 12:07.198372;15258;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;96049;9651;433;986.6544182306592;7081.929608484952;3193;5930;302;82;5607;50828;
Fri 12:08.000000;15263;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;96082;9651;433;987.6811858126671;7081.929608484952;3196;5930;302;82;5612;50847;
Fri 12:08.266176;15263;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;96082;9651;433;987.6811858126671;7082.000696001146;3196;5931;302;82;5612;50847;
Fri 12:08.757666;15264;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;96082;9652;433;987.6811858126671;7082.477136326099;3196;5931;302;82;5612;50847;
Fri 12:08.998212;15265;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;96082;9653;433;987.6811858126671;7083.870442954057;3196;5931;302;82;5612;50847;
Fri 12:08.825470;15266;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;96082;9654;433;987.6811858126671;7084.3468832790095;3196;5931;302;82;5612;50847;
Fri 12:08.553325;15266;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;96082;9654;433;987.6811858126671;7084.6799032857325;3196;5932;302;82;5612;50847;
Fri 12:08.316941;15267;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;96082;9655;433;987.6811858126671;7085.053275151066;3196;5932;302;82;5612;50847;
Fri 12:08.076485;15268;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;96082;9656;433;987.6811858126671;7085.495154938508;3196;5932;302;82;5612;50847;
Fri 12:08.956537;15268;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;96082;9656;433;987.6811858126671;7085.759550377519;3196;5933;302;82;5612;50847;
Fri 12:09.000000;15272;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;96110;9656;433;987.6811858126671;7085.759550377519;3196;5933;302;82;5616;50863;
Fri 12:09.447289;15272;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;96110;9656;433;987.6811858126671;7086.01353047419;3196;5934;302;82;5616;50863;
Fri 12:09.163826;15272;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;96110;9656;433;987.6811858126671;7086.351184179817;3196;5935;302;82;5616;50863;
Fri 12:09.456270;15273;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;96110;9657;433;987.6811858126671;7086.828109016849;3196;5935;302;82;5616;50863;
Fri 12:09.892190;15273;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;96110;9657;433;987.6811858126671;7087.056485418679;3196;5936;302;82;5616;50863;
Fri 12:10.000000;15275;1909.8040416240692;54;14;;;1;;;;;;;;19;;;;;;;;1;;;9;1;;;;;;;;6;1;1;5;;;;;14;1;;11;;;;11;;;;11;;;;6;;;;;;;29;8;;;;4;;;;;3;;;;;;2;;6;5;5;6;2;4;26;3;3;1;4;3;1;2;3;2;5;23;2;;2;1;3;;1;1;2;1;19;1;;2;;2;1;2;1;;20;;1;;1;;1;;1;2;1;15;;;;;1;;;1;;;14;;1;;;;;;;;;14;1;;;;1;;;;1;;96146;9657;433;987.6811858126671;7087.056485418679;3196;5936;302;82;5618;50882;
