Time;Failed events;accumulated solution time;branch1;branch10;branch100;branch101;branch102;branch103;branch104;branch105;branch106;branch107;branch108;branch109;branch11;branch110;branch111;branch112;branch113;branch114;branch115;branch116;branch118;branch12;branch120;branch122;branch123;branch124;branch125;branch128;branch13;branch130;branch131;branch133;branch139;branch14;branch140;branch141;branch142;branch147;branch148;branch15;branch156;branch16;branch160;branch161;branch162;branch164;branch166;branch17;branch172;branch18;branch181;branch183;branch185;branch189;branch19;branch191;branch196;branch2;branch20;branch201;branch203;branch204;branch208;branch21;branch210;branch211;branch212;branch213;branch214;branch218;branch22;branch220;branch221;branch222;branch224;branch225;branch23;branch230;branch231;branch232;branch236;branch24;branch240;branch241;branch25;branch26;branch27;branch28;branch29;branch3;branch30;branch31;branch32;branch33;branch34;branch35;branch36;branch37;branch38;branch39;branch4;branch40;branch41;branch42;branch43;branch44;branch45;branch46;branch47;branch48;branch49;branch5;branch50;branch51;branch52;branch53;branch54;branch55;branch56;branch57;branch58;branch59;branch6;branch60;branch61;branch62;branch63;branch64;branch65;branch66;branch67;branch68;branch69;branch7;branch70;branch71;branch72;branch73;branch74;branch75;branch76;branch77;branch78;branch79;branch8;branch80;branch81;branch82;branch83;branch84;branch85;branch86;branch87;branch88;branch89;branch9;branch90;branch92;branch93;branch94;branch95;branch96;branch97;branch98;branch99;events;long_congestion;number of problems solved;roaming distance for bikes;roaming distance for locks;roaming for bikes;short_congestion;similarly imbalanced congested;similarly imbalanced starved;starvation;trips;
Fri 06:50.756182;12786;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91383;8093;404;944.977937926178;5979.032646502911;3054;5160;331;70;4693;48038;
Fri 06:50.327835;12787;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91383;8094;404;944.977937926178;5979.694601212181;3054;5160;331;70;4693;48038;
Fri 06:50.541179;12788;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91383;8095;404;944.977937926178;5980.100706368486;3054;5160;331;70;4693;48038;
Fri 06:50.410006;12789;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91383;8096;404;944.977937926178;5981.2157338625475;3054;5160;331;70;4693;48038;
Fri 06:50.283745;12790;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91383;8097;404;944.977937926178;5981.577926410187;3054;5160;331;70;4693;48038;
Fri 06:51.000000;12795;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91408;8097;404;945.9070850483334;5981.577926410187;3056;5160;331;70;4698;48053;
Fri 06:51.317888;12796;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91408;8098;404;945.9070850483334;5981.951469591118;3056;5160;331;70;4698;48053;
Fri 06:51.546558;12797;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91408;8099;404;945.9070850483334;5982.324841456452;3056;5160;331;70;4698;48053;
Fri 06:51.660277;12798;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91408;8100;404;945.9070850483334;5983.695873002146;3056;5160;331;70;4698;48053;
Fri 06:51.191792;12798;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91408;8100;404;945.9070850483334;5983.96297311171;3056;5161;331;70;4698;48053;
Fri 06:51.561903;12799;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91408;8101;404;945.9070850483334;5984.524212143127;3056;5161;331;70;4698;48053;
Fri 06:51.391517;12800;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91408;8102;404;945.9070850483334;5985.085451174545;3056;5161;331;70;4698;48053;
Fri 06:51.127326;12800;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91408;8102;404;945.9070850483334;5985.254638184721;3056;5162;331;70;4698;48053;
Fri 06:51.968399;12801;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91408;8103;404;945.9070850483334;5985.809336583809;3056;5162;331;70;4698;48053;
Fri 06:51.051149;12802;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91408;8104;404;945.9070850483334;5986.324762288948;3056;5162;331;70;4698;48053;
Fri 06:51.526572;12803;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91408;8105;404;945.9070850483334;5987.110363525385;3056;5162;331;70;4698;48053;
Fri 06:51.918661;12804;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91408;8106;404;945.9070850483334;5987.921480282393;3056;5162;331;70;4698;48053;
Fri 06:51.100640;12805;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91408;8107;404;945.9070850483334;5988.70708151883;3056;5162;331;70;4698;48053;
Fri 06:51.480722;12806;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91408;8108;404;945.9070850483334;5989.252133191758;3056;5162;331;70;4698;48053;
Fri 06:52.000000;12810;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91438;8108;404;946.6304260007581;5989.252133191758;3058;5162;331;70;4702;48070;
Fri 06:52.830267;12811;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91438;8109;404;946.6304260007581;5989.813372223175;3058;5162;331;70;4702;48070;
Fri 06:52.937042;12812;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91438;8110;404;946.6304260007581;5990.522575982742;3058;5162;331;70;4702;48070;
Fri 06:52.148800;12813;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91438;8111;404;946.6304260007581;5991.325686467828;3058;5162;331;70;4702;48070;
Fri 06:52.369740;12814;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91438;8112;404;946.6304260007581;5991.746449111793;3058;5162;331;70;4702;48070;
Fri 06:52.041553;12815;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91438;8113;404;946.6304260007581;5992.1545117432715;3058;5162;331;70;4702;48070;
Fri 06:52.049504;12816;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91438;8114;404;946.6304260007581;5992.615943856676;3058;5162;331;70;4702;48070;
Fri 06:52.263554;12817;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91438;8115;404;946.6304260007581;5993.177182888093;3058;5162;331;70;4702;48070;
Fri 06:52.716759;12818;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91438;8116;404;946.6304260007581;5994.598260616895;3058;5162;331;70;4702;48070;
Fri 06:52.459402;12819;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91438;8117;404;946.6304260007581;5995.331872121922;3058;5162;331;70;4702;48070;
Fri 06:52.262062;12820;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91438;8118;404;946.6304260007581;5996.06548362695;3058;5162;331;70;4702;48070;
Fri 06:52.355410;12821;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91438;8119;404;946.6304260007581;5996.576915373023;3058;5162;331;70;4702;48070;
Fri 06:52.377010;12822;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91438;8120;404;946.6304260007581;5997.553688922095;3058;5162;331;70;4702;48070;
Fri 06:52.469820;12823;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91438;8121;404;946.6304260007581;5998.2311331417395;3058;5162;331;70;4702;48070;
Fri 06:52.794028;12824;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91438;8122;404;946.6304260007581;5998.908577361384;3058;5162;331;70;4702;48070;
Fri 06:52.225628;12824;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91438;8122;404;946.6304260007581;5999.110667728189;3058;5163;331;70;4702;48070;
Fri 06:52.874033;12825;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91438;8123;404;946.6304260007581;5999.788111947833;3058;5163;331;70;4702;48070;
Fri 06:52.442327;12826;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91438;8124;404;946.6304260007581;6000.208874591798;3058;5163;331;70;4702;48070;
Fri 06:53.000000;12828;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91460;8124;404;946.6304260007581;6000.208874591798;3058;5163;331;70;4704;48082;
Fri 06:53.858174;12829;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91460;8125;404;946.6304260007581;6000.732523699236;3058;5163;331;70;4704;48082;
Fri 06:53.467510;12830;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91460;8126;404;946.6304260007581;6001.40996791888;3058;5163;331;70;4704;48082;
Fri 06:53.117458;12831;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91460;8127;404;946.6304260007581;6001.985038833041;3058;5163;331;70;4704;48082;
Fri 06:53.159576;12832;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91460;8128;404;946.6304260007581;6002.454648888585;3058;5163;331;70;4704;48082;
Fri 06:53.773963;12833;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91460;8129;404;946.6304260007581;6003.13209310823;3058;5163;331;70;4704;48082;
Fri 06:53.023502;12834;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91460;8130;404;946.6304260007581;6003.809537327875;3058;5163;331;70;4704;48082;
Fri 06:53.001177;12834;1672.334988117218;56;11;;;;;;1;;;;;11;;;;;;;;;6;;;1;;;;9;;;;1;8;;;1;;;6;;12;;;;;;5;;6;;;1;;5;;;29;6;;;;;5;;;;;;;6;;;;;;2;;;;;6;;;8;7;4;2;2;25;1;1;4;4;1;1;;2;1;;20;3;3;1;;;2;;1;1;2;27;4;;2;;;;1;;2;1;17;;4;;;4;;;;2;;16;;1;1;1;;1;;;;;10;;;;;1;;1;;;;15;;1;1;;;;;;1;91460;8130;404;946.6304260007581;6004.138313315997;3058;5164;331;70;4704;48082;
