seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,EX19_FleetBrokenCompact_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9394,401.2914,2455,1196,60282,57827,57827,222,72,207,222,222,218,7498,7717,0.0157,0.0328,0.9514,0.0104,0.0222,0.9674,8,17,206,206,207,218
43,EX19_FleetBrokenCompact_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9371,397.5978,2621,1156,60062,57441,57442,179,71,205,179,179,177,7450,7643,0.0079,0.0329,0.9593,0.0157,0.0326,0.9517,12,25,211,172,205,177
44,EX19_FleetBrokenCompact_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9387,398.6054,2628,1016,59410,56782,56785,212,72,249,212,212,198,7430,7628,0.0157,0.0288,0.9556,0.0078,0.0444,0.9477,6,34,245,215,249,198
45,EX19_FleetBrokenCompact_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9424,396.9543,2445,982,59520,57075,57075,232,75,219,232,232,228,7488,7712,0.0105,0.0276,0.9619,0.0169,0.0391,0.9439,13,30,224,232,219,228
46,EX19_FleetBrokenCompact_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9375,397.4972,2518,1167,58938,56420,56419,224,76,215,224,224,216,7477,7693,0.0105,0.0316,0.9578,0.0052,0.0287,0.9661,4,22,212,218,215,216
47,EX19_FleetBrokenCompact_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9428,398.6071,2294,1104,59402,57108,57109,228,75,191,228,228,232,7365,7602,0.0132,0.0448,0.942,0.0078,0.0405,0.9517,6,31,191,222,191,232
48,EX19_FleetBrokenCompact_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9363,398.6962,2605,1196,59646,57041,57041,197,68,222,197,197,194,7524,7713,0.0106,0.0317,0.9578,0.0106,0.0422,0.9472,8,32,222,202,222,194
49,EX19_FleetBrokenCompact_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9412,397.4487,2290,1185,59136,56846,56848,229,75,181,229,229,224,7343,7581,0.0131,0.0327,0.9542,0.0131,0.0379,0.9491,10,29,181,227,181,224
50,EX19_FleetBrokenCompact_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9454,398.2773,2299,942,59402,57103,57102,230,80,209,230,230,223,7318,7541,0.0143,0.0261,0.9596,0.0091,0.0313,0.9596,7,24,206,229,209,223
51,EX19_FleetBrokenCompact_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9402,399.5501,2418,1162,59852,57434,57435,194,69,253,194,194,197,7624,7804,0.0119,0.0264,0.9618,0.0078,0.0326,0.9596,6,25,251,198,253,197
