seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,M5_DepotIdlePipeline_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.926,400.0206,2977,1483,60282,57305,57307,147,38,233,147,147,154,6146,6453,0.0302,0.0302,0.9396,0.0273,0.1003,0.8724,21,77,231,204,233,154
43,M5_DepotIdlePipeline_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9315,396.9787,2834,1281,60062,57228,57227,149,40,218,149,149,146,6100,6399,0.0156,0.0495,0.9349,0.0182,0.1042,0.8776,14,80,222,188,218,146
44,M5_DepotIdlePipeline_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9274,396.3329,3107,1207,59410,56303,56306,166,42,230,166,166,161,5936,6270,0.0301,0.0393,0.9306,0.0326,0.1367,0.8307,25,105,234,232,230,161
45,M5_DepotIdlePipeline_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.924,395.9333,3233,1290,59520,56287,56288,156,42,215,156,156,158,6135,6450,0.0223,0.0446,0.9332,0.0313,0.1162,0.8525,24,89,222,211,215,158
46,M5_DepotIdlePipeline_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.929,396.2905,2783,1403,58938,56155,56158,156,40,217,156,156,154,6032,6339,0.0237,0.0316,0.9447,0.0222,0.0952,0.8827,17,73,216,201,217,154
47,M5_DepotIdlePipeline_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9295,397.1392,2776,1409,59402,56626,56624,167,42,190,167,167,163,6086,6436,0.0237,0.0421,0.9342,0.0299,0.1289,0.8411,23,99,198,234,190,163
48,M5_DepotIdlePipeline_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9314,396.2879,3012,1081,59646,56634,56635,137,41,204,137,137,138,6103,6397,0.0146,0.0412,0.9441,0.0353,0.1322,0.8325,27,101,220,203,204,138
49,M5_DepotIdlePipeline_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9289,397.1127,2818,1386,59136,56318,56317,162,42,197,162,162,161,6116,6440,0.0131,0.0458,0.9412,0.0314,0.1163,0.8523,24,89,211,215,197,161
50,M5_DepotIdlePipeline_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9304,397.003,2908,1227,59402,56494,56492,168,42,182,168,168,167,5964,6305,0.0118,0.0433,0.9449,0.0169,0.1094,0.8737,13,84,188,214,182,167
51,M5_DepotIdlePipeline_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9304,398.6348,2983,1182,59852,56869,56867,164,39,206,164,164,152,6112,6422,0.0146,0.037,0.9484,0.0288,0.1255,0.8458,22,96,219,223,206,152
