seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9192,398.5314,3566,1305,60282,56716,56714,44,48,182,44,44,47,8148,8211,0.0157,0.0328,0.9514,0.0248,0.2516,0.7236,19,193,191,214,182,47
43,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9201,396.2553,3477,1319,60062,56585,56587,41,50,171,41,41,50,8196,8260,0.0079,0.0329,0.9593,0.0405,0.2154,0.7441,31,165,197,185,171,50
44,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9137,396.691,3795,1334,59410,55615,55619,42,46,211,42,42,48,8217,8281,0.0157,0.0288,0.9556,0.0392,0.2614,0.6993,30,200,229,227,211,48
45,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9145,394.5693,3788,1301,59520,55732,55733,52,46,185,52,52,64,8157,8219,0.0105,0.0276,0.9619,0.043,0.2373,0.7197,33,182,210,220,185,64
46,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.919,395.8213,3580,1193,58938,55358,55356,45,49,179,45,45,53,8216,8281,0.0105,0.0316,0.9578,0.0365,0.2634,0.7001,28,202,199,223,179,53
47,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9168,396.5973,3560,1385,59402,55842,55840,40,50,177,40,40,52,8338,8399,0.0132,0.0448,0.942,0.0339,0.2598,0.7063,26,199,194,210,177,52
48,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9117,396.4165,3750,1516,59646,55896,55897,38,45,183,38,38,47,8217,8273,0.0106,0.0317,0.9578,0.0422,0.2361,0.7216,32,179,208,203,183,47
49,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9172,394.8038,3535,1364,59136,55601,55603,63,46,196,63,63,64,8232,8315,0.0131,0.0327,0.9542,0.0366,0.2141,0.7493,28,164,215,207,196,64
50,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9192,395.9894,3596,1206,59402,55806,55806,51,46,194,51,51,54,8118,8179,0.0143,0.0261,0.9596,0.0482,0.219,0.7327,37,168,220,203,194,54
51,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9209,397.7603,3403,1332,59852,56449,56450,44,49,219,44,44,60,8185,8228,0.0119,0.0264,0.9618,0.0273,0.25,0.7227,21,192,232,224,219,60
