episode,service_level,starvation_severity_max,congestion_severity_max,imbalance_hotspot_distance
0,0.9025987619246987,-52.91291406364228,-50.753915176192095,-7.856137113547238
1,0.9239001910074887,-95.66871882643596,-88.78234393341371,-6.11831842103319
2,0.921227394011266,-102.91360450190015,-91.9723763241716,-2.7154306504498713
3,0.9201404655950111,-107.75401808896805,-92.24115749014734,-1.590594837709385
4,0.9296739972584779,-109.44966763655053,-89.62461360780804,-0.002951368325204973
5,0.9189686369119421,-109.66917788463493,-86.02441886139341,-0.3100580858332111
6,0.9189432063263839,-114.14865056822325,-87.87303584815855,-0.6527546171734424
7,0.9283346007604563,-116.94945101848917,-87.32809919324473,-1.2531318562806433
8,0.9265330904675166,-119.89248532942818,-86.7105994633958,-1.567609055414598
9,0.9221138798603588,-120.43408003683633,-84.48140616708548,-1.4820364894899773
10,0.9172927793367732,-120.91360236728812,-83.06033545371061,-1.3653498411447422
11,0.926007948305676,-119.94738024912402,-80.34826378190613,-1.5704564034724484
12,0.9313810795403402,-120.20955481599245,-79.71651697208577,-1.6051568535200142
13,0.9250999878802569,-119.40584675163966,-77.91520325492006,-2.1097776305317484
14,0.916894922192457,-124.19718016302619,-81.6488311238254,-3.0847282851246667
15,0.9215811965811966,-123.64882036525816,-80.07477641810203,-2.5487102795738856
16,0.9279431766661629,-121.60402885901391,-76.81704246533788,-1.9759064770102044
17,0.9295958279009127,-124.32541735277086,-78.62288362113098,-1.990383228790422
18,0.9148659434213249,-126.70055294828303,-79.75435553501663,-2.1665091872480056
19,0.9235449815935989,-126.44335708032841,-78.37699051351602,-1.9829363014396308
20,0.9214324701316029,-129.2133616608474,-79.28364859633479,-2.3284865265774606
21,0.9246507435781883,-129.27437837093564,-78.17837623038965,-2.5714321479173305
22,0.9220023282887078,-131.4398084146784,-79.16836062180826,-3.317382752008125
23,0.9287299778031075,-130.89345663736736,-77.65329036340594,-3.1374834820691597
24,0.9236788250872758,-132.26790813019397,-77.5793751908364,-2.9373386409759075
25,0.9322277636691858,-129.585158711775,-73.44638583493635,-2.3436151119538646
26,0.9264850672792911,-132.25432957358996,-75.0049402561384,-3.1206652121865384
27,0.9237927113877087,-130.7347644066221,-72.89581867904066,-2.5387244153344364
28,0.9212957298421632,-135.1107497644775,-76.16009421349223,-3.2552355510095765
29,0.9317908653846154,-134.41817076801792,-74.59321472544218,-3.1293433147344056
30,0.9316027019658922,-135.74053404275875,-75.02142940264861,-3.4006857383884452
31,0.9274393563607767,-135.22744889270993,-73.74480053040838,-2.9107496429945807
32,0.922482725325126,-137.07077965544343,-74.78214308278625,-3.602218759690127
33,0.9279772591262717,-136.85614818034924,-74.33743728078683,-3.1729641753157596
34,0.9270677142685779,-137.1495964338172,-74.44602861185786,-3.6249799380390444
35,0.9179564237415477,-136.38889359841576,-72.95787914404899,-3.174494354180069
36,0.9254204535161086,-137.0739438897591,-73.12196041060983,-3.502423215473376
37,0.9076401595824459,-139.2137370360781,-74.40354163711585,-3.722632024974843
38,0.9237708615245828,-138.5551484567806,-73.3468841252317,-3.541555907315606
39,0.9297970069639947,-137.92196509965262,-72.6350628847517,-3.3684825866854533
40,0.9254276897264584,-139.07473569983668,-73.36593965973273,-3.684007652683613
41,0.9181947255535752,-140.34279056696954,-74.02848695772275,-4.107840440944452
42,0.9274433578327158,-140.8902604057102,-74.16921377281025,-3.8372355513865926
43,0.928843020097773,-140.98781552319582,-74.22942955633407,-4.030736070291777
