episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max,congestion_severity_max,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
240,0.9444809074233015,-4.428482586413795,-0.9833686565760857,-0.4278176414604394,-0.17684274031665076,-1.8568908131198367,-1.3496763048225795,-0.3177622735297422,-0.21437955056205968,0.001216,0.01,0.0,0.97,100,14,1,15
241,0.940874381136192,-4.431218398041825,-0.9847665485629886,-0.42843016923794447,-0.17709226652542784,-1.859516879733992,-1.3515811565606843,-0.31822689441466595,-0.21468039508043993,0.001212,0.01,0.0,0.97,100,14,1,15
242,0.9378962659147227,-4.434062117693797,-0.9862082635038254,-0.4290568138048407,-0.1773501729977161,-1.8622468886564594,-1.3535712436165224,-0.3187211961341281,-0.21500576633567298,0.001207,0.01,0.0,0.97,100,14,1,15
243,0.9361864019884683,-4.4370277366874324,-0.9877406521615407,-0.4297415710279968,-0.1776165973413759,-1.8651046803243596,-1.3556302877472044,-0.31923442490692155,-0.2153401498149368,0.001203,0.01,0.0,0.97,100,14,1,15
244,0.932555166846071,-4.440257619303836,-0.9893783832748504,-0.43045320525554853,-0.17790245240650487,-1.868222945768226,-1.3578360237791811,-0.3197692172323078,-0.21570499083257705,0.001198,0.01,0.0,0.97,100,14,1,15
245,0.939135458438116,-4.4429920101446285,-0.9907405489872914,-0.4310736383995649,-0.1781370820383547,-1.8708760889545566,-1.3596869836765384,-0.3202637821188984,-0.2159977837335735,0.001194,0.01,0.0,0.97,100,14,1,15
246,0.9407437540255602,-4.445534927435687,-0.9920124516996031,-0.43164315002080494,-0.17835010660075903,-1.8733206763071333,-1.3614186989080164,-0.32073829753834115,-0.21629231432535284,0.00119,0.01,0.0,0.97,100,14,1,15
247,0.9388723436474686,-4.4482598460544285,-0.9934308704115903,-0.43226866654985613,-0.17860326049423106,-1.8760316204901466,-1.3632977899215966,-0.32124105748331566,-0.2166165552516882,0.001186,0.01,0.0,0.97,100,14,1,15
248,0.9383460933935,-4.451037455171699,-0.9948408876411708,-0.4329060069488485,-0.17885064464915795,-1.8787198036529682,-1.3652234119907376,-0.3217258401986909,-0.21692757562048273,0.001181,0.01,0.0,0.97,100,14,1,15
249,0.9398330182207573,-4.453714622860617,-0.9961643258985278,-0.4335038982806176,-0.17907419604342106,-1.881276360105616,-1.367026423006627,-0.32218838300153335,-0.21723050711546937,0.001177,0.01,0.0,0.97,100,14,1,15
250,0.940324615255235,-4.4563262677457915,-0.997538509006492,-0.43412777861809776,-0.17930594353700982,-1.88385007882309,-1.3687950669409636,-0.32265661511260707,-0.21753629227411392,0.001173,0.01,0.0,0.97,100,14,1,15
251,0.9381914137826043,-4.458996273296342,-0.9988747370976111,-0.434723319761298,-0.17953460126074955,-1.8864187083944788,-1.3705880080269373,-0.3231315331224766,-0.21783382765929854,0.001169,0.01,0.0,0.97,100,14,1,15
252,0.9330166747503805,-4.462087583091078,-1.0004593636227668,-0.4354195683577822,-0.17982712612450008,-1.889385425207583,-1.3727910679578297,-0.32364995749170744,-0.21820042254482552,0.001165,0.01,0.0,0.97,100,14,1,15
253,0.9364390252174946,-4.464677772484211,-1.0018024353991881,-0.4360474014632229,-0.18006687164312762,-1.891989460151051,-1.3746392305874697,-0.32414884443904435,-0.218514133035709,0.001161,0.01,0.0,0.97,100,14,1,15
254,0.93488964062029,-4.467648851943474,-1.0033301769226526,-0.4367196839046841,-0.18033804569197612,-1.8948746862445034,-1.376708455201636,-0.3246767247591969,-0.218865010496464,0.001157,0.01,0.0,0.97,100,14,1,15
255,0.9328862410969846,-4.470748327307072,-1.0049579854748658,-0.43746743956048234,-0.18060538891113168,-1.8978934431641001,-1.3788351817100715,-0.3252176818979541,-0.21922469755120697,0.001153,0.01,0.0,0.97,100,14,1,15
256,0.9423053999284777,-4.4731003395066535,-1.0061380169565266,-0.43798721569714605,-0.18081880350808827,-1.9001400257317864,-1.3804900487002132,-0.32563321280369467,-0.2194980788977835,0.001149,0.01,0.0,0.97,100,14,1,15
257,0.9418534221683827,-4.4755527690750965,-1.0073826930592387,-0.43854958144152684,-0.18103063335600797,-1.9025336014050462,-1.3821454561473054,-0.3260633934025517,-0.21976679780521796,0.001145,0.01,0.0,0.97,100,14,1,15
258,0.9371051216561366,-4.478307529410775,-1.0087566612595509,-0.4391421753999287,-0.1812811712080941,-1.9051813343604627,-1.3840469183518522,-0.32652150866532087,-0.22006660690876634,0.001141,0.01,0.0,0.97,100,14,1,15
259,0.9437873798803844,-4.480451893942116,-1.0098315701263005,-0.439615632749823,-0.1814796358589885,-1.907240577896917,-1.3855437142264568,-0.32690955654744364,-0.22033220762606584,0.001137,0.01,0.0,0.97,100,14,1,15
260,0.9355777432140886,-4.480789747870446,-1.009966001084824,-0.4398916120503709,-0.18146028870306763,-1.9077209266531094,-1.3857557324843424,-0.32733229055024116,-0.2206064016436086,0.001133,0.01,0.0,0.97,100,14,1,15
261,0.9369393583067361,-4.483541470508607,-1.0114110546984878,-0.44055148729108007,-0.18170770315636406,-1.9104175259777831,-1.3876899122017499,-0.3278666048153079,-0.22094257754480207,0.001129,0.01,0.0,0.97,100,14,1,15
262,0.9406127364290165,-4.485994784275435,-1.0126727674197744,-0.441099120148773,-0.1819386301529049,-1.9128025827748671,-1.389432372272782,-0.32828221783281764,-0.2212355506709824,0.001125,0.01,0.0,0.97,100,14,1,15
263,0.937642624114674,-4.487974843852627,-1.0137529924069737,-0.44162485095884635,-0.18214573964413933,-1.9148671946098774,-1.3909485634721774,-0.32867927633727334,-0.22154965722468678,0.001122,0.01,0.0,0.97,100,14,1,15
264,0.9374862611812848,-4.490524164078214,-1.0150398333637272,-0.4421950771843542,-0.1823705124864596,-1.9173360018253547,-1.3926889264633773,-0.32911564199988136,-0.22184859297430157,0.001118,0.01,0.0,0.97,100,14,1,15
265,0.9350372558233201,-4.493201664918206,-1.0164213451063362,-0.4428411601790433,-0.18261091675195776,-1.9199673773094925,-1.3945940616350532,-0.32961231834715027,-0.22216828746782982,0.001114,0.01,0.0,0.97,100,14,1,15
266,0.9338035811177428,-4.496038616696725,-1.0178577567713947,-0.44349645691055295,-0.182865631391364,-1.9227225409791886,-1.3965718132265885,-0.33011125527572804,-0.22251062798334004,0.00111,0.01,0.0,0.97,100,14,1,15
267,0.9351582606370534,-4.498646172379263,-1.0192462808754696,-0.4441438339002573,-0.18311923155096663,-1.9253002143931108,-1.3984445102544996,-0.33057727814096544,-0.2228413931731299,0.001107,0.01,0.0,0.97,100,14,1,15
268,0.9350658071447757,-4.50140930310352,-1.0206563381837817,-0.4447869501905581,-0.18335449422962366,-1.9280066758978116,-1.4003216180172167,-0.33109026352981547,-0.22316017077128514,0.001103,0.01,0.0,0.97,100,14,1,15
269,0.9392110113461506,-4.503697789841586,-1.0218125594348724,-0.44532819683775837,-0.1835484585838446,-1.9303372729409987,-1.4018718658673341,-0.3315267411166218,-0.22343281880272847,0.001099,0.01,0.0,0.97,100,14,1,15
270,0.9380801829678461,-4.506203830423091,-1.0230942740060673,-0.4459140464441617,-0.1837719229219942,-1.9327632328917077,-1.403611550034823,-0.33196706132061987,-0.22373365228081749,0.001096,0.01,0.0,0.97,100,14,1,15
271,0.9297385620915033,-4.509219294022698,-1.0246651661308184,-0.44664336110532304,-0.184038680405003,-1.9357402505384886,-1.4056740171728506,-0.3325180080240803,-0.22410090093467477,0.001092,0.01,0.0,0.97,100,14,1,15
272,0.9368923845530651,-4.511696305177379,-1.0259824317102781,-0.4472234542865147,-0.1842794477821268,-1.9381710341237526,-1.4074692300678577,-0.3329415341272206,-0.224413820784966,0.001088,0.01,0.0,0.97,100,14,1,15
273,0.9406667794889152,-4.514092200009951,-1.0271848320970245,-0.44774693332949583,-0.18449494354865922,-1.940478595489954,-1.4091443093343552,-0.33334415044272375,-0.22469006349675355,0.001085,0.01,0.0,0.97,100,14,1,15
274,0.9391040242976462,-4.516553078145685,-1.0284472480859297,-0.44830329179893585,-0.18472015280193632,-1.942857729876983,-1.4108833734383361,-0.33378185852681014,-0.2249822649620616,0.001081,0.01,0.0,0.97,100,14,1,15
275,0.9373079390808091,-4.51912942008894,-1.0297696496895103,-0.44888982544619993,-0.18494625995859085,-1.9453509078777214,-1.4126480634082488,-0.3342283651926505,-0.2252770472563189,0.001078,0.01,0.0,0.97,100,14,1,15
276,0.9400097490461062,-4.521542581464952,-1.0309794072705412,-0.4494184723606659,-0.1851595505592495,-1.9476784630619401,-1.4142772275091642,-0.33462554798015975,-0.22554901326478738,0.001074,0.01,0.0,0.97,100,14,1,15
277,0.9359878522017884,-4.524174209384163,-1.0323087069062644,-0.4500140955182162,-0.18539229829792378,-1.9502163289256875,-1.4160809598715676,-0.33509006270601854,-0.2258553527434415,0.001071,0.01,0.0,0.97,100,14,1,15
278,0.938174846109859,-4.526670022861316,-1.0335734428451944,-0.4506011145262974,-0.1855949932503986,-1.952664273391747,-1.4177330654092397,-0.3355377421062377,-0.2261448863459039,0.001067,0.01,0.0,0.97,100,14,1,15
279,0.9408470659672441,-4.528934614378621,-1.0347398027057342,-0.4511107078547252,-0.18581498931457993,-1.9548472701021615,-1.4193583093659565,-0.3359420077035063,-0.22641155738590332,0.001064,0.01,0.0,0.97,100,14,1,15
280,0.938412103360557,-4.5313644482263635,-1.0359626251649248,-0.45165243363023677,-0.18603211840055295,-1.9571853077808268,-1.4210226547966762,-0.33634447076917523,-0.22669945864282784,0.001061,0.01,0.0,0.97,100,14,1,15
281,0.9291102319967816,-4.534330821952721,-1.0374964621611822,-0.4523518653087602,-0.1862820793313014,-1.9600716836565628,-1.4230050787485684,-0.3368698417818908,-0.2270614223478608,0.001057,0.01,0.0,0.97,100,14,1,15
282,0.9342791113510232,-4.5370130145428105,-1.0388907822456146,-0.4529815565224099,-0.18653085465207497,-1.962678066374411,-1.4249113750372082,-0.33734134466769194,-0.22735482458255546,0.001054,0.01,0.0,0.97,100,14,1,15
283,0.9369062617045184,-4.539485970667571,-1.0401352659552257,-0.4535323417344275,-0.18674454852936598,-1.9650563060419874,-1.4266098624996293,-0.3377483803550987,-0.22763171481186187,0.001051,0.01,0.0,0.97,100,14,1,15
284,0.9339621049789941,-4.542137565127962,-1.041493671885635,-0.4541379223349533,-0.18697981254361243,-1.967668328645122,-1.4284312170184774,-0.33820164172545786,-0.22794441608425775,0.001047,0.01,0.0,0.97,100,14,1,15
285,0.9381339423658225,-4.5441588529387875,-1.0425037252696747,-0.4546324068375108,-0.1871465502138694,-1.9697378403493664,-1.429809131405654,-0.3386253707451678,-0.22820053895034018,0.001044,0.01,0.0,0.97,100,14,1,15
286,0.9422599892732636,-4.546367155480219,-1.0436478635413118,-0.4551383167843914,-0.1873417752950746,-1.971829780768409,-1.4313295931944194,-0.3390217999551884,-0.22845690640895752,0.001041,0.01,0.0,0.97,100,14,1,15
287,0.9375975824729288,-4.548818860811336,-1.0449260512987677,-0.45571103728865675,-0.1875583475539875,-1.974208852334599,-1.4330055055774527,-0.33945317492069077,-0.22875568526784987,0.001037,0.01,0.0,0.97,100,14,1,15
288,0.9422294132674784,-4.5506306232945235,-1.0458601754734766,-0.4561497983456025,-0.18772313155980624,-1.9759933641045206,-1.434277708446844,-0.3398247460266482,-0.22900791141825538,0.001034,0.01,0.0,0.97,100,14,1,15
289,0.9344072294823126,-4.553240303365791,-1.0471960795940263,-0.4567258406725625,-0.18796484345125627,-1.978481222231578,-1.436096555295138,-0.3402394570019841,-0.22929441646955456,0.001031,0.01,0.0,0.97,100,14,1,15
290,0.9361867048614037,-4.555678200122648,-1.048454910372342,-0.45729579072977045,-0.18818913540353516,-1.9808829145168116,-1.437810497801496,-0.34066065241932236,-0.22957030692734975,0.001028,0.01,0.0,0.97,100,14,1,15
291,0.9365304674034269,-4.55803097220443,-1.0496348287795605,-0.45783844843342236,-0.18838785589883686,-1.9831846966341686,-1.4393736501835415,-0.34109772066691074,-0.22986651269355268,0.001025,0.01,0.0,0.97,100,14,1,15
292,0.9394498181147637,-4.560235195641385,-1.0507635337865797,-0.45834247618806706,-0.1885892639622042,-1.9853380762070012,-1.4409289314602438,-0.34151237663211503,-0.23013617673920767,0.001022,0.01,0.0,0.97,100,14,1,15
293,0.9409364874166849,-4.562435789229701,-1.0519102985723512,-0.4588534946507681,-0.1887961150700382,-1.9874768829055374,-1.4424864428992852,-0.3418844287409002,-0.2303888512502102,0.001018,0.01,0.0,0.97,100,14,1,15
294,0.9406263739980384,-4.564534156359115,-1.0529840594090658,-0.45934388629808426,-0.18898715972946575,-1.9895293194006152,-1.4439665709733793,-0.34224793374325446,-0.23063992602683087,0.001015,0.01,0.0,0.97,100,14,1,15
295,0.935052978691351,-4.566940793339738,-1.0542170772533,-0.45990609832641405,-0.18920104387211684,-1.991870868659459,-1.445630446310291,-0.3426905257988636,-0.23090425087125138,0.001012,0.01,0.0,0.97,100,14,1,15
296,0.94112,-4.569137368966485,-1.0553527777819738,-0.46041758969721225,-0.1893950484789207,-1.9939882447313575,-1.4471203854202301,-0.34307204648974016,-0.23117522761738524,0.001009,0.01,0.0,0.97,100,14,1,15
297,0.9361400110218601,-4.5716262110735615,-1.056642246941983,-0.46100171884227165,-0.1896031815165753,-1.9964069961880806,-1.4487805872208614,-0.34351813146045834,-0.23145217155384384,0.001006,0.01,0.0,0.97,100,14,1,15
298,0.9297185374722241,-4.57434099779501,-1.0580292957606658,-0.4616620510245339,-0.1898262262899077,-1.999056542647116,-1.4505865826880373,-0.3440317234847475,-0.2317889983918409,0.001003,0.01,0.0,0.97,100,14,1,15
299,0.9415798319327731,-4.57644110026974,-1.0590748493187783,-0.46212066972883126,-0.1900132544009213,-2.0010940151577477,-1.4520310924395325,-0.34438796169243757,-0.23202588359175275,0.001,0.01,0.0,0.97,100,14,1,15
