episode,service_level,starvation_count,congestion_count,hotspot_imbalance_mass
0,0.906315852850864,-9.854414961303851,-6.576524311210594,-10.99645451316545
1,0.9298154485455878,-32.64644849678504,-21.938080109705638,-38.901880480529094
2,0.9207736826073714,-53.18936533790285,-35.87070282490483,-67.18203108151869
3,0.923308542350426,-70.84187802506557,-48.228062781404276,-93.45852634958007
4,0.9316567596402987,-86.30181712294478,-59.093596135858114,-117.81654175911213
5,0.933359585617787,-99.83144659273864,-68.62904222715993,-140.06359090270826
6,0.9283803684669252,-111.81930784799142,-77.12367560632734,-160.32966143153828
7,0.9244886942961674,-122.90409109270682,-84.95494590502919,-179.84749427512835
8,0.9229511121684311,-132.5268712473721,-92.06984304682535,-197.75135833208765
9,0.9196696696696697,-141.599455938258,-98.84709041335171,-215.38326408983957
10,0.9244965434325217,-149.61538862331554,-104.7572305479022,-231.21875251012816
11,0.9232789855072464,-157.38380892409813,-110.4806242616855,-246.81468008669592
12,0.9306100283593797,-163.83156563407178,-115.2921609772142,-260.66385695062314
13,0.9244191357836719,-170.04309887361387,-119.91545459022579,-274.497431340763
14,0.9215639242024466,-175.53537819279362,-123.89086791800844,-286.85637565471194
15,0.9252592860588519,-180.67932631080697,-127.85598757911241,-299.2341108856258
16,0.9210839431257065,-185.20022124164592,-131.49563727831384,-310.9208972048807
17,0.9306833114323259,-189.09922007174123,-134.53873448212147,-321.43524264568356
18,0.9283515169630847,-193.2627475398565,-137.91483091738507,-332.53711760009645
19,0.9309348186060515,-196.79628910065605,-140.6253055428789,-342.3345054348165
20,0.9344605035905826,-200.19460469629473,-143.31620058162233,-352.14371551885904
21,0.934615151331352,-203.1055601327841,-145.61858877708818,-361.46264776762604
22,0.9240040981136624,-205.74554657371337,-147.70878969176113,-369.83672752577695
23,0.9340213785477331,-207.94827434614544,-149.60911313951476,-377.4661881173107
24,0.9227327327327327,-210.43445909918864,-151.5815074413214,-385.5832768384712
25,0.9319381092925498,-211.95987654131793,-153.0361709632003,-392.61942073354743
26,0.9265803956567009,-213.82410798561887,-154.66203519837467,-399.80351543917095
27,0.9364665190084651,-215.7580284479269,-156.47476671508457,-407.688764884605
28,0.9304595974767197,-216.98936299148417,-157.683219615377,-413.8244492739163
29,0.9314270267023098,-218.19612125406002,-158.83990192324458,-420.2707930450007
30,0.9260644931409229,-219.58448876947796,-160.1634674812291,-427.02239653271096
31,0.9333930170098478,-220.58709463768247,-161.31082663868466,-433.0798478630995
32,0.9341227384744846,-221.6633041069438,-162.4687750223762,-438.7575713099661
33,0.9331099604020713,-222.73412577778285,-163.51514568441212,-444.53331453114805
34,0.9257185854025584,-223.36948660717917,-164.26212537000683,-449.65382168036484
35,0.9215414722264037,-223.77745907626462,-164.83898875142904,-453.97419692436574
36,0.9273302699248349,-224.76975377769847,-165.94177730173504,-459.65014554931366
37,0.9256463257541715,-225.40929316988908,-166.77601766052067,-464.90930677337536
38,0.9313085524327591,-225.904530749879,-167.2667205484117,-469.44614200581526
39,0.9361181615241124,-226.18889898151826,-167.79814346707005,-473.70137150338223
40,0.932501281239637,-226.7124244960074,-168.32617456931615,-478.1286286670247
41,0.9300118264244777,-227.318466013542,-168.94705998642286,-482.7116498199073
42,0.9248451895484066,-227.86308487579967,-169.57600907563585,-487.10922572203805
43,0.9326788218793829,-227.93764953632686,-169.78332721596064,-490.4770470963256
44,0.9328089547723492,-228.354964279779,-170.2415857648248,-494.5459240074134
45,0.9337808144959817,-228.58453681297377,-170.62872756265764,-498.50998131206313
46,0.9293492934929349,-228.8590718561724,-170.9034569636022,-502.2370428951159
47,0.925254981024668,-228.81438130552814,-171.04141935011455,-505.77507228934206
48,0.9219813498845612,-228.91117878828206,-171.24598927138967,-509.18009668110966
49,0.9290992791810527,-229.1315246478005,-171.68601898671875,-512.9901462105651
50,0.934988038277512,-229.34465610566934,-172.0358615736793,-516.654816196671
51,0.9290330373859998,-229.41612063712086,-172.209519272101,-519.7972293671237
52,0.9299368747022392,-229.641247196889,-172.58664415534892,-523.3686570090307
53,0.9355865413761746,-229.78322666621827,-172.8518780839972,-526.663196956651
54,0.9345884624668115,-229.79769209986117,-172.96686193991982,-529.7750196820181
55,0.9265771045592522,-229.812014014374,-173.11371132985346,-532.8279329511046
56,0.9249536657247897,-229.8591322953255,-173.32353262480717,-535.877135692381
57,0.9328885165459877,-230.0728443508905,-173.707636680283,-539.2466560254891
58,0.9270717901105154,-230.40082984849127,-174.11346187171736,-542.7678516329381
59,0.9324628682736791,-230.5316632363771,-174.26253297603571,-545.7711857255247
60,0.924022810977783,-230.65130133538466,-174.54821051815233,-548.6268152586163
61,0.9265056244156941,-230.610791070474,-174.67802668866622,-551.344336782632
62,0.9315835946777091,-230.62144659131243,-174.85771132791268,-554.137154783963
63,0.9317559759138738,-230.7399746309301,-175.0590015040852,-556.9809701464503
64,0.9294389300386842,-230.7027253016936,-175.16694710690288,-559.5075156752544
65,0.9342532467532467,-230.75504312297076,-175.42169871993752,-562.4025860998804
66,0.9367054530226436,-230.7658212377057,-175.53919607208493,-565.1006566702279
67,0.9307644016621327,-230.75546126618258,-175.722413693277,-567.764793518625
68,0.9264803125939285,-230.79162082449147,-175.89729195790866,-570.6132706646943
69,0.926933925463602,-230.91766140833016,-176.13495201668542,-573.528071528621
70,0.9297198392225089,-231.0261221225286,-176.335619111974,-576.0879247429767
71,0.9307502557006198,-231.2314935461085,-176.59019428572563,-578.8910087239242
72,0.9309118311981914,-231.45771398694097,-176.81880277535814,-581.4748860831818
73,0.9240594238782536,-231.4177887170695,-176.9229841260215,-584.1343084067541
74,0.9298150816522575,-231.53845609725408,-177.12208340600029,-586.7441204246794
75,0.9260434611781062,-231.53029678200565,-177.2759574300254,-588.9845169013296
76,0.9268174082178459,-231.71465928247326,-177.51122271706922,-591.5851612075559
77,0.9315370483772198,-231.77387821402556,-177.6324538189968,-593.6533559867008
78,0.9300208667251338,-231.90686112098317,-177.86268655575168,-596.0886203886703
79,0.9295473052447447,-232.00586578004985,-177.98418987523107,-598.4114401853728
80,0.9317722930416177,-232.0782269761042,-178.15469177064816,-600.8030971728446
81,0.9274963733075435,-232.27528323222336,-178.41248131791022,-603.3120175437143
