episode,service_level,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk
26,0.9387718132962986,-4.4861151091160805,-3.7501166237608476,-2.72110807762669,-2.6198190507844843
27,0.9453661756322943,-4.526555616114462,-3.7881289842827996,-2.7284652172915163,-2.637403264475228
28,0.9371362048894063,-4.583495267789961,-3.8160900802345856,-2.7761590511516125,-2.6870693522626916
29,0.9324685582356158,-4.642831281074361,-3.8668537716400087,-2.817961735439904,-2.713847601329075
30,0.9345296844623897,-4.680646684576934,-3.8933587972652104,-2.8449526868310766,-2.741239219236606
31,0.9341288924510939,-4.726804105088283,-3.9383176817705055,-2.870287501911245,-2.774218972297755
32,0.9310458298432451,-4.822562015010633,-4.017579521996784,-2.919251663799482,-2.83287399341013
33,0.9397894862036156,-4.872429336434175,-4.058157179206289,-2.9557323269745353,-2.8585499994274293
34,0.932025206821372,-4.939316551168597,-4.115704699321294,-2.9731745703689643,-2.8950399907841415
35,0.9333153509560631,-4.977092621898529,-4.143236646044607,-3.0052098849918605,-2.9229347447359237
36,0.9440943464169967,-5.004033370368523,-4.156749625324332,-3.0147185492115014,-2.9454043883899037
37,0.9418870880279568,-5.033453590272664,-4.185972211779375,-3.0070310298127705,-2.956018361913534
38,0.942827657378741,-5.0663333412553095,-4.210335620562296,-3.018058638214551,-2.983828508299868
39,0.9426706231454006,-5.070417376903082,-4.22025182781355,-3.0064406753222013,-2.978818156209904
40,0.9392055881134198,-5.095269285198369,-4.2481410801597,-3.0158895942261794,-2.9894446507529415
41,0.9344923380231204,-5.127914505257325,-4.271540504589196,-3.052500469554554,-3.0373817741518443
42,0.9389589203618567,-5.16305257027259,-4.305276472421569,-3.0518487443471276,-3.033736632539773
43,0.9432799013563502,-5.160461194769184,-4.30471861430956,-3.055015750255961,-3.0346261894911692
44,0.9336932783305023,-5.20836797800001,-4.349122136597894,-3.05805329745021,-3.043589475588347
45,0.9373070529565424,-5.235137896569966,-4.377854301023565,-3.060723132751014,-3.0613741408665796
46,0.9396696696696697,-5.270839981741039,-4.399634007011609,-3.061188583459872,-3.0644706623448577
47,0.933303424555107,-5.307984233189926,-4.42231442454709,-3.073112897012629,-3.0972612348542556
48,0.9308397175905062,-5.350267904894295,-4.458356150273233,-3.094435253264888,-3.126194770830959
49,0.9404443375522352,-5.376640189589757,-4.47896017506588,-3.1273423059384275,-3.1521434972352904
50,0.9467592592592593,-5.3800664454713525,-4.486665020440039,-3.1141091675275336,-3.1423450185202095
51,0.9370436036902365,-5.398905726890762,-4.502969449584658,-3.1313564684724953,-3.15548236706553
52,0.9349804941482445,-5.4385608072881,-4.543766771962577,-3.146824775260119,-3.1769943181171407
53,0.9369747899159664,-5.468982274431683,-4.573398206845763,-3.165090863673999,-3.1848417294860925
54,0.9419249788927753,-5.485186004651379,-4.585542852048021,-3.1693504964867474,-3.2025425806533634
55,0.931529856341661,-5.539874015571823,-4.616052555877106,-3.2125058199535395,-3.2423968949899407
56,0.9363814151949745,-5.5875091866702125,-4.657506308558573,-3.229043750808087,-3.267021219154255
57,0.9264331775424481,-5.6643935009815545,-4.7179639919011365,-3.2929147558872525,-3.3146549988411533
58,0.94383742570691,-5.682899911917746,-4.734189608810051,-3.2814227582486035,-3.3205640709713453
59,0.9380804953560371,-5.68512271935174,-4.741246745617535,-3.296433842730975,-3.3237258826208183
60,0.9375168731439542,-5.726850524392387,-4.7743460039940615,-3.327840161197325,-3.3588166260617522
61,0.9299450952758449,-5.773551823666323,-4.791347578977541,-3.3423830728665407,-3.3759071180034015
62,0.9414658874045801,-5.781528036648462,-4.796761581493047,-3.358217219575679,-3.4038031689658665
63,0.9435876141891091,-5.792705673198125,-4.799241909506744,-3.353400438478345,-3.4116697117428965
64,0.9420881893548,-5.803607972302499,-4.808945253849249,-3.361674696842139,-3.421064482960649
65,0.9390085097362284,-5.838012731762846,-4.834372944206559,-3.3796813659446507,-3.44963467103508
66,0.9416080341571953,-5.84821047352612,-4.838065529535668,-3.3887999509686053,-3.4742814086634253
67,0.9365398251004491,-5.8377133973937765,-4.832084675048026,-3.362592491836954,-3.4673477550343916
68,0.9435883572136613,-5.850138288464135,-4.843207017085339,-3.3564776733393993,-3.48290441839034
69,0.9401956163092152,-5.860229873767704,-4.834984624109595,-3.3782783740689712,-3.509329565795167
70,0.9445591880089697,-5.8692905174384,-4.837001864088852,-3.376749057678774,-3.506639295456502
71,0.9405452262808632,-5.879696857909493,-4.8402257207069725,-3.3712377785951637,-3.516812829620775
72,0.9405866952278948,-5.886200714778897,-4.858036805105451,-3.3599620051336734,-3.5137609640516234
73,0.9455079236691531,-5.88429345617777,-4.8627073395419815,-3.3587976895066416,-3.51849639920016
74,0.9402799929115718,-5.909123938258397,-4.880928133493209,-3.3765176180487364,-3.535456774837187
75,0.9403455101673565,-5.897645916235882,-4.8789328212737475,-3.355838922577929,-3.5235725104931044
76,0.939156914258419,-5.930044101524936,-4.89867956883708,-3.3914793260760057,-3.554055606519407
77,0.9352607676096055,-5.958549725542817,-4.922490361788098,-3.409334805909813,-3.571677827218319
78,0.9413046146293569,-5.972666243258022,-4.932099872165777,-3.416547448297911,-3.58129496857627
79,0.9366373155640171,-5.994683420665851,-4.9501831011098,-3.444751961682087,-3.599945789358506
80,0.9442499326690008,-5.996195940553889,-4.959770026815202,-3.4356099170529206,-3.6085992688165347
81,0.9405075661109301,-6.009164230520897,-4.971306410636205,-3.442793058384343,-3.6144057368026012
82,0.9378624440371384,-6.029229672835108,-4.984396060183674,-3.452157290318164,-3.6408850742607557
83,0.9401845663304412,-6.048065222955773,-5.001154552348883,-3.46430392678835,-3.6566527924558754
84,0.9395483255869383,-6.07078508605795,-5.018633302789848,-3.465677358273062,-3.6619265465007254
85,0.9362122664111164,-6.072556291291792,-5.01684776651365,-3.458598299020722,-3.665887578116128
86,0.9407837358274939,-6.067958335067049,-5.016376533605315,-3.460673643582804,-3.672810073060346
87,0.9446353456958351,-6.084967776766738,-5.037986941607576,-3.4576699109874096,-3.6753003279562355
88,0.938280874579529,-6.104426780512628,-5.055950367571337,-3.452611433924372,-3.673474735331246
89,0.9349833987322669,-6.136268833074291,-5.087933641992273,-3.4750619483441207,-3.6913810069826023
90,0.9388972130656278,-6.179246624974886,-5.112674238253459,-3.4996308217535983,-3.7192183103942247
91,0.9333273402852691,-6.20608566247406,-5.139986729514734,-3.510952995189578,-3.732915878519582
92,0.9409653092006033,-6.215686795206276,-5.148714662478422,-3.519955271709831,-3.7433688500193587
93,0.9395028451632226,-6.223505220444812,-5.172622803792561,-3.509796524530598,-3.747151449945757
94,0.9431117824773414,-6.225679105814664,-5.179498756722492,-3.5110118141100384,-3.756180521156029
95,0.9373858362030244,-6.239899567320542,-5.185888385846074,-3.515159255007585,-3.77064080630841
96,0.9344301382927992,-6.264427607641736,-5.204169009408693,-3.5240310619667716,-3.786839331187765
97,0.9344335814871289,-6.306124903371513,-5.229198719573335,-3.5310837572142924,-3.808055269125077
98,0.9363270177532448,-6.331671607102184,-5.247177414639989,-3.555560116096445,-3.8320124990555806
99,0.9412100628174687,-6.324993319886767,-5.248345227096204,-3.5500654308666317,-3.84442808628122
100,0.9414762016965127,-6.328129517657466,-5.25813940857885,-3.5571592243788173,-3.8468872829094587
101,0.941732425215278,-6.345635016477012,-5.276896163648003,-3.575619760696358,-3.8581115057928543
102,0.9364966107741706,-6.348962143067214,-5.284558164487979,-3.5763644532748056,-3.856173432713384
103,0.9416106379799791,-6.358477825921679,-5.2911635946534705,-3.596216705181682,-3.8818200458853696
104,0.9345306024385849,-6.384351505174178,-5.309000361056688,-3.6081859346052756,-3.8974559664857606
105,0.9400568869523118,-6.401363031175046,-5.327603618019706,-3.6221323056203283,-3.9083160488828974
106,0.9415878733303317,-6.410086311743458,-5.3356034650277575,-3.6275155660319762,-3.9164998228893135
107,0.9359265681994857,-6.414782388287565,-5.34471447966762,-3.621893386178079,-3.9181773768402324
108,0.9348631528624358,-6.456787557768625,-5.380648648465495,-3.63919814750071,-3.9301265486370527
109,0.9399614016042458,-6.464468305555899,-5.385644599318991,-3.6346576033092632,-3.9211675173638256
110,0.9426935788479698,-6.471216833987637,-5.395562754130508,-3.628500202371731,-3.9233458158620813
111,0.942498505678422,-6.474185308143887,-5.399380808952961,-3.6265031967873584,-3.9292083571644425
112,0.938063597532036,-6.477296559326928,-5.4031254176544135,-3.6209209113715617,-3.9322735704544876
113,0.9389610779341596,-6.488620171082114,-5.413755763811077,-3.631170008351194,-3.943819514006361
114,0.9445481365524715,-6.476024862964376,-5.40037380927294,-3.6286684925512573,-3.942094233660274
115,0.9428952042628774,-6.473377414575512,-5.4006661724105305,-3.6355798253429477,-3.944339974597004
116,0.9384319526627218,-6.483676798805327,-5.408218906424856,-3.6456745971750206,-3.9528209259434663
117,0.9406443805778248,-6.49499772154028,-5.417888893139319,-3.6587288561736053,-3.9669814258053657
118,0.9445777351247601,-6.498306723624639,-5.423375412409631,-3.6672336782694774,-3.976398027866561
119,0.9362032420813804,-6.521921299724705,-5.441421628724795,-3.675012092675968,-3.9847326037854365
120,0.9402462542649459,-6.535061673539053,-5.452521324659603,-3.6803718790246576,-3.995319703477021
121,0.9403354656133007,-6.526728748345424,-5.441770062492196,-3.6779442877377395,-4.005380640795526
122,0.9421509967226916,-6.52968222875483,-5.450371406121343,-3.679453621939116,-4.009261911255001
123,0.9420298543252803,-6.5373712930417325,-5.452231383673024,-3.6826840982218076,-4.023497050171229
124,0.9414663282066597,-6.554895790947716,-5.460996277458099,-3.6951472795567524,-4.037967776013122
125,0.9379599162428957,-6.565264539132935,-5.470915322091327,-3.691729113618613,-4.044159496548339
126,0.9413486233052619,-6.56687757130389,-5.470553897075466,-3.67534999120418,-4.04651176502154
127,0.9462728890765936,-6.569429668545949,-5.4711148542807075,-3.6667210675584934,-4.042848568575973
128,0.9398593024996258,-6.586496374568968,-5.488393789117921,-3.6732174452765953,-4.051290158427283
129,0.934810050492907,-6.598034028794933,-5.506657600155378,-3.6786516019901923,-4.055200458818157
130,0.9388447784714226,-6.605637701983139,-5.517606610729897,-3.6830751242307884,-4.064861403015737
131,0.938442844017664,-6.622042452410131,-5.530879414100315,-3.6972669842313484,-4.077933641074582
132,0.9379590144515517,-6.646699926692093,-5.556833604801272,-3.7096796753961607,-4.096994288240429
133,0.9443885998107853,-6.655029361320974,-5.5626795738820025,-3.709945417315774,-4.105046993187942
134,0.9461692084241103,-6.652167005446478,-5.560964536430613,-3.710454056650968,-4.110510150872653
135,0.9358612955048347,-6.670427133238441,-5.577692062165107,-3.703400820419533,-4.1125536298870315
136,0.9450516722756649,-6.674109407234876,-5.5796019501749825,-3.70164518047386,-4.112078937140205
137,0.9389640382711977,-6.683520637503684,-5.592462342319476,-3.705700676738906,-4.118726528226675
138,0.9414801551775589,-6.694819022191879,-5.596835416699592,-3.713413091755264,-4.13308316122362
139,0.938786389078094,-6.718133964609603,-5.620735614866764,-3.723052155861453,-4.139332716666393
140,0.9391317276241451,-6.731783475259191,-5.635320378812659,-3.7278772415070454,-4.149954562696527
141,0.9350424285885024,-6.7482675404805885,-5.652000828034079,-3.7515945077609896,-4.1711802877015085
142,0.9362622285850632,-6.757714300365817,-5.658063079093181,-3.759484420803499,-4.170275946217109
143,0.9406537988172785,-6.763342306339489,-5.660505626283721,-3.780192723964691,-4.189530473834759
144,0.9425733122520211,-6.775036325757787,-5.665095700515201,-3.7872443473058772,-4.192054123432492
145,0.9394913065673703,-6.782907517895084,-5.680416455379294,-3.77091675347564,-4.197041378373042
146,0.9389585458035875,-6.793757741652897,-5.687924377190876,-3.760766127412486,-4.197758846708893
147,0.942576478792105,-6.796784963768519,-5.696607091283058,-3.766036613167988,-4.205858268515925
148,0.940352449223417,-6.800364027613413,-5.701765662711806,-3.774502755179499,-4.214603645027851
149,0.9433839222195873,-6.8015898739187834,-5.705169763659061,-3.775749733464122,-4.214805905807468
150,0.941948693243406,-6.820114875099756,-5.722141958256027,-3.7685207585163747,-4.218403100372261
151,0.9435997596153847,-6.8199065590502395,-5.726712023895337,-3.7666764640049575,-4.222139920721563
152,0.9434499955472437,-6.813181277379889,-5.723294478192292,-3.748974914771611,-4.2244003575249875
153,0.9473542278420327,-6.815176273574828,-5.728515349266166,-3.7550904729825425,-4.227231030999125
154,0.9411764705882353,-6.829814221270828,-5.7435242589609325,-3.7659506982930266,-4.228461338819321
155,0.9441439287528764,-6.831144385356202,-5.744462900653214,-3.7632955605319136,-4.234661565916238
156,0.9394083685494911,-6.84494392560881,-5.7595638331606835,-3.776825137488602,-4.244212360543848
157,0.9443755106981812,-6.854896416757983,-5.769895959807425,-3.7864164343013553,-4.251556011876164
158,0.9372287939130952,-6.868996167977932,-5.785620278940286,-3.8017522667325787,-4.265633529830289
159,0.9402458354517451,-6.870923240537549,-5.789642618686652,-3.8099551015009,-4.283030181790174
160,0.9362673429807549,-6.88265815225396,-5.798601071019431,-3.8060130192982573,-4.285259899917554
161,0.9315348396458291,-6.9009183897787905,-5.820938903532253,-3.80715740760447,-4.28800857306917
162,0.9365396664379271,-6.916894641970402,-5.839295938778003,-3.819878073672212,-4.303344392160537
163,0.9390927164287005,-6.924492803761803,-5.850193200758618,-3.8180027405739256,-4.3057078096204195
164,0.9342027267338471,-6.942164011103321,-5.862811834846269,-3.8270844043622594,-4.312077650211666
165,0.9379779611007406,-6.961653918765632,-5.875033238984657,-3.8438045967039747,-4.3281732125579895
166,0.9409025357529143,-6.965549396270131,-5.880353268916453,-3.85042707148852,-4.330952988159239
167,0.9369808595160708,-6.981466030155446,-5.8930578662903335,-3.8501402989515454,-4.338168507277323
168,0.937211338183355,-6.993011843371117,-5.902534700487174,-3.864105967599578,-4.349634030396367
169,0.9451838147529243,-6.9949652273960226,-5.899714394410611,-3.869337725098807,-4.360162150377963
170,0.944349031305553,-6.985823033295292,-5.901106758491277,-3.861467554443794,-4.360915734804837
171,0.9390026310218647,-7.0000858585645735,-5.908350773686455,-3.8626830971527784,-4.367712074360195
172,0.9391993401478775,-7.0231285443154245,-5.925010328359673,-3.8823671649273153,-4.384249651613024
173,0.9436200879987863,-7.032099108408681,-5.930744670907899,-3.8826111250654507,-4.400874903936861
174,0.9415730337078652,-7.04153768948484,-5.9355100798480285,-3.89166052568051,-4.40313719541963
175,0.9393481741021537,-7.041764686029228,-5.93718568836649,-3.8918932664172843,-4.411447054062262
176,0.943498545807077,-7.051928520288823,-5.949148840781546,-3.8950654468670955,-4.421511487492455
177,0.9411428055061899,-7.059498291731653,-5.954812488637089,-3.9070045851286803,-4.432261741195961
178,0.9397518669483205,-7.067652440398615,-5.962315094228991,-3.917365600820354,-4.445420958664446
179,0.9505643749622744,-7.06064480420293,-5.962874486479036,-3.9184009345516446,-4.446569210954554
180,0.9436388590523929,-7.068032646905991,-5.970309867189415,-3.916025759083726,-4.448703817798977
181,0.9445620100742154,-7.07254270228743,-5.978137357596929,-3.90984222078196,-4.445864918982001
182,0.9462040618955513,-7.066694836996816,-5.98003282975407,-3.9132832520686724,-4.453334263529234
183,0.9445804717826217,-7.074526930496552,-5.989312059003879,-3.91813013071014,-4.460570594154666
184,0.9486858199826964,-7.064045706899255,-5.987012584259362,-3.9156753285542343,-4.464432962369024
185,0.9415120416384862,-7.072142161032815,-5.993980771484312,-3.910583409026978,-4.471452109676798
186,0.9462775861542688,-7.068561793591009,-5.993613997284135,-3.902266433086581,-4.466911901025387
187,0.9342796899593145,-7.0935557671751255,-6.011266923605238,-3.9271449714248545,-4.493856478726979
188,0.9429302547012616,-7.100614809107712,-6.021701954404253,-3.9285441451238636,-4.495099221494144
189,0.9459635609539327,-7.100448337730711,-6.028282316309354,-3.935242133240214,-4.496833527429534
190,0.938216273123778,-7.115730565283748,-6.0425258182328445,-3.946674539995699,-4.509513027000782
191,0.9409856743850797,-7.125634558188902,-6.049108837680966,-3.9572226508441672,-4.520343724968343
192,0.9351329099035521,-7.145166041802602,-6.064189608112406,-3.9676640956798384,-4.531231446859979
193,0.9396896448821247,-7.1585219264339655,-6.078896343286186,-3.9758152080916376,-4.543805839141666
194,0.9383679248124831,-7.1649905954700985,-6.083230529302911,-3.9897581731871576,-4.554335857462796
195,0.9379215251341386,-7.174862234093753,-6.095186036043035,-3.9906549021140627,-4.562169319255505
196,0.9417616205462109,-7.178778606058036,-6.099308911025612,-3.9988658064443965,-4.574538232736659
197,0.9422984065668759,-7.185277349873025,-6.103933422913919,-3.9958591737510027,-4.579380680598935
198,0.9458271014059229,-7.187545835130264,-6.1021657187953435,-3.9886822341220767,-4.576750897349286
199,0.937531001079567,-7.208307735502167,-6.115009396517766,-4.013447151783444,-4.593519286965448
200,0.9363803884844274,-7.223469191457758,-6.128884884721613,-4.027842414971922,-4.607946306908896
201,0.9423605863684449,-7.230708118013593,-6.134185269795244,-4.03270784518779,-4.608884180722587
202,0.9463396867791671,-7.233034485702514,-6.137539539219169,-4.023404639602101,-4.608920478141109
203,0.9433426049099045,-7.241304605837996,-6.147574255172513,-4.01951473355867,-4.613197589096232
204,0.9392832342018659,-7.249788938683945,-6.152852242450586,-4.030413194068812,-4.626132951507589
205,0.9426269382791121,-7.242886019481065,-6.144374563313536,-4.026121822229094,-4.629758400377158
206,0.9460188125337008,-7.2387568603542505,-6.141036883500025,-4.020387409809078,-4.6374393722139695
207,0.9433040078201369,-7.246682630229104,-6.149000785809554,-4.032483489633415,-4.64638893665964
208,0.9425443358668114,-7.2540087549573595,-6.154837394364764,-4.0488676382783435,-4.6600079497691285
209,0.9432391297860276,-7.2566836293354635,-6.157740862816358,-4.058923118311024,-4.668259543381107
210,0.9411410869499834,-7.259324528579624,-6.165257434307243,-4.055190572208347,-4.670661355171157
211,0.9386297903109183,-7.265304577887813,-6.1714139932138155,-4.073327282596999,-4.68213344727309
212,0.9445398403374002,-7.274867565442219,-6.176966888933623,-4.074123724854552,-4.685694940443222
213,0.9393097617681694,-7.277102043782277,-6.182943982227635,-4.078588975057107,-4.693693410622595
214,0.9375972704417574,-7.284238345791511,-6.192171982011179,-4.081977530364037,-4.699709574954804
215,0.9380012616022348,-7.2951799005551905,-6.205192811259383,-4.082823899891429,-4.709144938410787
216,0.9472243346007605,-7.297414736007417,-6.210838848439169,-4.081538379616285,-4.712781522651071
217,0.9431711809644594,-7.2949774036624335,-6.209810799482896,-4.067239618759368,-4.706268172775674
218,0.9359594221813544,-7.306346142233278,-6.226254838939205,-4.079439598002906,-4.7176102678637895
219,0.9428477631539678,-7.31469233903722,-6.228513509283432,-4.089878080986153,-4.7305427730816465
220,0.9464322831606141,-7.315875311613144,-6.233746833369718,-4.090602869595398,-4.734048171136426
221,0.9416827154549832,-7.32478505079116,-6.244285979144093,-4.092146435443518,-4.73530228949433
222,0.9397293607929254,-7.329757755173813,-6.245394322601827,-4.091109624950366,-4.7409776176437735
223,0.9390903448887312,-7.336795994082656,-6.25559360572977,-4.090620493205991,-4.742928798161075
224,0.935586753703538,-7.3496091928932055,-6.267162566408736,-4.095888876501408,-4.755874744490938
225,0.9445355598628299,-7.352564347755203,-6.273039471337469,-4.096282770071689,-4.762600551355788
226,0.9350082744095081,-7.363446541286075,-6.285177197611661,-4.102003749256616,-4.773371269200728
227,0.9435865017008338,-7.372416434934942,-6.288949575608482,-4.110469436980461,-4.7801805390371666
228,0.9401977333011816,-7.383625516715935,-6.299751312006222,-4.119894596051278,-4.7888045423291565
229,0.9398037338439444,-7.390691940185656,-6.3108742543792875,-4.11463060263804,-4.79287239183729
230,0.9485542955530487,-7.394937815389646,-6.313608923543191,-4.110287586441748,-4.78829109705619
231,0.9397034596375617,-7.401315992485844,-6.322446036743154,-4.1189449657827,-4.796854021454613
232,0.9377799152364062,-7.410896219488572,-6.335269359136457,-4.116933637961066,-4.800329447269528
233,0.9335635981378585,-7.4270298435017255,-6.339490735147116,-4.135733044418894,-4.8154450420199995
234,0.9440491981188954,-7.4311377094462046,-6.343268981688572,-4.130774724564024,-4.815136228222346
235,0.9430843272651183,-7.434080126919311,-6.35024624434305,-4.136602231994001,-4.822315116761791
236,0.9399903695678343,-7.441828805244094,-6.35692809632507,-4.136664299092654,-4.830116671305375
237,0.9405801013827649,-7.447945695607622,-6.366867580821488,-4.134621558429567,-4.834173731555599
238,0.9476900149031297,-7.46069767454186,-6.381372369366255,-4.1244279747934565,-4.834657810593847
239,0.9393857677902622,-7.470725633048603,-6.3939984694571645,-4.120327193489476,-4.835574306142408
240,0.9293648193919181,-7.494363598479564,-6.413436919297355,-4.136051443684618,-4.851829992074736
241,0.9417220913239286,-7.499076499025928,-6.4145210693062085,-4.1346264251150115,-4.85150577913372
242,0.9404829758512074,-7.5137632897433315,-6.426947829461335,-4.1361830439798455,-4.8585497302798295
243,0.9402222889756684,-7.521973522601904,-6.436087311862028,-4.147554788303862,-4.87362561091293
244,0.9406799952113013,-7.530102583049478,-6.4418125243811595,-4.144341837861034,-4.873230271309233
245,0.941560190310901,-7.53963697981122,-6.453422523653937,-4.147843549110266,-4.876812692752216
246,0.9451431309138819,-7.545475883571204,-6.462271137049597,-4.1476885703519075,-4.878778061863944
247,0.944000963942525,-7.553716697369082,-6.46631192455297,-4.158096692476541,-4.893083073839377
248,0.9449483797815839,-7.557671488304354,-6.4756508202203324,-4.156632617389972,-4.894764111555834
249,0.9439446572251418,-7.566267391278218,-6.480901106069353,-4.158989919630522,-4.9027912318482425
250,0.9346254927726676,-7.582842032759471,-6.496975951890885,-4.166440174942464,-4.909627158283117
251,0.9407736056933568,-7.592039076578279,-6.5077373140297725,-4.173957325545422,-4.919717336554846
252,0.939230815240146,-7.602556995905317,-6.516553241933017,-4.176041870649768,-4.92012194985079
253,0.9337947363628085,-7.615585964192312,-6.529136905052093,-4.17700886344755,-4.927651338397804
254,0.9446686746987952,-7.613158634631109,-6.52477073528785,-4.182809281696849,-4.936026257620678
255,0.942193941566589,-7.619584462238715,-6.531843718744336,-4.178490658732723,-4.941827094556673
256,0.9404797333492054,-7.628280044330561,-6.541580459512964,-4.173079952061387,-4.9437257984603455
257,0.9368641622885603,-7.6373908470832435,-6.555106760266373,-4.17546793376385,-4.948456472815812
258,0.9450526378932845,-7.635734972911771,-6.559800276836181,-4.181814567633698,-4.955049888857524
259,0.9309994319710604,-7.6533952503795755,-6.572725627104485,-4.1906594915858815,-4.960936621335931
260,0.9391415950334289,-7.66437787188214,-6.582873040989263,-4.187300682393514,-4.965180398974673
261,0.9380133317462207,-7.675636295822429,-6.59320810972626,-4.20171986669278,-4.975485538931158
262,0.9425266636623103,-7.683349984911142,-6.5977699458502075,-4.215437971748221,-4.981960625471105
263,0.9401774921130996,-7.697745703910947,-6.614293880879142,-4.227606682349561,-4.989982799587332
264,0.9411958837118598,-7.705601947711083,-6.6244942088885574,-4.231773020248291,-4.991398978166331
265,0.9451919331155794,-7.705747710844935,-6.62893636385006,-4.233532905615513,-4.994402262110142
266,0.9354732756046581,-7.717864431484084,-6.64210479062536,-4.240770515810788,-5.00397279188207
267,0.9387235063105195,-7.721181981492505,-6.647150009804892,-4.235599737307988,-5.005320418029748
268,0.9398016155856498,-7.724783953797404,-6.647807843557971,-4.2410880630739,-5.009172845393249
269,0.9431620600755442,-7.733201950107368,-6.654333128631144,-4.251398576092028,-5.018345411183487
270,0.9386985989119533,-7.744377330991893,-6.662353518730313,-4.257546365090718,-5.028444328286849
271,0.9390357885850393,-7.755681557449434,-6.670871149904459,-4.271385099986084,-5.039044929180486
272,0.933271408881165,-7.768912156777472,-6.682621117969433,-4.281313338322868,-5.054873435298531
273,0.9398756873057614,-7.78489880838752,-6.696413457784587,-4.2851004410448015,-5.056765436860716
274,0.9423834196891192,-7.797705685922088,-6.705811037182032,-4.288421492590989,-5.061723431792063
275,0.9401981386970879,-7.806572767454638,-6.715239744634707,-4.300267725148026,-5.073943311152
276,0.9397187472009076,-7.8042793972942475,-6.7170690502815384,-4.302308562469486,-5.079242930861004
277,0.9413653663177926,-7.805195277555578,-6.720938282065124,-4.308204515761224,-5.089809011020124
278,0.9394201773504911,-7.812409223776787,-6.726768938740867,-4.30259722456858,-5.091050482847516
279,0.945145381380291,-7.803614122350499,-6.722719894549516,-4.294272306133825,-5.082675031459302
280,0.9512319100586054,-7.801300795757427,-6.721722566176088,-4.2896201983570155,-5.078318194855053
281,0.937112462006079,-7.811626360833053,-6.731262100188113,-4.296575332645673,-5.088857146936411
282,0.9404336502937436,-7.814229604555423,-6.736925829653843,-4.3032336008147665,-5.096653505724016
283,0.9354848357958964,-7.823667642707593,-6.746498639242979,-4.30316797789185,-5.101871268718001
284,0.9443412617578335,-7.831290821431028,-6.754392645835207,-4.293388915270941,-5.100278247317938
285,0.9480406560129524,-7.836438314708728,-6.757341135190972,-4.29275194404422,-5.103176790130313
286,0.9485376233738795,-7.836913085249466,-6.757945357505703,-4.296631956414563,-5.109696499092693
287,0.9441964963415005,-7.838670020093288,-6.760285097540165,-4.300356286065666,-5.117151718359859
288,0.9333993637073054,-7.843034729060752,-6.765168836598199,-4.311510335978612,-5.129182449684625
289,0.9434298970911903,-7.8478640371582395,-6.767146584463295,-4.316202483877212,-5.135167503663621
