Seed,Day,Hour,Time (minutes),Starvations,Bike Starvations,Long Congestions,Short Congestions,Maintenance Violations,Maintenance Starvations,Bike Pickups,Bike Deliveries,Maintenance Time (minutes),Avg Bike Criticality,Bikes Critical (>0.83),Bikes High (0.60-0.83),Bikes Medium (0.30-0.60),Bikes Low (<=0.30)
3,0,7,420,0,0,0,0,0,0,0,0,0.0,0.4348,26,143,381,218
3,0,8,480,0,0,0,0,0,0,19,6,0.0,0.4361,26,144,384,214
3,0,9,540,0,0,0,0,0,0,18,11,0.0,0.4384,26,147,381,214
3,0,10,600,1,1,0,0,0,0,19,30,0.0,0.4417,28,150,380,210
3,0,11,660,1,1,0,0,0,0,19,18,0.0,0.4447,30,150,381,207
3,0,12,720,1,1,0,0,0,0,24,21,0.0,0.4486,34,150,384,200
3,0,13,780,5,5,1,4,0,0,23,26,0.0,0.452,36,149,389,194
3,0,14,840,19,9,8,13,1,10,9,19,0.0,0.4573,39,153,392,184
3,0,15,900,63,54,1,16,4,9,28,28,0.0,0.463,43,164,383,178
3,0,16,960,31,19,9,7,0,12,30,14,0.0,0.4662,43,167,385,173
3,0,17,1020,21,15,11,6,0,6,25,27,0.0,0.4693,44,169,385,170
3,0,18,1080,2,2,5,2,1,0,23,27,0.0,0.4721,45,169,385,169
3,0,19,1140,8,5,14,1,1,3,17,27,0.0,0.4753,48,168,385,167
3,0,20,1200,3,3,5,6,1,0,29,17,0.0,0.4781,49,171,384,164
3,0,21,1260,7,7,2,2,0,0,23,20,0.0,0.4801,51,171,383,163
3,0,22,1320,4,4,1,0,0,0,25,20,0.0,0.4818,52,171,384,161
3,0,23,1380,0,0,0,0,1,0,14,25,0.0,0.4823,52,172,383,161
3,1,24,1440,0,0,0,0,0,0,0,0,0.0,0.4225,0,172,383,213
3,1,1,1500,0,0,0,0,0,0,0,0,0.0,0.4225,0,172,383,213
3,1,2,1560,0,0,0,0,0,0,0,0,0.0,0.4225,0,172,383,213
3,1,3,1620,0,0,0,0,0,0,0,0,0.0,0.4225,0,172,383,213
