Seed,Day,Hour,Time (minutes),Starvations,Bike Starvations,Long Congestions,Short Congestions,Maintenance Violations,Maintenance Starvations,Bike Pickups,Bike Deliveries,Maintenance Time (minutes),Avg Bike Criticality,Bikes Critical (>0.83),Bikes High (0.60-0.83),Bikes Medium (0.30-0.60),Bikes Low (<=0.30)
2,0,7,420,0,0,0,0,0,0,0,0,0.0,0.443,31,151,362,224
2,0,8,480,0,0,0,0,1,0,7,0,44.5,0.438,30,148,353,237
2,0,9,540,1,0,0,0,1,1,17,14,24.5,0.4359,29,145,355,239
2,0,10,600,3,3,0,0,0,0,14,18,2.69,0.4382,28,149,358,233
2,0,11,660,11,11,0,3,0,0,24,20,4.61,0.4413,31,148,360,229
2,0,12,720,6,6,0,2,1,0,17,27,0.5,0.444,32,148,363,225
2,0,13,780,13,13,5,3,0,0,23,22,5.68,0.4466,34,148,367,219
2,0,14,840,7,7,2,1,0,0,25,22,11.15,0.4491,33,152,370,213
2,0,15,900,33,26,22,2,5,7,22,19,0.76,0.4547,35,157,375,201
2,0,16,960,28,13,12,5,0,15,12,12,6.66,0.4584,37,160,378,193
2,0,17,1020,12,9,13,7,3,3,32,23,3.62,0.4621,38,163,381,186
2,0,18,1080,16,12,22,3,1,4,19,28,1.91,0.4651,37,165,385,181
2,0,19,1140,3,1,18,1,0,2,21,25,5.05,0.4676,37,169,382,180
2,0,20,1200,1,1,15,0,0,0,13,5,25.5,0.4659,38,166,375,189
2,0,21,1260,6,1,10,3,1,5,9,12,28.58,0.4643,39,166,368,195
2,0,22,1320,3,3,5,0,0,0,20,8,25.94,0.4611,39,163,364,202
2,0,23,1380,0,0,0,0,0,0,1,21,17.75,0.4575,37,162,365,204
2,1,24,1440,0,0,0,0,0,0,0,0,0.0,0.4578,37,162,365,204
2,1,1,1500,0,0,0,0,0,0,0,0,0.0,0.4578,37,162,365,204
2,1,2,1560,0,0,0,0,0,0,0,0,0.0,0.4578,37,162,365,204
2,1,3,1620,0,0,0,0,0,0,0,0,0.0,0.4578,37,162,365,204
2,1,4,1680,0,0,0,0,0,0,0,0,0.0,0.4578,37,162,365,204
2,1,5,1740,1,1,1,1,1,0,0,0,0.0,0.4582,38,161,366,203
