Seed,Day,Hour,Time (minutes),Starvations,Bike Starvations,Long Congestions,Short Congestions,Maintenance Violations,Maintenance Starvations,Bike Pickups,Bike Deliveries,Maintenance Time (minutes),Avg Bike Criticality,Bikes Critical (>0.83),Bikes High (0.60-0.83),Bikes Medium (0.30-0.60),Bikes Low (<=0.30)
1,0,7,420,0,0,0,0,0,0,0,0,0.0,0.4443,35,153,376,204
1,0,8,480,1,0,0,1,0,1,0,0,45.0,0.4398,35,150,368,215
1,0,9,540,0,0,0,0,1,0,15,8,37.5,0.4359,34,148,362,224
1,0,10,600,4,2,0,0,0,2,22,20,7.89,0.4368,34,147,365,222
1,0,11,660,0,0,0,3,0,0,17,16,23.36,0.4351,33,146,369,220
1,0,12,720,2,2,0,0,1,0,11,18,14.38,0.4362,33,145,373,217
1,0,13,780,4,4,0,0,0,0,17,15,18.23,0.4372,33,142,378,215
1,0,14,840,3,3,2,4,0,0,23,13,31.96,0.4357,31,143,380,214
1,0,15,900,25,20,35,16,2,5,15,20,2.42,0.4432,35,148,383,202
1,0,16,960,50,25,19,17,0,25,14,24,15.05,0.4461,36,147,384,201
1,0,17,1020,17,15,13,4,1,2,20,0,40.0,0.4438,37,146,375,210
1,0,18,1080,8,7,17,2,0,1,1,12,32.43,0.4401,36,140,380,212
1,0,19,1140,1,0,8,3,3,1,9,14,16.0,0.4398,39,131,383,215
1,0,20,1200,14,8,11,4,0,6,11,12,14.2,0.4388,38,132,384,214
1,0,21,1260,7,4,1,6,0,3,5,8,18.92,0.4369,35,130,391,212
1,0,22,1320,1,0,9,3,0,1,17,11,18.5,0.4351,35,127,390,216
1,0,23,1380,0,0,2,0,0,0,24,10,21.87,0.4314,33,123,392,220
1,1,24,1440,0,0,0,0,0,0,0,0,0.0,0.4314,33,123,392,220
1,1,1,1500,0,0,0,0,0,0,0,0,0.0,0.4314,33,123,392,220
1,1,2,1560,2,2,0,0,0,0,0,0,0.0,0.4314,33,123,392,220
1,1,3,1620,0,0,0,0,1,0,0,0,0.0,0.4321,34,123,391,220
1,1,4,1680,0,0,0,0,0,0,0,0,0.0,0.4321,34,123,391,220
1,1,5,1740,0,0,1,1,0,0,0,0,0.0,0.4325,34,123,392,219
1,1,6,1800,3,3,4,1,2,0,0,0,0.0,0.4349,34,125,392,217
1,1,7,1860,13,13,2,4,0,0,0,0,0.0,0.4379,36,128,389,215
1,1,8,1920,8,8,13,13,0,0,13,20,43.78,0.4324,33,125,385,225
1,1,9,1980,0,0,4,9,0,0,5,18,27.21,0.4297,32,121,387,228
1,1,10,2040,4,4,14,6,1,0,4,0,42.28,0.4258,31,118,379,240
1,1,11,2100,13,11,6,4,0,2,16,0,21.0,0.4259,33,115,374,246
1,1,12,2160,5,4,0,1,0,1,6,13,33.93,0.4226,31,111,376,250
1,1,13,2220,32,25,0,2,1,7,10,17,23.5,0.4223,31,108,379,250
1,1,14,2280,18,15,8,14,1,3,17,10,30.01,0.4231,32,107,377,252
1,1,15,2340,55,23,6,10,1,32,16,23,12.0,0.4274,33,107,382,246
1,1,16,2400,24,3,7,15,2,21,22,11,18.11,0.4296,33,108,385,242
1,1,17,2460,13,8,4,5,0,5,15,16,34.15,0.4271,32,105,388,243
1,1,18,2520,16,13,0,7,2,3,2,0,34.0,0.4299,32,108,388,240
1,1,19,2580,9,9,12,7,0,0,2,20,11.54,0.4298,32,107,390,239
1,1,20,2640,13,13,5,2,0,0,21,10,20.5,0.4293,32,107,384,245
1,1,21,2700,15,12,7,6,0,3,10,21,18.5,0.4279,31,104,393,240
1,1,22,2760,0,0,9,2,0,0,15,8,32.4,0.4239,34,96,389,249
1,1,23,2820,0,0,1,0,0,0,13,0,40.0,0.4212,34,95,382,257
1,2,24,2880,0,0,0,0,0,0,0,0,0.0,0.4215,34,95,383,256
