seed,exp_name,alpha,duration_hours,total_runtime_s,lookahead_minutes,num_scenarios,n_routing_candidates,n_time_steps,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,1,18,0.9477,401.2098,2224,931,60282,58058,58058,236,49,215,236,236,220,7633,7872,0.0157,0.0328,0.9514,0.0091,0.0222,0.9687,7,17,211,218,215,220
43,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,1,18,0.9515,398.1801,2143,771,60062,57919,57921,224,47,197,224,224,212,7692,7914,0.0079,0.0329,0.9593,0.0065,0.0183,0.9752,5,14,198,208,197,212
44,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,1,18,0.9431,398.3144,2465,917,59410,56945,56947,263,47,219,263,263,239,7373,7627,0.0157,0.0288,0.9556,0.0013,0.0301,0.9686,1,23,209,250,219,239
45,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,1,18,0.9446,397.0795,2368,929,59520,57152,57152,219,49,225,219,219,210,7711,7937,0.0105,0.0276,0.9619,0.0091,0.0156,0.9752,7,12,224,208,225,210
46,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,1,18,0.9475,397.8582,2104,991,58938,56834,56834,237,52,194,237,237,224,7652,7896,0.0105,0.0316,0.9578,0.0013,0.0248,0.9739,1,19,188,223,194,224
47,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,1,18,0.9507,398.5234,2055,873,59402,57347,57348,246,52,192,246,246,234,7444,7698,0.0132,0.0448,0.942,0.0039,0.03,0.9661,3,23,186,231,192,234
48,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,1,18,0.9487,398.8396,2249,809,59646,57397,57396,226,49,227,226,226,211,7581,7796,0.0106,0.0317,0.9578,0.0053,0.0277,0.967,4,21,224,222,227,211
49,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,1,18,0.9516,397.1176,2037,823,59136,57099,57101,219,48,211,219,219,209,7571,7800,0.0131,0.0327,0.9542,0.0065,0.0209,0.9726,5,16,206,210,211,209
50,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,1,18,0.9472,397.9206,2270,866,59402,57132,57130,210,47,228,210,210,208,7604,7823,0.0143,0.0261,0.9596,0.0065,0.0222,0.9713,5,17,223,208,228,208
51,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,3,1,18,0.9495,400.0557,2090,934,59852,57762,57763,259,45,221,259,259,262,7494,7743,0.0119,0.0264,0.9618,0.0065,0.0234,0.9701,5,18,218,253,221,262
