episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max,projected_starvation_risk
0,0.8957455770850885,-0.8149620015057736,-0.5892017631558701,-3.068912552203983,-0.24057402794605878
1,0.9329826375163438,-0.7548663381687571,-0.559284683749524,-2.6156060369535434,-0.24473491607339887
2,0.9312903420401761,-0.716009875376731,-0.5150000802303942,-2.2705585558957666,-0.2540935800208612
3,0.9326251805488686,-0.7490504113545366,-0.5422596129649028,-2.267158616803444,-0.27856973794524814
4,0.9280724372620154,-0.838933937301663,-0.6265061927843403,-2.540501099779574,-0.31562751429709995
5,0.9309162027982548,-0.8431779593400132,-0.6242193123268163,-2.3841720576812344,-0.3459528947554588
6,0.9289404132628544,-0.9197275529040644,-0.6726274385613429,-2.590064945291139,-0.382764969380119
7,0.9301280883870576,-0.9364693792163998,-0.6821990434467076,-2.5272950090906336,-0.4033615883490189
8,0.928885564697083,-1.0239302951093028,-0.7486494994110514,-2.762404850422612,-0.45573781377242645
9,0.9336632777794341,-1.0064948107805494,-0.7314550823908359,-2.5774814265717305,-0.4681378981187777
10,0.9237234523271577,-1.0506664341663732,-0.779158934414519,-2.6251054185145852,-0.49897302609551547
11,0.9349578820697955,-1.0497937693507775,-0.7853044658825056,-2.482333147908514,-0.525988196068828
12,0.9263224370733467,-1.0989055720620544,-0.816639738648745,-2.5374735022600823,-0.5649594270015774
13,0.9353306540007307,-1.07832718822755,-0.8062380089123984,-2.3342496402051705,-0.5708764949494572
14,0.9352650304528735,-1.088184196275311,-0.8251867760518999,-2.2747253848500506,-0.5786075859298307
15,0.9260810607202049,-1.1869910591828454,-0.8938866421436988,-2.6440568604355366,-0.6284767598092703
16,0.9337371180618333,-1.1666093706199947,-0.8823000880572508,-2.4539393763290174,-0.6313534897157111
17,0.9334573382935317,-1.1642063897667103,-0.8864352280847914,-2.374460344422017,-0.6347287086355555
18,0.9321430707578204,-1.1749031586911691,-0.8987605128933871,-2.2677188222967013,-0.6604015112854255
19,0.9312286897223575,-1.211484998657437,-0.9400087733323838,-2.316763157020243,-0.6785259622940956
20,0.9365520575261345,-1.2150727238168328,-0.9500133177519265,-2.2093757036831243,-0.699106050129082
21,0.9240795242957535,-1.2834241698982576,-1.0102694890100032,-2.484772477124367,-0.7285765691933864
22,0.9303380916604057,-1.3036403199455282,-1.0360785037775517,-2.4946938294964056,-0.7391496403705969
23,0.927581542161431,-1.3644081135578303,-1.090464013834659,-2.6799076223813323,-0.7653918781593632
24,0.9316436022357055,-1.3685743075396206,-1.1048466211737304,-2.6117358459431377,-0.7802687180001538
25,0.940646335912608,-1.3436652426209295,-1.0935115156550015,-2.4270742426216003,-0.7863102577798591
26,0.9399136410630664,-1.3177168348076267,-1.0814833404925703,-2.1978427897137607,-0.7988604402176908
27,0.9303788036837243,-1.3597528585191128,-1.1172969397483166,-2.3232177231615916,-0.820952326675731
28,0.9390972201170158,-1.3293634898256121,-1.0945585996258569,-2.0848951116779957,-0.8235558535388888
29,0.935440302539168,-1.3722367796764385,-1.1239645635302409,-2.2219838731195884,-0.851463185949435
30,0.9341401464216346,-1.3933789989923344,-1.1429984995843703,-2.277052363278285,-0.8688505616266523
31,0.9413363601063354,-1.4179842330878243,-1.1721932366458208,-2.3310249137969024,-0.8867748849823884
32,0.9367195767195767,-1.440940103987189,-1.1947220379502617,-2.3425781856659036,-0.8950193755839
33,0.9381643685840977,-1.4644650503242491,-1.210467477894778,-2.3713193055036563,-0.9068064494291619
34,0.931662382176521,-1.497158317729384,-1.2433056977710515,-2.4756650233533617,-0.9344291629373838
35,0.9332219371009131,-1.5212497465086814,-1.268892572621161,-2.512088039846243,-0.9469309672761594
36,0.9336036036036036,-1.5374333810017418,-1.2868755153159925,-2.543998680678851,-0.9521300231006187
37,0.933365235075966,-1.56361956128642,-1.315313575072297,-2.6056600388590776,-0.9795020144898074
38,0.9378544855766299,-1.5472473990546816,-1.3070494593501032,-2.456882043157847,-0.9931687436724417
39,0.9340129078955305,-1.5613678558232784,-1.3196019463897957,-2.469114040419614,-1.0000217050306626
40,0.9387655822438431,-1.5332291381266163,-1.3027463553166787,-2.2811455466100146,-0.9956697023169095
41,0.9327710623268276,-1.5595817363211666,-1.3301148476170743,-2.360592693079788,-1.0072348930730504
42,0.9334447652332473,-1.5760445907084655,-1.3444780476814486,-2.369175510308812,-1.0293110952079687
43,0.9367434595860992,-1.5914695435935489,-1.3611906533598463,-2.3937101594233985,-1.0423089147852656
44,0.936766862170088,-1.5980174469745074,-1.3687350293593616,-2.3592145955062294,-1.049633221608444
45,0.935783078974663,-1.6130331379476452,-1.3902013872967065,-2.3690974017917403,-1.058334950030721
46,0.9346859786519912,-1.6417904088703565,-1.4108512313768424,-2.4699661600682816,-1.073771301368695
47,0.9385252091955412,-1.6360961254484518,-1.4096599759873918,-2.387913590095855,-1.0834587894079386
48,0.9297433103281268,-1.6734426440680308,-1.4362094252497304,-2.5148268057161194,-1.1082289842941546
49,0.937151379567487,-1.6757538835238102,-1.4425562168900323,-2.45768708845974,-1.119259740705088
50,0.9321972770714995,-1.700392822470275,-1.4654491417701572,-2.5399017139266507,-1.141078837536102
51,0.9330195184840944,-1.7170901861030676,-1.4854825678961845,-2.5974840253278355,-1.1575933182230629
52,0.9373030403073321,-1.7155444258305692,-1.4870530934929724,-2.5355472900226625,-1.1661659935469224
53,0.9297212056294445,-1.7300118185172382,-1.5079210691211047,-2.5611335506429436,-1.1768218559460404
54,0.9361619073356755,-1.7501246561043273,-1.5211121688784728,-2.6214640295078144,-1.1964515157020033
55,0.9365649311789348,-1.757732788908039,-1.5302112573927331,-2.625721379873914,-1.2118789315288439
56,0.9405543507323014,-1.7685987418231768,-1.5424696247651914,-2.6447254147996864,-1.2232494657818132
57,0.9350323921281017,-1.769755808963663,-1.541471998060016,-2.5916250235869818,-1.233797255554215
58,0.9342863174402123,-1.7851069737378091,-1.5538361188305947,-2.6118789546829864,-1.2494359193354863
59,0.9380345131935356,-1.782800812477509,-1.5591783610212508,-2.5603124672082207,-1.2575143237082804
60,0.9335489473841823,-1.7961169653091926,-1.5698406580466673,-2.580131542150622,-1.2702201061259597
61,0.9369703228942012,-1.8096282551067062,-1.5833890368167307,-2.632874979987208,-1.2825946076436148
62,0.9305830781240617,-1.8245092389729687,-1.6005990327043604,-2.668188737877633,-1.2863524725364763
63,0.9385471444294974,-1.8112409041117714,-1.595550409400146,-2.5541264548577693,-1.281115751311995
64,0.9347589047734431,-1.8239994987327794,-1.6060448262622424,-2.559327707115919,-1.294264863263941
65,0.9376344086021505,-1.8381534534961546,-1.6177099449072703,-2.589262679337579,-1.303509966656538
66,0.9225253691438293,-1.8626537072504215,-1.6390182677127263,-2.6398512554979283,-1.3184920607104722
67,0.935956743766897,-1.8713508324191215,-1.6559850552780535,-2.651795463187051,-1.3284468750227614
68,0.9279401973246172,-1.894577095616402,-1.6803793388855621,-2.7145201563376635,-1.3438510916269184
69,0.9327999037420286,-1.907107880500204,-1.6968111687688663,-2.7320319320042348,-1.352508906335226
70,0.932278347724059,-1.9194331913782867,-1.7125049220126258,-2.7327982876986012,-1.3628326713185488
71,0.9392392903245175,-1.924095751557542,-1.7214694197334366,-2.7164419368631707,-1.3778114490320692
72,0.9314510174547388,-1.9418460590352653,-1.7427777537477962,-2.7604013946565438,-1.3886402396042175
73,0.9310975244260624,-1.962238131045439,-1.763530417321192,-2.8183494237699698,-1.3990470131503667
74,0.9318584070796461,-1.9725778776272263,-1.7713553044663974,-2.8266120184609362,-1.4163333868156458
75,0.9358804785667048,-1.9696963802797214,-1.7699410923500745,-2.763722725535181,-1.4246896367397999
76,0.9402333233622495,-1.9730784278290818,-1.7758684010418653,-2.7228492754504585,-1.4263205911474743
77,0.931239312393124,-1.9911181016960384,-1.7969322130293897,-2.778873329913767,-1.438035093598225
78,0.9299792997929979,-2.012387359288305,-1.8171966476564239,-2.864351573097484,-1.4500352018391338
79,0.9317726361814538,-2.018429152470583,-1.8269795186451658,-2.8647774626230063,-1.4584537738037293
80,0.9294764020655698,-2.0262232857172253,-1.8399489292436615,-2.8775450642471503,-1.467788076681913
81,0.9339811542991755,-2.0372612687279013,-1.8504363718769143,-2.881182437262214,-1.4779654062630931
82,0.9400365959744428,-2.0359556148127735,-1.8512645228859048,-2.8543597261680103,-1.484499905172703
83,0.930729907135727,-2.070063856331968,-1.8773314971926383,-2.9835534557489183,-1.497084071400008
84,0.9326737451737451,-2.073270585629184,-1.8860830396050554,-2.9795363780476247,-1.5043507352901972
85,0.9426482485841848,-2.0669838818130835,-1.8829741773734465,-2.904271810616721,-1.514185087980505
86,0.9337253607752543,-2.071982280245786,-1.889541162048686,-2.903789205149503,-1.5218332475472214
87,0.9359001544939566,-2.0744720517144146,-1.9002268865748275,-2.8997552404736706,-1.5272598403567952
