seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,Imbalance_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9334,400.2809,2801,1214,60282,57481,57480,187,46,180,187,187,177,7628,7805,0.0157,0.0328,0.9514,0.043,0.0834,0.8735,33,64,203,216,180,177
43,Imbalance_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9345,397.232,2774,1163,60062,57288,57288,176,44,181,176,176,163,7511,7693,0.0079,0.0329,0.9593,0.0457,0.0587,0.8956,35,45,212,189,181,163
44,Imbalance_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9313,397.5672,3054,1028,59410,56356,56359,205,45,195,205,205,191,7220,7416,0.0157,0.0288,0.9556,0.0392,0.0758,0.885,30,58,214,239,195,191
45,Imbalance_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9382,396.5469,2550,1129,59520,56970,56973,184,45,190,184,184,183,7605,7784,0.0105,0.0276,0.9619,0.0378,0.0756,0.8866,29,58,211,218,190,183
46,Imbalance_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9388,397.4092,2574,1034,58938,56364,56363,188,43,199,188,188,184,7500,7684,0.0105,0.0316,0.9578,0.0235,0.0795,0.897,18,61,210,221,199,184
47,Imbalance_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9398,397.9109,2506,1071,59402,56896,56893,205,46,186,205,205,211,7328,7548,0.0132,0.0448,0.942,0.0366,0.0731,0.8903,28,56,206,226,186,211
48,Imbalance_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9369,398.4904,2625,1141,59646,57021,57020,177,43,181,177,177,176,7581,7757,0.0106,0.0317,0.9578,0.0369,0.0752,0.8879,28,57,202,209,181,176
49,Imbalance_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9326,396.5586,2757,1230,59136,56379,56378,182,42,187,182,182,179,7464,7643,0.0131,0.0327,0.9542,0.0235,0.0914,0.8851,18,70,196,227,187,179
50,Imbalance_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9373,397.2399,2715,1010,59402,56687,56686,179,45,227,179,179,179,7287,7469,0.0143,0.0261,0.9596,0.0274,0.0769,0.8957,21,59,241,218,227,179
51,Imbalance_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9361,399.002,2775,1047,59852,57077,57079,181,44,220,181,181,187,7414,7584,0.0119,0.0264,0.9618,0.0339,0.0977,0.8685,26,75,237,234,220,187
