seed,exp_name,alpha,duration_hours,total_runtime_s,lookahead_minutes,num_scenarios,n_routing_candidates,n_time_steps,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,1,18,0.9472,400.9678,2217,968,60282,58065,58064,233,46,204,233,233,227,7622,7852,0.0157,0.0328,0.9514,0.0052,0.0104,0.9844,4,8,198,215,204,227
43,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,1,18,0.9461,398.018,2227,1010,60062,57835,57835,185,49,211,185,185,181,7801,7997,0.0079,0.0329,0.9593,0.0091,0.017,0.9739,7,13,214,171,211,181
44,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,1,18,0.9459,398.258,2454,763,59410,56956,56958,238,52,211,238,238,229,7592,7821,0.0157,0.0288,0.9556,0.0065,0.0209,0.9725,5,16,204,231,211,229
45,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,1,18,0.9486,396.6748,2220,840,59520,57300,57300,216,54,229,216,216,209,7796,8011,0.0105,0.0276,0.9619,0.0039,0.0196,0.9765,3,15,225,207,229,209
46,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,1,18,0.9488,397.6269,2138,877,58938,56800,56797,237,47,214,237,237,234,7569,7803,0.0105,0.0316,0.9578,0.0013,0.0196,0.9791,1,15,207,221,214,234
47,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,1,18,0.9492,398.5922,2109,909,59402,57293,57293,226,46,204,226,226,231,7682,7913,0.0132,0.0448,0.942,0.0052,0.0183,0.9765,4,14,199,211,204,231
48,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,1,18,0.9463,398.2058,2331,872,59646,57315,57313,200,47,231,200,200,201,7855,8050,0.0106,0.0317,0.9578,0.0119,0.0224,0.9657,9,17,233,199,231,201
49,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,1,18,0.9483,397.5229,2126,930,59136,57010,57012,211,52,226,211,211,210,7735,7945,0.0131,0.0327,0.9542,0.0078,0.0183,0.9739,6,14,222,199,226,210
50,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,1,18,0.951,397.9687,2126,782,59402,57276,57275,220,47,198,220,220,217,7827,8044,0.0143,0.0261,0.9596,0.0039,0.0196,0.9765,3,15,192,218,198,217
51,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,5,1,18,0.9489,399.6234,2129,929,59852,57723,57723,222,43,256,222,222,219,7685,7907,0.0119,0.0264,0.9618,0.0117,0.0195,0.9688,9,15,256,216,256,219
