episode,service_level,squared_starvation_penalty,squared_congestion_penalty,projected_starvation_risk,projected_congestion_risk
0,0.880816055930569,-0.0443966123201157,-0.03160779825144271,-0.011088126379139931,-0.007658102230418167
1,0.9428852928882785,-0.07486569091754383,-0.05199296342384975,-0.01618649722215718,-0.010135551153839092
2,0.9419484653732957,-0.1045555257115822,-0.0724482725068403,-0.021199234386774228,-0.013017241650592874
3,0.9452560263738923,-0.1316517315418003,-0.09119341244977085,-0.025596662264814822,-0.015280852426769412
4,0.9324650994137911,-0.16151267728646723,-0.11290813355929044,-0.030773073480114158,-0.018635959946671686
5,0.9359632370494151,-0.18947361964947076,-0.1337075189601427,-0.035575095025718775,-0.021643417890007947
6,0.9406155444848558,-0.21655902289457724,-0.15264164688641957,-0.04007030268427703,-0.024160200500324868
7,0.936616092789437,-0.24312899860140344,-0.17141376245314474,-0.04475498879299166,-0.02662956725113504
8,0.9371387283236994,-0.2681087749109449,-0.19028204825655648,-0.04894031007868103,-0.029459508438898704
9,0.9297294075575158,-0.29658922310271374,-0.2089324767910948,-0.05410125919515687,-0.032346173536970134
10,0.9391575191266746,-0.3190221674577449,-0.22474353884861972,-0.05758180154875039,-0.034553597092305426
11,0.9318229494440948,-0.3443171687872256,-0.24180508754916735,-0.06179712277184349,-0.03741471381550447
12,0.941222594167496,-0.3662239271511611,-0.25742654674360765,-0.0652879435779464,-0.039950182267186836
13,0.9424758677035737,-0.386185201058659,-0.2717135564160057,-0.06839619287063099,-0.041715062700063976
14,0.9412262411990451,-0.4058139957158734,-0.2855971028426253,-0.07201990947552066,-0.04378412986347068
15,0.9339810512340836,-0.4276123639441083,-0.30089793360239847,-0.07578088144282512,-0.04610274497226242
16,0.9394048045894586,-0.4472907067949066,-0.31409937224197126,-0.07943745907467162,-0.04779930500762891
17,0.9406508681230015,-0.46669370760178824,-0.3276969645836976,-0.08257413401505821,-0.04990909267447214
18,0.9387876800143117,-0.4873533124836011,-0.3418484944493044,-0.08584486332881888,-0.052176824072042105
19,0.9409600882839801,-0.5044959179045917,-0.35363835315474496,-0.08846319979653824,-0.05358706440206699
20,0.9359505372471337,-0.5240346850746058,-0.366404758886927,-0.09168715157324786,-0.05514619574785091
21,0.9395811773300055,-0.5407524521443516,-0.3785263421180402,-0.09416624643712491,-0.05693688493942498
22,0.9306708883445844,-0.5598467986507354,-0.3915447061646492,-0.09748843956145896,-0.058722669508844416
23,0.9357633164473487,-0.5776430343827783,-0.4037681887200195,-0.10051809143285433,-0.06052488474369033
24,0.9444146079484426,-0.5934686685217511,-0.4145985257928089,-0.10301212691022835,-0.061964968580815766
25,0.9352126163330041,-0.6110969010582945,-0.42673608344099473,-0.10598042779690173,-0.06382930380799401
26,0.9359814071413479,-0.6264632696502348,-0.4374150214937196,-0.10871004095035834,-0.06508719661461555
27,0.9373832901632432,-0.6422526491808754,-0.4485796527677561,-0.11122075899628633,-0.0667410836420186
28,0.9343496361077002,-0.6587928294767297,-0.46037852289934983,-0.11433370171442973,-0.06846373801836199
29,0.9411675419689748,-0.6727263398309439,-0.46973018259451627,-0.11651118040383703,-0.0697081906051685
30,0.9380089389579379,-0.6871566576921552,-0.4800036582998692,-0.11919641430512633,-0.07123660238082713
31,0.9366617660295838,-0.7017601453128076,-0.4909151836371394,-0.12153194790457471,-0.07306847857420909
32,0.9427429292777494,-0.7151658360613521,-0.5002826057717925,-0.12380003733457004,-0.07418450765073478
33,0.9435259259259259,-0.7281040474712913,-0.5093037396595894,-0.1256983524957656,-0.0753697003497428
34,0.941705529646902,-0.741034775124258,-0.518246233062667,-0.12771441467867697,-0.07659663197060952
35,0.9379527749992422,-0.7548312287422675,-0.527722924398833,-0.1298180574344687,-0.07784116478395767
36,0.9384902143522833,-0.7680211787135882,-0.5370238954444921,-0.13181359055114727,-0.07924180814559423
37,0.9382697461531513,-0.7801086286612378,-0.5453961021176713,-0.13382575796330481,-0.0804249797776513
38,0.9415609844263035,-0.7929519267323517,-0.5542224602277225,-0.1357060119991479,-0.08169052989216441
39,0.9420657958393808,-0.8047430992372858,-0.5621010173791181,-0.13779020140438014,-0.08279877520925746
40,0.9383787017648818,-0.8170964118927041,-0.5711447067496092,-0.14002290231041167,-0.08398489778400116
41,0.9382896015549077,-0.8286198852098952,-0.5792730173800346,-0.1420698767440216,-0.08513446427233148
42,0.9360207984699976,-0.8413198343024323,-0.5882080507126857,-0.14441446681570524,-0.08641914103165994
43,0.9426628083887713,-0.8520924631005466,-0.595153380101298,-0.14622553744958539,-0.0873752825984617
44,0.9416815309731837,-0.8626679532451745,-0.6023244947966049,-0.1479639810945001,-0.0884182998462661
