,family,high_means,expected_sign,priority,count,mean,std,min,p01,p05,p25,p50,p75,p95,p99,max,fraction_zero,p99_abs,near_constant,sparse,poor_scaling,max_abs_target_corr,weak_signal,vif,vif_flag,vif_serious,recommendation_flag
rebalancing_imbalance,current_imbalance,total deviation from target inventory,negative,high,377310.0,0.5378340482711792,0.067115917801857,0.31815266609191895,0.4028223156929016,0.44002565741539,0.4926234781742096,0.5311096906661987,0.5760102868080139,0.6593970656394958,0.7338037490844727,0.8992944359779358,0.0,0.7338037490844727,False,False,False,0.09361540748199002,False,4.130509338162766,False,False,
squared_starvation_penalty,current_imbalance,mean squared shortage depth,negative,high,377310.0,0.2269018441438675,0.04365161433815956,0.02959166094660759,0.10235938429832458,0.14824780821800232,0.20119395852088928,0.23070532828569412,0.25597888231277466,0.291868656873703,0.31972211599349976,0.40231794118881226,0.0,0.31972211599349976,False,False,False,0.11875415979996021,False,5.253574342606091,False,False,
squared_congestion_penalty,current_imbalance,mean squared excess inventory depth,negative,high,377310.0,0.11734385043382645,0.030937673524022102,0.029058678075671196,0.055079396814107895,0.07058443911373616,0.09540924429893494,0.11468580365180969,0.1369958221912384,0.17248716950416565,0.19779715597629532,0.32863181829452515,0.0,0.19779715597629532,False,False,False,0.29675538620893843,False,8.241726788893196,False,False,
starvation_severity_max,current_imbalance,severe shortage at the worst stations,negative,medium,377310.0,0.9736726880073547,0.050761304795742035,0.4272727370262146,0.7887499928474426,0.8663461804389954,0.9750000238418579,1.0,1.0,1.0,1.0,1.0,0.0,1.0,False,False,False,0.04121136020612256,False,2.10325774521462,False,False,
congestion_severity_max,current_imbalance,severe congestion at the worst stations,negative,medium,377310.0,0.8021880388259888,0.10666079819202423,0.37832167744636536,0.5318182110786438,0.6168830990791321,0.7324561476707458,0.8104895353317261,0.879487156867981,0.9769230484962463,1.0,1.0,0.0,1.0,False,False,False,0.23589890437895786,False,4.734849558625972,False,False,
starvation_count,current_imbalance,many stations are nearly empty,negative,medium,377310.0,0.11849755793809891,0.04438455030322075,0.0,0.02985074557363987,0.04477611929178238,0.08955223858356476,0.11940298229455948,0.1492537260055542,0.19402985274791718,0.2238806039094925,0.3283582031726837,0.0005671728817153004,0.2238806039094925,False,False,False,0.05396980498809051,False,4.000687087537487,False,False,
congestion_count,current_imbalance,many stations are nearly full,negative,medium,377310.0,0.03758060559630394,0.026876255869865417,0.0,0.0,0.0,0.014925372786819935,0.02985074557363987,0.05970149114727974,0.08955223858356476,0.11940298229455948,0.17910447716712952,0.10457713816225385,0.11940298229455948,False,False,False,0.207884452917219,False,3.1859815644062333,False,False,
gross_starvation_risk,future_imbalance,expected departures exceed available bikes,negative,high,377310.0,0.16463974118232727,0.08505401015281677,0.004558389540761709,0.025844942368566992,0.045642433874309066,0.10167625173926353,0.15119066089391708,0.2154053971171379,0.32354414463043213,0.3887908402085297,0.5957980751991272,0.0,0.3887908402085297,False,False,False,0.04141585101582602,False,7.911207256209191,False,False,
gross_congestion_risk,future_imbalance,expected arrivals exceed free docks,negative,high,377310.0,0.09630807489156723,0.06034412607550621,0.00046936754370108247,0.009263884127140045,0.01909707300364971,0.05198940634727478,0.08479230478405952,0.12465868890285492,0.21981859356164932,0.265410453081131,0.3919406533241272,0.0,0.265410453081131,False,False,False,0.10519139053660244,False,6.248076760735469,False,False,
net_starvation_shortfall,future_imbalance,net demand creates future shortage,negative,medium,377310.0,0.05652829632163048,0.029185770079493523,0.0005424420814961195,0.00948565528728068,0.01733415387570858,0.035879552364349365,0.051882434636354446,0.07188611663877964,0.11247385703027238,0.14439808070659632,0.24415996670722961,0.0,0.14439808070659632,False,False,False,0.02894239630912422,True,3.997672442616327,False,False,weak_signal;
net_congestion_shortfall,future_imbalance,net demand creates future congestion,negative,medium,377310.0,0.019622208550572395,0.011554407887160778,0.0,0.0009036945994012058,0.00384793384000659,0.011056073941290379,0.01799835078418255,0.02666606195271015,0.04064563848078251,0.05381526708602905,0.1293984353542328,0.0026900956772945325,0.05381526708602905,False,False,False,0.20040476337880533,False,3.21865106120667,False,False,
