rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max,congestion_severity_max,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,net_starvation_shortfall,net_congestion_shortfall
0.46568313,0.19086571,0.10960015,1.0,0.7587302,0.13432837,0.0,0.071409725,0.04756695,0.044723973,0.016429286
0.46824887,0.19245261,0.114459924,1.0,0.7587302,0.13432837,0.029850746,0.0684305,0.04660421,0.0447878,0.019855978
0.46055165,0.18565935,0.11658292,1.0,0.79333335,0.11940298,0.029850746,0.06498826,0.038883805,0.04130479,0.01632549
0.4862091,0.19341886,0.12792304,1.0,0.79333335,0.11940298,0.029850746,0.06283158,0.042988114,0.040890418,0.020523267
0.49005774,0.15523925,0.14272663,0.96666664,0.76944447,0.05970149,0.029850746,0.08919561,0.034452587,0.06520099,0.015929224
0.5054522,0.15715513,0.14171176,0.89666665,0.77521366,0.05970149,0.014925373,0.0809406,0.028971745,0.060149662,0.012971688
0.52341247,0.16121434,0.1491343,0.96666664,0.8060606,0.05970149,0.014925373,0.07367697,0.023951134,0.05721794,0.010642041
0.53239256,0.17498143,0.15179029,0.9227273,0.8127273,0.07462686,0.0,0.07237716,0.024018293,0.055812467,0.012244635
0.5503528,0.1789474,0.15595004,0.90636367,0.85212123,0.07462686,0.029850746,0.07024353,0.027603405,0.053838354,0.014122454
0.53239256,0.17880486,0.15784624,0.97692305,0.8725,0.11940298,0.029850746,0.034850106,0.025636664,0.020512393,0.014215116
0.6465683,0.24488556,0.14115453,1.0,0.87642854,0.1641791,0.05970149,0.09681049,0.08015499,0.049875803,0.033713788
0.6747915,0.2590239,0.16400044,1.0,0.985,0.17910448,0.07462686,0.09677262,0.0791578,0.050524987,0.034580786
0.59525335,0.25386098,0.14830157,1.0,0.94007355,0.1641791,0.07462686,0.1271557,0.074136324,0.07784539,0.032234214
0.61064786,0.27244812,0.15576227,1.0,0.9209559,0.20895523,0.05970149,0.15154414,0.07876608,0.08509356,0.03318857
0.61064786,0.2754621,0.1724725,1.0,0.88014704,0.2238806,0.029850746,0.1634473,0.08771342,0.09053764,0.03411816
0.6055164,0.27733165,0.17792659,1.0,0.9209559,0.2238806,0.05970149,0.17651103,0.09016812,0.09163972,0.04022226
0.63502246,0.21999422,0.19269685,1.0,1.0,0.13432837,0.104477614,0.24466217,0.08971708,0.13739716,0.03987633
0.6324567,0.20828636,0.19119681,1.0,0.98125,0.13432837,0.08955224,0.2464243,0.08807068,0.1366302,0.036598776
0.64913404,0.21386601,0.19887115,1.0,1.0,0.14925373,0.104477614,0.223332,0.09454907,0.10971966,0.039809648
0.6516998,0.21553826,0.20859124,1.0,1.0,0.1641791,0.13432837,0.21524389,0.101076804,0.10009838,0.04359173
0.6760744,0.22591586,0.22417206,1.0,1.0,0.1641791,0.13432837,0.23036247,0.10607253,0.10638194,0.044107947
0.69788325,0.2318742,0.23578799,1.0,1.0,0.1641791,0.13432837,0.24133274,0.11166153,0.11560357,0.047304705
0.57344455,0.24229158,0.20737702,1.0,1.0,0.1641791,0.13432837,0.20731616,0.13984773,0.09762334,0.06100414
0.5631815,0.2432829,0.1999179,1.0,1.0,0.1641791,0.13432837,0.23294657,0.13889126,0.100767136,0.058756243
0.5593329,0.23438647,0.16829988,1.0,0.96666664,0.1641791,0.05970149,0.22931089,0.12938294,0.099973336,0.039316434
0.5798589,0.23860501,0.17758965,1.0,0.98571426,0.13432837,0.104477614,0.23202924,0.13617383,0.10249755,0.042997714
0.5554843,0.22008684,0.17481154,1.0,1.0,0.13432837,0.104477614,0.20689394,0.13446553,0.078950725,0.042735
0.58242464,0.25022814,0.17756514,1.0,1.0,0.1641791,0.08955224,0.17256066,0.122914076,0.057851553,0.035210926
0.5721616,0.24077195,0.1866406,1.0,1.0,0.13432837,0.104477614,0.1841157,0.13487467,0.052680183,0.034374613
0.6003849,0.26772848,0.19881651,1.0,1.0,0.17910448,0.104477614,0.21861161,0.14113736,0.0655926,0.037118774
0.55805004,0.24177213,0.17666335,1.0,1.0,0.14925373,0.08955224,0.21666747,0.14852305,0.06184751,0.03602458
0.5554843,0.22753124,0.1704247,1.0,1.0,0.13432837,0.08955224,0.23572755,0.16825448,0.07801626,0.03512316
0.5272611,0.20485896,0.15581766,1.0,0.9188811,0.13432837,0.07462686,0.23754868,0.16685757,0.069271,0.028690884
0.5259782,0.20422892,0.15501446,1.0,0.9128205,0.11940298,0.05970149,0.27077156,0.19970484,0.078621715,0.02554402
0.5606158,0.22929943,0.1736962,1.0,1.0,0.14925373,0.08955224,0.29598668,0.22847529,0.08859879,0.038209658
0.6055164,0.27073172,0.15413208,1.0,0.97,0.19402985,0.07462686,0.29146257,0.2566401,0.069372736,0.043471534
0.58242464,0.23963892,0.14034322,1.0,0.90636367,0.14925373,0.08955224,0.27129602,0.2846484,0.06775552,0.06661374
0.5837075,0.23021486,0.14529195,0.9785714,0.90636367,0.13432837,0.08955224,0.26621884,0.2915248,0.061702106,0.06908078
0.57729316,0.22337624,0.13712515,1.0,0.90636367,0.07462686,0.07462686,0.2582572,0.29617012,0.06341836,0.06817429
0.57344455,0.22471091,0.15986587,1.0,1.0,0.104477614,0.08955224,0.2526922,0.24871333,0.06840395,0.047051214
0.5554843,0.22621821,0.13533019,1.0,0.88472223,0.13432837,0.04477612,0.30312976,0.23954919,0.09800378,0.044401977
0.59910196,0.2581836,0.1383628,1.0,0.8929825,0.14925373,0.04477612,0.31033608,0.21246609,0.107470006,0.04177864
0.58627325,0.2537869,0.13133594,1.0,0.87606835,0.1641791,0.029850746,0.29723075,0.19301398,0.09384019,0.03753633
0.55805004,0.2232055,0.12866136,1.0,0.8333333,0.11940298,0.04477612,0.54290324,0.22962575,0.12849444,0.04455755
0.5426555,0.23269922,0.11640111,1.0,0.80833334,0.11940298,0.029850746,0.5268818,0.19299415,0.1320903,0.042934347
0.5747274,0.25075096,0.13712554,1.0,0.8332237,0.13432837,0.04477612,0.46169466,0.17072274,0.10813124,0.043424662
0.6119307,0.26864594,0.16480027,1.0,1.0,0.1641791,0.07462686,0.42995793,0.17067823,0.0838189,0.055077303
0.5926876,0.29629844,0.171999,1.0,1.0,0.1641791,0.08955224,0.21436562,0.1492061,0.064894475,0.048155017
0.56574726,0.27756298,0.14106517,1.0,0.9254902,0.14925373,0.05970149,0.16636759,0.14037646,0.054187346,0.036457453
0.568313,0.26323637,0.14468214,1.0,0.8566667,0.14925373,0.029850746,0.13339531,0.13813701,0.04272769,0.033716
0.568313,0.2662725,0.15453972,1.0,0.9727273,0.14925373,0.07462686,0.13175128,0.14409943,0.042959817,0.04064456
0.56703013,0.26363763,0.13867031,1.0,0.87764704,0.13432837,0.04477612,0.11859187,0.12596181,0.03666728,0.032876916
0.5182809,0.23478277,0.11520891,1.0,0.77521366,0.104477614,0.029850746,0.10684927,0.113664776,0.029908778,0.03343248
0.5362412,0.23570545,0.12801136,1.0,0.869697,0.104477614,0.05970149,0.10014056,0.11150908,0.027322216,0.04095371
0.5259782,0.21999358,0.13635527,0.9727273,0.9727273,0.104477614,0.07462686,0.07417817,0.12645759,0.018785082,0.04124575
0.5272611,0.22230995,0.119465195,1.0,0.8164773,0.11940298,0.04477612,0.066628404,0.101102926,0.018718489,0.029683968
0.5157152,0.22354557,0.11704272,1.0,0.8020833,0.13432837,0.04477612,0.06482511,0.09063861,0.020429425,0.030467609
0.5388069,0.23075797,0.12219165,1.0,0.7807692,0.1641791,0.04477612,0.061081093,0.08739699,0.021053586,0.030036665
0.5259782,0.21063018,0.11838188,1.0,0.76346153,0.11940298,0.029850746,0.05678862,0.072758175,0.020275105,0.022313872
0.5157152,0.21361212,0.107148744,1.0,0.7392857,0.11940298,0.014925373,0.05517067,0.05498842,0.019763546,0.012357084
0.54650414,0.2209911,0.11183396,1.0,0.7392857,0.11940298,0.014925373,0.054705296,0.050854247,0.019021561,0.012005503
0.55676717,0.20746998,0.11716703,1.0,0.6666667,0.08955224,0.029850746,0.043603875,0.04639749,0.015132259,0.009392367
0.5695959,0.22221671,0.12500319,1.0,0.6846154,0.13432837,0.029850746,0.048155013,0.040499035,0.021054398,0.013944111
0.55291855,0.22152255,0.115077786,1.0,0.735,0.13432837,0.014925373,0.049236342,0.03868261,0.021653201,0.018245686
0.54906994,0.21804246,0.10905169,1.0,0.74846154,0.11940298,0.0,0.0381622,0.033035208,0.013574665,0.013542212
0.5093008,0.17366646,0.11197152,0.91625,0.785,0.05970149,0.029850746,0.075217396,0.03492966,0.042054266,0.014166775
0.49390635,0.16096699,0.109765634,0.8566667,0.76944447,0.04477612,0.029850746,0.058897976,0.031200854,0.03137079,0.014507095
0.49262348,0.17471237,0.10133864,0.975,0.7,0.08955224,0.014925373,0.053393222,0.02829974,0.029167702,0.014775041
0.49775496,0.16923389,0.10603545,0.9030303,0.7375,0.05970149,0.014925373,0.03847536,0.020705808,0.021719845,0.00906982
0.52341247,0.17958869,0.114840925,0.975,0.7416667,0.08955224,0.014925373,0.038163785,0.022740958,0.022980688,0.010922966
0.52854395,0.1836055,0.11492535,0.98,0.745,0.104477614,0.014925373,0.038264807,0.021037852,0.024405798,0.011131877
0.5259782,0.18133277,0.11267747,0.98,0.745,0.104477614,0.014925373,0.035164267,0.019679705,0.023487356,0.010732795
0.59140474,0.24997425,0.12354614,1.0,0.86964285,0.1641791,0.04477612,0.1275237,0.0744703,0.04693413,0.01921354
0.63630533,0.26335353,0.13389862,1.0,0.86964285,0.17910448,0.029850746,0.11065769,0.07651556,0.054254554,0.018999485
0.62475944,0.25078204,0.14491963,1.0,0.88472223,0.1641791,0.04477612,0.11057916,0.07721825,0.049763776,0.021475183
0.61962795,0.2652799,0.12839834,1.0,0.80875,0.1641791,0.029850746,0.12362135,0.05985321,0.053843644,0.012271701
0.5695959,0.24911505,0.13097468,1.0,0.8368421,0.17910448,0.014925373,0.13867529,0.0739269,0.070395045,0.016612504
0.5875561,0.25228292,0.13122858,1.0,0.8347826,0.17910448,0.029850746,0.13847698,0.075325415,0.072141364,0.01628313
0.5644644,0.2352874,0.13046712,1.0,0.84782606,0.14925373,0.04477612,0.1330245,0.0731859,0.06681753,0.017969022
0.54650414,0.23887126,0.11142242,1.0,0.71428573,0.1641791,0.04477612,0.1426934,0.069674335,0.070286706,0.01758262
0.5208467,0.21723294,0.12999478,1.0,0.91615385,0.11940298,0.07462686,0.2393882,0.090656735,0.12286223,0.027016707
0.50032073,0.20351249,0.13276158,0.975,0.91615385,0.08955224,0.07462686,0.24295175,0.09362333,0.11739102,0.02758008
0.49262348,0.18232782,0.12969045,0.95714283,0.88384616,0.05970149,0.05970149,0.24801722,0.08979788,0.11287651,0.023685073
0.487492,0.1959511,0.1263874,1.0,0.9,0.08955224,0.07462686,0.2699449,0.08856759,0.12722942,0.022449153
0.5067351,0.21360837,0.12483457,1.0,0.8376923,0.11940298,0.05970149,0.29421356,0.08462109,0.14021237,0.020089751
0.4477229,0.22494496,0.094472,1.0,0.78,0.14925373,0.029850746,0.18294704,0.08659157,0.082309656,0.01953401
0.44644,0.22548296,0.097385556,1.0,0.8,0.1641791,0.04477612,0.18646497,0.09513631,0.08342874,0.019367898
0.44130853,0.2214909,0.08457329,1.0,0.7676923,0.11940298,0.014925373,0.19937868,0.07974593,0.07777151,0.01615281
0.44644,0.22700377,0.078032054,1.0,0.66586536,0.11940298,0.014925373,0.20744802,0.07957856,0.08232433,0.013171641
0.44130853,0.20962755,0.07681241,1.0,0.67410713,0.11940298,0.0,0.19486743,0.08179476,0.074011706,0.009636799
0.4528544,0.18968377,0.10003402,1.0,0.735,0.104477614,0.0,0.2333792,0.08352107,0.098944195,0.0044833617
0.45157152,0.19835374,0.101639554,1.0,0.75664335,0.11940298,0.014925373,0.25254434,0.09702158,0.08976427,0.0070043956
0.46183452,0.19435927,0.100550644,1.0,0.7167832,0.07462686,0.0,0.2795512,0.10207028,0.0927376,0.007063721
0.47081462,0.19492663,0.116406955,1.0,0.745,0.14925373,0.014925373,0.2510128,0.11990204,0.07427906,0.020344278
0.51699805,0.2659042,0.116473705,1.0,0.775,0.1641791,0.029850746,0.20405686,0.15325353,0.039424106,0.02822074
0.5054522,0.2649809,0.10783545,1.0,0.71428573,0.14925373,0.04477612,0.22725685,0.15110901,0.042544782,0.029332653
0.5093008,0.26417455,0.1059614,1.0,0.825,0.1641791,0.04477612,0.23774052,0.16893172,0.04306288,0.031345293
0.4810776,0.2425839,0.10440738,1.0,0.8142857,0.13432837,0.04477612,0.23588699,0.19575277,0.0426114,0.029730422
0.4631174,0.21633129,0.10041222,1.0,0.7717647,0.08955224,0.04477612,0.31130582,0.22279444,0.08045717,0.027672442
0.45413727,0.21484436,0.093223885,1.0,0.7777778,0.08955224,0.029850746,0.3141373,0.22653969,0.08185476,0.026315968
0.48364335,0.21357356,0.10022442,0.9727273,0.82222223,0.08955224,0.04477612,0.28884995,0.23648894,0.06726829,0.024123605
0.48364335,0.20872986,0.09838561,1.0,0.88472223,0.104477614,0.029850746,0.27595973,0.24024364,0.06516767,0.025592702
0.477229,0.2036985,0.10017161,1.0,0.84583336,0.11940298,0.04477612,0.27612284,0.2689952,0.059890773,0.029654354
0.48492622,0.22078137,0.09155512,1.0,0.725,0.104477614,0.029850746,0.28938273,0.24179813,0.046840817,0.021769725
0.50032073,0.24021678,0.08429632,1.0,0.725,0.104477614,0.0,0.29313317,0.22407821,0.05513597,0.02460565
0.5105837,0.23868597,0.08030517,1.0,0.65416664,0.14925373,0.0,0.25957555,0.20884538,0.0471776,0.017220281
0.49903783,0.24581191,0.086426005,1.0,0.6846154,0.17910448,0.0,0.26564845,0.19776143,0.049870916,0.02654319
0.5272611,0.25177887,0.111871906,1.0,0.83605766,0.1641791,0.029850746,0.2389109,0.19853725,0.045539644,0.043268885
0.53239256,0.25783187,0.11203023,1.0,0.79571426,0.1641791,0.04477612,0.25255826,0.16337189,0.053252947,0.04087358
0.5400898,0.2622339,0.10975348,1.0,0.7907692,0.19402985,0.029850746,0.22608863,0.15499958,0.05127761,0.033813167
0.5516357,0.25752366,0.121220656,1.0,0.77521366,0.17910448,0.04477612,0.1913832,0.14414406,0.048494883,0.03562696
0.5554843,0.25124204,0.13290237,1.0,0.9,0.13432837,0.05970149,0.15724549,0.13814208,0.043784063,0.029793976
0.57087874,0.26256353,0.12469775,1.0,0.8357143,0.13432837,0.029850746,0.15277143,0.11033788,0.039161414,0.02415002
0.6183451,0.28506958,0.14900924,1.0,0.9071429,0.1641791,0.05970149,0.15274282,0.11597758,0.04310407,0.025254728
0.6003849,0.29497832,0.1297104,1.0,0.8235294,0.19402985,0.014925373,0.15763949,0.08359644,0.047301985,0.017405616
0.60166776,0.31238893,0.12549506,1.0,0.8509804,0.23880596,0.04477612,0.16025259,0.075845174,0.054930575,0.014624773
0.60679924,0.3104182,0.12748945,1.0,0.8509804,0.19402985,0.04477612,0.14572254,0.06763919,0.047336217,0.017403724
0.61449647,0.29228994,0.14635019,1.0,0.93317306,0.17910448,0.07462686,0.12438972,0.07183704,0.0371114,0.023513589
0.60295063,0.27547672,0.15403953,1.0,0.97692305,0.1641791,0.07462686,0.10984011,0.07452295,0.03332218,0.025467107
0.57344455,0.27839965,0.1444134,1.0,0.9417293,0.14925373,0.08955224,0.11615373,0.06967228,0.039821185,0.024880977
0.578576,0.27050868,0.15286261,1.0,0.98421055,0.13432837,0.08955224,0.10411243,0.06718011,0.03611294,0.02452791
0.5747274,0.27435076,0.14457212,1.0,0.8763158,0.13432837,0.04477612,0.10278825,0.051905178,0.03907092,0.014418446
0.5760103,0.28053287,0.14501178,1.0,0.87606835,0.20895523,0.04477612,0.12876037,0.0693648,0.059967592,0.018119594
0.54650414,0.25814465,0.13024314,1.0,0.81666666,0.1641791,0.04477612,0.11238348,0.04860696,0.046413645,0.011606238
0.5477871,0.23302157,0.14430791,1.0,0.87222224,0.14925373,0.04477612,0.08895334,0.0485267,0.0356231,0.014309586
0.5259782,0.2458004,0.12902829,1.0,0.87606835,0.13432837,0.04477612,0.08829113,0.04143056,0.038346577,0.013643185
0.53239256,0.24583925,0.13291022,1.0,0.8902098,0.13432837,0.05970149,0.07920533,0.038838714,0.035717737,0.014872821
0.5978191,0.26140493,0.1560219,1.0,0.9230769,0.13432837,0.08955224,0.0554734,0.02214383,0.019101782,0.0074959802
0.58627325,0.2556958,0.14342648,1.0,0.8955128,0.13432837,0.05970149,0.047395654,0.017320542,0.017166814,0.005915188
0.5849904,0.25326833,0.14297421,1.0,0.90166664,0.11940298,0.05970149,0.039913494,0.013970589,0.0148531925,0.0054897354
0.56703013,0.23275988,0.14657538,1.0,0.8466667,0.08955224,0.04477612,0.03388697,0.0156003125,0.011211004,0.0046830564
0.56703013,0.2318584,0.14595352,1.0,0.8466667,0.08955224,0.04477612,0.028152384,0.01437613,0.0098913275,0.004852969
0.52341247,0.11615418,0.15977007,0.8988636,0.9104762,0.05970149,0.05970149,0.06657086,0.024151774,0.053278226,0.011076651
0.6722258,0.2781994,0.13964023,1.0,0.8929825,0.19402985,0.04477612,0.08961973,0.08077603,0.050729144,0.026745288
0.720975,0.31097737,0.15059479,1.0,0.9338235,0.25373134,0.07462686,0.097386464,0.065878436,0.054474644,0.022987235
0.71712637,0.2943187,0.15996596,1.0,0.9338235,0.2238806,0.07462686,0.08884344,0.061508425,0.05063117,0.021094348
0.5939705,0.26132905,0.14098726,1.0,0.9,0.19402985,0.07462686,0.11281892,0.060577516,0.064307235,0.0155992005
0.61962795,0.26759934,0.15487465,1.0,0.8663462,0.20895523,0.04477612,0.1273887,0.069196366,0.06531398,0.012840212
0.60679924,0.26176858,0.15975314,1.0,0.88714284,0.19402985,0.05970149,0.12801471,0.06868507,0.060397528,0.013298067
0.6119307,0.25939304,0.15708795,1.0,0.84884614,0.19402985,0.029850746,0.13016562,0.06661157,0.056354612,0.0110654095
0.51186657,0.20663722,0.16404693,1.0,0.8423077,0.13432837,0.029850746,0.2546137,0.069868684,0.14374553,0.013254662
0.48877487,0.19979957,0.15171202,1.0,0.8423077,0.13432837,0.029850746,0.27713335,0.06916248,0.15686949,0.014549152
0.47081462,0.1733338,0.15620938,1.0,0.8638095,0.08955224,0.04477612,0.27392104,0.070550844,0.1554753,0.020581027
0.45542014,0.1618962,0.12836148,0.9269231,0.8,0.07462686,0.014925373,0.25304183,0.058841232,0.11466337,0.014995621
0.5016036,0.22182372,0.10574996,0.9785714,0.745,0.104477614,0.014925373,0.1669109,0.051502112,0.06072038,0.0065663853
0.48236048,0.20247008,0.11511905,0.9269231,0.85714287,0.08955224,0.04477612,0.16455418,0.048593342,0.05367095,0.005993143
0.48236048,0.20940323,0.11977028,0.9188811,0.89350647,0.08955224,0.05970149,0.17287494,0.0558888,0.05412626,0.0077085462
0.49005774,0.21040127,0.114479944,0.9230769,0.9188811,0.11940298,0.07462686,0.15408976,0.06855866,0.03880734,0.008651501
0.49775496,0.23993504,0.12481669,1.0,0.90416664,0.14925373,0.05970149,0.18345061,0.07686513,0.030337716,0.008987757
0.49518922,0.23249267,0.12127012,0.97692305,0.90416664,0.13432837,0.05970149,0.1937621,0.07847255,0.03044872,0.009370334
0.47851187,0.21124277,0.12086922,1.0,0.8432692,0.14925373,0.04477612,0.2007541,0.073298454,0.032226734,0.007329268
0.49903783,0.20781462,0.12706017,0.9188811,0.8173077,0.104477614,0.029850746,0.22526321,0.084314905,0.03693659,0.008747552
0.49775496,0.19574139,0.10937156,0.90636367,0.75846153,0.07462686,0.014925373,0.28895536,0.12124297,0.07543583,0.009135161
0.49262348,0.20137508,0.09352941,0.98,0.72102565,0.08955224,0.014925373,0.27955946,0.14460897,0.07024712,0.019864578
0.49005774,0.21373601,0.08900336,1.0,0.72333336,0.11940298,0.0,0.2949382,0.14861278,0.07439927,0.02264864
0.5195638,0.22046278,0.09608791,0.9823529,0.71909094,0.08955224,0.0,0.3136219,0.17113009,0.075875506,0.020799845
0.53752404,0.2320356,0.09990133,1.0,0.725,0.14925373,0.014925373,0.27152598,0.20944662,0.04701735,0.02575597
0.5311097,0.21967345,0.09473561,1.0,0.7125,0.104477614,0.014925373,0.30422866,0.20890513,0.044226572,0.027053278
0.52854395,0.20709446,0.10143486,1.0,0.72115386,0.08955224,0.029850746,0.30089718,0.21888763,0.040679198,0.028024338
0.5503528,0.22354634,0.10070465,1.0,0.7849359,0.08955224,0.029850746,0.31298175,0.21148524,0.043248165,0.030344442
0.54522127,0.22377439,0.105494484,1.0,0.80288464,0.08955224,0.029850746,0.31814674,0.21289782,0.04280483,0.029436527
0.52854395,0.22873008,0.097085096,1.0,0.73194444,0.104477614,0.029850746,0.32366,0.22722858,0.07365121,0.035933435
0.5503528,0.25960132,0.09473985,1.0,0.73194444,0.11940298,0.04477612,0.3403887,0.20216328,0.08490834,0.035856314
0.5349583,0.2420108,0.094852105,1.0,0.7133333,0.104477614,0.029850746,0.33113328,0.19934282,0.08220558,0.037571777
