Seed,Day,Hour,Time (minutes),Starvations,Bike Starvations,Long Congestions,Short Congestions,Maintenance Violations,Maintenance Starvations,Bike Pickups,Bike Deliveries,Maintenance Time (minutes),Avg Bike Criticality,Bikes Critical (>0.83),Bikes High (0.60-0.83),Bikes Medium (0.30-0.60),Bikes Low (<=0.30)
1,0,7,420,0,0,0,0,0,0,0,0,0.0,0.4443,35,153,376,204
1,0,8,480,1,0,0,0,0,1,4,0,46.65,0.4393,36,149,364,219
1,0,9,540,0,0,0,0,0,0,8,12,22.5,0.4371,34,145,367,222
1,0,10,600,4,3,0,3,1,1,21,7,13.83,0.4373,33,146,366,223
1,0,11,660,3,3,1,0,2,0,24,29,2.0,0.4404,34,146,368,220
1,0,12,720,9,2,0,0,0,7,17,26,2.5,0.4428,34,148,377,209
1,0,13,780,7,6,1,5,1,1,29,19,6.63,0.4462,35,152,377,204
1,0,14,840,30,20,20,13,0,10,20,15,2.35,0.4495,34,158,379,197
1,0,15,900,61,43,30,8,2,18,20,25,0.0,0.4556,36,160,383,189
1,0,16,960,12,10,10,2,1,2,19,14,14.76,0.4572,38,156,387,187
1,0,17,1020,39,22,8,3,4,17,27,33,3.28,0.461,41,159,385,183
1,0,18,1080,5,5,16,0,0,0,9,11,31.5,0.4579,39,155,388,186
1,0,19,1140,5,4,7,2,0,1,14,21,5.16,0.4605,39,158,385,186
1,0,20,1200,7,4,0,1,0,3,12,12,30.22,0.4569,36,159,380,193
1,0,21,1260,3,3,3,3,0,0,18,13,21.44,0.4542,34,156,383,195
1,0,22,1320,0,0,7,0,0,0,14,5,34.0,0.4511,34,153,378,203
1,0,23,1380,0,0,3,2,0,0,18,14,22.0,0.4479,33,152,375,208
1,1,24,1440,0,0,0,0,0,0,0,0,0.0,0.4479,33,152,375,208
1,1,1,1500,0,0,0,0,0,0,0,0,0.0,0.4479,33,152,375,208
1,1,2,1560,0,0,0,0,0,0,0,0,0.0,0.4479,33,152,375,208
1,1,3,1620,0,0,0,0,0,0,0,0,0.0,0.4479,33,152,375,208
1,1,4,1680,0,0,0,0,0,0,0,0,0.0,0.4479,33,152,375,208
1,1,5,1740,0,0,0,0,0,0,0,0,0.0,0.4481,33,152,376,207
1,1,6,1800,10,10,5,6,3,0,0,0,0.0,0.4518,34,157,373,204
1,1,7,1860,8,7,7,17,0,1,0,0,0.0,0.4544,34,158,380,196
1,1,8,1920,4,1,5,5,0,3,18,28,5.0,0.4559,33,163,378,194
1,1,9,1980,6,4,1,2,4,2,11,19,10.47,0.456,34,159,383,192
1,1,10,2040,5,5,7,8,0,0,30,16,19.15,0.4559,34,159,379,196
1,1,11,2100,12,9,5,5,1,3,10,5,20.0,0.4556,37,156,379,196
1,1,12,2160,12,7,4,6,1,5,7,20,16.76,0.455,37,155,379,197
1,1,13,2220,9,7,4,2,1,2,27,26,0.0,0.4596,40,156,381,191
1,1,14,2280,33,14,3,6,2,19,17,12,17.22,0.4614,43,150,388,187
1,1,15,2340,58,23,4,5,3,35,13,25,10.11,0.4655,42,162,379,185
1,1,16,2400,25,11,8,3,0,14,14,14,8.15,0.4683,41,164,386,177
1,1,17,2460,14,6,7,4,2,8,24,8,21.06,0.4691,43,165,382,178
1,1,18,2520,11,11,2,4,0,0,9,20,20.5,0.4681,44,161,382,181
1,1,19,2580,12,12,3,4,2,0,11,16,20.01,0.4676,44,161,382,181
1,1,20,2640,9,5,3,8,0,4,19,13,26.5,0.4643,40,165,379,184
1,1,21,2700,15,11,6,0,0,4,16,17,12.5,0.4638,39,163,382,184
1,1,22,2760,5,5,3,1,0,0,3,6,21.57,0.4606,39,158,382,189
1,1,23,2820,0,0,0,0,0,0,17,8,30.84,0.4555,38,152,382,196
1,2,24,2880,0,0,0,0,0,0,0,0,0.0,0.4555,38,152,382,196
1,2,1,2940,0,0,0,0,1,0,0,0,0.0,0.4561,39,152,381,196
1,2,2,3000,0,0,0,0,0,0,0,0,0.0,0.4561,39,152,381,196
1,2,3,3060,0,0,0,0,0,0,0,0,0.0,0.4561,39,152,381,196
1,2,4,3120,0,0,0,0,0,0,0,0,0.0,0.4561,39,152,381,196
1,2,5,3180,2,2,0,0,0,0,0,0,0.0,0.4564,39,152,381,196
1,2,6,3240,23,22,2,5,0,1,0,0,0.0,0.4584,40,154,380,194
