Seed,Day,Hour,Time (minutes),Starvations,Bike Starvations,Long Congestions,Short Congestions,Maintenance Violations,Maintenance Starvations,Bike Pickups,Bike Deliveries,Maintenance Time (minutes),Avg Bike Criticality,Bikes Critical (>0.83),Bikes High (0.60-0.83),Bikes Medium (0.30-0.60),Bikes Low (<=0.30)
1,0,7,420,0,0,0,0,0,0,0,0,0.0,0.4443,35,153,376,204
1,0,8,480,0,0,0,0,0,0,0,0,41.35,0.4413,36,150,367,215
1,0,9,540,0,0,0,0,2,0,13,7,27.04,0.4398,35,151,360,222
1,0,10,600,3,3,0,4,1,0,21,15,13.0,0.4405,34,151,362,221
1,0,11,660,4,3,0,2,0,1,19,14,4.26,0.4426,34,152,370,212
1,0,12,720,4,3,4,6,0,1,13,23,8.42,0.4443,33,153,375,207
1,0,13,780,20,9,5,1,0,11,19,26,9.69,0.4464,35,152,383,198
1,0,14,840,25,7,6,4,0,18,28,8,19.23,0.4462,34,150,388,196
1,0,15,900,72,49,3,9,2,23,10,30,0.58,0.4517,33,158,390,187
1,0,16,960,45,26,7,10,2,19,20,19,17.78,0.4536,34,156,393,185
1,0,17,1020,36,23,3,3,1,13,16,17,9.73,0.4547,34,156,394,184
1,0,18,1080,16,9,1,0,1,7,18,0,52.0,0.4495,35,151,387,195
1,0,19,1140,27,16,2,5,1,11,2,19,6.9,0.451,37,152,384,195
1,0,20,1200,5,5,2,0,0,0,12,2,34.44,0.4468,36,148,382,202
1,0,21,1260,2,0,2,1,0,2,9,10,29.55,0.4429,35,142,383,208
1,0,22,1320,1,1,2,0,0,0,10,11,41.76,0.4372,33,142,371,222
1,0,23,1380,0,0,1,0,0,0,7,0,35.08,0.4347,33,140,370,225
1,1,24,1440,0,0,0,0,0,0,0,0,0.0,0.4347,33,140,370,225
1,1,1,1500,0,0,0,0,0,0,0,0,0.0,0.4347,33,140,370,225
1,1,2,1560,0,0,0,0,0,0,0,0,0.0,0.4347,33,140,370,225
1,1,3,1620,0,0,0,0,0,0,0,0,0.0,0.4347,33,140,370,225
1,1,4,1680,0,0,0,0,0,0,0,0,0.0,0.4347,33,140,370,225
1,1,5,1740,1,1,0,0,0,0,0,0,0.0,0.4355,33,141,369,225
1,1,6,1800,15,8,1,11,1,7,0,0,0.0,0.4385,33,143,374,218
1,1,7,1860,33,26,5,8,0,7,0,0,0.0,0.442,33,148,370,217
1,1,8,1920,11,11,3,17,2,0,22,32,4.88,0.4435,35,145,372,216
1,1,9,1980,12,9,0,10,0,3,20,6,42.0,0.4402,35,142,365,226
1,1,10,2040,12,9,3,18,1,3,3,17,20.0,0.4384,34,138,368,228
1,1,11,2100,13,13,3,13,0,0,21,12,18.0,0.4376,36,134,368,230
1,1,12,2160,13,12,6,3,2,1,18,27,12.13,0.4379,36,132,370,230
1,1,13,2220,25,13,7,8,1,12,9,6,23.27,0.4384,37,131,373,227
1,1,14,2280,30,16,8,18,1,14,26,25,2.19,0.4421,37,136,371,224
1,1,15,2340,54,32,9,10,1,22,23,33,0.0,0.4486,39,142,370,217
1,1,16,2400,28,21,16,21,2,7,21,11,20.29,0.4502,42,141,373,212
1,1,17,2460,2,2,18,13,1,0,10,20,12.31,0.4508,42,138,380,208
1,1,18,2520,11,11,6,4,1,0,20,0,34.8,0.4463,41,132,384,211
