Seed,Day,Hour,Time (minutes),Starvations,Bike Starvations,Long Congestions,Short Congestions,Maintenance Violations,Maintenance Starvations,Bike Pickups,Bike Deliveries,Maintenance Time (minutes),Avg Bike Criticality,Bikes Critical (>0.83),Bikes High (0.60-0.83),Bikes Medium (0.30-0.60),Bikes Low (<=0.30)
1,0,7,420,0,0,0,0,0,0,0,0,0.0,0.4443,35,153,376,204
1,0,8,480,0,0,0,0,0,0,5,0,56.65,0.4389,36,149,360,223
1,0,9,540,2,2,0,2,0,0,19,5,5.19,0.4403,35,151,362,220
1,0,10,600,0,0,0,8,0,0,19,33,0.26,0.4428,35,155,361,217
1,0,11,660,0,0,0,0,0,0,22,27,0.5,0.4452,34,158,362,214
1,0,12,720,4,4,0,9,0,0,17,9,9.4,0.4469,33,160,362,213
1,0,13,780,6,2,4,6,1,4,24,18,5.5,0.4504,34,161,369,204
1,0,14,840,14,10,0,1,2,4,21,29,7.18,0.4535,35,165,368,200
1,0,15,900,55,21,18,13,1,34,23,13,0.0,0.4597,40,167,369,192
1,0,16,960,29,9,9,9,2,20,13,16,10.0,0.4628,44,163,372,189
1,0,17,1020,9,9,5,2,3,0,21,26,5.0,0.4663,47,168,372,181
1,0,18,1080,5,5,6,2,1,0,14,13,26.5,0.4643,50,160,374,184
1,0,19,1140,6,1,3,2,1,5,20,29,5.27,0.466,49,161,375,183
1,0,20,1200,7,4,11,0,1,3,16,5,26.04,0.4637,49,158,373,188
1,0,21,1260,4,1,7,1,0,3,15,24,20.0,0.4607,47,155,376,190
1,0,22,1320,3,2,9,2,0,1,14,4,25.35,0.4572,45,153,374,196
1,0,23,1380,0,0,1,0,0,0,8,15,32.3,0.4519,44,148,371,205
1,1,24,1440,0,0,0,0,0,0,0,0,0.0,0.4519,44,148,371,205
1,1,1,1500,0,0,0,0,0,0,0,0,0.0,0.4519,44,148,371,205
1,1,2,1560,0,0,2,0,0,0,0,0,0.0,0.452,44,148,371,205
1,1,3,1620,0,0,0,0,0,0,0,0,0.0,0.452,44,148,371,205
1,1,4,1680,0,0,0,0,0,0,0,0,0.0,0.452,44,148,371,205
