seed,exp_name,alpha,duration_hours,total_runtime_s,lookahead_minutes,num_scenarios,n_routing_candidates,n_time_steps,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,1,18,0.951,401.3464,2083,873,60282,58199,58197,226,49,220,226,226,213,7634,7855,0.0157,0.0328,0.9514,0.0039,0.0209,0.9752,3,16,215,211,220,213
43,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,1,18,0.9526,398.3621,1952,892,60062,58110,58110,211,49,229,211,211,201,7719,7920,0.0079,0.0329,0.9593,0.0039,0.0209,0.9752,3,16,226,197,229,201
44,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,1,18,0.9488,398.6435,2219,825,59410,57191,57195,236,45,233,236,236,232,7713,7945,0.0157,0.0288,0.9556,0.0026,0.0196,0.9778,2,15,225,225,233,232
45,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,1,18,0.9504,397.4233,2036,917,59520,57484,57485,233,49,210,233,233,231,7573,7800,0.0105,0.0276,0.9619,0.0078,0.0222,0.97,6,17,208,224,210,231
46,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,1,18,0.9528,397.674,1930,852,58938,57008,57007,231,45,211,231,231,216,7718,7954,0.0105,0.0316,0.9578,0.0039,0.0313,0.9648,3,24,206,222,211,216
47,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,1,18,0.9472,398.5448,2209,926,59402,57193,57191,217,52,213,217,217,217,7729,7946,0.0132,0.0448,0.942,0.0026,0.0222,0.9752,2,17,209,197,213,217
48,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,1,18,0.9489,398.3372,2209,841,59646,57437,57438,224,48,219,224,224,212,7579,7797,0.0106,0.0317,0.9578,0.0053,0.029,0.9657,4,22,215,221,219,212
49,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,1,18,0.9486,397.2466,2113,929,59136,57023,57025,231,53,214,231,231,228,7649,7877,0.0131,0.0327,0.9542,0.0013,0.0222,0.9765,1,17,205,221,214,228
50,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,1,18,0.9519,398.0948,2105,751,59402,57297,57294,228,48,214,228,228,217,7638,7873,0.0143,0.0261,0.9596,0.0039,0.0235,0.9726,3,18,208,227,214,217
51,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,10,1,18,0.9497,399.6997,2137,871,59852,57715,57714,224,44,243,224,224,222,7733,7947,0.0119,0.0264,0.9618,0.0091,0.0221,0.9688,7,17,242,219,243,222
