episode,service_level,exponential_starvation_penalty,exponential_congestion_penalty,projected_starvation_risk
0,0.8910293185180712,-0.7687764220288955,-0.5885089640272781,-0.19504282880734536
1,0.9382183034356948,-0.9985924650069614,-0.7602137089267831,-0.23142878187997826
2,0.9431368971598857,-1.187473339129202,-0.8959340426567636,-0.2599485121146047
3,0.9417798892486459,-1.3745299599862317,-1.0279865067415928,-0.2864771509162666
4,0.938823740576762,-1.5672876988066962,-1.169644872513281,-0.3143089641234031
5,0.9379847291528889,-1.7365268497357447,-1.3006324130832208,-0.34394556758238026
6,0.9461357598705304,-1.859723471270548,-1.3870001254817674,-0.3576706236084662
7,0.9413741374137414,-1.9992261004161174,-1.4911046181460006,-0.37384100644629714
8,0.9393237470669635,-2.1450852164902803,-1.6039754619128268,-0.39460825960782453
9,0.9364696663753352,-2.2850667888797647,-1.7019485459598984,-0.4195215206344372
10,0.9292993246502653,-2.4565577141398123,-1.8211398921512807,-0.44933218481666637
11,0.936795261148029,-2.579300937158726,-1.9050070226746199,-0.4668215547807528
12,0.9331599787246616,-2.7284362692487787,-2.0136277164306677,-0.49285159230095077
13,0.9391354677552015,-2.828808869884086,-2.0919816267677014,-0.5070027275947646
14,0.9385558828834245,-2.929084656557716,-2.1632844154323343,-0.5212088611863882
15,0.936253173739572,-3.0377216595478056,-2.241150978533825,-0.5361672821240558
16,0.9354576148559026,-3.1458955515274836,-2.316691484980093,-0.5526606249103133
17,0.937454279444038,-3.233644710913751,-2.373826351568815,-0.5682210266423969
18,0.939571150097466,-3.3122440697850903,-2.4304476886844597,-0.5792634227154984
19,0.9428417039416409,-3.377039631188772,-2.478716687020593,-0.5866573981505699
20,0.9385774562989753,-3.443770281964056,-2.527802685388307,-0.5936390775735237
21,0.9389519992768253,-3.515153536410187,-2.5789238780464956,-0.6064186665181126
22,0.9382090638840017,-3.597394967284447,-2.6340395984123433,-0.6195332093935952
23,0.935066512786248,-3.6809107541514456,-2.684874179563984,-0.6375339036342973
24,0.9319064390860652,-3.7577072569528207,-2.737578644595008,-0.651170438197932
25,0.9367874410553334,-3.8200943120521047,-2.7817848253985766,-0.656016886994487
26,0.9400053249711564,-3.8833655939269422,-2.8237259258390193,-0.6633996506224635
27,0.9359074754532859,-3.941957435163474,-2.8659701572662906,-0.6688715940020296
28,0.93486646884273,-3.999117267123921,-2.9062222692003314,-0.6750345489593452
29,0.9390269746601677,-4.050049603281286,-2.9420693933770847,-0.6788686732255841
30,0.9348490294751977,-4.108333885729441,-2.9845276298463266,-0.6874419988086654
31,0.9406911724264369,-4.162084294222401,-3.0166492353335226,-0.6926369156539739
32,0.9396129422437254,-4.220659494973645,-3.054399629571384,-0.7006299362641595
33,0.9445821743862619,-4.268482598434191,-3.091556281984306,-0.7045480712183135
34,0.9468434497019828,-4.2999256309519565,-3.1115964995426166,-0.7065266044321538
35,0.9429156379839827,-4.3436394996179555,-3.1364801680857766,-0.7114421493589073
36,0.9357695259460417,-4.3908454341517515,-3.170492926005006,-0.7184086525309678
37,0.9371105330026015,-4.433065909992426,-3.203324972108999,-0.7227298185789772
38,0.9453956218662101,-4.4684416363560135,-3.2301980647137114,-0.7253947572277476
39,0.9416530624584316,-4.504302133278028,-3.257952379773795,-0.7297281735921558
40,0.9390411778788604,-4.553356975361198,-3.291499522735644,-0.7363962842368545
