Seed,Day,Hour,Time (minutes),Starvations,Bike Starvations,Long Congestions,Short Congestions,Maintenance Violations,Maintenance Starvations,Bike Pickups,Bike Deliveries,Maintenance Time (minutes),Avg Bike Criticality
2,0,7,420,0,0,0,0,0,0,0,0,0.0,0.4373
2,0,8,480,0,0,0,0,0,0,2,0,98.21,0.4245
2,0,9,540,2,0,0,0,0,2,23,9,59.96,0.4167
2,0,10,600,1,1,0,2,0,0,12,20,78.0,0.4082
2,0,11,660,1,0,0,0,0,1,9,28,73.5,0.3979
2,0,12,720,1,1,0,0,0,0,33,1,83.8,0.3875
2,0,13,780,3,3,1,7,0,0,21,54,17.1,0.385
2,0,14,840,11,11,7,3,0,0,15,10,75.72,0.3775
2,0,15,900,31,23,12,5,0,8,46,26,8.58,0.3756
2,0,16,960,17,17,17,6,0,0,21,41,53.17,0.3666
2,0,17,1020,19,19,16,3,0,0,36,30,29.0,0.3612
2,0,18,1080,2,2,16,0,0,0,47,25,44.5,0.3541
2,0,19,1140,10,10,18,0,0,0,24,37,57.93,0.3443
2,0,20,1200,8,8,10,0,0,0,27,18,75.14,0.3367
2,0,21,1260,1,1,4,0,0,0,10,14,42.21,0.3334
2,0,22,1320,4,4,2,0,0,0,22,33,80.57,0.3255
2,0,23,1380,0,0,1,0,0,0,2,13,70.22,0.3211
2,1,24,1440,0,0,0,0,0,0,0,0,0.0,0.3211
2,1,1,1500,0,0,0,0,0,0,0,0,0.0,0.3211
2,1,2,1560,0,0,0,0,0,0,0,0,0.0,0.3211
2,1,3,1620,0,0,0,0,0,0,0,0,0.0,0.3211
2,1,4,1680,0,0,0,0,0,0,0,0,0.0,0.3211
2,1,5,1740,0,0,0,0,0,0,0,0,0.0,0.3211
2,1,6,1800,15,15,0,2,0,0,0,0,0.0,0.3213
2,1,7,1860,22,22,10,16,0,0,0,0,0.0,0.3215
2,1,8,1920,15,15,4,21,0,0,55,37,31.83,0.3169
2,1,9,1980,1,1,6,2,0,0,24,29,54.93,0.3107
2,1,10,2040,6,6,5,5,0,0,21,13,63.95,0.3057
2,1,11,2100,11,11,3,7,0,0,26,35,57.19,0.2976
2,1,12,2160,8,8,1,4,0,0,33,22,49.77,0.2917
2,1,13,2220,10,10,2,5,0,0,22,36,34.48,0.288
2,1,14,2280,17,17,6,3,0,0,24,27,52.69,0.2828
2,1,15,2340,21,21,14,0,0,0,28,24,42.56,0.2799
2,1,16,2400,8,8,34,2,0,0,22,30,48.55,0.2755
2,1,17,2460,12,12,14,3,0,0,25,26,59.16,0.2732
2,1,18,2520,6,6,23,15,0,0,30,27,37.07,0.2707
2,1,19,2580,7,7,13,0,0,0,18,5,59.59,0.2659
2,1,20,2640,0,0,3,1,0,0,26,29,49.21,0.2592
2,1,21,2700,15,15,0,4,0,0,19,21,60.0,0.2545
2,1,22,2760,2,2,0,3,0,0,7,19,68.57,0.2504
2,1,23,2820,0,0,0,1,0,0,19,5,83.9,0.2431
2,2,24,2880,0,0,0,0,0,0,0,0,0.0,0.2431
2,2,1,2940,0,0,0,0,0,0,0,0,0.0,0.2431
2,2,2,3000,0,0,0,0,0,0,0,0,0.0,0.2431
2,2,3,3060,0,0,0,0,0,0,0,0,0.0,0.2431
2,2,4,3120,0,0,0,0,0,0,0,0,0.0,0.2431
2,2,5,3180,0,0,1,2,0,0,0,0,0.0,0.2431
2,2,6,3240,4,4,0,2,0,0,0,0,0.0,0.2434
2,2,7,3300,27,27,4,15,0,0,0,0,0.0,0.2439
2,2,8,3360,8,8,3,9,0,0,13,29,52.02,0.2399
2,2,9,3420,9,9,1,8,0,0,18,13,65.63,0.2346
2,2,10,3480,7,7,2,3,0,0,27,21,46.55,0.2313
2,2,11,3540,12,12,1,8,0,0,27,43,42.5,0.2277
2,2,12,3600,6,6,2,4,0,0,35,0,72.0,0.2241
2,2,13,3660,9,9,0,0,0,0,17,21,68.94,0.2202
2,2,14,3720,20,20,3,0,0,0,10,29,49.36,0.2176
2,2,15,3780,18,18,4,2,0,0,40,33,29.77,0.2151
2,2,16,3840,9,9,5,4,0,0,13,11,83.83,0.2112
2,2,17,3900,15,15,11,15,0,0,31,31,34.94,0.2088
2,2,18,3960,12,12,7,5,0,0,21,22,67.48,0.2054
2,2,19,4020,3,3,5,3,0,0,24,12,69.43,0.2026
2,2,20,4080,10,10,3,5,0,0,20,26,64.87,0.1991
2,2,21,4140,0,0,3,6,0,0,20,13,98.71,0.1952
2,2,22,4200,0,0,1,0,0,0,0,3,63.31,0.1932
2,2,23,4260,0,0,2,0,0,0,14,33,64.71,0.1913
2,3,24,4320,0,0,0,0,0,0,0,0,0.0,0.1913
2,3,1,4380,0,0,0,0,0,0,0,0,0.0,0.1913
2,3,2,4440,0,0,0,0,0,0,0,0,0.0,0.1913
2,3,3,4500,0,0,0,0,0,0,0,0,0.0,0.1913
2,3,4,4560,0,0,0,0,0,0,0,0,0.0,0.1913
2,3,5,4620,3,3,1,0,0,0,0,0,0.0,0.1913
2,3,6,4680,16,16,0,1,0,0,0,0,0.0,0.1914
2,3,7,4740,12,9,0,9,0,3,0,0,0.0,0.1916
2,3,8,4800,18,7,0,12,0,11,30,20,72.07,0.1886
2,3,9,4860,13,3,1,6,0,10,29,32,37.27,0.1871
2,3,10,4920,7,7,0,0,0,0,23,19,85.3,0.1837
2,3,11,4980,17,17,3,2,0,0,13,18,54.69,0.1816
2,3,12,5040,22,22,5,10,0,0,26,5,72.77,0.1776
2,3,13,5100,33,33,4,4,0,0,11,17,71.0,0.1761
2,3,14,5160,44,44,5,7,0,0,34,31,48.24,0.1738
2,3,15,5220,38,38,1,7,0,0,14,44,27.56,0.1728
2,3,16,5280,27,27,21,15,0,0,33,17,59.1,0.1698
2,3,17,5340,12,12,8,10,0,0,13,5,104.29,0.1662
2,3,18,5400,25,25,7,12,0,0,21,28,70.76,0.1636
2,3,19,5460,8,8,1,5,0,0,19,13,40.0,0.1622
2,3,20,5520,5,5,2,3,0,0,8,12,81.46,0.1595
2,3,21,5580,5,5,7,4,0,0,14,11,59.79,0.1571
2,3,22,5640,2,2,1,2,0,0,7,0,81.25,0.1543
2,3,23,5700,0,0,0,0,0,0,8,14,78.34,0.1528
2,4,24,5760,0,0,0,0,0,0,0,0,0.0,0.1528
2,4,1,5820,0,0,0,0,0,0,0,0,0.0,0.1528
2,4,2,5880,0,0,0,0,0,0,0,0,0.0,0.1528
2,4,3,5940,0,0,0,0,0,0,0,0,0.0,0.1528
2,4,4,6000,0,0,0,0,0,0,0,0,0.0,0.1528
2,4,5,6060,0,0,1,1,0,0,0,0,0.0,0.1528
2,4,6,6120,7,7,5,5,0,0,0,0,0.0,0.1528
2,4,7,6180,8,8,11,9,0,0,0,0,0.0,0.1528
2,4,8,6240,10,10,6,12,0,0,50,57,32.4,0.1519
2,4,9,6300,6,6,2,0,0,0,18,16,48.5,0.1513
2,4,10,6360,2,2,0,1,0,0,39,52,45.01,0.1494
2,4,11,6420,17,17,2,6,0,0,23,0,74.0,0.1471
2,4,12,6480,10,10,6,10,0,0,27,20,80.54,0.1447
2,4,13,6540,10,10,0,3,0,0,2,2,75.29,0.1431
2,4,14,6600,14,14,3,7,0,0,13,30,52.62,0.1418
2,4,15,6660,27,27,1,15,0,0,31,17,79.08,0.1398
2,4,16,6720,28,28,1,7,0,0,3,20,56.73,0.1385
2,4,17,6780,17,17,2,3,0,0,20,2,85.5,0.1371
2,4,18,6840,11,11,1,3,0,0,3,23,56.59,0.1352
2,4,19,6900,8,8,4,3,0,0,26,4,72.51,0.1332
2,4,20,6960,2,2,1,0,0,0,12,29,65.25,0.1317
2,4,21,7020,3,3,2,6,0,0,16,19,69.33,0.1302
2,4,22,7080,2,2,2,2,0,0,28,22,40.43,0.1294
2,4,23,7140,0,0,0,0,0,0,20,26,62.67,0.1279
2,5,24,7200,0,0,0,0,0,0,0,0,0.0,0.1279
2,5,1,7260,0,0,0,0,0,0,0,0,0.0,0.1279
2,5,2,7320,0,0,0,0,0,0,0,0,0.0,0.1279
2,5,3,7380,0,0,0,0,0,0,0,0,0.0,0.1279
