policy,experiment,experiment_label,label,mean,std,n,metric
Hybrid,EX20_FleetShortageLogistics,EX20 FleetShortageLogistics,Hybrid: EX20 FleetShortageLogistics,6816.2,107.57405717819597,10,total_functional_pickups
Hybrid,Imbalance,Imbalance,Hybrid: Imbalance,7044.4,158.91591067815284,10,total_functional_pickups
Hybrid,Imbalance_severity_squared_temporal,Imbalance severity squared temporal,Hybrid: Imbalance severity squared temporal,7135.0,117.63597333393484,10,total_functional_pickups
Hybrid,Imbalance_severity_temporal,Imbalance severity temporal,Hybrid: Imbalance severity temporal,7182.7,143.03461119603182,10,total_functional_pickups
Hybrid,Imbalance_squared,Imbalance squared,Hybrid: Imbalance squared,7056.8,128.5671463131663,10,total_functional_pickups
Hybrid,Imbalance_squared_count_temporal,Imbalance squared count temporal,Hybrid: Imbalance squared count temporal,7011.6,73.57415004983437,10,total_functional_pickups
Hybrid,Imbalance_squared_temporal,Imbalance squared temporal,Hybrid: Imbalance squared temporal,6977.8,167.16910932080458,10,total_functional_pickups
Hybrid,Imbalance_temporal,Imbalance temporal,Hybrid: Imbalance temporal,6988.4,99.1151967269511,10,total_functional_pickups
Hybrid,R4_NetTemporalAlternative,Net temporal,Hybrid: Net temporal,6991.0,148.5432970925013,10,total_functional_pickups
Hybrid,Squared_only,Squared only,Hybrid: Squared only,6887.7,144.25290291706438,10,total_functional_pickups
Hybrid,Squared_temporal,Squared temporal,Hybrid: Squared temporal,6799.7,88.13758184414488,10,total_functional_pickups
VFA,EX12_ShortagePressure,EX12 ShortagePressure,VFA: EX12 ShortagePressure,7228.5,126.48342008166723,10,total_functional_pickups
VFA,EX13_DemandWeightedBacklog,EX13 DemandWeightedBacklog,VFA: EX13 DemandWeightedBacklog,7236.1,124.24120805021879,10,total_functional_pickups
VFA,EX14_RepairOpportunityLogistics,EX14 RepairOpportunityLogistics,VFA: EX14 RepairOpportunityLogistics,7536.9,44.40082581814592,10,total_functional_pickups
VFA,EX15_FleetBrokenGlobal,EX15 FleetBrokenGlobal,VFA: EX15 FleetBrokenGlobal,7223.9,101.65677547512513,10,total_functional_pickups
VFA,EX16_DepotIdlePipeline,EX16 DepotIdlePipeline,VFA: EX16 DepotIdlePipeline,7397.3,68.88646053067656,10,total_functional_pickups
VFA,EX20_FleetShortageLogistics,EX20 FleetShortageLogistics,VFA: EX20 FleetShortageLogistics,7419.8,47.52028806497038,10,total_functional_pickups
VFA,Imbalance,Imbalance,VFA: Imbalance,8202.4,59.96517507872572,10,total_functional_pickups
VFA,Imbalance_severity_squared_temporal,Imbalance severity squared temporal,VFA: Imbalance severity squared temporal,7134.7,84.81751653468235,10,total_functional_pickups
VFA,Imbalance_severity_temporal,Imbalance severity temporal,VFA: Imbalance severity temporal,7181.5,122.08944808349847,10,total_functional_pickups
VFA,Imbalance_squared,Imbalance squared,VFA: Imbalance squared,7741.7,96.61613621842764,10,total_functional_pickups
VFA,Imbalance_squared_count_temporal,Imbalance squared count temporal,VFA: Imbalance squared count temporal,7379.6,95.95855586889817,10,total_functional_pickups
VFA,Imbalance_squared_temporal,Imbalance squared temporal,VFA: Imbalance squared temporal,7397.2,178.00112359195936,10,total_functional_pickups
VFA,Imbalance_temporal,Imbalance temporal,VFA: Imbalance temporal,7602.4,80.255425569449,10,total_functional_pickups
VFA,R4_NetTemporalAlternative,Net temporal,VFA: Net temporal,7567.5,163.498725785045,10,total_functional_pickups
VFA,Squared_only,Squared only,VFA: Squared only,6942.8,93.10901615251284,10,total_functional_pickups
VFA,Squared_temporal,Squared temporal,VFA: Squared temporal,6764.5,119.75182670840591,10,total_functional_pickups
Hybrid,EX12_ShortagePressure,EX12 ShortagePressure,Hybrid: EX12 ShortagePressure,0.01908,0.0035492722258701624,10,broken_ratio_end_onsite
Hybrid,EX13_DemandWeightedBacklog,EX13 DemandWeightedBacklog,Hybrid: EX13 DemandWeightedBacklog,0.01802,0.005397077398411518,10,broken_ratio_end_onsite
Hybrid,EX14_RepairOpportunityLogistics,EX14 RepairOpportunityLogistics,Hybrid: EX14 RepairOpportunityLogistics,0.01684,0.005070218053605891,10,broken_ratio_end_onsite
Hybrid,EX15_FleetBrokenGlobal,EX15 FleetBrokenGlobal,Hybrid: EX15 FleetBrokenGlobal,0.0069099999999999995,0.002978981929004158,10,broken_ratio_end_onsite
Hybrid,EX16_DepotIdlePipeline,EX16 DepotIdlePipeline,Hybrid: EX16 DepotIdlePipeline,0.02156,0.006414254958034227,10,broken_ratio_end_onsite
Hybrid,EX17_CompactMaintenanceFull,EX17 CompactMaintenanceFull,Hybrid: EX17 CompactMaintenanceFull,0.01776,0.007518303591162629,10,broken_ratio_end_onsite
Hybrid,EX20_FleetShortageLogistics,EX20 FleetShortageLogistics,Hybrid: EX20 FleetShortageLogistics,0.00679,0.006130878131774165,10,broken_ratio_end_onsite
Hybrid,Imbalance,Imbalance,Hybrid: Imbalance,0.020399999999999998,0.0059466143495456505,10,broken_ratio_end_onsite
Hybrid,Imbalance_severity_squared_temporal,Imbalance severity squared temporal,Hybrid: Imbalance severity squared temporal,0.01841,0.005477519714453087,10,broken_ratio_end_onsite
Hybrid,Imbalance_severity_temporal,Imbalance severity temporal,Hybrid: Imbalance severity temporal,0.01815,0.006090840117203318,10,broken_ratio_end_onsite
Hybrid,Imbalance_squared,Imbalance squared,Hybrid: Imbalance squared,0.02207,0.006726737693711566,10,broken_ratio_end_onsite
Hybrid,Imbalance_squared_count_temporal,Imbalance squared count temporal,Hybrid: Imbalance squared count temporal,0.0213,0.006658661860898012,10,broken_ratio_end_onsite
Hybrid,Imbalance_squared_temporal,Imbalance squared temporal,Hybrid: Imbalance squared temporal,0.01948,0.005607296833392878,10,broken_ratio_end_onsite
Hybrid,Imbalance_temporal,Imbalance temporal,Hybrid: Imbalance temporal,0.02051,0.006682722332835458,10,broken_ratio_end_onsite
Hybrid,R4_NetTemporalAlternative,Net temporal,Hybrid: Net temporal,0.02023,0.005392391759589514,10,broken_ratio_end_onsite
Hybrid,Squared_only,Squared only,Hybrid: Squared only,0.015409999999999998,0.003138453263773238,10,broken_ratio_end_onsite
Hybrid,Squared_temporal,Squared temporal,Hybrid: Squared temporal,0.015289999999999998,0.004552276597728022,10,broken_ratio_end_onsite
VFA,EX12_ShortagePressure,EX12 ShortagePressure,VFA: EX12 ShortagePressure,0.027710000000000002,0.006928596138067541,10,broken_ratio_end_onsite
VFA,EX13_DemandWeightedBacklog,EX13 DemandWeightedBacklog,VFA: EX13 DemandWeightedBacklog,0.02769,0.008955625172048138,10,broken_ratio_end_onsite
VFA,EX14_RepairOpportunityLogistics,EX14 RepairOpportunityLogistics,VFA: EX14 RepairOpportunityLogistics,0.02183,0.004077867089545711,10,broken_ratio_end_onsite
VFA,EX15_FleetBrokenGlobal,EX15 FleetBrokenGlobal,VFA: EX15 FleetBrokenGlobal,0.009510000000000001,0.004076068367107369,10,broken_ratio_end_onsite
VFA,EX16_DepotIdlePipeline,EX16 DepotIdlePipeline,VFA: EX16 DepotIdlePipeline,0.02743,0.005280793290574606,10,broken_ratio_end_onsite
VFA,EX20_FleetShortageLogistics,EX20 FleetShortageLogistics,VFA: EX20 FleetShortageLogistics,0.01107,0.0047234756506435195,10,broken_ratio_end_onsite
VFA,Imbalance,Imbalance,VFA: Imbalance,0.037219999999999996,0.0071339252090899365,10,broken_ratio_end_onsite
VFA,Imbalance_severity_squared_temporal,Imbalance severity squared temporal,VFA: Imbalance severity squared temporal,0.026119999999999997,0.005868522433760951,10,broken_ratio_end_onsite
VFA,Imbalance_severity_temporal,Imbalance severity temporal,VFA: Imbalance severity temporal,0.02769,0.007700137083916826,10,broken_ratio_end_onsite
VFA,Imbalance_squared,Imbalance squared,VFA: Imbalance squared,0.028350000000000004,0.010099092368458993,10,broken_ratio_end_onsite
VFA,Imbalance_squared_count_temporal,Imbalance squared count temporal,VFA: Imbalance squared count temporal,0.02692,0.005999962962848652,10,broken_ratio_end_onsite
VFA,Imbalance_squared_temporal,Imbalance squared temporal,VFA: Imbalance squared temporal,0.03125,0.007931267237963932,10,broken_ratio_end_onsite
VFA,Imbalance_temporal,Imbalance temporal,VFA: Imbalance temporal,0.03996,0.00702569885808127,10,broken_ratio_end_onsite
VFA,R4_NetTemporalAlternative,Net temporal,VFA: Net temporal,0.03552,0.006691752801438168,10,broken_ratio_end_onsite
VFA,Squared_only,Squared only,VFA: Squared only,0.017509999999999998,0.00603627000353327,10,broken_ratio_end_onsite
VFA,Squared_temporal,Squared temporal,VFA: Squared temporal,0.01358,0.0040562160801526454,10,broken_ratio_end_onsite
Hybrid,EX12_ShortagePressure,EX12 ShortagePressure,Hybrid: EX12 ShortagePressure,0.03788,0.006406038817657392,10,broken_ratio_end_depot
Hybrid,EX13_DemandWeightedBacklog,EX13 DemandWeightedBacklog,Hybrid: EX13 DemandWeightedBacklog,0.04247,0.011457850292848713,10,broken_ratio_end_depot
Hybrid,EX14_RepairOpportunityLogistics,EX14 RepairOpportunityLogistics,Hybrid: EX14 RepairOpportunityLogistics,0.12134,0.014317681376535796,10,broken_ratio_end_depot
Hybrid,EX15_FleetBrokenGlobal,EX15 FleetBrokenGlobal,Hybrid: EX15 FleetBrokenGlobal,0.023129999999999998,0.004975506674366607,10,broken_ratio_end_depot
Hybrid,EX16_DepotIdlePipeline,EX16 DepotIdlePipeline,Hybrid: EX16 DepotIdlePipeline,0.06217,0.010662400188408696,10,broken_ratio_end_depot
Hybrid,EX17_CompactMaintenanceFull,EX17 CompactMaintenanceFull,Hybrid: EX17 CompactMaintenanceFull,0.08124,0.010196099472074819,10,broken_ratio_end_depot
Hybrid,EX20_FleetShortageLogistics,EX20 FleetShortageLogistics,Hybrid: EX20 FleetShortageLogistics,0.040510000000000004,0.006352331155655467,10,broken_ratio_end_depot
Hybrid,Imbalance,Imbalance,Hybrid: Imbalance,0.08043,0.00794509632135165,10,broken_ratio_end_depot
Hybrid,Imbalance_severity_squared_temporal,Imbalance severity squared temporal,Hybrid: Imbalance severity squared temporal,0.0665,0.012724167730914443,10,broken_ratio_end_depot
Hybrid,Imbalance_severity_temporal,Imbalance severity temporal,Hybrid: Imbalance severity temporal,0.06477999999999999,0.012167059354393456,10,broken_ratio_end_depot
Hybrid,Imbalance_squared,Imbalance squared,Hybrid: Imbalance squared,0.07618,0.01607481121368321,10,broken_ratio_end_depot
Hybrid,Imbalance_squared_count_temporal,Imbalance squared count temporal,Hybrid: Imbalance squared count temporal,0.05996,0.00929016206054077,10,broken_ratio_end_depot
Hybrid,Imbalance_squared_temporal,Imbalance squared temporal,Hybrid: Imbalance squared temporal,0.06179,0.011076546794416067,10,broken_ratio_end_depot
Hybrid,Imbalance_temporal,Imbalance temporal,Hybrid: Imbalance temporal,0.059430000000000004,0.008712577115871053,10,broken_ratio_end_depot
Hybrid,R4_NetTemporalAlternative,Net temporal,Hybrid: Net temporal,0.07289,0.013875353849341805,10,broken_ratio_end_depot
Hybrid,Squared_only,Squared only,Hybrid: Squared only,0.07221999999999999,0.012672174241226325,10,broken_ratio_end_depot
Hybrid,Squared_temporal,Squared temporal,Hybrid: Squared temporal,0.051070000000000004,0.01052151763451135,10,broken_ratio_end_depot
VFA,EX12_ShortagePressure,EX12 ShortagePressure,VFA: EX12 ShortagePressure,0.04088,0.008953931476669279,10,broken_ratio_end_depot
VFA,EX13_DemandWeightedBacklog,EX13 DemandWeightedBacklog,VFA: EX13 DemandWeightedBacklog,0.0571,0.006428927679723198,10,broken_ratio_end_depot
VFA,EX14_RepairOpportunityLogistics,EX14 RepairOpportunityLogistics,VFA: EX14 RepairOpportunityLogistics,0.19175999999999999,0.01264253842302952,10,broken_ratio_end_depot
VFA,EX15_FleetBrokenGlobal,EX15 FleetBrokenGlobal,VFA: EX15 FleetBrokenGlobal,0.02405,0.005494694410671685,10,broken_ratio_end_depot
VFA,EX16_DepotIdlePipeline,EX16 DepotIdlePipeline,VFA: EX16 DepotIdlePipeline,0.07678,0.008021055624625314,10,broken_ratio_end_depot
VFA,EX20_FleetShortageLogistics,EX20 FleetShortageLogistics,VFA: EX20 FleetShortageLogistics,0.03425,0.011433114672350276,10,broken_ratio_end_depot
VFA,Imbalance,Imbalance,VFA: Imbalance,0.24081000000000002,0.01933629000380143,10,broken_ratio_end_depot
VFA,Imbalance_severity_squared_temporal,Imbalance severity squared temporal,VFA: Imbalance severity squared temporal,0.07199,0.011282577522692037,10,broken_ratio_end_depot
VFA,Imbalance_severity_temporal,Imbalance severity temporal,VFA: Imbalance severity temporal,0.07028999999999999,0.01019176682970677,10,broken_ratio_end_depot
VFA,Imbalance_squared,Imbalance squared,VFA: Imbalance squared,0.23354,0.01708769537805884,10,broken_ratio_end_depot
VFA,Imbalance_squared_count_temporal,Imbalance squared count temporal,VFA: Imbalance squared count temporal,0.07066,0.012035890771632429,10,broken_ratio_end_depot
VFA,Imbalance_squared_temporal,Imbalance squared temporal,VFA: Imbalance squared temporal,0.07235,0.0076139127041664105,10,broken_ratio_end_depot
VFA,Imbalance_temporal,Imbalance temporal,VFA: Imbalance temporal,0.08022,0.012721704987059627,10,broken_ratio_end_depot
VFA,R4_NetTemporalAlternative,Net temporal,VFA: Net temporal,0.08607000000000001,0.00933214873434837,10,broken_ratio_end_depot
VFA,Squared_only,Squared only,VFA: Squared only,0.17174,0.01713555108863182,10,broken_ratio_end_depot
VFA,Squared_temporal,Squared temporal,VFA: Squared temporal,0.062419999999999996,0.010419938152940792,10,broken_ratio_end_depot
Hybrid,EX12_ShortagePressure,EX12 ShortagePressure,Hybrid: EX12 ShortagePressure,0.94306,0.005921748990890366,10,functional_ratio_end
Hybrid,EX13_DemandWeightedBacklog,EX13 DemandWeightedBacklog,Hybrid: EX13 DemandWeightedBacklog,0.93951,0.010665255114935913,10,functional_ratio_end
Hybrid,EX14_RepairOpportunityLogistics,EX14 RepairOpportunityLogistics,Hybrid: EX14 RepairOpportunityLogistics,0.8618,0.014530121969358836,10,functional_ratio_end
Hybrid,EX15_FleetBrokenGlobal,EX15 FleetBrokenGlobal,Hybrid: EX15 FleetBrokenGlobal,0.96994,0.0069774557604394116,10,functional_ratio_end
Hybrid,EX16_DepotIdlePipeline,EX16 DepotIdlePipeline,Hybrid: EX16 DepotIdlePipeline,0.91626,0.013981908946126725,10,functional_ratio_end
Hybrid,EX17_CompactMaintenanceFull,EX17 CompactMaintenanceFull,Hybrid: EX17 CompactMaintenanceFull,0.9009499999999999,0.014797165644511513,10,functional_ratio_end
Hybrid,EX20_FleetShortageLogistics,EX20 FleetShortageLogistics,Hybrid: EX20 FleetShortageLogistics,0.9526999999999999,0.008685108583726016,10,functional_ratio_end
Hybrid,Imbalance,Imbalance,Hybrid: Imbalance,0.89915,0.007883350951354536,10,functional_ratio_end
Hybrid,Imbalance_severity_squared_temporal,Imbalance severity squared temporal,Hybrid: Imbalance severity squared temporal,0.91507,0.015377259544896552,10,functional_ratio_end
Hybrid,Imbalance_severity_temporal,Imbalance severity temporal,Hybrid: Imbalance severity temporal,0.91708,0.012481702163122152,10,functional_ratio_end
Hybrid,Imbalance_squared,Imbalance squared,Hybrid: Imbalance squared,0.90176,0.01750328223188125,10,functional_ratio_end
Hybrid,Imbalance_squared_count_temporal,Imbalance squared count temporal,Hybrid: Imbalance squared count temporal,0.91876,0.011084142827581281,10,functional_ratio_end
Hybrid,Imbalance_squared_temporal,Imbalance squared temporal,Hybrid: Imbalance squared temporal,0.91875,0.013384671996147084,10,functional_ratio_end
Hybrid,Imbalance_temporal,Imbalance temporal,Hybrid: Imbalance temporal,0.9200900000000001,0.006597044792935664,10,functional_ratio_end
Hybrid,R4_NetTemporalAlternative,Net temporal,Hybrid: Net temporal,0.9068400000000001,0.013676110558196017,10,functional_ratio_end
Hybrid,Squared_only,Squared only,Hybrid: Squared only,0.9123699999999999,0.012908313428002706,10,functional_ratio_end
Hybrid,Squared_temporal,Squared temporal,Hybrid: Squared temporal,0.93366,0.012148543579833384,10,functional_ratio_end
VFA,EX12_ShortagePressure,EX12 ShortagePressure,VFA: EX12 ShortagePressure,0.93141,0.011960996799784076,10,functional_ratio_end
VFA,EX13_DemandWeightedBacklog,EX13 DemandWeightedBacklog,VFA: EX13 DemandWeightedBacklog,0.91523,0.012506891433659009,10,functional_ratio_end
VFA,EX14_RepairOpportunityLogistics,EX14 RepairOpportunityLogistics,VFA: EX14 RepairOpportunityLogistics,0.78642,0.013331149821210283,10,functional_ratio_end
VFA,EX15_FleetBrokenGlobal,EX15 FleetBrokenGlobal,VFA: EX15 FleetBrokenGlobal,0.96642,0.006462335319199849,10,functional_ratio_end
VFA,EX16_DepotIdlePipeline,EX16 DepotIdlePipeline,VFA: EX16 DepotIdlePipeline,0.89578,0.007810932509416965,10,functional_ratio_end
VFA,EX20_FleetShortageLogistics,EX20 FleetShortageLogistics,VFA: EX20 FleetShortageLogistics,0.95469,0.011927135261895648,10,functional_ratio_end
VFA,Imbalance,Imbalance,VFA: Imbalance,0.72194,0.016990337123069556,10,functional_ratio_end
VFA,Imbalance_severity_squared_temporal,Imbalance severity squared temporal,VFA: Imbalance severity squared temporal,0.9018900000000001,0.011606171729826423,10,functional_ratio_end
VFA,Imbalance_severity_temporal,Imbalance severity temporal,VFA: Imbalance severity temporal,0.9020199999999999,0.013474403717996417,10,functional_ratio_end
VFA,Imbalance_squared,Imbalance squared,VFA: Imbalance squared,0.73812,0.018514546833353584,10,functional_ratio_end
VFA,Imbalance_squared_count_temporal,Imbalance squared count temporal,VFA: Imbalance squared count temporal,0.90242,0.011903388873201897,10,functional_ratio_end
VFA,Imbalance_squared_temporal,Imbalance squared temporal,VFA: Imbalance squared temporal,0.89643,0.007211110255093262,10,functional_ratio_end
VFA,Imbalance_temporal,Imbalance temporal,VFA: Imbalance temporal,0.8798199999999999,0.016403102687533738,10,functional_ratio_end
VFA,R4_NetTemporalAlternative,Net temporal,VFA: Net temporal,0.8783899999999999,0.011999393503191923,10,functional_ratio_end
VFA,Squared_only,Squared only,VFA: Squared only,0.81074,0.016732549782451613,10,functional_ratio_end
VFA,Squared_temporal,Squared temporal,VFA: Squared temporal,0.92397,0.013356068117359836,10,functional_ratio_end
Hybrid,EX12_ShortagePressure,EX12 ShortagePressure,Hybrid: EX12 ShortagePressure,59565.0,409.11639202337324,10,total_trips
Hybrid,EX13_DemandWeightedBacklog,EX13 DemandWeightedBacklog,Hybrid: EX13 DemandWeightedBacklog,59565.0,409.11639202337324,10,total_trips
Hybrid,EX14_RepairOpportunityLogistics,EX14 RepairOpportunityLogistics,Hybrid: EX14 RepairOpportunityLogistics,59565.0,409.11639202337324,10,total_trips
Hybrid,EX15_FleetBrokenGlobal,EX15 FleetBrokenGlobal,Hybrid: EX15 FleetBrokenGlobal,59565.0,409.11639202337324,10,total_trips
Hybrid,EX16_DepotIdlePipeline,EX16 DepotIdlePipeline,Hybrid: EX16 DepotIdlePipeline,59565.0,409.11639202337324,10,total_trips
Hybrid,EX17_CompactMaintenanceFull,EX17 CompactMaintenanceFull,Hybrid: EX17 CompactMaintenanceFull,59565.0,409.11639202337324,10,total_trips
Hybrid,EX20_FleetShortageLogistics,EX20 FleetShortageLogistics,Hybrid: EX20 FleetShortageLogistics,59565.0,409.11639202337324,10,total_trips
Hybrid,Imbalance,Imbalance,Hybrid: Imbalance,59565.0,409.11639202337324,10,total_trips
Hybrid,Imbalance_severity_squared_temporal,Imbalance severity squared temporal,Hybrid: Imbalance severity squared temporal,59565.0,409.11639202337324,10,total_trips
Hybrid,Imbalance_severity_temporal,Imbalance severity temporal,Hybrid: Imbalance severity temporal,59565.0,409.11639202337324,10,total_trips
Hybrid,Imbalance_squared,Imbalance squared,Hybrid: Imbalance squared,59565.0,409.11639202337324,10,total_trips
Hybrid,Imbalance_squared_count_temporal,Imbalance squared count temporal,Hybrid: Imbalance squared count temporal,59565.0,409.11639202337324,10,total_trips
Hybrid,Imbalance_squared_temporal,Imbalance squared temporal,Hybrid: Imbalance squared temporal,59565.0,409.11639202337324,10,total_trips
Hybrid,Imbalance_temporal,Imbalance temporal,Hybrid: Imbalance temporal,59565.0,409.11639202337324,10,total_trips
Hybrid,R4_NetTemporalAlternative,Net temporal,Hybrid: Net temporal,59565.0,409.11639202337324,10,total_trips
Hybrid,Squared_only,Squared only,Hybrid: Squared only,59565.0,409.11639202337324,10,total_trips
Hybrid,Squared_temporal,Squared temporal,Hybrid: Squared temporal,59565.0,409.11639202337324,10,total_trips
VFA,EX12_ShortagePressure,EX12 ShortagePressure,VFA: EX12 ShortagePressure,59565.0,409.11639202337324,10,total_trips
VFA,EX13_DemandWeightedBacklog,EX13 DemandWeightedBacklog,VFA: EX13 DemandWeightedBacklog,59565.0,409.11639202337324,10,total_trips
VFA,EX14_RepairOpportunityLogistics,EX14 RepairOpportunityLogistics,VFA: EX14 RepairOpportunityLogistics,59565.0,409.11639202337324,10,total_trips
VFA,EX15_FleetBrokenGlobal,EX15 FleetBrokenGlobal,VFA: EX15 FleetBrokenGlobal,59565.0,409.11639202337324,10,total_trips
VFA,EX16_DepotIdlePipeline,EX16 DepotIdlePipeline,VFA: EX16 DepotIdlePipeline,59565.0,409.11639202337324,10,total_trips
VFA,EX20_FleetShortageLogistics,EX20 FleetShortageLogistics,VFA: EX20 FleetShortageLogistics,59565.0,409.11639202337324,10,total_trips
VFA,Imbalance,Imbalance,VFA: Imbalance,59565.0,409.11639202337324,10,total_trips
VFA,Imbalance_severity_squared_temporal,Imbalance severity squared temporal,VFA: Imbalance severity squared temporal,59565.0,409.11639202337324,10,total_trips
VFA,Imbalance_severity_temporal,Imbalance severity temporal,VFA: Imbalance severity temporal,59565.0,409.11639202337324,10,total_trips
VFA,Imbalance_squared,Imbalance squared,VFA: Imbalance squared,59565.0,409.11639202337324,10,total_trips
VFA,Imbalance_squared_count_temporal,Imbalance squared count temporal,VFA: Imbalance squared count temporal,59565.0,409.11639202337324,10,total_trips
VFA,Imbalance_squared_temporal,Imbalance squared temporal,VFA: Imbalance squared temporal,59565.0,409.11639202337324,10,total_trips
VFA,Imbalance_temporal,Imbalance temporal,VFA: Imbalance temporal,59565.0,409.11639202337324,10,total_trips
VFA,R4_NetTemporalAlternative,Net temporal,VFA: Net temporal,59565.0,409.11639202337324,10,total_trips
VFA,Squared_only,Squared only,VFA: Squared only,59565.0,409.11639202337324,10,total_trips
VFA,Squared_temporal,Squared temporal,VFA: Squared temporal,59565.0,409.11639202337324,10,total_trips
