seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot,policy,experiment,experiment_label,label,source
50,Imbalance_severity_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9256,395.6186,3218,1202,59412,56194,56190,161,40,214,161,161,155,5983,6301,0.0225,0.0436,0.9339,0.0235,0.1216,0.8549,18,93,218,214,214,155,Hybrid,Imbalance_severity_temporal,Imbalance severity temporal,Hybrid: Imbalance severity temporal,run_logs/run_20260508_172244/hybrid_Imbalance_severity_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
51,Imbalance_severity_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9276,397.3353,3215,1101,59574,56359,56356,144,40,229,141,144,135,6040,6329,0.0224,0.0342,0.9434,0.0339,0.1667,0.7995,26,128,239,229,229,135,Hybrid,Imbalance_severity_temporal,Imbalance severity temporal,Hybrid: Imbalance severity temporal,run_logs/run_20260508_172244/hybrid_Imbalance_severity_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
42,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9289,399.3179,3103,1167,60092,56989,56990,162,42,193,162,162,167,6200,6535,0.025,0.0329,0.9421,0.0456,0.0938,0.8607,35,72,212,206,193,167,Hybrid,Imbalance_squared,Imbalance squared,Hybrid: Imbalance squared,run_logs/run_20260508_172429/hybrid_Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
43,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9315,397.7321,2732,1383,60072,57340,57341,121,42,215,121,121,124,6238,6481,0.0235,0.047,0.9295,0.0209,0.1162,0.8629,16,89,214,177,215,124,Hybrid,Imbalance_squared,Imbalance squared,Hybrid: Imbalance squared,run_logs/run_20260508_172429/hybrid_Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
44,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9227,397.2734,3354,1280,59914,56560,56559,165,41,221,165,165,159,6172,6510,0.0172,0.0385,0.9443,0.0223,0.144,0.8338,17,110,226,238,221,159,Hybrid,Imbalance_squared,Imbalance squared,Hybrid: Imbalance squared,run_logs/run_20260508_172429/hybrid_Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
45,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9289,396.1364,2994,1238,59498,56504,56507,162,41,216,162,162,156,6219,6557,0.0303,0.0421,0.9276,0.0299,0.1172,0.8529,23,90,218,208,216,156,Hybrid,Imbalance_squared,Imbalance squared,Hybrid: Imbalance squared,run_logs/run_20260508_172429/hybrid_Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
46,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.929,396.8433,3061,1139,59172,56111,56111,138,41,200,136,138,140,6239,6523,0.0185,0.0278,0.9536,0.0196,0.1565,0.824,15,120,202,228,200,140,Hybrid,Imbalance_squared,Imbalance squared,Hybrid: Imbalance squared,run_logs/run_20260508_172429/hybrid_Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
47,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9291,397.1914,2927,1282,59398,56471,56475,164,40,187,164,164,172,6226,6576,0.0105,0.0553,0.9342,0.0221,0.1237,0.8542,17,95,197,217,187,172,Hybrid,Imbalance_squared,Imbalance squared,Hybrid: Imbalance squared,run_logs/run_20260508_172429/hybrid_Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
48,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9273,396.4864,3120,1221,59704,56584,56590,146,41,205,146,146,149,6275,6580,0.0119,0.045,0.943,0.0315,0.1219,0.8467,24,93,221,200,205,149,Hybrid,Imbalance_squared,Imbalance squared,Hybrid: Imbalance squared,run_logs/run_20260508_172429/hybrid_Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
49,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.933,396.8818,2656,1309,59148,56492,56486,156,41,210,156,156,152,6196,6504,0.013,0.0417,0.9452,0.0156,0.1213,0.8631,12,93,212,221,210,152,Hybrid,Imbalance_squared,Imbalance squared,Hybrid: Imbalance squared,run_logs/run_20260508_172429/hybrid_Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
50,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9297,396.7033,2931,1246,59412,56481,56477,170,42,217,170,170,169,6196,6537,0.0225,0.0436,0.9339,0.0275,0.1163,0.8562,21,89,224,218,217,169,Hybrid,Imbalance_squared,Imbalance squared,Hybrid: Imbalance squared,run_logs/run_20260508_172429/hybrid_Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
51,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9306,397.825,2923,1213,59574,56651,56648,165,41,238,162,165,150,6092,6424,0.0224,0.0342,0.9434,0.0286,0.1302,0.8411,22,100,243,224,238,150,Hybrid,Imbalance_squared,Imbalance squared,Hybrid: Imbalance squared,run_logs/run_20260508_172429/hybrid_Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
42,Imbalance_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9283,399.6395,2926,1384,60092,57166,57166,160,41,219,160,160,148,6227,6544,0.025,0.0329,0.9421,0.0143,0.1081,0.8776,11,83,213,207,219,148,Hybrid,Imbalance_squared_temporal,Imbalance squared temporal,Hybrid: Imbalance squared temporal,run_logs/run_20260508_172452/hybrid_Imbalance_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
43,Imbalance_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9318,397.8727,2746,1349,60072,57326,57329,143,41,217,143,143,143,6220,6503,0.0235,0.047,0.9295,0.0209,0.1175,0.8616,16,90,216,198,217,143,Hybrid,Imbalance_squared_temporal,Imbalance squared temporal,Hybrid: Imbalance squared temporal,run_logs/run_20260508_172452/hybrid_Imbalance_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
44,Imbalance_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9261,398.0573,3025,1401,59914,56889,56890,160,42,212,160,160,163,6117,6446,0.0172,0.0385,0.9443,0.0223,0.123,0.8547,17,94,217,218,212,163,Hybrid,Imbalance_squared_temporal,Imbalance squared temporal,Hybrid: Imbalance squared temporal,run_logs/run_20260508_172452/hybrid_Imbalance_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
45,Imbalance_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9232,395.6539,3228,1339,59498,56270,56274,179,42,200,179,179,171,6161,6520,0.0303,0.0421,0.9276,0.0404,0.1289,0.8307,31,99,210,236,200,171,Hybrid,Imbalance_squared_temporal,Imbalance squared temporal,Hybrid: Imbalance squared temporal,run_logs/run_20260508_172452/hybrid_Imbalance_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
46,Imbalance_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9322,396.842,2893,1118,59172,56279,56276,156,41,202,154,156,160,6172,6486,0.0185,0.0278,0.9536,0.0248,0.1186,0.8566,19,91,207,221,202,160,Hybrid,Imbalance_squared_temporal,Imbalance squared temporal,Hybrid: Imbalance squared temporal,run_logs/run_20260508_172452/hybrid_Imbalance_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
47,Imbalance_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9307,397.276,2899,1218,59398,56499,56502,147,41,210,147,147,146,6139,6452,0.0105,0.0553,0.9342,0.0169,0.1641,0.819,13,126,217,231,210,146,Hybrid,Imbalance_squared_temporal,Imbalance squared temporal,Hybrid: Imbalance squared temporal,run_logs/run_20260508_172452/hybrid_Imbalance_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
48,Imbalance_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9281,396.5373,3092,1199,59704,56612,56618,146,43,194,146,146,137,6278,6574,0.0119,0.045,0.943,0.021,0.1533,0.8257,16,117,201,223,194,137,Hybrid,Imbalance_squared_temporal,Imbalance squared temporal,Hybrid: Imbalance squared temporal,run_logs/run_20260508_172452/hybrid_Imbalance_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
49,Imbalance_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9299,397.1587,2687,1457,59148,56461,56457,149,41,195,149,149,145,6252,6550,0.013,0.0417,0.9452,0.0313,0.1265,0.8422,24,97,209,215,195,145,Hybrid,Imbalance_squared_temporal,Imbalance squared temporal,Hybrid: Imbalance squared temporal,run_logs/run_20260508_172452/hybrid_Imbalance_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
50,Imbalance_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9323,396.4082,2931,1089,59412,56481,56474,153,40,229,153,153,150,6134,6452,0.0225,0.0436,0.9339,0.0209,0.1216,0.8575,16,93,234,214,229,150,Hybrid,Imbalance_squared_temporal,Imbalance squared temporal,Hybrid: Imbalance squared temporal,run_logs/run_20260508_172452/hybrid_Imbalance_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
51,Imbalance_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9325,398.2595,2744,1275,59574,56830,56831,157,42,227,154,157,152,6252,6562,0.0224,0.0342,0.9434,0.0326,0.112,0.8555,25,86,235,204,227,152,Hybrid,Imbalance_squared_temporal,Imbalance squared temporal,Hybrid: Imbalance squared temporal,run_logs/run_20260508_172452/hybrid_Imbalance_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
42,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9261,399.0409,3214,1225,60092,56878,56878,150,40,197,150,150,135,6244,6537,0.025,0.0329,0.9421,0.0299,0.1094,0.8607,23,84,201,199,197,135,Hybrid,Imbalance_temporal,Imbalance temporal,Hybrid: Imbalance temporal,run_logs/run_20260508_172523/hybrid_Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
43,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9289,397.1285,3003,1267,60072,57069,57071,144,40,208,144,144,145,6184,6477,0.0235,0.047,0.9295,0.0209,0.1149,0.8642,16,88,207,197,208,145,Hybrid,Imbalance_temporal,Imbalance temporal,Hybrid: Imbalance temporal,run_logs/run_20260508_172523/hybrid_Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
44,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9267,398.0737,3003,1389,59914,56911,56910,167,41,204,167,167,160,6304,6640,0.0172,0.0385,0.9443,0.0262,0.1113,0.8626,20,85,212,218,204,160,Hybrid,Imbalance_temporal,Imbalance temporal,Hybrid: Imbalance temporal,run_logs/run_20260508_172523/hybrid_Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
45,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9242,395.2857,3161,1346,59498,56337,56337,163,41,208,163,163,161,6418,6742,0.0303,0.0421,0.9276,0.026,0.1432,0.8307,20,110,207,232,208,161,Hybrid,Imbalance_temporal,Imbalance temporal,Hybrid: Imbalance temporal,run_logs/run_20260508_172523/hybrid_Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
46,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9297,397.0639,2849,1308,59172,56323,56321,145,42,197,143,145,146,6332,6635,0.0185,0.0278,0.9536,0.0143,0.1382,0.8475,11,106,194,220,197,146,Hybrid,Imbalance_temporal,Imbalance temporal,Hybrid: Imbalance temporal,run_logs/run_20260508_172523/hybrid_Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
47,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9333,396.9074,2858,1101,59398,56540,56540,166,42,209,166,166,166,6066,6413,0.0105,0.0553,0.9342,0.0195,0.1302,0.8503,15,100,220,223,209,166,Hybrid,Imbalance_temporal,Imbalance temporal,Hybrid: Imbalance temporal,run_logs/run_20260508_172523/hybrid_Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
48,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9268,396.4104,3082,1289,59704,56622,56627,147,41,213,147,147,147,6144,6450,0.0119,0.045,0.943,0.0197,0.1415,0.8388,15,108,219,217,213,147,Hybrid,Imbalance_temporal,Imbalance temporal,Hybrid: Imbalance temporal,run_logs/run_20260508_172523/hybrid_Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
49,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9297,396.9166,2770,1390,59148,56378,56378,158,42,197,158,158,163,6213,6536,0.013,0.0417,0.9452,0.0248,0.1213,0.854,19,93,207,225,197,163,Hybrid,Imbalance_temporal,Imbalance temporal,Hybrid: Imbalance temporal,run_logs/run_20260508_172523/hybrid_Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
50,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9317,397.0494,2772,1286,59412,56640,56637,158,41,208,158,158,160,6340,6661,0.0225,0.0436,0.9339,0.017,0.1033,0.8797,13,79,207,198,208,160,Hybrid,Imbalance_temporal,Imbalance temporal,Hybrid: Imbalance temporal,run_logs/run_20260508_172523/hybrid_Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
51,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9348,397.7541,2708,1176,59574,56866,56866,145,42,221,142,145,139,6449,6736,0.0224,0.0342,0.9434,0.0234,0.125,0.8516,18,96,222,202,221,139,Hybrid,Imbalance_temporal,Imbalance temporal,Hybrid: Imbalance temporal,run_logs/run_20260508_172523/hybrid_Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
42,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9261,399.0641,3140,1299,60092,56952,56951,150,38,220,150,150,151,5858,6169,0.025,0.0329,0.9421,0.0234,0.099,0.8776,18,76,219,200,220,151,Hybrid,Squared_temporal,Squared temporal,Hybrid: Squared temporal,run_logs/run_20260508_173149/hybrid_Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
43,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9294,397.5134,2858,1385,60072,57214,57214,150,41,205,150,150,141,5884,6184,0.0235,0.047,0.9295,0.0248,0.1018,0.8734,19,78,207,192,205,141,Hybrid,Squared_temporal,Squared temporal,Hybrid: Squared temporal,run_logs/run_20260508_173149/hybrid_Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
44,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9195,397.564,3441,1385,59914,56473,56472,174,41,213,174,174,173,5718,6076,0.0172,0.0385,0.9443,0.0301,0.1348,0.8351,23,103,226,237,213,173,Hybrid,Squared_temporal,Squared temporal,Hybrid: Squared temporal,run_logs/run_20260508_173149/hybrid_Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
45,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9284,395.9217,2966,1292,59498,56532,56533,171,41,233,171,171,156,5701,6048,0.0303,0.0421,0.9276,0.0195,0.1081,0.8724,15,83,226,208,233,156,Hybrid,Squared_temporal,Squared temporal,Hybrid: Squared temporal,run_logs/run_20260508_173149/hybrid_Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
46,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9265,395.8144,3224,1123,59172,55948,55947,153,42,206,151,153,153,5742,6046,0.0185,0.0278,0.9536,0.0235,0.0991,0.8774,18,76,211,200,206,153,Hybrid,Squared_temporal,Squared temporal,Hybrid: Squared temporal,run_logs/run_20260508_173149/hybrid_Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
47,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9311,397.202,2901,1190,59398,56497,56499,167,42,207,167,167,180,5776,6134,0.0105,0.0553,0.9342,0.0273,0.0859,0.8867,21,66,221,197,207,180,Hybrid,Squared_temporal,Squared temporal,Hybrid: Squared temporal,run_logs/run_20260508_173149/hybrid_Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
48,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9249,396.6353,3176,1306,59704,56528,56532,153,40,215,153,153,154,5889,6210,0.0119,0.045,0.943,0.0223,0.1245,0.8532,17,95,223,208,215,154,Hybrid,Squared_temporal,Squared temporal,Hybrid: Squared temporal,run_logs/run_20260508_173149/hybrid_Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
49,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9255,397.0852,2822,1584,59148,56326,56325,151,41,195,151,151,148,5747,6053,0.013,0.0417,0.9452,0.0183,0.1147,0.867,14,88,199,207,195,148,Hybrid,Squared_temporal,Squared temporal,Hybrid: Squared temporal,run_logs/run_20260508_173149/hybrid_Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
50,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9281,396.1744,3041,1230,59412,56371,56364,183,41,212,183,183,175,5687,6052,0.0225,0.0436,0.9339,0.0157,0.1046,0.8797,12,80,211,223,212,175,Hybrid,Squared_temporal,Squared temporal,Hybrid: Squared temporal,run_logs/run_20260508_173149/hybrid_Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
51,Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9307,397.5162,3047,1080,59574,56527,56526,158,42,217,155,158,146,5856,6177,0.0224,0.0342,0.9434,0.0247,0.1419,0.8333,19,109,219,232,217,146,Hybrid,Squared_temporal,Squared temporal,Hybrid: Squared temporal,run_logs/run_20260508_173149/hybrid_Squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
42,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9277,399.3555,3033,1311,60092,57059,57061,160,42,211,160,160,159,6014,6338,0.025,0.0329,0.9421,0.0208,0.1107,0.8685,16,85,211,211,211,159,Hybrid,R4_NetTemporalAlternative,Net temporal,Hybrid: Net temporal,run_logs/run_20260509_081413/hybrid_R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
43,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9283,397.1643,3022,1284,60072,57050,57049,125,40,198,131,125,135,6110,6372,0.0235,0.047,0.9295,0.0326,0.1136,0.8538,25,87,206,190,198,135,Hybrid,R4_NetTemporalAlternative,Net temporal,Hybrid: Net temporal,run_logs/run_20260509_081413/hybrid_R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
44,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9251,397.8542,3196,1291,59914,56718,56720,167,40,220,167,167,159,6116,6450,0.0172,0.0385,0.9443,0.0236,0.1204,0.856,18,92,226,225,220,159,Hybrid,R4_NetTemporalAlternative,Net temporal,Hybrid: Net temporal,run_logs/run_20260509_081413/hybrid_R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
45,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9278,395.5487,3034,1264,59498,56464,56463,150,40,215,150,150,137,6133,6429,0.0303,0.0421,0.9276,0.0221,0.1589,0.819,17,122,211,218,215,137,Hybrid,R4_NetTemporalAlternative,Net temporal,Hybrid: Net temporal,run_logs/run_20260509_081413/hybrid_R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
46,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9323,397.4078,2795,1209,59172,56377,56376,152,42,196,150,152,137,6078,6385,0.0185,0.0278,0.9536,0.0235,0.1186,0.8579,18,91,200,210,196,137,Hybrid,R4_NetTemporalAlternative,Net temporal,Hybrid: Net temporal,run_logs/run_20260509_081413/hybrid_R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
47,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9296,396.9896,2932,1250,59398,56466,56467,166,40,202,166,166,164,5992,6336,0.0105,0.0553,0.9342,0.0208,0.1302,0.849,16,100,211,223,202,164,Hybrid,R4_NetTemporalAlternative,Net temporal,Hybrid: Net temporal,run_logs/run_20260509_081413/hybrid_R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
48,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9282,396.6119,2993,1291,59704,56711,56715,152,42,197,152,152,156,6128,6451,0.0119,0.045,0.943,0.0459,0.1219,0.8322,35,93,225,212,197,156,Hybrid,R4_NetTemporalAlternative,Net temporal,Hybrid: Net temporal,run_logs/run_20260509_081413/hybrid_R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
49,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9316,396.4303,2804,1242,59148,56344,56340,152,39,196,152,152,145,6070,6361,0.013,0.0417,0.9452,0.0235,0.1199,0.8566,18,92,205,215,196,145,Hybrid,R4_NetTemporalAlternative,Net temporal,Hybrid: Net temporal,run_logs/run_20260509_081413/hybrid_R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
