Seed,time,vehicle_id,station_id,action_next_station,action_pickups,action_deliveries,expected_value_V,td_error,anticipated_demand_shortfall,squared_starvation_penalty,squared_congestion_penalty
5193,3551.2233586246625,V0,S62,D0,0,0,-227.1925138212548,2.9037462296925582,0.032428291890714646,0.0,0.31560585583281586
5193,3554.686778683586,V0,D0,S27,0,0,-230.2563384545125,-0.7644033954350107,0.03669532008438504,0.0,0.31918525188246083
5193,3573.787108863547,V0,S27,S31,0,10,-228.97982737605113,0.4671444961534803,0.031006895474288376,0.0,0.31839023826972984
5193,3584.0530461757303,V0,S31,S34,0,10,-226.26913544763863,3.5728687182566716,0.03417028273572776,0.0,0.31399380884824746
5193,3596.689377242286,V0,S34,S62,0,0,-215.8553547662529,10.46846497631509,0.03112888992708438,0.0,0.29980908673190715
5193,3602.490405256826,V0,S62,S32,12,0,-211.96455851458745,5.299759179840663,0.02805344868328988,0.0,0.2948671324724092
5193,3615.01644804437,V0,S32,S3,8,0,-208.14291432732563,3.7980017064727747,0.05315345539509015,0.0,0.2850028394793463
5193,3623.0050963761137,V0,S3,S35,0,0,-217.63295016373038,-9.317188263283214,0.05816664918115022,0.0,0.2975416783815509
5193,3629.6911640748035,V0,S35,S56,0,2,-221.44801113252663,-2.2918030736508115,0.05908871305516684,0.0,0.30276224727776146
5193,3636.130327354587,V0,S56,S3,2,0,-212.91910048016598,8.660399069538727,0.055970720874743904,0.0,0.2912482781645388
5193,3641.4450121768687,V0,S3,S55,0,0,-216.62747439799145,-4.55059184577118,0.05189944936857331,0.0,0.29723077396019265
5193,3646.065086274065,V0,S55,S36,0,0,-220.65588855179334,-4.817491017786153,0.0648509051950856,0.0,0.3006195466582495
5193,3652.9185539704285,V0,S36,S29,0,0,-221.98954021099732,-1.1089684030066564,0.06310891450860896,0.0,0.3028092970575469
5193,3661.893750044573,V0,S29,S50,0,14,-224.31980549561828,-2.0859365078885617,0.05614378335100148,0.0,0.30734320437711093
5193,3673.1844852101985,V0,S50,S57,0,6,-213.73280682813893,7.726486826082919,0.049970208839973634,0.0,0.2934617758513112
5193,3681.3235593657378,V0,S57,S58,2,0,-203.10523522781182,9.650921818130854,0.045186821413149,0.0,0.27928905977253193
5193,3693.475726852072,V0,S58,S63,11,0,-196.17084075172522,8.887390682938417,0.050863897950552045,0.0,0.2684811655636417
5193,3704.0950851722955,V0,S63,S52,7,0,-193.05011670269639,0.2670542419423896,0.06112293073117733,0.0,0.2622514261940461
5193,3711.8531060130636,V0,S52,S63,0,0,-198.75834458085887,-9.720854881411299,0.047084858919277384,0.0,0.2728249129538155
5193,3716.1111268538316,V0,S63,S17,0,0,-206.0364887944384,-6.910024288147866,0.056549490496740185,0.0,0.28142687483467754
5193,3729.086725718735,V0,S17,S14,0,12,-203.53321040947793,-0.8555053390923888,0.060260447274775725,0.0,0.27721702465136533
5193,3743.5634758462843,V0,S14,S57,0,4,-195.72322272387285,9.767966578215095,0.03659885951649063,0.0,0.2703765243432666
5193,3752.4324510185083,V0,S57,S3,6,0,-198.4067909703356,-2.7075789785721156,0.03969699452762522,0.0,0.2736333864823245
5193,3761.43947329888,V0,S3,S56,3,0,-195.0650342915204,1.5945963746301572,0.03724855908733112,0.0,0.26933816178025083
5193,3767.2541581211617,V0,S56,S3,1,0,-192.83806252629586,4.1540674128139585,0.03885720598002633,0.0,0.26590322963669344
5193,3772.0688429434435,V0,S3,S56,0,2,-196.6936134093101,-1.8918681322720374,0.03606547910966118,0.0,0.2718591523435758
5193,3777.3835277657254,V0,S56,S57,1,0,-194.43927422271545,2.2002262639080357,0.02982381334052235,0.0,0.26977805041866626
5193,3782.7024407943036,V0,S57,S56,4,0,-204.280144577465,-8.799823967769925,0.024563791292283834,0.0,0.28463877689566897
5193,3789.521353822882,V0,S56,S62,0,0,-211.3661549445717,-5.245917883152487,0.023448802699554048,0.0,0.2948514598556502
5193,3796.766876955893,V0,S62,S16,3,0,-212.21019430415674,1.282814184869352,0.02553408789170939,0.0,0.29566783783803463
5193,3803.679696155513,V0,S16,S15,0,0,-220.42392473921572,-7.010698151999975,0.029205322404344418,0.0,0.30663636126262556
5193,3811.8595498434597,V0,S15,S10,0,14,-220.53721885648355,0.3989471323319833,0.03074871425649284,0.0,0.30651236735173815
5193,3825.1568649946157,V0,S10,S61,0,6,-221.9617000098756,-11.305269911781664,0.04051408648593475,0.0,0.30679095799379036
5193,3836.2517646469187,V0,S61,S31,7,0,-213.6621447487134,6.747722877374542,0.014208300924249902,0.0,0.2997136123407963
5193,3843.759807277878,V0,S31,S16,13,0,-209.64203463203935,4.109838286602837,0.01588220171602926,0.0,0.29373839634968096
5193,3857.2162098408357,V0,S16,S29,0,0,-223.81663252726563,-18.0403198222983,0.011022214029620803,0.0,0.3146604482151784
5193,3865.6254695544976,V0,S29,S43,0,15,-230.48119827364116,-5.3418468956357685,0.01127755490790375,0.0,0.3240169384053466
5193,3882.0120177211566,V0,S43,S41,14,0,-216.50553808914856,4.546560521156579,0.013686270207186121,0.0,0.30381171749411817
5193,3897.3436301671386,V0,S41,S62,1,0,-217.0307190301312,-3.4596786730588747,0.006732487502759803,0.0,0.3057983044664029
5193,3905.088976538808,V0,S62,S26,0,0,-225.39354239792877,-7.1054392342028905,0.006071438380873054,0.0,0.3177402616540132
5193,3913.6123795366157,V0,S26,S62,0,16,-231.04897184914876,-5.737536324976816,0.006965131546021845,0.0,0.32557019780745994
5193,3930.1357825344235,V0,S62,S41,13,0,-214.28933098790955,5.7088987634999455,0.002893863091678423,0.0,0.3025801737440231
5193,3943.8811289060927,V0,S41,S18,3,0,-215.86768048858912,-6.125702136903442,0.001526370955912046,0.0,0.3050644459294505
5193,3950.7062108050354,V0,S18,S34,0,0,-219.31545461807417,-1.2485583713102244,0.001645529960045764,0.0,0.30991127618663095
5193,3959.2350602137253,V0,S34,D0,0,11,-218.6560575992559,-0.5527770859372367,0.003251340238835582,0.0,0.30869121469230226
5193,3969.275049071526,V0,D0,S41,0,0,-215.80770570682483,1.3069958237381343,0.002289556568624074,0.0,0.3048327483215822
5193,3989.501353622148,V0,S41,S66,10,0,-207.09031868089903,6.38697181878797,0.001906545017358349,0.0,0.29257272627686337
5193,3998.9069293391253,V0,S66,S13,1,0,-219.48739343008558,-10.90830689460023,0.0055494080324065805,0.0,0.30946855046965666
5193,4010.9594718975354,V0,S13,S39,0,0,-215.91146976352206,5.745626248990675,0.0012483331474863065,0.0,0.3051608159296201
5193,4022.6260581815504,V0,S39,S5,0,15,-219.06681794263594,-1.6704965470723039,0.00035747720859004403,0.0,0.3097905049599633
5193,4042.785048166261,V0,S5,S31,12,0,-209.79906562908494,10.667435729327423,0.0002496666358387204,0.0,0.2966988256354564
5193,4060.7859272166666,V0,S31,S61,3,0,-206.33971076965332,5.512242150460253,0.001588787614871726,0.0,0.2915822866531427
5193,4066.2939698476257,V0,S61,S49,0,0,-207.1132723988729,0.2924594813975716,0.0016228330219761487,0.0,0.2926776814643193
5193,4072.5178545416543,V0,S49,S64,0,5,-209.5124600623849,-0.3043305977141131,0.00165687850834881,0.0,0.2960657128791848
5193,4079.8167061460463,V0,S64,S4,0,4,-212.38738109649017,-1.7507645480303893,0.0008426248444313263,0.0,0.30027678896960286
5193,4756.61190729866,V0,D0,S39,0,0,-222.85853243922332,-91.43846150128337,0.032002723200080845,0.0,0.30954339572947437
5193,4777.9832937887195,V0,S39,S47,9,0,-212.44802455168664,6.526115526658401,0.023950972886356184,0.0,0.2961265134919563
5193,4789.006303607791,V0,S47,S22,0,0,-221.56211348463984,-10.904933576673585,0.02338638617535037,0.0,0.30912305164214865
5193,4794.329256507055,V0,S22,S41,0,12,-224.7600551758355,-1.9395756991372082,0.017482337530423785,0.0,0.31467912548554755
5193,4806.750527667779,V0,S41,S49,0,8,-222.39192066652743,-1.4059154316972524,0.023082815219217644,0.0,0.3103322309268088
5193,4816.2473466873835,V0,S49,S59,11,0,-205.46848650464466,15.979596759050594,0.03294464611411623,0.0,0.28464912344641874
5193,4826.428634326825,V0,S59,S60,9,0,-199.2993705681784,6.146848887576141,0.026958321128138465,0.0,0.27701209304986857
5193,4836.083175062046,V0,S60,S63,0,0,-202.01435689957444,-3.700096594080094,0.019303770575751722,0.0,0.28221959477692415
5193,4843.552332928017,V0,S63,D0,0,0,-201.76682310803912,0.2683232904103363,0.018665417341630432,0.0,0.28197867242383273
5193,4848.419469677625,V0,D0,S27,0,0,-205.16165538378334,-3.34344564069454,0.022674269018111814,0.0,0.28606648487329067
5193,4867.519799857586,V0,S27,S50,0,12,-210.6820008131118,-6.410619385629559,0.015609838157974572,0.0,0.2951241063415522
5193,4882.181039579321,V0,S50,S35,0,8,-214.19935298547804,-2.369533060376341,0.01845830754790389,0.0,0.2995827254236899
5193,4890.786193107251,V0,S35,S60,10,0,-202.30039678117856,13.924213103638749,0.025534088145367752,0.0,0.2814972541189697
5193,4907.996218057945,V0,S60,S33,10,0,-195.21015186763557,6.029689373695589,0.022725337152548923,0.0,0.2719888731590816
5193,4919.695147734392,V0,S33,S4,0,0,-204.07780802731196,-7.831864053894066,0.022640223991494936,0.0,0.2845503575191994
5193,4924.724195117051,V0,S4,S33,0,0,-201.57377017018314,4.526315950172517,0.02285584317510869,0.0,0.2809620530103713
5193,4929.75324249971,V0,S33,S65,0,0,-205.61816606631174,-2.992118186214185,0.03148353031765332,0.0,0.28515239598075093
5193,4939.072139789192,V0,S65,S44,0,12,-212.38987398379822,-7.645216566065841,0.03800607039814775,0.0,0.2935642557091785
5193,4955.006636832281,V0,S44,S33,2,0,-203.57378788685241,7.858781979211074,0.04119499335973139,0.0,0.28052176246448496
5193,4960.286100543739,V0,S33,S63,10,0,-191.01596707418315,10.460911531553563,0.04221635680944859,0.0,0.26259319780046775
5193,4969.832891024559,V0,S63,S61,0,0,-201.7897156938939,-11.76430628252541,0.05159020377365516,0.0,0.276173331739763
5193,4976.075537894626,V0,S61,S66,0,6,-209.58446659962743,-9.689486628870469,0.06035123445632287,0.0,0.2856241085500632
5193,4983.203150474193,V0,S66,S59,0,5,-213.5029569742699,-2.774944710835058,0.06269469401749796,0.0,0.2907359503867117
5193,4991.667517299997,V0,S59,S63,11,0,-199.65323328190286,13.848838578966081,0.06130450667963639,0.0,0.2713968355310042
5193,5003.387096205057,V0,S63,S12,0,0,-216.0670807454669,-21.265460183662128,0.0826254669723622,0.0,0.2908327883178027
5193,5011.824567033427,V0,S12,S51,0,12,-222.73506040744505,-12.121482695559678,0.08962748024610137,0.0,0.298988548051298
5193,5022.840780629142,V0,S51,S46,0,8,-223.298567639544,-4.318261289834652,0.1146820985354172,0.0,0.2953128055070858
5193,5032.984335721036,V0,S46,S63,10,0,-209.1017235173468,12.292424050214379,0.10503021242315166,0.0,0.27695117564441674
5193,5042.005659502334,V0,S63,S33,10,0,-207.0679480602459,2.0920914581976717,0.10405423864835707,0.0,0.2742666861496938
5193,5051.5524499831545,V0,S33,D0,0,0,-202.04849442809527,1.0379901329099823,0.08736913536793044,0.0,0.27013919152479837
5193,5055.496852022935,V0,D0,S27,0,0,-203.91118523958238,-0.8245044448348153,0.09388032560804953,0.0,0.27161643076029784
5193,5074.597182202896,V0,S27,S37,0,0,-212.5053604865324,-19.168400686105343,0.09984395400473793,0.0,0.2827062600930757
5193,5081.787645843977,V0,S37,S50,0,0,-213.86719638671914,-3.205460906260811,0.11655459442006393,0.0,0.28163511551859505
5193,5092.249049724978,V0,S50,S29,0,14,-213.30693917391824,0.6964621187043463,0.09297812216917267,0.0,0.28503098757969
5193,5103.539784890604,V0,S29,S14,0,6,-210.1915504937,-3.883375993033013,0.06943569337538719,0.0,0.2848138335235194
5193,5112.950520584113,V0,S14,S31,4,0,-208.3469940161898,0.5316743481332935,0.0884160282635279,0.0,0.2788258350987339
5193,5126.835537408777,V0,S31,S61,16,0,-195.71423005873933,7.5894186957615375,0.08929553822043033,0.0,0.2608106636467723
5193,5138.843580039736,V0,S61,S37,0,0,-202.9823689672971,-9.944873348805942,0.06384088972294014,0.0,0.2756218143272052
5193,5143.881580989632,V0,S37,S63,0,0,-206.92451122096904,-2.864626630598252,0.07882940153570861,0.0,0.27851793776023703
5193,5148.659245062643,V0,S63,S37,0,13,-210.7890908517724,-5.154177053865425,0.07489998821503248,0.0,0.2846765451659457
5193,5159.936909135654,V0,S37,S60,13,0,-195.77884546825663,12.172740447117832,0.05383436677132272,0.0,0.2671961827823939
5193,5172.276124474346,V0,S60,S37,0,0,-202.00907505018645,-5.220589729899018,0.06611626484307273,0.0,0.27383499946309353
5193,5178.115339813038,V0,S37,S29,0,0,-201.9187172975427,0.7138384951589103,0.06409055810268009,0.0,0.2740614050539418
5193,5187.344941307925,V0,S29,S54,0,15,-207.80348698605945,-7.5073414738631925,0.052991740325672984,0.0,0.28435537234565844
5193,5199.273336506983,V0,S54,S32,0,5,-207.54666582878906,-7.861167748412242,0.042139753284013357,0.0,0.28591280304159095
5193,5206.822022885884,V0,S32,S41,6,0,-195.95095294366578,9.462261246203951,0.029301782797848692,0.0,0.2717935926286216
5193,5220.47656968298,V0,S41,S37,14,0,-197.64604779451503,-5.226641284325694,0.026895904492959255,0.0,0.27462909212227177
5193,5234.1730088640115,V0,S37,S43,0,0,-209.95739345018183,-13.30754580787314,0.02337220091802005,0.0,0.292653872161682
5193,5238.8293184411095,V0,S43,S31,0,15,-209.4139720500735,1.2491151407133998,0.021533746809992434,0.0,0.2921962785183145
5193,5253.675425753273,V0,S31,S37,15,0,-203.941070576443,6.8111605021939,0.023363689284841702,0.0,0.2841360259071528
5193,5266.981564882097,V0,S37,S50,0,0,-210.11086582105335,-9.474784716095996,0.02868329038728153,0.0,0.29192056523035675
5193,5277.442968763098,V0,S50,S29,0,14,-213.13112113056275,-4.580452179260675,0.01800153112626545,0.0,0.29807736850688876
5193,5288.733703928724,V0,S29,S60,0,6,-207.15761302261035,4.649381801382987,0.019337814952369047,0.0,0.2893898034904793
5193,5302.0389337585675,V0,S60,S18,13,0,-185.23285717821457,22.07276815922131,0.007081453206982382,0.0,0.26058286708652556
5193,5312.999136923744,V0,S18,S64,7,0,-185.6614992935978,-1.6899012385498224,0.019610178938472222,0.0,0.25898611608649985
5193,5320.0198175928,V0,S64,S18,0,0,-187.66835670110333,-3.128948865714193,0.014072118851930077,0.0,0.26280633539875026
5193,5323.540498261856,V0,S18,S16,0,0,-192.19472501857413,-3.602129045268242,0.014384202027826119,0.0,0.2691464949726262
5193,5329.409257278195,V0,S16,S37,0,0,-196.38188813521452,-5.2206053388209455,0.012872016844487943,0.0,0.27533081103734847
5193,5333.882590626686,V0,S37,S58,0,0,-200.2520587120617,-3.863492808909797,0.01604675481032645,0.0,0.28023142744594126
5193,5337.5918970888,V0,S58,S18,0,0,-199.82200463731164,2.4314779079021775,0.013507531522632009,0.0,0.28007049645974746
5193,5342.185753423274,V0,S18,S41,0,0,-199.28896343684366,0.8238796583618466,0.012823785513209144,0.0,0.2794414567372391
5193,5347.510835322217,V0,S41,S28,0,0,-199.72637950847007,-0.44084495691112124,0.015624023839389968,0.0,0.2795628344905531
5193,5358.934961975698,V0,S28,S37,0,15,-208.6570913163848,-10.84377079455274,0.010162566243832551,0.0,0.2931582757812835
5193,5381.416472617265,V0,S37,S61,15,0,-185.49934520783668,23.022284062249128,0.008352483538269843,0.0,0.26073150253804267
5193,5393.954473567162,V0,S61,S66,0,0,-198.5015958689092,-14.03611795703165,0.0036598858216491527,0.0,0.27997419749223806
5193,5398.082086146728,V0,S66,S61,0,5,-199.95053426806254,-0.1384457532860779,0.004323771569331527,0.0,0.2818888849794807
5193,5404.709698726295,V0,S61,S62,5,0,-194.9721287496492,6.92824394812277,0.0049138937426768834,0.0,0.27474611977131336
5193,5412.270013136478,V0,S62,S31,0,0,-196.40776093269304,-0.17730768228079796,0.003166227093635245,0.0,0.2770945634669106
5193,5418.246583313302,V0,S31,S60,0,0,-201.7959317876309,-3.3700668177042132,0.0031321811316531545,0.0,0.28471755396550197
5193,5422.140425151622,V0,S60,S31,0,0,-203.1652300346389,0.6652043240047192,0.006326779469216833,0.0,0.286081158199595
5193,5426.034266989943,V0,S31,S52,0,0,-203.80516614712235,1.3975346308135386,0.010582460668241648,0.0,0.28622985525297007
5193,5432.020553151062,V0,S52,S31,0,4,-206.80545216826653,-0.9334591435375614,0.014696285964697249,0.0,0.2897414523091744
5193,5440.006839312181,V0,S31,S52,4,0,-196.43541615211242,10.335221530348036,0.009419241094004166,0.0,0.27601892362224395
5193,5447.9931254733,V0,S52,D0,0,1,-204.94549084526804,-8.469494840831373,0.009458961266723189,0.0,0.28805535005239435
5193,5452.707327523712,V0,D0,S33,0,0,-207.4185700172272,-1.2161026130518167,0.009169574331336264,0.0,0.2915927368092798
5193,5471.651729563492,V0,S33,S31,1,0,-207.88673034774072,-2.0881969985228466,0.0039776434143795475,0.0,0.29317628283454417
5193,5478.328084773712,V0,S31,S27,0,0,-209.90995624413821,0.07778797930757264,0.010724316507396272,0.0,0.29483398990575943
5193,5483.594022085896,V0,S27,D0,0,13,-212.21522105925976,-1.183184712603662,0.004732317247266984,0.0,0.2991584879983202
5193,5494.194352265857,V0,D0,S40,0,0,-208.58215402893313,4.720007833238469,0.010230657256211991,0.0,0.29304326667637676
5193,5512.849534653535,V0,S40,S31,10,0,-199.69462210251982,9.880040361729044,0.0028144238084347696,0.0,0.2818042198197145
5193,6194.85770658865,V0,D0,S61,0,0,-229.4360555505765,-90.35582152377472,0.057247422412502066,0.0,0.31418323731274805
5193,6213.874823287343,V0,S61,S52,3,0,-225.2507191064313,4.523750326027937,0.0452038446795057,0.0,0.3102881191863416
5193,6220.375554780234,V0,S52,S51,0,0,-227.11833338265706,-1.6012835541038726,0.04703946187240863,0.0,0.31260802499458606
5193,6228.034884459289,V0,S51,S60,0,10,-228.26141626932764,0.14123265808493102,0.04562090122964443,0.0,0.31447322487398865
5193,6243.532986860902,V0,S60,S55,10,0,-219.5302924261264,8.226274695871126,0.040454505053686286,0.0,0.30305287818146254
5193,6258.399741216059,V0,S55,S39,0,0,-222.058449447826,-2.016138683212546,0.03438590280714578,0.0,0.3077167921146219
5193,6269.964082880366,V0,S39,S49,0,0,-220.06681242262667,2.1943505163895622,0.04008851510018085,0.0,0.3038854352350144
5193,6273.80399146154,V0,S49,S41,0,2,-219.58205897321793,2.6783421468882125,0.03583283383774144,0.0,0.30396004043964064
5193,6280.300810481144,V0,S41,S60,0,3,-219.7341372815899,-0.657429990277052,0.03313757029380538,0.0,0.30465792207630393
5193,6285.665997288195,V0,S60,S39,2,0,-221.03387982072633,0.038316024395072645,0.032045279717193245,0.0,0.30668807961908073
5193,6292.556590985289,V0,S39,S47,3,0,-218.15207874229662,4.063283055413848,0.02200470769627881,0.0,0.3044002524665439
5193,6300.579600804361,V0,S47,S18,0,0,-226.76104676064287,-7.345454284801775,0.02876840316784797,0.0,0.31537082939415395
5193,6307.123055270363,V0,S18,S15,0,0,-225.80921856202792,1.5175287325034788,0.029474846780202797,0.0,0.3138893032287627
5193,6314.889647527153,V0,S15,S39,0,13,-224.77312919059978,-2.1178033513862147,0.02646466162329582,0.0,0.3129624388137161
5193,6331.600537769976,V0,S39,S63,13,0,-211.11283863314577,10.073666652475993,0.019312280433321536,0.0,0.2949251378554287
5193,6346.339174768797,V0,S63,S54,0,0,-216.91428434079256,-6.042324543774669,0.019252701093754567,0.0,0.3031492624699497
5193,6353.199701130931,V0,S54,S63,0,0,-217.93490107867743,-3.3354530518843433,0.013402558243511217,0.0,0.3056234648479086
5193,6360.060227493065,V0,S63,S35,0,0,-218.7087224538342,-0.9834124793014496,0.015490678702011896,0.0,0.30634118595448157
5193,6369.715756424185,V0,S35,S62,0,10,-224.58319057025034,-6.327647109942603,0.014435270558604416,0.0,0.31482959188688175
5193,6383.330343321441,V0,S62,S52,3,0,-217.49685482314112,7.167860910651456,0.019976167274905598,0.0,0.3038207642555403
5193,6389.37917853252,V0,S52,S51,5,0,-218.5012632603024,1.1732329542902846,0.025508552389735723,0.0,0.3042671929448201
5193,6399.538508211575,V0,S51,S63,2,0,-208.31648981340334,8.566769397730042,0.02046982605048045,0.0,0.29077064324601687
5193,6406.966718912443,V0,S63,S53,0,0,-216.3234761088786,-7.551923549444581,0.018878201092435543,0.0,0.30238170524127767
5193,6411.453402836561,V0,S53,S56,0,0,-216.7711438236249,0.7271922905012502,0.0195846471779594,0.0,0.30287870070830153
5193,6417.509638740126,V0,S56,S64,0,2,-217.89435018358552,1.0550203815532768,0.028998211429521126,0.0,0.302793674793501
5193,6428.932266496262,V0,S64,D0,0,6,-220.10172212167987,-2.807398254821379,0.03510086147706685,0.0,0.30482995165513377
5193,6436.791834617379,V0,D0,S61,0,0,-219.5957070427395,0.3047803120618937,0.04461089010139841,0.0,0.3024202375915661
5193,6455.808951316072,V0,S61,S37,8,0,-211.29238356170706,7.615941034906967,0.038896926406403715,0.0,0.29170148832410864
5193,6464.846952265969,V0,S37,S17,0,0,-216.78858917262804,-5.335662887945205,0.04088858477505982,0.0,0.29912577860459244
5193,6477.561154983287,V0,S17,S24,0,12,-217.33414229855305,-1.3671303845783314,0.03767980040333709,0.0,0.3004600553121545
5193,6488.822703117063,V0,S24,S14,0,8,-215.4856269821134,1.604711210530155,0.03655346621108272,0.0,0.29804589976867
5193,6503.249290095403,V0,S14,S37,6,0,-206.8645235488036,8.988184634382236,0.04607767769884381,0.0,0.28417076167115235
5193,6518.594373610932,V0,S37,S60,14,0,-213.06738773479063,-6.180512488369658,0.08019405727159383,0.0,0.2868844274935244
5193,6531.433588949624,V0,S60,S43,0,0,-225.6994676410908,-12.069439588117888,0.10783896164036195,0.0,0.2998151338032215
5193,6538.916360629451,V0,S43,S29,0,15,-232.58110709782133,-6.943582057257117,0.10384429293035881,0.0,0.31023345070035485
5193,6555.30290879611,V0,S29,S60,0,5,-208.97309765528524,21.005496610004883,0.07519788548359865,0.0,0.2819524444837181
5193,6568.108138625954,V0,S60,S31,13,0,-198.65363188091888,11.284549231495873,0.06620705107340102,0.0,0.2689961097000823
5193,6578.501980464274,V0,S31,S47,7,0,-187.04448678393334,9.769813799352136,0.0631713301925693,0.0,0.25314108016256864
5193,6587.719582003625,V0,S47,S30,0,0,-204.1237165565674,-18.14556151586791,0.0648423952106866,0.0,0.2769956538425975
5193,6591.9037495000075,V0,S30,S50,0,0,-201.80825376625737,3.647980228325366,0.06393735612497686,0.0,0.27386353511228356
5193,6603.7294965583305,V0,S50,S29,0,15,-206.1789484545509,-2.3120335844683098,0.056183501431039014,0.0,0.28142382002995525
5193,6615.520231723956,V0,S29,S42,0,5,-189.19934980206853,16.873591203738243,0.050089367455692986,0.0,0.25850575599462267
5193,6624.137492160057,V0,S42,S31,10,0,-183.3221593788836,5.6967450391806835,0.029006723760259975,0.0,0.2539655337393548
5193,6641.735693650561,V0,S31,S47,10,0,-178.40972087623783,1.6924381161674944,0.026981018763768575,0.0,0.24738764286686277
5193,6652.453295189912,V0,S47,S26,0,0,-199.1417917751642,-23.741806946633574,0.022208980503539245,0.0,0.2775427490920439
5193,6662.941585711425,V0,S26,S20,0,16,-212.7388318732395,-13.452026087258929,0.009288733327543158,0.0,0.29903248197266247
5193,6681.9542363269375,V0,S20,S30,9,0,-198.15792391867632,14.574483978392635,0.005149374590088086,0.0,0.27914391752367634
5193,6695.357830575014,V0,S30,S61,5,0,-190.6648142272273,9.38670997454929,0.01987403022920265,0.0,0.2659540587309703
5193,6703.779427317128,V0,S61,S44,2,0,-200.05862872608506,-11.800708135954437,0.025048938878582467,0.0,0.27832250137629794
5193,6710.567420081442,V0,S44,S39,0,0,-197.31885960221717,3.722383662805811,0.023122535011449123,0.0,0.2747792462065205
5193,6718.440353761751,V0,S39,S37,0,14,-195.61149892233024,0.6604011242098977,0.02377507311448637,0.0,0.2722543794247744
5193,6731.9919913525955,V0,S37,S31,14,0,-185.37594382757652,10.08878107887395,0.00562884741077212,0.0,0.2610137503832573
5193,6744.798130481419,V0,S31,S53,0,0,-197.38217225714084,-12.040105893140975,0.02206145119876913,0.0,0.27507399113200326
5193,6752.618285992226,V0,S53,S13,0,2,-204.27616125559206,-6.841945323698269,0.022526738682854604,0.0,0.28472221599890823
5193,6770.009917648676,V0,S13,S31,0,11,-201.8215721806699,1.3785850693045347,0.014667913896379139,0.0,0.2826417734905534
