episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max
0,0.885462154294032,-2.5304110652068577,-1.9423364888300652,-8.926621676517819
1,0.9360737494332779,-6.608298322240862,-5.037188123454689,-25.28475108717201
2,0.9414564637399951,-9.987067491792157,-7.564836421981445,-39.7568603293718
3,0.9400923049078459,-12.902439389298303,-9.704623676838809,-52.75615952493119
4,0.9393453811685807,-15.608522922880843,-11.679724688177211,-65.15073410403404
5,0.9337539432176656,-18.01475716745804,-13.413936835517756,-76.16802737901111
6,0.9289813486370158,-20.328779896568356,-15.068516172543823,-86.77168369782648
7,0.9393074867113127,-22.618996942994,-16.702887924320663,-97.44599031429486
8,0.939965434644189,-24.647512336677437,-18.159014979188377,-106.79041676901163
9,0.9387071463061323,-26.540672777252848,-19.513639831735116,-115.46891501569469
10,0.934811029236986,-28.208456463708156,-20.710600506237185,-122.86256519671942
11,0.940032023201716,-29.8372186370855,-21.88343327732684,-130.1662586808517
12,0.9405565175852392,-31.31458897458787,-22.937410798462977,-136.6440254565402
13,0.9394392299874454,-32.72182784594624,-23.958218641620928,-142.77871339637213
14,0.9394540644540644,-34.03064422008861,-24.900931985213717,-148.32595635626956
15,0.9443634090435508,-35.197418327301236,-25.73765799074104,-153.03597222629645
16,0.9401505196511767,-36.323027051738,-26.5497832742001,-157.63960002712616
17,0.9413114754098361,-37.427286119270825,-27.350023226970514,-162.2387837902727
18,0.9422010607521697,-38.47298085207468,-28.10695827967408,-166.38304940764755
19,0.9414508556716644,-39.47032313728176,-28.826449067605886,-170.34766672095904
20,0.938697433425714,-40.36991011021357,-29.48614114574098,-173.74888165226412
21,0.9329428639732249,-41.17933899295137,-30.072792565824944,-176.51961078670172
22,0.938512306621053,-42.057514620779514,-30.71999887729278,-179.7684735587977
23,0.9378120608724251,-42.896364854667716,-31.332423260349564,-182.8576120274488
24,0.9464194025793591,-43.56318067442629,-31.817921111214027,-184.91187664207095
25,0.9355131423731889,-44.2363756364081,-32.30845355146362,-186.97676138421275
26,0.9394048801034991,-44.964613763113064,-32.83954668223568,-189.57055960711133
27,0.9411107082426879,-45.56445503279601,-33.26240044943433,-191.15196282220268
28,0.9421803515530941,-46.15696785352911,-33.690465308688836,-192.86616193786554
29,0.9341534008683068,-46.72490447393609,-34.11097765398148,-194.4027824981568
30,0.9351891074130105,-47.28054875418438,-34.52369873863175,-195.93132028943936
31,0.9291744557679551,-47.86057640547361,-34.94149715238398,-197.58111776488514
32,0.9425009809543932,-48.40074907829908,-35.34956995641065,-199.01986341017223
33,0.9343672196058433,-48.91459756727641,-35.72325553570582,-200.24141131385
34,0.9391962970755312,-49.47173059249232,-36.14152745343924,-201.90816471327463
35,0.9371309166893795,-49.982742785678205,-36.50687465413483,-203.33793068654842
36,0.9418397805047185,-50.50001550657762,-36.89609365511532,-204.73322705647536
37,0.9397054403366396,-50.96198337500638,-37.23996429520025,-205.8095844222371
38,0.9326466878866134,-51.365175003704366,-37.54663667044845,-206.5285233000798
39,0.94154621644601,-51.76991550085524,-37.855859695249784,-207.22739442313113
40,0.9346615969581749,-52.13536830431639,-38.12108680477246,-207.749684908893
41,0.9346270176384273,-52.53730880278021,-38.41548254636454,-208.40434383015716
42,0.9410910850368936,-52.919250387450205,-38.699748372232456,-209.01593193219404
43,0.9350437176655674,-53.37587766782953,-39.051614220402826,-210.16847202043277
44,0.9344316607433287,-53.72568755531831,-39.303082937010245,-210.61511198871733
45,0.9340982818695182,-54.08931694116749,-39.56742292153079,-211.21159506632472
46,0.9428329195179556,-54.440105939050575,-39.83554600844121,-211.7733390245319
47,0.9345526596555404,-54.781180860226,-40.07619981180718,-212.2738417088285
48,0.938974280931365,-55.109920928859474,-40.32519756738343,-212.6809235138709
49,0.9373083167959588,-55.4323740943143,-40.567255702911176,-213.00429970343092
50,0.9416945407677908,-55.78645455925065,-40.82961356716071,-213.55195358047754
51,0.940618075103312,-56.090967273762764,-41.06008084450347,-213.86516368385293
52,0.9423180754694342,-56.46961113122867,-41.34822036862527,-214.7668499347988
53,0.9334994076009357,-56.74641100836548,-41.54333955401265,-214.96162983250653
54,0.9340725382373268,-57.07310576797843,-41.78827551276162,-215.36263339763047
55,0.9283327815067874,-57.40511311633143,-42.05060233674018,-215.8270950683975
56,0.9421453204899513,-57.674018995781594,-42.26284666300967,-215.930926170653
57,0.9417060612447683,-57.970384712747986,-42.49237996803047,-216.17362157372935
58,0.9380280843130769,-58.28391521235597,-42.73435449316546,-216.6475528487268
59,0.9432969543910286,-58.543451536012434,-42.935191293629444,-216.71767733133245
60,0.9391248626876602,-58.871782855190574,-43.183681383819604,-217.25170618154158
61,0.9427944750726184,-59.08576689773408,-43.34912847705864,-217.12293529838482
62,0.9324235547061634,-59.41408348592451,-43.606409392700975,-217.8070402675068
63,0.9372492665109874,-59.665694627942145,-43.795581619520775,-217.98749909135176
64,0.9420684645419051,-59.92602900642706,-43.99812533982684,-218.21479936463865
65,0.9377162629757786,-60.145337685320435,-44.16390025574606,-218.07483992843186
66,0.9414037542973622,-60.37596611409539,-44.34957118696575,-218.1122834116422
67,0.9392631928310654,-60.5675065782035,-44.49430007185663,-217.7839876577839
68,0.9381594194059889,-60.77834851849743,-44.65668720884232,-217.72787796139153
69,0.9434762842854978,-61.03567502481695,-44.86084291552161,-218.03204322250332
70,0.941345600920069,-61.26080227269828,-45.03412649127122,-218.032243385211
71,0.9334183144102215,-61.496258479606176,-45.2148016917224,-218.10604899388048
72,0.9343796268877702,-61.70829355161933,-45.3730639523575,-218.06212073344852
73,0.9442754299828308,-62.02150157426884,-45.61371404483346,-218.65967560454405
74,0.9333813900402474,-62.272024124622256,-45.80987636349063,-218.85930895405204
75,0.9397294346032516,-62.51428811113112,-45.99720004184016,-218.96347778029565
76,0.9417867435158501,-62.724773442475005,-46.16252531672667,-218.95862381769817
77,0.93567601544494,-62.96982606758593,-46.35255039740639,-219.18980567995803
78,0.9409271034927656,-63.157175502508686,-46.502988828999555,-219.02958752315956
79,0.9388430747005357,-63.38896706336938,-46.683750298287585,-219.22110297385598
80,0.9383602813007152,-63.63235061733208,-46.872069598068904,-219.5324856109124
81,0.9453332528374788,-63.815392412697676,-47.01389849170889,-219.37732925994428
82,0.9441763676940708,-63.958328317304435,-47.1325392257677,-219.04092895560325
83,0.93956256509448,-64.11746411948452,-47.26149510164623,-218.82289096008614
84,0.9373600453826173,-64.32211074433998,-47.41687710517086,-218.92874060654012
85,0.9383058199783106,-64.48880603574503,-47.54885677478129,-218.79091995701873
86,0.937363304981774,-64.66511388571567,-47.68979563458175,-218.71839758313843
87,0.9366533505541705,-64.87136840823041,-47.849588191965324,-218.85908632041765
88,0.9388377358490566,-65.0055621451154,-47.955707467761485,-218.50523353257947
89,0.9419183538001992,-65.24461653933733,-48.14078669299481,-218.95887824147061
90,0.9310106206938051,-65.46892072599391,-48.31253598655168,-219.2854738324355
91,0.9395348837209302,-65.6449823155274,-48.45028863933095,-219.26857936816037
92,0.9390975166565718,-65.84121151287195,-48.60848494785285,-219.4228515908284
93,0.9370656956455773,-66.02404930008149,-48.74663499147825,-219.45832589715633
94,0.9387680939979408,-66.20576667554813,-48.89058178049539,-219.52432868556158
95,0.9307754954302778,-66.42749419235783,-49.065522638024895,-219.85181202036856
96,0.9274950069599952,-66.65794926928034,-49.24134723519769,-220.27153411969772
97,0.9388497792626178,-66.84631195356367,-49.39621655797346,-220.39828452523076
98,0.9420558512228667,-66.99622791796186,-49.51772448524894,-220.25592248064115
99,0.9413373029133882,-67.18191816078597,-49.664833458699164,-220.4038511993535
100,0.9376064545047064,-67.3328116317811,-49.78589493181601,-220.3186194027785
101,0.9431147689793943,-67.52398969410089,-49.93690092392097,-220.47181819847202
102,0.9300110808301638,-67.67240185085613,-50.05106492000387,-220.39176621947738
103,0.9324469353684712,-67.84615983025407,-50.189851001806495,-220.46201921401547
104,0.9423823386705483,-68.01238181490247,-50.32310641977053,-220.45576802057482
105,0.9295864262990456,-68.18897233222583,-50.46216204491026,-220.55621931008722
106,0.936561685295616,-68.36549007541231,-50.602970785309054,-220.7001735827518
107,0.9393975544288696,-68.49737339989028,-50.70426119345027,-220.54297557743496
108,0.9457223085195364,-68.65106172707122,-50.82392973358604,-220.54607219894618
109,0.9418991708527507,-68.78281062475554,-50.925996229374924,-220.37392338566843
110,0.9441418506897165,-68.95544227849723,-51.06314426722859,-220.48758858527705
111,0.9396917849775512,-69.08623427102384,-51.16898810072381,-220.3921831371217
112,0.9427193886833647,-69.24423441201415,-51.29306226176071,-220.46592220321122
113,0.9398774112132684,-69.38214260589552,-51.40552487931249,-220.48181526896622
114,0.9432177606410218,-69.54144350217452,-51.53097665715054,-220.58440126782665
115,0.9358830826953917,-69.68247448518821,-51.64351510524647,-220.59270438607822
116,0.9386012551291335,-69.82026574673607,-51.75634904875278,-220.63562835700654
117,0.9367983868540645,-69.95564537937186,-51.86319665061863,-220.58797605777698
118,0.9421624886741166,-70.09777389446862,-51.9735731852923,-220.64798220090066
119,0.9367566603235015,-70.2397538477471,-52.08742391043623,-220.68991100222007
120,0.9417267473038193,-70.39966242402451,-52.21314343160592,-220.83274914217358
121,0.931053072960345,-70.53703525339942,-52.31737439986539,-220.85425359595007
122,0.9383629936247998,-70.67848403734892,-52.42561015175242,-220.88787795514224
123,0.9395239246012567,-70.79110633520666,-52.50931986791255,-220.7499374831203
124,0.9422484215565995,-70.91587188244252,-52.603788512323696,-220.7414705001365
125,0.9357069826186324,-71.00116461657035,-52.67513637240406,-220.4823323942782
126,0.9386391802436297,-71.11937660655158,-52.77261709571963,-220.4035224919572
127,0.9421267584329148,-71.25636554917284,-52.88087100626779,-220.46839082482057
128,0.9313850440143454,-71.35187691634955,-52.95705815529713,-220.3120068040155
129,0.9336882720665212,-71.44061179424918,-53.03074138829795,-220.06984770330658
130,0.9374924617054637,-71.55838348894534,-53.12337448866536,-220.03824323844302
131,0.9343665362624135,-71.66912662229193,-53.208893322651356,-219.93478538970498
132,0.9372304303936864,-71.76885641531814,-53.29062294378837,-219.80974926519025
133,0.9367701337205785,-71.86792330864294,-53.37165822804821,-219.6880201966056
134,0.9406664451225039,-71.99367252370236,-53.46823062517312,-219.69526502670007
135,0.9440898958746832,-72.13407221451784,-53.58091075070479,-219.95496508932288
136,0.9395959112917688,-72.2427244030651,-53.670062018612605,-219.94532039819848
137,0.9324653456415191,-72.3653635439225,-53.769012727504574,-220.01655429234626
138,0.9325041210849693,-72.48557408681344,-53.866325885993774,-220.04370197773153
139,0.9351495056307315,-72.59475016617994,-53.94909431026388,-219.990464862047
140,0.9352851941747573,-72.69723491326396,-54.03520395610415,-219.959613479627
