episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max,projected_starvation_risk
0,0.8910293185180712,-0.8475056341849267,-0.6493859517504461,-3.180209898389876,-0.19504282880734536
1,0.929377852510209,-0.7188025399082358,-0.5673809009895417,-2.355468314410849,-0.18040920403409572
2,0.9297478281853282,-0.7685900331516333,-0.6083128891605799,-2.435928380992879,-0.1995038429835574
3,0.9347898649673798,-0.7867422566493106,-0.6268331048540616,-2.3913100941765197,-0.20115708951700736
4,0.9388141295206055,-0.7822636594007699,-0.6376169640127146,-2.202193654499206,-0.20148758548124446
5,0.9361683026095283,-0.8113495836336728,-0.6731534959521502,-2.21554112234177,-0.21344508273500007
6,0.9331412103746398,-0.8595155213669731,-0.7026288944654709,-2.342247647671655,-0.22428197632597893
7,0.9342941035474592,-0.8909609598056945,-0.738195612133424,-2.378625595974278,-0.2293781303282218
8,0.935869760748336,-0.9187194044117056,-0.7534264097261559,-2.41850485430874,-0.2352281398713685
9,0.9231211946808833,-1.0132392534697883,-0.8159411734528206,-2.754184943447358,-0.251958499265599
10,0.9342176339955585,-0.9834157470138962,-0.7906425654889834,-2.4609647537755657,-0.25731778372844377
11,0.934415915151152,-1.0327122700612,-0.8285461414831004,-2.6379673024190815,-0.2631337294920467
12,0.9330167831332498,-1.0386703455477162,-0.8369984503963145,-2.5609503437694885,-0.26480638323904804
13,0.9409092285792168,-1.0176339028181776,-0.8230694964945224,-2.3521966181796077,-0.25898475064331783
14,0.9394224352363041,-0.997385885139066,-0.8198756654286663,-2.1841382201982507,-0.2562988881555612
15,0.9306648903960276,-1.0692009117913088,-0.8745836854514433,-2.4428635487874972,-0.266023577422189
16,0.9383101150817686,-1.0794230197083272,-0.8899333827478808,-2.4346571101577457,-0.265023773593208
17,0.9291170455912426,-1.115717891429464,-0.9229829208250219,-2.4897984771634545,-0.27233892300018875
18,0.9351943867256903,-1.1293288839411992,-0.9427722772281456,-2.501249379329662,-0.27655559816770336
19,0.9360102622236807,-1.1176138992110836,-0.9393397307188254,-2.3812737107282653,-0.27376131951679056
20,0.934735835524743,-1.1426771895716048,-0.9586130585903386,-2.421958359350948,-0.2796883235296999
21,0.9411925352753755,-1.1398360405772223,-0.959774005071984,-2.342635523898198,-0.2822778418926001
22,0.9383424408014572,-1.141468003633777,-0.967959196627113,-2.29975706000213,-0.2791088168361677
23,0.9339424175031557,-1.1761162181583271,-0.9963690651349143,-2.4073220767032417,-0.28521339526031547
24,0.9363418033029917,-1.2065175766229332,-1.0254816311241919,-2.4807635718323944,-0.2888269797075689
25,0.9389306043357152,-1.1966626085131657,-1.0291103770559387,-2.3597047318518154,-0.28854145136397064
26,0.9323041433768078,-1.2211364829137512,-1.0561265435890144,-2.412988576519169,-0.294119119484824
27,0.9439737470167064,-1.2145825111484063,-1.056882343625347,-2.3329768875012578,-0.2916139637794545
28,0.9306430524188756,-1.2548039782625438,-1.0842033569689582,-2.465299192616917,-0.3020200329396272
29,0.9392907292880404,-1.2610175968705235,-1.0931267840237016,-2.4246645833862406,-0.30283775625456133
30,0.9355597082404002,-1.2986571436387049,-1.1230500027236607,-2.540118623301076,-0.30862630948826647
31,0.9331640036622464,-1.3201242802349984,-1.1445819470229397,-2.5768099397789648,-0.31197016894035334
32,0.9397250405235036,-1.3346575602875546,-1.1582956959483857,-2.584189110502524,-0.3152869262640919
33,0.9364551555826723,-1.3263591792687663,-1.1595045764808425,-2.5006715269361433,-0.3129156432567905
34,0.937748224816464,-1.345104130596306,-1.1772261334252594,-2.5632045424913135,-0.3152625723832454
35,0.937900980510834,-1.3498572777852695,-1.1865453309888332,-2.543573819163386,-0.31363050489149114
36,0.9392970291111244,-1.3618168746137098,-1.198888822713961,-2.5508656934661036,-0.31574510138488665
37,0.9310146854414698,-1.3873109636036471,-1.2168489089762562,-2.646699692927355,-0.32268469658299026
38,0.9356856407493865,-1.408453196744385,-1.233914389518797,-2.717103309122642,-0.3269060924983343
39,0.9339696495242683,-1.419192571624362,-1.2442191059810623,-2.692260244428379,-0.3310943422806879
40,0.9403405647800267,-1.4087427031459858,-1.241609569206258,-2.5876743463270717,-0.32787283676330853
