episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max,congestion_severity_max,gross_starvation_risk,gross_congestion_risk
56,0.937799043062201,-1.894690431253233,-0.5902820726711853,-1.8277521937166972,-1.2814528483164191,-2.2190653748760494,-2.0769447047609706
57,0.9383837776039473,-1.8818327192557545,-0.5737726667374321,-1.7254508963378015,-1.168369035615497,-2.2131133405508034,-2.076265393561597
58,0.9374147238535919,-1.893283474982652,-0.574895205737412,-1.719780409202567,-1.1663245506046758,-2.2091885509839737,-2.080723210861761
59,0.9378032243483502,-1.9063471174637314,-0.5810881808317443,-1.7535400560450092,-1.19194921337465,-2.2339576874495104,-2.1025631756918566
60,0.9375622115645643,-1.906146676274243,-0.5731573941388922,-1.6972748732825766,-1.1328331338558757,-2.2369536521297047,-2.103595302546484
61,0.9377354572691406,-1.9450918820643772,-0.5855985827133754,-1.814597971071412,-1.230347338930777,-2.28134676934428,-2.13743301886764
62,0.9311841475095786,-1.9640684688113434,-0.5909081933439693,-1.853355405328265,-1.256484025693101,-2.2969270369768995,-2.1595683382870514
63,0.9343323442136499,-1.9751740380504772,-0.6052694250266754,-1.8756099655840432,-1.2832567786795819,-2.3082889743037875,-2.1757150925015623
64,0.9363785160038798,-1.9940100423672409,-0.615575022447284,-1.8965866920306649,-1.2941421622858316,-2.310726446415106,-2.1781971295841878
65,0.9407465809503593,-1.9753854119359349,-0.6070530062959898,-1.779211577428823,-1.208194916938666,-2.305369107273974,-2.1787261733478682
66,0.9333293362911446,-1.9860946812643239,-0.6077391741635296,-1.8023635941970202,-1.2256022548332346,-2.3211106533694794,-2.1910890485334207
67,0.9304448673724277,-2.01478439971295,-0.631886829699986,-1.8924623937185077,-1.3372573195449424,-2.3441500759370943,-2.218527895870732
68,0.9325849459776687,-2.0325852762917416,-0.6328719713480404,-1.9161659371628808,-1.3134427190715212,-2.366784029689956,-2.233694381120888
69,0.9348203592814371,-2.037007519323014,-0.6321110529230068,-1.9261692582390972,-1.3063331348958018,-2.391669950107145,-2.2568408454791165
70,0.9403046764289088,-2.0309784024183823,-0.6226514424978092,-1.8313586733750489,-1.2232526715865517,-2.393993240347129,-2.2684529847667303
71,0.9402722225538773,-2.029074656796883,-0.6147885379054886,-1.7698580605342422,-1.1770267476928438,-2.4006548708853646,-2.2804104509907566
72,0.9380520338881211,-2.0349392040750756,-0.615471912156026,-1.7534304400756278,-1.1500148711207359,-2.4065488467395446,-2.2955292227353645
73,0.9423684923669868,-2.044284089358501,-0.6271553739618829,-1.7627895734314083,-1.1869130831550898,-2.4153819153092435,-2.310228161424604
74,0.9342386782360632,-2.06304036914707,-0.6286709830110253,-1.7946328594529206,-1.189663865267182,-2.4414876522304425,-2.329198924726633
75,0.9374480958595326,-2.071167712164574,-0.6302711376829505,-1.7768965706281283,-1.1819356827141663,-2.4410653331396883,-2.331701344156205
76,0.9384670744872257,-2.075744171519405,-0.628394542729263,-1.757241277761692,-1.1560684398757128,-2.4641309046966047,-2.350100137030942
77,0.9453576454384862,-2.083294313953491,-0.6298582666571326,-1.7616081648344024,-1.1686953154915685,-2.451192953880663,-2.3384228429602456
78,0.9449401124419458,-2.0880488676676006,-0.6224352125720236,-1.7436287272479023,-1.1272170855410888,-2.455080540448036,-2.3451345239997954
79,0.9354284681210076,-2.1129496799698018,-0.6361583149738325,-1.8162463812731457,-1.193160929385527,-2.484023332754682,-2.3665926477475208
80,0.9343080908847264,-2.111975522544279,-0.6391413129494302,-1.7784588322637538,-1.1832638805300073,-2.493564266093604,-2.377107644555565
81,0.9317630135754742,-2.1251788883308036,-0.652278185253853,-1.7913374182491992,-1.2174340775298484,-2.4966041545721174,-2.3883701548654046
82,0.93652791513081,-2.14653927203216,-0.6726312099880405,-1.8604574302310648,-1.2971937746973112,-2.517067104025969,-2.40541861151811
83,0.9370991538947939,-2.1577511773765985,-0.6792500418994132,-1.8637251702351856,-1.3121826100319542,-2.5191044732331234,-2.4171880247062423
84,0.9395101361393496,-2.1590096716380596,-0.6716787306947224,-1.8292820581119853,-1.26250731937113,-2.5264918642425904,-2.431883067477799
85,0.9414619709973365,-2.152421514556393,-0.6687998850811028,-1.7721157480292542,-1.2257856941498602,-2.5247213448494064,-2.4355940792898005
86,0.9334508199169629,-2.173279340900891,-0.6832377547291137,-1.8358573842238621,-1.3071683380286083,-2.55162164787915,-2.4706805754781787
87,0.9377254147631642,-2.1845411142196816,-0.6893856246178102,-1.852764384325783,-1.3183278444274522,-2.554896512480567,-2.4745238887011114
88,0.9432065875514652,-2.183567593758179,-0.6868134887249173,-1.7966872367203268,-1.2818293217597538,-2.5561204569876645,-2.4750698948330077
89,0.9370553478837573,-2.1861224828763044,-0.6860406009323713,-1.7534399114591923,-1.2547378101027922,-2.5577250318669984,-2.4822644334309922
90,0.9400481782595603,-2.192338496222411,-0.6839331821985674,-1.7475721810315028,-1.2321547441388563,-2.5655550244019993,-2.489877457190424
91,0.9343094458591003,-2.2072054198062547,-0.699736477635593,-1.822915260606069,-1.3147039301174157,-2.5853554155498464,-2.5086560224688377
92,0.944709505978983,-2.202417541535015,-0.6974462672600557,-1.7478610799472545,-1.2658547625050354,-2.5862458511563253,-2.5105849244112646
93,0.9342042329307665,-2.2146797636239817,-0.7119261921150695,-1.8010213420358745,-1.3332868627706447,-2.606026041275854,-2.5265321874791478
94,0.9376503849855631,-2.228110077057493,-0.7157633417695587,-1.8381457845534313,-1.3499841179036263,-2.6175139068818694,-2.5473569713862694
95,0.9372972651251377,-2.240055293140814,-0.7222144498471345,-1.8702298586093926,-1.3772883705250578,-2.6263200921527896,-2.563404183709409
96,0.9397879096519082,-2.2533033804865332,-0.7319063608738701,-1.9005219763508023,-1.412469210518016,-2.6310380919558938,-2.5699141845682756
97,0.939362367159825,-2.2550207054815377,-0.7299657234671855,-1.8688182175829597,-1.3968358483021117,-2.6301458465465015,-2.577648163242876
98,0.9304499413904,-2.279579928721176,-0.7413870049014836,-1.9529387560697267,-1.462947548914112,-2.6486147742286157,-2.5912133057387483
99,0.9413227846204562,-2.2766643205081687,-0.7300033718583281,-1.9111903634451428,-1.4039304817767921,-2.6634788947963957,-2.6059866530352855
100,0.942574611306368,-2.27574242268327,-0.7267097421615097,-1.8685518942931862,-1.3768216143782057,-2.6675231813432614,-2.612151429472177
101,0.937595494172983,-2.270257492899832,-0.7244733517468552,-1.81638777570925,-1.3299065051029806,-2.6555351128291442,-2.6103830400528882
102,0.9374001065530101,-2.2854118689490006,-0.7311175083974192,-1.8468186020349266,-1.3635416060821102,-2.663613833029785,-2.6194634450878858
103,0.9466217625845676,-2.291461161793338,-0.7321500012340849,-1.8527322547419267,-1.3657189746965652,-2.6745431798182566,-2.6292090469269964
104,0.9359570229975251,-2.307177906635983,-0.736832786165387,-1.8715668678159658,-1.3854947457748508,-2.6823545677070277,-2.641607264015126
105,0.9370262908574135,-2.3086328739085538,-0.7263190275113924,-1.8316030637662624,-1.3461396847926388,-2.693383921386936,-2.648184262734323
106,0.9366173957365155,-2.3237962352210983,-0.7288753092535456,-1.8629496623121724,-1.3738447918300993,-2.7060734750325,-2.660169263761535
107,0.9376221209070993,-2.332901167014425,-0.7370692114468548,-1.882633777482508,-1.400881408285161,-2.714098347830697,-2.67378242606337
108,0.9484417549167927,-2.3257851722413605,-0.7282454053048895,-1.8060073070763785,-1.3305736651390045,-2.707027814583505,-2.674713000104942
109,0.9398577799204532,-2.332468409200374,-0.7355973524129574,-1.826345936491754,-1.355389598978337,-2.711578651225476,-2.6848771397229467
110,0.9434592493623224,-2.3270680073307495,-0.7315138547572788,-1.7855692011173383,-1.3204470907842356,-2.706843928365571,-2.686983338010884
111,0.9487195047942711,-2.3229173207634233,-0.727301344558835,-1.732486807346952,-1.2732870074962461,-2.697559562315103,-2.6777956123585525
112,0.9371468926553672,-2.3369316016256274,-0.7381316363900688,-1.767344254538607,-1.3181346381542598,-2.7038189431541375,-2.6856568131539387
113,0.9405100848143375,-2.33728575465791,-0.7386387662418968,-1.7370127847005026,-1.3063188446775111,-2.7081721418808566,-2.6951157806963324
114,0.9395187577786996,-2.340430834121414,-0.7398638308469621,-1.7367456621898836,-1.294343549556078,-2.7144699194387116,-2.702668805148139
115,0.9387332813530859,-2.3586768503908657,-0.7493835164522257,-1.777471109208697,-1.3322036224105596,-2.7244825284574996,-2.717850904290912
116,0.941305920655975,-2.3583881160599307,-0.7525527575171755,-1.75696364707265,-1.3213541089146836,-2.7204677635310537,-2.7210767382357792
117,0.9440766811442265,-2.365977575117877,-0.7638136370596246,-1.7749028045784174,-1.35784743830745,-2.7268077070706673,-2.733354119858785
118,0.9450929658824238,-2.3638980458204424,-0.7679240130853842,-1.763564229766721,-1.3638538466474723,-2.7294561410840736,-2.7440432880838292
119,0.9348741351391138,-2.381373234475214,-0.7796525614267985,-1.8324648441988396,-1.4414926791806835,-2.7475967382734043,-2.7656351555391963
120,0.9323210674072508,-2.3959273548033555,-0.7902589559020122,-1.8728642943097498,-1.4707441482628147,-2.7641397216459325,-2.7849859666629224
121,0.9397661335454037,-2.4077370637956617,-0.8033124960609065,-1.9128301169241382,-1.5068403171396014,-2.7704269952348315,-2.7908576971318206
122,0.9443068928626013,-2.4071594612200538,-0.7987045554468133,-1.8850972817161427,-1.4727764856999062,-2.7787118323476014,-2.7992326625673223
123,0.9428137651821862,-2.4146272965967084,-0.7998333664208428,-1.8947329847214702,-1.4688824711117965,-2.786935648886437,-2.811087706520623
124,0.9375468024561929,-2.430875600152417,-0.8094113954309661,-1.962109989265496,-1.5076565942672726,-2.8044125313593744,-2.823673686205506
125,0.9348764691772607,-2.442251445329741,-0.8139547319781463,-1.9814666947822588,-1.5247591285815185,-2.8124877292409654,-2.8346575214450183
126,0.9410140711274714,-2.4453618663529744,-0.8184701071229313,-1.990470760350624,-1.534697181685069,-2.8218879072650864,-2.844960277559881
127,0.9375585294384194,-2.4519675322970755,-0.8223408950100869,-2.008158966247791,-1.548039407605551,-2.8248640499319975,-2.852760011282633
128,0.9388999613290895,-2.456333912542308,-0.8133650509313751,-1.9853247176223903,-1.4953233357129474,-2.833029935272588,-2.8639166749736256
129,0.9287304452466907,-2.4732537629053812,-0.8166408151491489,-2.047700664216542,-1.5360048408493598,-2.851133170492419,-2.8819911446553355
130,0.9423065395912006,-2.473310952271723,-0.8102012169743565,-2.030139484540868,-1.5062670153334898,-2.863605829890306,-2.8878149244551126
131,0.945217417435466,-2.4731159331818247,-0.8089608721254644,-1.9973401791311085,-1.489755432845903,-2.856962636225457,-2.892396903963931
132,0.9434899730619575,-2.474750945480624,-0.8089995963388352,-1.9871058528534706,-1.475992156246688,-2.8638522914596125,-2.903286538821651
133,0.9378236781886066,-2.4877840661713586,-0.8119870181296811,-2.020051060772316,-1.503066492449951,-2.8796314421456772,-2.9181485261234434
134,0.930101094694024,-2.5041593335167107,-0.8315336065062758,-2.0835011817520876,-1.5840345951925918,-2.8996529845507224,-2.9370935858981144
135,0.9465676617669344,-2.478053562250915,-0.8096845093546012,-1.9146954060225991,-1.4286780450865637,-2.8928646877267004,-2.932526824127082
136,0.9407877029815485,-2.4820290580330653,-0.8112528280942854,-1.9085146003521731,-1.434701359695955,-2.8983796946823666,-2.9405455313907085
137,0.9401794017940179,-2.4880182633781778,-0.8138666019373633,-1.9146855150570044,-1.448098599244778,-2.907817707440833,-2.951293094245018
138,0.9394597202122528,-2.4929913288124084,-0.8182403309982954,-1.9264499996083169,-1.465664950886958,-2.922511241933,-2.9679004272276073
139,0.9398016360530969,-2.5000778674659436,-0.8267004498205281,-1.9435557406106463,-1.4859552895858552,-2.9336564087059744,-2.9802062106881997
140,0.935954588682834,-2.5015959470926052,-0.8243036170330751,-1.9435024867845203,-1.480518976586745,-2.9446381249628146,-2.987957070671647
141,0.9290217068093963,-2.526812409873818,-0.8386223898765971,-2.043718696901616,-1.5571404361317194,-2.972705558750901,-3.0128587273820773
142,0.9409395178010781,-2.5322866861597424,-0.8387703794765335,-2.0504717379152537,-1.5603441149011716,-2.988917681958745,-3.0248251706987945
143,0.9400303417913556,-2.5318036694989923,-0.8303139896280987,-2.0219600874656662,-1.4990158826542272,-2.9987792657948384,-3.031489383833507
144,0.9376136939731011,-2.534795289951287,-0.831190480859602,-2.0119345683310756,-1.5047924555542829,-3.000053075449359,-3.0381571492139297
145,0.942931101947446,-2.5374399322034513,-0.8365747090842361,-1.9928342445016838,-1.502408387184509,-2.9989955636434087,-3.0432540819545473
146,0.9437265527303043,-2.5397658202037996,-0.8379169829397733,-1.9827285241747379,-1.4883512707559412,-2.9982011275447156,-3.046096828352519
147,0.9414507927911665,-2.544638139032629,-0.8433291060221806,-1.9681916128362011,-1.483016533469454,-2.9997828078480695,-3.0567300910622994
148,0.9404568191406014,-2.553005743741048,-0.8448609526108412,-1.9864157746888187,-1.4949113629034065,-3.006651622111938,-3.060464601778363
149,0.9388852380667901,-2.5572726110889574,-0.8537440879622963,-1.981578624477424,-1.5236101072731654,-3.007259815286653,-3.0676762386289944
150,0.9424910607866508,-2.5584828031840257,-0.8533351818587323,-1.9815843396181556,-1.516871560808002,-3.009919767221609,-3.0721610397963537
151,0.9363722979813017,-2.565151402532785,-0.8557812867838843,-1.9817943951620607,-1.521450293528074,-3.015431745045618,-3.087114596085894
152,0.9335288660102355,-2.5829541973555017,-0.8643119401169712,-2.023477354705674,-1.5588405720537564,-3.025317744077937,-3.0960915402540707
153,0.9385598280391688,-2.5868062096481506,-0.870432011170326,-2.035736798650908,-1.5885057671579201,-3.0350521311325562,-3.108969949821724
154,0.936000478054319,-2.600965947616651,-0.8804865834751274,-2.084943007937323,-1.639393948628147,-3.048214584970082,-3.120813641117364
155,0.9408399819358724,-2.5979525199222633,-0.8783331172912122,-2.0567956296565657,-1.6165801408054523,-3.0489311564892954,-3.1225098259255346
156,0.9368146683444185,-2.598611487491067,-0.8782144450662667,-2.0379532366216124,-1.60310955777676,-3.0531101115925487,-3.131683074851403
157,0.943269432694327,-2.596154109223987,-0.8689654502426223,-1.996634945596437,-1.5470287780595045,-3.056733905728827,-3.1379619351534473
158,0.9435571033985829,-2.6036669494620575,-0.8718933627541003,-2.0192096124225003,-1.5629210306753087,-3.065269169243436,-3.1483265701903806
159,0.9403749888925091,-2.602817931222582,-0.8706436697827901,-2.0040776691195457,-1.5383463161006798,-3.0720574929824607,-3.1581511308783683
160,0.9406919770342983,-2.59703374841458,-0.8632181270148602,-1.9612611166810372,-1.4921200278182527,-3.0768890864109855,-3.161464656381156
161,0.9372125875386974,-2.6037404982659176,-0.8653490027008528,-1.9856950342987738,-1.5144708027612936,-3.0837929435620373,-3.173612729323747
162,0.9380062770886265,-2.6155796455658233,-0.8705717487900694,-2.025650684638236,-1.5433434308827534,-3.099515553919116,-3.183660387076047
163,0.9357980162308386,-2.6270126401305487,-0.8763396234011993,-2.0651231910883796,-1.5664376527017723,-3.114116765559751,-3.193408262295458
164,0.9414560770156438,-2.621639521581384,-0.8731525999647979,-2.021526296295948,-1.5499139925931904,-3.1261704315590366,-3.2010021059895286
165,0.940447238863515,-2.624217875531512,-0.8768836467477668,-2.013233998626579,-1.552231540241172,-3.126782434495032,-3.210606868526846
166,0.9347343192845035,-2.6349731759648076,-0.8838404387339575,-2.0527186815266267,-1.592657498759242,-3.1315226588018383,-3.2174931783613383
167,0.9349805730937348,-2.643283415531271,-0.8917918557718717,-2.07720917354493,-1.6282461256903353,-3.1351208432540623,-3.2270094060962746
168,0.9453762397258196,-2.633617409057567,-0.883880542478993,-2.0143559078217423,-1.5856156426435657,-3.1300901369417264,-3.2265221704956755
169,0.9377909058360187,-2.637809619065023,-0.8888272997236615,-2.0208054252741445,-1.6003025200517678,-3.1356745778622286,-3.236062502179125
170,0.9431481989813035,-2.6331971519325434,-0.8870422493881096,-1.9902510929090038,-1.5721125901547353,-3.132881316990131,-3.236181965353586
171,0.9373491103096778,-2.6437809724264496,-0.8897071218498208,-2.002506807332012,-1.5799300866691763,-3.1386309651899094,-3.244300324544981
172,0.9401002887099225,-2.6422787964460426,-0.8862882230966508,-1.9770267409589344,-1.5583978996487164,-3.1454022806025073,-3.254679659512521
173,0.9408041365784078,-2.649861930012618,-0.8887813297101637,-1.9804275098540438,-1.563201440003088,-3.1480515638088953,-3.2581829773245654
174,0.938766929937836,-2.655440199871332,-0.8952180222273841,-1.990435915996865,-1.5887476184117557,-3.1568129725378307,-3.2650901167483704
175,0.9370548088099425,-2.6628633283998737,-0.9011695309286286,-2.0104175880954047,-1.6191402913206554,-3.17160221556689,-3.2796750139391375
176,0.9428528708133971,-2.670447033016348,-0.9022929600655395,-2.015001453470799,-1.6172183342139153,-3.179142914767202,-3.288137205719152
177,0.9317118802619271,-2.677373395016339,-0.9078800631844454,-2.030390196000159,-1.6446724777092865,-3.181028839692224,-3.2938233198029314
178,0.9430146516906931,-2.68195842063856,-0.9050921262199922,-2.036357499708627,-1.6296513370853403,-3.1892941053454558,-3.3005297083233573
179,0.9386652989802691,-2.6879822721397244,-0.9072487350091736,-2.0377776588018666,-1.6303750019697056,-3.1997008978586243,-3.310098636480866
180,0.9418046556275498,-2.688579570948228,-0.9065736147517662,-2.01464877144543,-1.6125061924374071,-3.1949034790199415,-3.31174966538311
181,0.9395423381711334,-2.6955218042324494,-0.9099759071810408,-2.01577420096619,-1.6141614014198196,-3.2068270860937584,-3.3244042296141205
182,0.9405619596541787,-2.7053591924297917,-0.9192610664893485,-2.042848014857869,-1.6459017746950904,-3.211345242094859,-3.3307282237379523
183,0.9364716364716364,-2.7213458178460916,-0.9280178312265175,-2.0884517759245016,-1.6917401791739188,-3.219526449940624,-3.3406612787304266
184,0.9356906472675233,-2.7273601900261144,-0.9282130153775529,-2.1026944374497387,-1.6927478968766898,-3.225196890722419,-3.3472620492895997
185,0.9450960596252636,-2.7228908816779573,-0.9183651366033516,-2.0547706603948335,-1.6386328371284684,-3.2215604397136075,-3.345663276391057
186,0.9374498558820907,-2.7248051214245548,-0.9196941165275824,-2.0431334520830076,-1.6336228069551952,-3.2256283990124777,-3.354046346287963
187,0.9345034119014274,-2.7363439841648756,-0.9230032494378411,-2.078047451386255,-1.6604711470351161,-3.2407790745294967,-3.370933258466054
188,0.9409999399795931,-2.741366866678371,-0.926332104058555,-2.0798525652528825,-1.6668939980948239,-3.248057375854239,-3.3786933360225633
189,0.9436699943040441,-2.7443106591004445,-0.9266444397222942,-2.088056651206706,-1.670755636554682,-3.2539483149295685,-3.3857558289436427
190,0.9424199778423211,-2.7436121387042296,-0.9286212609098946,-2.0757141790151117,-1.669515931537591,-3.253599141491665,-3.3900863801155072
191,0.941819707001408,-2.750928423861175,-0.9285503961528397,-2.095998644421244,-1.685709617794049,-3.2628077710875405,-3.400007006258402
192,0.9353692757776584,-2.7586032398961216,-0.9329175512849707,-2.1085319169395897,-1.6938529075205868,-3.2706523393533913,-3.4055309351084384
193,0.9413791037622813,-2.759473729292021,-0.9376396554194959,-2.08721304005449,-1.6979908130368289,-3.276044590824539,-3.4084940830426342
194,0.9366627175795134,-2.7621969540383415,-0.9378436436227457,-2.0870007348640924,-1.7019697329134773,-3.2860582793015802,-3.4172007797491344
195,0.9340870243200288,-2.7732371980351833,-0.9472777652856972,-2.1120629391528043,-1.7416875669416827,-3.298007289505388,-3.427272632735723
196,0.9322590271560728,-2.78527982964246,-0.9540135970250152,-2.132780033987403,-1.772395134523265,-3.306367782292736,-3.436853443525647
197,0.9425922624353718,-2.784475711954884,-0.953443060832635,-2.1178555762661984,-1.75238651708096,-3.3002201200022956,-3.4380285048329173
198,0.942296127014674,-2.7865568201554005,-0.9509679797245842,-2.1070806387796215,-1.73143099681609,-3.302418638574338,-3.4389560531323142
199,0.9377054034048853,-2.7924410283023895,-0.9531343419233307,-2.124053429393698,-1.7475093665072425,-3.3146221279323753,-3.450933267867165
