episode,service_level,rebalancing_imbalance,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
133,0.9376837683768376,-6.6098301434818,0.022574,0.1,0.063859,0.2,1296,781,1361,33330,38337,38329,0,0,0,0,4293,4289,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
134,0.9355286170918521,-6.645612860312622,0.022444,0.1,0.063313,0.2,1345,793,1414,33162,38134,38129,0,0,0,0,4101,4102,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
135,0.941386876671977,-6.388313829759966,0.022315,0.1,0.062772,0.2,1224,726,1449,33269,38323,38315,0,0,0,0,4151,4161,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
136,0.9371517120123968,-6.486282850577102,0.022187,0.1,0.062236,0.2,1373,736,1365,33557,38296,38282,0,0,0,0,4164,4168,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
137,0.9373744038871059,-6.555030501563042,0.022061,0.1,0.061704,0.2,1325,763,1456,33341,37878,37873,0,0,0,0,4228,4239,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
138,0.9395725427159611,-6.660823734081213,0.021936,0.1,0.061176,0.2,1322,708,1354,33594,38458,38450,0,0,0,0,4168,4156,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
139,0.9373313165465492,-6.710060435605516,0.021813,0.1,0.060653,0.2,1152,961,1500,33717,38437,38430,0,0,0,0,4248,4228,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
140,0.9330856160176882,-6.765024229584794,0.02169,0.1,0.060135,0.2,1463,716,1366,32564,37201,37196,0,0,0,0,4266,4249,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
141,0.9357168762088974,-6.873972851371806,0.02157,0.1,0.059621,0.2,1339,788,1518,33088,37929,37927,0,0,0,0,4097,4117,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
142,0.9433531567249355,-6.866553056902725,0.021451,0.1,0.059111,0.2,1132,754,1393,33294,38271,38265,0,0,0,0,4057,4069,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
143,0.9397550678204629,-6.9538324670280725,0.021333,0.1,0.058606,0.2,1264,748,1360,33397,38071,38063,0,0,0,0,4182,4198,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
144,0.9410101491115807,-6.893561533603884,0.021216,0.1,0.058105,0.2,1296,686,1390,33599,38329,38322,0,0,0,0,4157,4154,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
145,0.9400089806915133,-6.8973996651089955,0.0211,0.1,0.057609,0.2,1339,665,1612,33405,38171,38168,0,0,0,0,4205,4203,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
146,0.9410093882676553,-6.797189167670575,0.020986,0.1,0.057116,0.2,1281,692,1203,33446,38258,38251,0,0,0,0,4120,4128,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
147,0.941762175495593,-6.852899616295093,0.020873,0.1,0.056628,0.2,1349,587,1565,33243,38094,38092,0,0,0,0,4193,4193,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
148,0.938544474393531,-6.947582018249261,0.020761,0.1,0.056144,0.2,1188,864,1421,33390,38440,38433,0,0,0,0,4157,4164,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
149,0.9450410991780165,-6.897855063006385,0.020651,0.1,0.055664,0.2,1151,681,1313,33334,38279,38274,0,0,0,0,4134,4131,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
150,0.9383772991287512,-6.844260620675284,0.020541,0.1,0.055188,0.2,1290,747,1540,33056,38043,38036,0,0,0,0,4153,4166,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
151,0.9438152011922504,-6.745188891688383,0.020433,0.1,0.054717,0.2,1156,729,1370,33550,38438,38429,0,0,0,0,4177,4167,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
152,0.9438092126755963,-6.658929859348695,0.020326,0.1,0.054249,0.2,1251,641,1524,33671,38700,38695,0,0,0,0,4144,4132,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
153,0.9440489835313989,-6.682558299352388,0.02022,0.1,0.053785,0.2,1142,713,1640,33154,37919,37915,0,0,0,0,4179,4192,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
154,0.9403933976061846,-6.557675402147313,0.020115,0.1,0.053326,0.2,1375,622,1196,33503,38186,38178,0,0,0,0,4081,4080,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
155,0.9391660348749052,-6.5859322202084565,0.020011,0.1,0.05287,0.2,1171,835,1621,32975,37937,37931,0,0,0,0,4133,4133,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
156,0.9457028448481951,-6.559331562549139,0.019909,0.1,0.052418,0.2,1149,668,1189,33464,38292,38289,0,0,0,0,4078,4073,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
157,0.9386654616659136,-6.70301517699965,0.019807,0.1,0.05197,0.2,1265,771,1490,33195,37921,37912,0,0,0,0,4190,4196,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
158,0.9379463481966033,-6.81121513811199,0.019706,0.1,0.051526,0.2,1423,645,1591,33326,37896,37886,0,0,0,0,4176,4185,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
159,0.9461627596042428,-6.771260899710453,0.019607,0.1,0.051085,0.2,1134,678,1323,33657,38803,38794,0,0,0,0,4182,4179,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
160,0.9394899652934963,-6.759122988787138,0.019508,0.1,0.050649,0.2,1276,729,1274,33135,37918,37910,0,0,0,0,4138,4125,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
161,0.9347262467591887,-6.898342265113915,0.01941,0.1,0.050216,0.2,1318,822,1220,32785,37458,37453,0,0,0,0,4124,4125,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
162,0.9417461307667172,-6.846711653108461,0.019314,0.1,0.049787,0.2,1378,583,1389,33663,38306,38299,0,0,0,0,4199,4199,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
163,0.94295894749665,-6.82789843537698,0.019218,0.1,0.049361,0.2,1121,752,1330,32836,37696,37687,0,0,0,0,4170,4167,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
164,0.9362634088200238,-6.825778745985704,0.019123,0.1,0.048939,0.2,1374,765,1251,33560,38208,38202,0,0,0,0,4183,4195,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
165,0.9401540942483426,-6.84468903969355,0.019029,0.1,0.048521,0.2,1325,679,1380,33486,38289,38285,0,0,0,0,4233,4214,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
166,0.9391435678749112,-6.8937768731411095,0.018937,0.1,0.048106,0.2,1320,735,1613,33768,38583,38576,0,0,0,0,4190,4195,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
167,0.9423414162181775,-6.876207682346432,0.018844,0.1,0.047695,0.2,1232,675,1337,33074,38028,38025,0,0,0,0,4013,4032,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
168,0.9394742389111386,-6.923934535493897,0.018753,0.1,0.047287,0.2,1304,706,1359,33209,38127,38121,0,0,0,0,4085,4085,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
169,0.9398200899550225,-6.882090876480962,0.018663,0.1,0.046883,0.2,1290,717,1300,33350,38380,38370,0,0,0,0,4179,4177,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
170,0.9374450141067258,-6.949735751078208,0.018574,0.1,0.046483,0.2,1280,782,1302,32963,37879,37871,0,0,0,0,4186,4173,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
171,0.9460426202673619,-6.87545135515472,0.018485,0.1,0.046085,0.2,1104,676,1416,32989,38140,38136,0,0,0,0,4192,4177,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
172,0.9383757721862287,-6.9382673796162475,0.018397,0.1,0.045691,0.2,1347,698,1451,33185,37643,37639,0,0,0,0,4044,4044,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
173,0.9395063575168288,-6.9156672050108225,0.018311,0.1,0.045301,0.2,1252,770,1208,33425,38322,38317,0,0,0,0,4136,4126,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
174,0.9374607822631249,-6.983734482003892,0.018225,0.1,0.044914,0.2,1418,675,1391,33467,38112,38104,0,0,0,0,4195,4183,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
175,0.9381546588942526,-7.050448321295462,0.018139,0.1,0.04453,0.2,1393,644,1416,32937,37368,37359,0,0,0,0,4117,4132,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
176,0.939729213885244,-7.134297903094895,0.018055,0.1,0.044149,0.2,1177,844,1393,33532,38410,38396,0,0,0,0,4248,4236,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
177,0.9408642456592797,-7.1076409407702545,0.017971,0.1,0.043772,0.2,1290,682,1379,33347,38087,38082,0,0,0,0,4146,4143,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
178,0.9402256422468966,-7.117428752758697,0.017888,0.1,0.043398,0.2,1263,745,1512,33593,38475,38468,0,0,0,0,4159,4166,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
179,0.9399709829524846,-7.069768043768462,0.017806,0.1,0.043027,0.2,1240,746,1380,33084,37960,37954,0,0,0,0,4113,4101,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
180,0.9461219834313843,-6.986124283171559,0.017725,0.1,0.042659,0.2,1202,593,1266,33316,38376,38371,0,0,0,0,4165,4150,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
181,0.9447127643617819,-7.0148670398535256,0.017644,0.1,0.042294,0.2,1270,573,1338,33335,38036,38029,0,0,0,0,4112,4112,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
182,0.9416815742397138,-7.041916047309342,0.017564,0.1,0.041933,0.2,1293,663,1221,33540,38571,38560,0,0,0,0,4278,4282,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
183,0.9402092675635276,-7.130173067771585,0.017485,0.1,0.041575,0.2,1313,687,1312,33450,38483,38478,0,0,0,0,4096,4083,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
184,0.9360609228012543,-7.173309512684611,0.017406,0.1,0.041219,0.2,1324,817,1425,33485,38362,38357,0,0,0,0,4278,4281,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
185,0.936162698295906,-7.253401325122764,0.017329,0.1,0.040867,0.2,1386,783,1327,33977,38776,38773,0,0,0,0,4055,4065,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
186,0.9387511560607417,-7.253175637489245,0.017252,0.1,0.040518,0.2,1315,738,1508,33519,38271,38267,0,0,0,0,4070,4079,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
187,0.9390469827193488,-7.317065765687514,0.017175,0.1,0.040171,0.2,1269,738,1382,32927,37850,37846,0,0,0,0,4308,4317,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
188,0.9416681539651377,-7.297843338415371,0.017099,0.1,0.039828,0.2,1250,711,1430,33618,38469,38465,0,0,0,0,4158,4159,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
189,0.9390078202844289,-7.33506575709915,0.017024,0.1,0.039488,0.2,1244,776,1378,33119,38065,38060,0,0,0,0,4130,4132,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
190,0.9406706019836395,-7.3797127019437925,0.01695,0.1,0.03915,0.2,1180,800,1441,33373,38355,38351,0,0,0,0,4214,4201,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
191,0.9466824996289149,-7.344385473952259,0.016876,0.1,0.038815,0.2,1118,678,1412,33685,38587,38580,0,0,0,0,4083,4085,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
192,0.9385175025344386,-7.3101902703168795,0.016803,0.1,0.038484,0.2,1387,675,1410,33538,38484,38476,0,0,0,0,4149,4144,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
193,0.9403778040141677,-7.335814876039166,0.016731,0.1,0.038155,0.2,1322,698,1663,33880,38738,38734,0,0,0,0,4167,4156,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
194,0.9398560189544668,-7.336063518911751,0.016659,0.1,0.037829,0.2,1263,717,1321,32921,37903,37897,0,0,0,0,4073,4081,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
195,0.9429867765141339,-7.214567097676765,0.016587,0.1,0.037505,0.2,1208,702,1455,33501,38389,38384,0,0,0,0,4213,4227,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
196,0.9445456754130224,-7.175592324273731,0.016517,0.1,0.037185,0.2,1187,639,1256,32928,38004,37995,0,0,0,0,4141,4143,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
197,0.9466362873246192,-7.107382996437834,0.016447,0.1,0.036867,0.2,1208,572,1344,33356,38139,38132,0,0,0,0,4058,4068,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
198,0.9309622160126352,-7.207491978353534,0.016377,0.1,0.036552,0.2,1353,920,1624,32924,37698,37695,0,0,0,0,4173,4179,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
199,0.9369020842705054,-7.22329383454022,0.016308,0.1,0.036239,0.2,1256,848,1420,33345,38208,38199,0,0,0,0,4163,4151,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
200,0.9482534794553633,-7.152204413452864,0.01624,0.1,0.03593,0.2,1147,567,1440,33123,38173,38168,0,0,0,0,4139,4154,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
201,0.9393414728797874,-7.2225585127766765,0.016172,0.1,0.035623,0.2,1201,831,1370,33499,38273,38263,0,0,0,0,4108,4126,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
202,0.9454441156934967,-7.144248002841114,0.016105,0.1,0.035318,0.2,1206,601,1174,33122,38121,38110,0,0,0,0,4211,4198,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
203,0.936138287017586,-7.243664542784059,0.016039,0.1,0.035016,0.2,1388,740,1428,33322,38032,38021,0,0,0,0,4212,4218,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
204,0.9401985336270102,-7.3185942137866995,0.015973,0.1,0.034717,0.2,1311,671,1395,33143,38012,38004,0,0,0,0,4211,4211,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
205,0.9399509070226906,-7.357920840081515,0.015907,0.1,0.03442,0.2,1349,657,1421,33406,38249,38241,0,0,0,0,4266,4266,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
206,0.9350825400650681,-7.4203509582896015,0.015842,0.1,0.034126,0.2,1411,744,1401,33196,38077,38074,0,0,0,0,4262,4254,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
207,0.9396843460812794,-7.517002228408481,0.015778,0.1,0.033834,0.2,1247,767,1365,33391,38229,38224,0,0,0,0,4153,4157,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
208,0.9379538150220212,-7.456168215489138,0.015714,0.1,0.033545,0.2,1394,691,1409,33604,38344,38336,0,0,0,0,4131,4128,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
209,0.9400367060805729,-7.429293737294128,0.01565,0.1,0.033259,0.2,1305,688,1385,33237,37971,37967,0,0,0,0,4272,4265,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
210,0.9349252479252179,-7.550845147128435,0.015587,0.1,0.032974,0.2,1426,746,1591,33377,37951,37942,0,0,0,0,4177,4166,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
211,0.9405111633372503,-7.574122732306655,0.015525,0.1,0.032692,0.2,1236,789,1390,34040,38836,38831,0,0,0,0,4170,4185,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
212,0.9446125273342719,-7.572176634190039,0.015463,0.1,0.032413,0.2,1130,719,1362,33383,38328,38319,0,0,0,0,4107,4117,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
213,0.9393046910581448,-7.582547494948412,0.015402,0.1,0.032136,0.2,1225,774,1471,32935,37715,37710,0,0,0,0,4182,4190,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
214,0.9377364154908436,-7.6489472059874295,0.015341,0.1,0.031861,0.2,1293,781,1455,33310,38232,38226,0,0,0,0,4216,4216,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
215,0.943176638609499,-7.619488414914782,0.01528,0.1,0.031589,0.2,1255,615,1409,32909,37830,37824,0,0,0,0,4198,4199,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
216,0.939844896248166,-7.655352159928906,0.01522,0.1,0.031319,0.2,1268,741,1249,33397,38212,38203,0,0,0,0,4079,4082,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
217,0.9429580251423005,-7.66960214745484,0.015161,0.1,0.031051,0.2,1159,715,1396,32853,37863,37856,0,0,0,0,4216,4206,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
218,0.939080975901811,-7.737261779173072,0.015102,0.1,0.030786,0.2,1272,763,1522,33405,38320,38317,0,0,0,0,4202,4192,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
219,0.9413614447006678,-7.769775048918612,0.015043,0.1,0.030523,0.2,1249,709,1281,33391,38187,38178,0,0,0,0,4178,4171,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
220,0.9383897524296371,-7.773557409588002,0.014985,0.1,0.030262,0.2,1445,628,1409,33647,38378,38372,0,0,0,0,4259,4261,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
221,0.9352632847331004,-7.732290761589904,0.014927,0.1,0.030003,0.2,1297,852,1325,33196,38113,38108,0,0,0,0,4085,4098,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
222,0.9411361876972548,-7.71221367513807,0.01487,0.1,0.029747,0.2,1206,771,1269,33586,38418,38409,0,0,0,0,4248,4241,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
223,0.9446825087650954,-7.675833345110144,0.014813,0.1,0.029493,0.2,1279,567,1286,33371,38007,37999,0,0,0,0,4228,4220,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
224,0.9408829982267904,-7.707060819214143,0.014757,0.1,0.029241,0.2,1237,730,1450,33273,38070,38056,0,0,0,0,4263,4252,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
225,0.9376995375205132,-7.7256465897603475,0.014701,0.1,0.028991,0.2,1445,643,1583,33515,38309,38303,0,0,0,0,4208,4192,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
226,0.9369228499778728,-7.7360057339078505,0.014645,0.1,0.028743,0.2,1323,815,1359,33895,38582,38575,0,0,0,0,4321,4325,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
227,0.9409719072242886,-7.752794150027699,0.01459,0.1,0.028497,0.2,1324,628,1356,33069,37903,37899,0,0,0,0,4079,4092,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
228,0.9438716720237734,-7.740919976467636,0.014536,0.1,0.028254,0.2,1311,540,1361,32978,37781,37777,0,0,0,0,4212,4212,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
229,0.941658659620466,-7.695283871388637,0.014481,0.1,0.028012,0.2,1202,741,1534,33304,38078,38072,0,0,0,0,4178,4188,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
230,0.9437211255774884,-7.642444787934382,0.014427,0.1,0.027773,0.2,1159,717,1575,33334,38354,38346,0,0,0,0,4056,4038,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
231,0.9429702257803364,-7.6264820641608475,0.014374,0.1,0.027535,0.2,1273,629,1446,33351,38230,38222,0,0,0,0,4167,4147,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
232,0.9406325742840899,-7.561858001478287,0.014321,0.1,0.0273,0.2,1270,714,1419,33419,38354,38345,0,0,0,0,4181,4200,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
233,0.9380774940167833,-7.594054870175777,0.014268,0.1,0.027067,0.2,1379,665,1396,33009,37790,37788,0,0,0,0,4234,4249,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
234,0.9384357408072823,-7.681117281199813,0.014216,0.1,0.026835,0.2,1314,742,1493,33396,38271,38270,0,0,0,0,4180,4178,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
235,0.9399365846293221,-7.693950347789121,0.014164,0.1,0.026606,0.2,1199,790,1308,33115,37844,37828,0,0,0,0,4135,4115,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
236,0.9396618214179768,-7.7073939238619555,0.014112,0.1,0.026379,0.2,1293,741,1444,33710,38724,38721,0,0,0,0,4190,4182,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
237,0.9433848199981864,-7.731036705503524,0.014061,0.1,0.026153,0.2,1194,679,1345,33083,37911,37902,0,0,0,0,4150,4160,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
238,0.9381834478637586,-7.727495814586348,0.01401,0.1,0.02593,0.2,1457,612,1452,33470,38064,38056,0,0,0,0,4258,4257,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
239,0.9419242646838365,-7.727140671439168,0.01396,0.1,0.025708,0.2,1134,803,1483,33353,38208,38204,0,0,0,0,4127,4145,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
240,0.9439692949318504,-7.652272220657729,0.01391,0.1,0.025488,0.2,1185,669,1598,33089,37837,37832,0,0,0,0,4072,4088,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
241,0.9384161628078455,-7.660101396489581,0.01386,0.1,0.02527,0.2,1371,717,1503,33905,38655,38648,0,0,0,0,4173,4192,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
242,0.9410678657574223,-7.680927881322885,0.013811,0.1,0.025054,0.2,1300,679,1545,33581,38398,38392,0,0,0,0,4218,4213,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
243,0.9400274364785877,-7.706772253554721,0.013762,0.1,0.02484,0.2,1311,700,1423,33532,38292,38289,0,0,0,0,4175,4173,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
244,0.9427329937069224,-7.707570459273419,0.013713,0.1,0.024628,0.2,1285,626,1477,33370,38295,38292,0,0,0,0,4188,4190,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
245,0.9471637626524978,-7.720147457582821,0.013665,0.1,0.024417,0.2,1141,639,1390,33689,38815,38811,0,0,0,0,4151,4163,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
246,0.9413391211274306,-7.713685580926103,0.013617,0.1,0.024209,0.2,1282,691,1474,33634,38500,38499,0,0,0,0,4217,4199,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
247,0.9359749676565273,-7.780900359919892,0.013569,0.1,0.024002,0.2,1275,853,1433,33237,38079,38075,0,0,0,0,4305,4294,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
248,0.9452631578947368,-7.767061607900877,0.013522,0.1,0.023797,0.2,1217,603,1399,33250,38252,38244,0,0,0,0,4162,4152,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
249,0.9362183398315426,-7.820111535838282,0.013475,0.1,0.023593,0.2,1322,821,1494,33599,38238,38228,0,0,0,0,4210,4223,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
250,0.93673457014672,-7.87492079391485,0.013428,0.1,0.023392,0.2,1239,848,1530,32988,37682,37673,0,0,0,0,4258,4262,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
251,0.9396446169926833,-7.934565914608897,0.013382,0.1,0.023192,0.2,1223,798,1496,33485,38354,38345,0,0,0,0,4226,4224,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
252,0.9404960152254074,-7.943986980633357,0.013336,0.1,0.022993,0.2,1308,693,1406,33628,38285,38277,0,0,0,0,4143,4153,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
253,0.9378898833740168,-7.963172887648071,0.01329,0.1,0.022797,0.2,1330,731,1304,33183,37996,37992,0,0,0,0,4197,4184,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
254,0.9429229205286133,-7.9061188033320375,0.013245,0.1,0.022602,0.2,1207,702,1432,33446,38381,38377,0,0,0,0,4213,4202,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
255,0.9457751164337991,-7.778221081500343,0.0132,0.1,0.022409,0.2,1252,541,1333,33066,37969,37963,0,0,0,0,4196,4182,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
256,0.9359497928052369,-7.844507641245963,0.013155,0.1,0.022217,0.2,1351,782,1354,33302,38050,38042,0,0,0,0,4118,4102,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
257,0.941123969892601,-7.905224460130568,0.01311,0.1,0.022027,0.2,1295,684,1648,33613,38438,38432,0,0,0,0,4119,4107,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
258,0.9379186063973569,-7.906580215277878,0.013066,0.1,0.021839,0.2,1324,743,1286,33295,38080,38075,0,0,0,0,4275,4261,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
259,0.9424882979040577,-7.844635242103566,0.013022,0.1,0.021653,0.2,1327,602,1492,33541,38390,38385,0,0,0,0,4170,4164,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
260,0.9381118251156086,-7.847876696223413,0.012979,0.1,0.021467,0.2,1393,668,1391,33302,38136,38125,0,0,0,0,4183,4164,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
261,0.9424914368126915,-7.861083962578861,0.012936,0.1,0.021284,0.2,1316,598,1456,33282,38115,38111,0,0,0,0,4219,4223,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
262,0.937189784315495,-7.9233827529890055,0.012893,0.1,0.021102,0.2,1235,853,1467,33243,37911,37909,0,0,0,0,4172,4172,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
263,0.9348498034390661,-7.9479829465234495,0.01285,0.1,0.020922,0.2,1482,689,1346,33323,37820,37817,0,0,0,0,4164,4151,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
264,0.9339760618452079,-7.992356653865644,0.012807,0.1,0.020743,0.2,1504,708,1403,33503,38066,38063,0,0,0,0,4222,4223,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
265,0.9461321355952779,-7.947743804554983,0.012765,0.1,0.020566,0.2,1145,630,1447,32951,37969,37962,0,0,0,0,4120,4123,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
266,0.9408322884948355,-7.930080003366749,0.012723,0.1,0.02039,0.2,1310,672,1552,33498,38448,38445,0,0,0,0,4156,4171,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
267,0.934068547308344,-8.007666988861525,0.012682,0.1,0.020216,0.2,1421,797,1620,33641,38366,38360,0,0,0,0,4283,4300,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
268,0.938665795414043,-8.022722741667142,0.01264,0.1,0.020043,0.2,1287,778,1280,33668,38527,38520,0,0,0,0,4182,4182,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
