episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,fleet_broken_fraction,maintenance_restoration_value,onsite_shortage_pressure,depot_shortage_pressure,late_broken_cargo_pressure,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
165,0.9368134178961358,-4.230014426502994,-0.8778358967877593,-0.3462181807453148,-0.19691536615157312,-0.16697048583688892,-0.05690468760683603,-0.2444768037968237,-0.19115079390222312,-0.46411687826398196,-0.006919661085902255,-0.08084829431023738,-0.1071543845508646,-0.08852399040748785,0.001676,0.01,0.0,0.97,100,13,1,14
166,0.9390636319220985,-4.234712517971095,-0.8802003759371883,-0.34716172104315113,-0.1974348800573959,-0.1674343829804495,-0.05705241010081258,-0.24514287288959963,-0.19165936148709747,-0.46520811984883353,-0.006935965508440154,-0.08103437561326622,-0.10740106037387921,-0.08880458755896223,0.001668,0.01,0.0,0.97,100,13,1,14
167,0.9338793146761795,-4.239485309391998,-0.8826225691915253,-0.34816910936028655,-0.1979610251970735,-0.16794868340793787,-0.05719891519700908,-0.24590637875161475,-0.1922014643998373,-0.4665806718682592,-0.006957702193473319,-0.08133543810291409,-0.10767948954033994,-0.08907911242987948,0.001659,0.01,0.0,0.97,100,13,1,14
168,0.9387989980366935,-4.243955419005235,-0.8849304551145567,-0.3491057353839371,-0.19845955657713146,-0.1683938081857996,-0.057325563227588985,-0.24660137226967932,-0.1927242020692055,-0.46798127828766495,-0.006971578569855119,-0.0815330069168714,-0.10811742031601164,-0.08929509443680826,0.001651,0.01,0.0,0.97,100,13,1,14
169,0.9374916298379536,-4.2485983728224275,-0.8873634954674686,-0.3500913914910098,-0.1990123617730894,-0.16887506876040148,-0.05748833537847423,-0.2473218471194648,-0.19328338216418825,-0.4692491626187429,-0.006988561297331726,-0.08177440168857428,-0.10841118795948412,-0.08956885705814188,0.001643,0.01,0.0,0.97,100,13,1,14
170,0.9450588176066855,-4.252418678102856,-0.8893113146438867,-0.35089344923602755,-0.19943468717630763,-0.16927222649260903,-0.0576049700995592,-0.24789421725997943,-0.1937284562134984,-0.47033037430115343,-0.0070052657644583,-0.08192230013459265,-0.10869795314544482,-0.08974364363083843,0.001635,0.01,0.0,0.97,100,13,1,14
171,0.9413287022848775,-4.256634797436187,-0.8914632499367382,-0.35175506019159547,-0.19990688537535958,-0.1696930443061652,-0.057734774125100606,-0.24849128264936332,-0.19420300989613054,-0.4714953837742628,-0.007020390734203508,-0.08217741182065033,-0.10894960204820614,-0.08998421655631456,0.001627,0.01,0.0,0.97,100,13,1,14
172,0.9403443726305594,-4.261047296905117,-0.8936607546300532,-0.3526228802228345,-0.2004023094304698,-0.17009399072685036,-0.05788372141233066,-0.24915548145756658,-0.1947286855147988,-0.4726381175600045,-0.00703806234948126,-0.08238352316558606,-0.10922635291240836,-0.09022021481088498,0.001619,0.01,0.0,0.97,100,13,1,14
173,0.940475010735639,-4.265349653279383,-0.8958777244699149,-0.3535223829323942,-0.2008835925191022,-0.17054714413641384,-0.058025234323479245,-0.24979109236791547,-0.1952329922728505,-0.4738831606453667,-0.0070533653545456895,-0.08260321456461912,-0.10952229559380681,-0.09043125292285702,0.001611,0.01,0.0,0.97,100,13,1,14
174,0.9372950061393033,-4.269900894642653,-0.8981967717409336,-0.3544462340282897,-0.20141021524725986,-0.1709987239469666,-0.05819494792742954,-0.25047407089623397,-0.1957477805546634,-0.4750159267779614,-0.007066602832738461,-0.08280862644803061,-0.10979004250660289,-0.0907241832432773,0.001603,0.01,0.0,0.97,100,13,1,14
175,0.9375740145491457,-4.27384071143086,-0.9002183651247204,-0.3553298499000461,-0.20183970696889877,-0.1714297882629793,-0.058333514807622056,-0.25111569549523954,-0.19623320736277194,-0.47620096674145,-0.007084809282591562,-0.083085578046993,-0.11008662823890983,-0.09097176134558627,0.001596,0.01,0.0,0.97,100,13,1,14
176,0.9418614434516297,-4.277375222188995,-0.901958407226964,-0.35605197520451587,-0.20223103560241057,-0.17178084380695263,-0.05846967155088926,-0.2516708086624325,-0.19667292180739582,-0.47711093852711245,-0.007083645424366459,-0.08327510548936991,-0.11028187293228417,-0.0911584575272001,0.001588,0.01,0.0,0.97,100,13,1,14
177,0.936941592212295,-4.28194684767438,-0.904258363482198,-0.3569880295630929,-0.20274244125107968,-0.17224410972372764,-0.058616110177819945,-0.25233045915768576,-0.19716499595083364,-0.47834946048679755,-0.007101036892057999,-0.08349546556403277,-0.11056263592581589,-0.0914009542892921,0.00158,0.01,0.0,0.97,100,13,1,14
178,0.9402346655846352,-4.28610931726555,-0.9063934456827878,-0.35781699908951914,-0.20322433352333286,-0.17264041645240147,-0.058751537613031764,-0.25289721232686796,-0.19761565334798367,-0.4794566394372767,-0.007116754234386311,-0.08369248220863963,-0.11081195485410747,-0.09164004298359438,0.001573,0.01,0.0,0.97,100,13,1,14
179,0.9385116011050285,-4.290402275826919,-0.9085715331961163,-0.3586816647694236,-0.20370143120394585,-0.1730760048951954,-0.05888690473185497,-0.2535028385699733,-0.19808374758048175,-0.48058961944747736,-0.007132214305123604,-0.08390792549296178,-0.11106157462122639,-0.09189790653436866,0.001565,0.01,0.0,0.97,100,13,1,14
180,0.9466416409706395,-4.294042057017906,-0.9103952148463197,-0.35940512151145615,-0.2041024286477311,-0.1734111030730003,-0.05899293451565853,-0.25400281909546585,-0.1984781654956859,-0.4815072808798143,-0.0071483091382107235,-0.08407416804554327,-0.11126772349592094,-0.09209736915341549,0.001558,0.01,0.0,0.97,100,13,1,14
181,0.9388938893889389,-4.298344980002575,-0.9125465590886255,-0.3602652535941664,-0.2045901768876972,-0.17384127781350628,-0.05914345565281451,-0.25463381761094145,-0.19896136886120366,-0.48261627071391944,-0.00716641083847685,-0.08426290246550597,-0.11151509398272465,-0.092297197403362,0.001551,0.01,0.0,0.97,100,13,1,14
182,0.9352222650424759,-4.302862750123339,-0.9148592476165305,-0.3611810993235094,-0.20514680607809202,-0.17427105750731509,-0.05934861479817212,-0.2552975649957311,-0.19948104645368026,-0.4836591602535151,-0.007188521565338696,-0.08445551651475594,-0.1117596669550085,-0.09255012455612215,0.001544,0.01,0.0,0.97,100,13,1,14
183,0.9409249902837155,-4.306906454163317,-0.9169066740036488,-0.36200473286154916,-0.20560661538445232,-0.17467272719395444,-0.05948279839128403,-0.25589334658319796,-0.19993505058350663,-0.4847434155712144,-0.007203141065400984,-0.08465732941709722,-0.11202079123665784,-0.09276852038149369,0.001536,0.01,0.0,0.97,100,13,1,14
184,0.9397602652384596,-4.31094714201599,-0.9189443525223842,-0.3628096421176761,-0.2060661762377676,-0.175058212233126,-0.059613502949327914,-0.25647062989033453,-0.20041120234926524,-0.48582844380822765,-0.0072200908733429355,-0.08483309028506998,-0.11225918284347983,-0.09298593775813158,0.001529,0.01,0.0,0.97,100,13,1,14
185,0.938406102140127,-4.315078771356276,-0.9210898549656822,-0.3636775029211209,-0.20655506542225596,-0.17550176682554075,-0.059767383912369354,-0.2570992157090166,-0.20087598929696243,-0.4868455640587685,-0.007238060401495538,-0.08501003863256645,-0.11246953466231842,-0.09322179647196874,0.001522,0.01,0.0,0.97,100,13,1,14
186,0.9402356480320883,-4.319132302920676,-0.9231493342740195,-0.36448192996891504,-0.20701692854730241,-0.1758848324253262,-0.059903703935559716,-0.2576988008404051,-0.201354705108533,-0.48783943820091474,-0.007255896463638471,-0.08517174660639158,-0.11268764767029364,-0.09343167109100875,0.001515,0.01,0.0,0.97,100,13,1,14
187,0.9396752523377105,-4.323141954745503,-0.9251674270989503,-0.3652915025567516,-0.20744492190319944,-0.17627408770633013,-0.060016085830718956,-0.258321036261306,-0.20181085894272396,-0.48893628070697776,-0.007270050726985884,-0.0853514449755348,-0.11297735231892907,-0.09363734440078307,0.001509,0.01,0.0,0.97,100,13,1,14
188,0.9403290095932982,-4.326929768727931,-0.9270649868839388,-0.3660655412204341,-0.20786481443531107,-0.17664010127210092,-0.06014276021146858,-0.2588503951044631,-0.20225830599490136,-0.4899580379848407,-0.007282668425809969,-0.08549906005900584,-0.11320525786267173,-0.09384210183568377,0.001502,0.01,0.0,0.97,100,13,1,14
189,0.9360614239493051,-4.331208169665918,-0.9292491851251746,-0.3669450192354709,-0.20837198690466674,-0.17708428378787272,-0.06031243461948347,-0.25948227493134746,-0.2027162873077516,-0.49104233607826436,-0.007297343035165813,-0.08568550168054678,-0.11344082472151332,-0.09406115862086523,0.001495,0.01,0.0,0.97,100,13,1,14
190,0.9416545183397845,-4.334832818642346,-0.9310997224666642,-0.36773918727889615,-0.2087538263617843,-0.177485846904393,-0.06042426014362085,-0.26007676221536175,-0.20315144675854854,-0.4921112352862778,-0.007312746163238367,-0.08588593456983351,-0.11372175772794528,-0.09424426359493189,0.001488,0.01,0.0,0.97,100,13,1,14
191,0.9433418264717714,-4.338551424663835,-0.9329605403673499,-0.36847846000082746,-0.2091509984710045,-0.17783569645804398,-0.060526533674812664,-0.26058276098476996,-0.20355967160306185,-0.4930575647210973,-0.007326144746941259,-0.08604130915527546,-0.11394074476264907,-0.09445389151206933,0.001482,0.01,0.0,0.97,100,13,1,14
192,0.942460384498429,-4.342258825766751,-0.9348292868606147,-0.3692170115911247,-0.20958216361924942,-0.17817874844539017,-0.06066716165121429,-0.26112569564641924,-0.20399284385991082,-0.49382243116005614,-0.007339841952371098,-0.086166870114149,-0.11410884459274272,-0.09468892221222269,0.001475,0.01,0.0,0.97,100,13,1,14
193,0.9421473712518489,-4.346031877620944,-0.9367210993349753,-0.36997054485117875,-0.2099997548193501,-0.17854432817785176,-0.06077797021812175,-0.2616720421884338,-0.20442620050188173,-0.4947867944887533,-0.007354788170108159,-0.08635672166265967,-0.11433543670154062,-0.09484332175798128,0.001469,0.01,0.0,0.97,100,13,1,14
194,0.9402349707543534,-4.349933362670081,-0.9386986478441951,-0.37076556456940085,-0.2104378743180243,-0.17892858190090202,-0.060906811399889293,-0.26224836719131633,-0.20487060561242273,-0.49576493291178425,-0.007367811957217256,-0.08652260902359993,-0.11455743104987669,-0.09507213458163288,0.001462,0.01,0.0,0.97,100,13,1,14
195,0.9412307485823574,-4.353675370346505,-0.9405643031467613,-0.3715203109820704,-0.2108404646200897,-0.17929329373705086,-0.06102375534741367,-0.26282691686390797,-0.20531174840338412,-0.4967788537056184,-0.007381128274230013,-0.08670428002272099,-0.11479507405268784,-0.09529125118622968,0.001456,0.01,0.0,0.97,100,13,1,14
196,0.9382087988236686,-4.357673074208233,-0.9425776878980694,-0.37231052507873896,-0.21127936184098778,-0.1796623554671355,-0.06114931170261199,-0.26340468499514186,-0.20575979822835885,-0.49796026026119455,-0.0073960151928557484,-0.08689237806458328,-0.11508989400196076,-0.09551367250836379,0.001449,0.01,0.0,0.97,100,13,1,14
197,0.941344011258733,-4.361338290936277,-0.9444806002305268,-0.37307325519680484,-0.21170256223784348,-0.18003464238060174,-0.06127099478787539,-0.2639635464091376,-0.20618647854493613,-0.4989872661487613,-0.0074133368729214135,-0.08707312091925545,-0.11535405145453834,-0.0956939172571948,0.001443,0.01,0.0,0.97,100,13,1,14
198,0.9424297676931388,-4.364730703316477,-0.9462447134033625,-0.373797817028276,-0.21210780129174905,-0.18039731880174756,-0.061396558540510675,-0.2644785824391465,-0.2066121163390167,-0.4998333793270486,-0.007424923769318213,-0.08722094540513146,-0.11556298049930055,-0.09591775625035602,0.001437,0.01,0.0,0.97,100,13,1,14
199,0.9377411112410027,-4.368794308340953,-0.9482887083175406,-0.3745781490305638,-0.2125935562139375,-0.18075909172502688,-0.06155022475010184,-0.2650182995681452,-0.2070746544481877,-0.500821196908482,-0.007438381211365703,-0.08736153407927057,-0.11580521366750918,-0.09610636525773565,0.001431,0.01,0.0,0.97,100,13,1,14
200,0.941883563388173,-4.372392287558041,-0.9500876820529809,-0.3752985307502272,-0.2129957525485088,-0.18110615334157454,-0.06167308701485198,-0.26552184530229134,-0.2074789869112436,-0.501874734510373,-0.007450590387656747,-0.08756271410349215,-0.11605511919603458,-0.09630691983332641,0.001424,0.01,0.0,0.97,100,13,1,14
201,0.942035847142374,-4.375727614084952,-0.9517912072142585,-0.37601391688985464,-0.21337918137819709,-0.18145759258970767,-0.061781602442547316,-0.26604884438758686,-0.2078664603267984,-0.5027181319985733,-0.0074637135280258265,-0.0877181467115374,-0.11627159999019131,-0.09650364169683262,0.001418,0.01,0.0,0.97,100,13,1,14
202,0.9406027619546661,-4.379381832088722,-0.953667090356942,-0.3767788696936284,-0.21379549437703294,-0.1818105787774448,-0.061887477695079955,-0.2665990098895869,-0.20830636837540212,-0.5037782147192016,-0.007479960158854192,-0.08789683332654272,-0.1165083140575513,-0.09669266040254237,0.001412,0.01,0.0,0.97,100,13,1,14
203,0.9454490505213318,-4.382648024926645,-0.9553245590655269,-0.37744308868332854,-0.2141687082435048,-0.18212856278498452,-0.0620052317639454,-0.26706337463819063,-0.20867754872067887,-0.5047008101808947,-0.007492178524152959,-0.08807720619060307,-0.11669207594485274,-0.09683761028549226,0.001406,0.01,0.0,0.97,100,13,1,14
204,0.9399404451472889,-4.38635900977814,-0.9571992594719431,-0.3781939656900816,-0.21458492746568997,-0.18248589394460163,-0.062124199655364164,-0.2676038221105728,-0.2091141734164789,-0.5056733921486964,-0.007506230470056732,-0.08826214581234856,-0.11695539469328857,-0.0970289358222034,0.0014,0.01,0.0,0.97,100,13,1,14
205,0.9389583438781192,-4.390111599706543,-0.9591312984451156,-0.3789833662294885,-0.21501486271799125,-0.18289212066233576,-0.062249179742128825,-0.26816269106935303,-0.20955464194220086,-0.5067076741895632,-0.007522084146625284,-0.08847616768348558,-0.11719053383767539,-0.09721202485582098,0.001395,0.01,0.0,0.97,100,13,1,14
206,0.9446451677953854,-4.393461737866342,-0.9608057278430508,-0.37965148896363055,-0.21538869673613234,-0.1832188491015912,-0.06236707003696442,-0.26867170827892334,-0.2099707176104758,-0.5075406309581749,-0.007535357412996929,-0.08860010287637812,-0.11736385382596141,-0.09740676948275383,0.001389,0.01,0.0,0.97,100,13,1,14
207,0.9450884582982308,-4.396727353334204,-0.9624689148155501,-0.3802909935375458,-0.21576583045600858,-0.18352019619404347,-0.06247695223707931,-0.2691019208209321,-0.2103112244607519,-0.508268331530233,-0.007546909371598814,-0.08874273112172731,-0.1175359424027464,-0.09757637839270013,0.001383,0.01,0.0,0.97,100,13,1,14
208,0.9372515329155717,-4.400338529421055,-0.9643029489371515,-0.38106279066755444,-0.2161637425146752,-0.183908713268966,-0.06258913683159695,-0.2696736128712444,-0.210730533194122,-0.5092770059200457,-0.0075611756116963245,-0.08891678688614144,-0.11778779132689585,-0.09778576156324363,0.001377,0.01,0.0,0.97,100,13,1,14
209,0.944209537232793,-4.403673079768423,-0.9659895443428819,-0.3817453564300823,-0.21652338209742503,-0.18424722515679776,-0.06269407939589752,-0.2702253798035005,-0.21112121035371056,-0.5101168292996041,-0.007571280205628676,-0.08905010530290744,-0.1179857856486172,-0.09795510929527575,0.001372,0.01,0.0,0.97,100,13,1,14
210,0.9356381022434719,-4.407725353425765,-0.968055208833508,-0.38254745755139447,-0.21701160839402686,-0.18461383802672382,-0.06286188721398986,-0.27079637065587087,-0.21158447866514407,-0.5110955909657332,-0.007586242654645971,-0.08924408097204303,-0.11821177611113397,-0.09817426260679235,0.001366,0.01,0.0,0.97,100,13,1,14
211,0.9411262941343725,-4.411256512806461,-0.9698400281093881,-0.3832553729725923,-0.21741554500338464,-0.18495848974368181,-0.06297639336187506,-0.2713190104814868,-0.21198407800818944,-0.5120893977240883,-0.007604037068020591,-0.08942966156598814,-0.11842944358702479,-0.09834957380828435,0.00136,0.01,0.0,0.97,100,13,1,14
212,0.9354985966929293,-4.415212319445637,-0.9718816052042685,-0.3840614457051212,-0.21788847902758623,-0.18536578600974912,-0.06312684315487761,-0.27189225271134965,-0.21245526925574526,-0.5130990927727737,-0.007621708395849452,-0.08957209104498477,-0.11866755350132929,-0.09854384952768633,0.001355,0.01,0.0,0.97,100,13,1,14
213,0.9375431157774301,-4.419022680174532,-0.9737919606616304,-0.3848293208015419,-0.2183255898737518,-0.18574747656500806,-0.06325892332419425,-0.2724235947722562,-0.21291287095817268,-0.5140730763487434,-0.007637650779013749,-0.08973786363819906,-0.11889277643781072,-0.09872862551903111,0.001349,0.01,0.0,0.97,100,13,1,14
214,0.9431898734177215,-4.422346637607318,-0.9754807088248229,-0.3855192509979019,-0.21868652481576475,-0.18607023989208205,-0.06336129711530956,-0.2729252624038471,-0.21329105833275327,-0.5150234569310748,-0.007646888535228943,-0.08991243481147165,-0.11910987803556305,-0.09890724914283189,0.001344,0.01,0.0,0.97,100,13,1,14
215,0.9425882511679682,-4.425727160256561,-0.9771593588491789,-0.38618562250288135,-0.2190477819894917,-0.18637930151124882,-0.06345886572103067,-0.2734151619766484,-0.21367976351430937,-0.515922413610121,-0.007657510000389445,-0.09004569881271653,-0.11933615262204537,-0.09909500636142592,0.001338,0.01,0.0,0.97,100,13,1,14
216,0.9354139134559994,-4.429600669551477,-0.9791791393774658,-0.386997511425531,-0.21951577367613806,-0.18681337640334778,-0.0636044531080326,-0.2739937159286044,-0.2141314283863549,-0.5168738580423252,-0.007670066666099096,-0.09019218056786221,-0.11956201660334646,-0.09930839480339948,0.001333,0.01,0.0,0.97,100,13,1,14
217,0.941584635049219,-4.433051590294107,-0.9809289413821912,-0.3876951187089726,-0.21991164060898766,-0.18715820791882226,-0.06371805824043265,-0.2744744747373161,-0.21450904418817296,-0.5177730546623186,-0.0076834987883979515,-0.09037699960109985,-0.11975295650843336,-0.09944761048846561,0.001328,0.01,0.0,0.97,100,13,1,14
218,0.9415973796926178,-4.4361392642015005,-0.98251879707966,-0.38835145609067656,-0.22027362340163853,-0.18747560095084834,-0.06383293759062358,-0.2749550273873721,-0.21487989061160223,-0.5185342427973322,-0.0076899750143374565,-0.0904927690620932,-0.11996871758468429,-0.09958290470242959,0.001322,0.01,0.0,0.97,100,13,1,14
219,0.9419288518899244,-4.439513357104392,-0.9842617714103961,-0.38904067391257174,-0.2206835738850826,-0.18780076219392944,-0.06396593703448386,-0.27543836236998565,-0.21525226991586613,-0.5193193283664967,-0.007699894616047653,-0.09061680751936381,-0.12016181365406593,-0.0997628107633129,0.001317,0.01,0.0,0.97,100,13,1,14
220,0.9352739899202724,-4.443298201334085,-0.9861468183556117,-0.38979855101917493,-0.22109742114844558,-0.18815689754544068,-0.06408123453174791,-0.2759898970136961,-0.21568235646779604,-0.5204552830657736,-0.00771449777506289,-0.09082983233319973,-0.1204453790259099,-0.09998489547861097,0.001312,0.01,0.0,0.97,100,13,1,14
221,0.9418172648566866,-4.4465285430420245,-0.987778690754098,-0.3904453461790383,-0.2214723616557632,-0.18847281860212,-0.06420607010277596,-0.27643971065492257,-0.21606019678595167,-0.521260722364482,-0.007728768010038715,-0.09098700315475201,-0.1206189177692056,-0.10014995627832611,0.001307,0.01,0.0,0.97,100,13,1,14
222,0.9346588019932879,-4.450278017744219,-0.9896858936921287,-0.3912196029768203,-0.2218940133382493,-0.1888634866083219,-0.06432836219670106,-0.27701818107944154,-0.216503310194395,-0.5223403337695013,-0.007745769942701775,-0.09115987966297025,-0.12087088947331744,-0.1003210332699456,0.001302,0.01,0.0,0.97,100,13,1,14
223,0.9419410745233969,-4.453526775063543,-0.991317679009521,-0.39187216053895463,-0.2222512382039078,-0.18918039539334072,-0.06441910971765166,-0.2774851039630698,-0.21687452984860925,-0.5233220334276119,-0.0077579074151668,-0.09133442412319497,-0.12109946070369883,-0.10049318850403603,0.001297,0.01,0.0,0.97,100,13,1,14
224,0.9406132856033231,-4.4569184351608255,-0.9930038030132585,-0.39254123869021357,-0.2226133690514879,-0.18950263493186179,-0.06451063165806108,-0.2779749734090283,-0.21724989916950546,-0.5243143452144489,-0.007774193079059785,-0.09148203105382602,-0.12133678246528659,-0.10062629717324156,0.001292,0.01,0.0,0.97,100,13,1,14
225,0.9421410838836066,-4.460077339749107,-0.9946227017848259,-0.39318695004091164,-0.22298124771435407,-0.18981455822220186,-0.06461759354410876,-0.27843936060121915,-0.2176156919130505,-0.5251592507209476,-0.007786569880715172,-0.09161764306613929,-0.12153445405991628,-0.10077755216158187,0.001287,0.01,0.0,0.97,100,13,1,14
226,0.9420660811375994,-4.4633378818004426,-0.9962817824974903,-0.3938425744263358,-0.22334892032769546,-0.19012477180688286,-0.06471938979106574,-0.2789200078512142,-0.21797730348205052,-0.5260802107771997,-0.007797880746627149,-0.09179384147226606,-0.12176910661095111,-0.10094521338151727,0.001282,0.01,0.0,0.97,100,13,1,14
227,0.9439515655659348,-4.465845896612835,-0.9975720278573232,-0.394432112227159,-0.2236266300104874,-0.19043178875966293,-0.06481309804273468,-0.27938009701725774,-0.21830346390232508,-0.526830711090114,-0.007806818011890197,-0.09194883000558099,-0.12196545336498586,-0.10107287480735322,0.001277,0.01,0.0,0.97,100,13,1,14
228,0.9429261128648356,-4.4690010881147195,-0.9991746667917767,-0.39506369530937996,-0.2239822021499749,-0.19072961736293742,-0.06490973788395149,-0.27983199539238823,-0.218653284549942,-0.5276412340714661,-0.007818157762637362,-0.09210087040501971,-0.12214410501967322,-0.10122013723086318,0.001272,0.01,0.0,0.97,100,13,1,14
229,0.9417236336428255,-4.472217162589601,-1.0008252252233079,-0.39570641836465464,-0.22436213187760073,-0.19104725178268517,-0.0650268881394143,-0.2802925164002266,-0.2190184678854347,-0.5284242376950188,-0.007832240149961011,-0.0922388313585804,-0.12235456474772025,-0.10137254745717654,0.001267,0.01,0.0,0.97,100,13,1,14
230,0.9400717522022536,-4.47552125876661,-1.0025245685517714,-0.39639376371164864,-0.22474009630769098,-0.19138965129278973,-0.06512736887198911,-0.2808096202414452,-0.21941602874347207,-0.5294458594965433,-0.007849062487773843,-0.09241993989159526,-0.1226175829296289,-0.10154180127656436,0.001262,0.01,0.0,0.97,100,13,1,14
231,0.9402649295703709,-4.478800220457275,-1.004181471891178,-0.3970679573410317,-0.2251115796498549,-0.1917188022430878,-0.06523796318482349,-0.2813151374781749,-0.21978601383997673,-0.5302943684627901,-0.007864019701559949,-0.09257326131347905,-0.12284154687030353,-0.10169369604923967,0.001257,0.01,0.0,0.97,100,13,1,14
232,0.9400702106318957,-4.482115426605681,-1.0058624181919773,-0.39775113568757325,-0.22547868293292134,-0.1920434105032959,-0.06534707397603827,-0.28181713337359066,-0.22018660853286762,-0.5312655488845099,-0.007875200547399845,-0.09271718927255881,-0.12307760003199719,-0.10188243769133094,0.001253,0.01,0.0,0.97,100,13,1,14
233,0.9381955717704551,-4.485366260572339,-1.0074969685866149,-0.39842144298482823,-0.22582846609225424,-0.1923698357197821,-0.06543590006018124,-0.28230764590043217,-0.22057454277106484,-0.5321030306349154,-0.007889460366624903,-0.09286737680605879,-0.12327804370565935,-0.1020844894373669,0.001248,0.01,0.0,0.97,100,13,1,14
234,0.9444998226021727,-4.48831810076547,-1.0089789828018907,-0.39901081203834504,-0.2261532249897578,-0.19265314590963073,-0.06552547154233773,-0.28276256578277803,-0.2209149982375454,-0.5329481724819588,-0.007901191362671285,-0.09300981340556295,-0.12353284078041031,-0.10220205455163323,0.001243,0.01,0.0,0.97,100,13,1,14
235,0.9389079541979546,-4.491597624163557,-1.010669427454364,-0.3996814666523489,-0.22653834391396455,-0.19298202272020845,-0.06565219985758855,-0.2832115622998112,-0.221278007361521,-0.5337497392197725,-0.007914552676376257,-0.09316216968293767,-0.1237151605468415,-0.1023925403701675,0.001239,0.01,0.0,0.97,100,13,1,14
236,0.9412140682555968,-4.494773910273686,-1.0122517074672268,-0.4003251079483848,-0.22687605265806016,-0.19330038639454114,-0.06574376863171806,-0.28367219575329444,-0.22163705473249504,-0.5346282274688265,-0.007926180255606999,-0.09331196877586526,-0.12392048200607095,-0.10254325555148831,0.001234,0.01,0.0,0.97,100,13,1,14
237,0.9407899159663865,-4.497500813056658,-1.0136727655326598,-0.40092491824758425,-0.22718247626404275,-0.19358424696749746,-0.0658464077965934,-0.28408597249723083,-0.22199243414772654,-0.5354033463714862,-0.007927087895571696,-0.09346738390030199,-0.12408300604140725,-0.10266724137189204,0.001229,0.01,0.0,0.97,100,13,1,14
238,0.9412002356703981,-4.5003451892182875,-1.0151032118262906,-0.4015290000682978,-0.22749783083052008,-0.1938887193346659,-0.06594539876631925,-0.2845411863816144,-0.22232378239822306,-0.5361156860183295,-0.0079384432815785,-0.09359204714282283,-0.12426118177421962,-0.10282313428060927,0.001225,0.01,0.0,0.97,100,13,1,14
239,0.9392093194523483,-4.50364626700077,-1.0167969163820698,-0.4022085730863244,-0.2278827718280357,-0.19423108775906747,-0.0660587945163633,-0.28502945801987134,-0.2227033812969926,-0.5369609354770347,-0.007950137835225125,-0.09375090796962295,-0.12445235633637404,-0.10300888790707637,0.00122,0.01,0.0,0.97,100,13,1,14
240,0.9389104861917504,-4.506832853727318,-1.018447026293449,-0.4028699979966107,-0.22824999054965692,-0.19455570952100013,-0.06616521233053678,-0.2855187144109649,-0.22308736106939095,-0.5378173514736423,-0.007965193472644766,-0.09389748299146304,-0.1246781495126944,-0.10319083160750438,0.001216,0.01,0.0,0.97,100,13,1,14
241,0.9435764034572459,-4.509804858578936,-1.0199605720828826,-0.4034919752996497,-0.2285603386153469,-0.19484165812300552,-0.06624683778220682,-0.2859573554169878,-0.22341856491346865,-0.5387002646739937,-0.007975865662304764,-0.09404908918719994,-0.12492342536153686,-0.10334937775758148,0.001212,0.01,0.0,0.97,100,13,1,14
242,0.9443903272665128,-4.5126282098005115,-1.0213879467229374,-0.40405942828264524,-0.22888421448489243,-0.1951146986970939,-0.0663406847792657,-0.2863781358441442,-0.22373228435600775,-0.5394405084019261,-0.00798747424291243,-0.09418065786796574,-0.12508626125769198,-0.10348383564066746,0.001207,0.01,0.0,0.97,100,13,1,14
243,0.9375729189563924,-4.51580876161049,-1.0230252461942035,-0.4047423252249703,-0.22925391859695707,-0.19546386289632015,-0.06646052361934669,-0.28686755935318964,-0.224137527844011,-0.5403044469011755,-0.007995411167041428,-0.09432308997642352,-0.12529099152392736,-0.10368893807052233,0.001203,0.01,0.0,0.97,100,13,1,14
244,0.9363058396124866,-4.519103165802156,-1.024704411548381,-0.40541694461299593,-0.22962550221320613,-0.19579569255942791,-0.06656898470991139,-0.2873733868260448,-0.22451979536177005,-0.5411192829715371,-0.008009288939330839,-0.09448611939352491,-0.12548594989963371,-0.10386594899822506,0.001198,0.01,0.0,0.97,100,13,1,14
245,0.9426187725141032,-4.522021391950155,-1.0261646935409077,-0.406010376147863,-0.22994973910258273,-0.19607585231663086,-0.06666521689606848,-0.2878082451523859,-0.22484645812643872,-0.5419246083953441,-0.008022365820116019,-0.0946154107295536,-0.12568809775117254,-0.10403821157668308,0.001194,0.01,0.0,0.97,100,13,1,14
246,0.942760771551578,-4.5249445094192415,-1.027629644061383,-0.40661578908714097,-0.23026096698456772,-0.19635973830480122,-0.06675824376611282,-0.2882671808081012,-0.22517498744552475,-0.5427768389362716,-0.008036798016137364,-0.09478129181212788,-0.12586979235249357,-0.10416448173996659,0.00119,0.01,0.0,0.97,100,13,1,14
247,0.9392256827015295,-4.528062131665909,-1.0292130485987703,-0.40725923565002486,-0.23061439090470498,-0.19668219147979094,-0.06686783131852368,-0.2887537356028789,-0.22553713114440072,-0.5436155049674156,-0.008049126675043402,-0.09497044521315084,-0.12604321009662756,-0.10433093595506965,0.001186,0.01,0.0,0.97,100,13,1,14
