seed,day,hour,minute,current_station_id,is_at_depot,functional_load_before,depot_load_before,total_load_before,functional_deliveries,functional_pickups,onsite_repairs,depot_pickups,depot_deliveries,load_from_queue,bikes_involved,action_duration_min,next_station_id,travel_time_min,functional_load_after,depot_load_after,total_load_after,immediate_reward,vfa_value,accumulated_rollout_reward,tail_value,final_decision_score,maintenance_flag_present,selected_action_is_maintenance,n_total_candidates,vfa_top1_next_station,rollout_changed_decision,winning_candidate_rank,decision_runtime_s,winning_profile_type,phi_rebalancing_imbalance,phi_squared_starvation_penalty,phi_squared_congestion_penalty,phi_starvation_severity_max,phi_congestion_severity_max,phi_starvation_count,phi_congestion_count,phi_gross_starvation_risk,phi_gross_congestion_risk,phi_net_starvation_shortfall,phi_net_congestion_shortfall,phi_trailer_cannibalization,phi_global_onsite_backlog,phi_global_depot_backlog,phi_demand_weighted_depot_backlog,phi_demand_weighted_onsite_backlog,phi_fleet_broken_fraction,phi_depot_idle_fraction,phi_recoverable_starvation,phi_maintenance_urgency,phi_rush_hour_onsite_backlog,phi_fleet_failure_risk,phi_fleet_health_deficit,phi_fleet_low_health_fraction,phi_depot_bound_health_deficit,phi_onsite_health_deficit,phi_maintenance_restoration_value,phi_onsite_shortage_pressure,phi_depot_shortage_pressure,phi_current_station_onsite_shortage_pressure,phi_current_station_depot_shortage_pressure,phi_broken_cargo_distance_pressure,phi_late_broken_cargo_pressure,phi_repaired_idle_away_pressure,phi_depot_pipeline_pressure,phi_depot_queue_pickup_opportunity,phi_degradation_demand_exposure,phi_time_remaining_fraction,phi_functional_bikes_time_penalty,phi_reachable_imbalance_fraction,phi_recoverable_imbalance_fraction,phi_imbalance_hotspot_distance,phi_destination_starv_ratio,phi_destination_cong_ratio,phi_destination_onsite_fraction,phi_destination_depot_fraction,phi_destination_travel_penalty,phi_destination_roi_starvation,phi_cur_station_onsite_fraction,phi_cur_station_func_deficit,phi_functional_load_late_pressure,phi_depot_load_late_pressure,phi_non_depot_late_load_pressure,phi_late_depot_return,phi_depot_slack_fraction,phi_can_return_to_depot,phi_depot_return_urgency
42,7,6,5,D0,True,14,0,14,0,0,0,0,0,6,"['B738', 'B223', 'B149', 'B517', 'B127', 'B733']",6.0,S43,2.15,20,0,20,0.0,,-0.667951,-6.838816,-7.506768,True,True,5,S27,True,1,0.3165,load_queue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,7,6,29,S43,False,20,0,20,20,0,0,0,0,0,"['B730', 'B12', 'B488', 'B42', 'B607', 'B306', 'B374', 'B487', 'B473', 'B300', 'B481', 'B264', 'B684', 'B413', 'B738', 'B223', 'B149', 'B517', 'B127', 'B733']",13.0,S39,4.89,0,0,0,0.0,,-0.520925,-6.806529,-7.327454,False,False,12,S33,True,8,0.6318,delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,7,6,46,S39,False,0,0,0,0,20,0,0,0,0,"['B619', 'B196', 'B672', 'B673', 'B697', 'B650', 'B50', 'B117', 'B655', 'B414', 'B455', 'B247', 'B532', 'B170', 'B333', 'B19', 'B326', 'B408', 'B431', 'B520']",13.0,S65,5.08,20,0,20,0.0,,-0.473455,-6.845451,-7.318906,False,False,12,S66,True,9,0.5909,pickup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,7,7,5,S65,False,20,0,20,14,0,0,0,0,0,"['B619', 'B196', 'B672', 'B673', 'B697', 'B650', 'B50', 'B117', 'B655', 'B414', 'B455', 'B247', 'B532', 'B170']",10.0,S66,3.09,6,0,6,0.0,,-0.312791,-6.768934,-7.081725,False,False,18,S27,True,15,2.2825,delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,7,7,18,S66,False,6,0,6,6,0,0,0,0,0,"['B333', 'B19', 'B326', 'B408', 'B431', 'B520']",6.0,S38,3.69,0,0,0,0.0,,-0.325918,-6.742397,-7.068314,False,False,12,S38,False,6,0.7225,delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,7,7,27,S38,False,0,0,0,0,19,0,0,0,0,"['B470', 'B361', 'B526', 'B548', 'B250', 'B296', 'B405', 'B390', 'B551', 'B671', 'B760', 'B388', 'B215', 'B331', 'B559', 'B59', 'B329', 'B84', 'B631']",12.5,S61,3.09,19,0,19,0.0,,-0.301697,-6.747704,-7.049401,False,False,12,S60,True,9,0.8651,pickup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,7,7,43,S61,False,19,0,19,10,0,0,0,0,0,"['B470', 'B361', 'B526', 'B548', 'B250', 'B296', 'B405', 'B390', 'B551', 'B671']",8.0,S33,2.17,9,0,9,0.0,,-0.283929,-6.710552,-6.994481,True,False,72,S60,True,25,3.8557,delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,7,7,53,S33,False,9,0,9,0,11,0,0,0,0,"['B279', 'B629', 'B751', 'B449', 'B451', 'B584', 'B596', 'B620', 'B611', 'B642', 'B722']",8.5,S60,3.7,20,0,20,0.0,,-0.331028,-6.685783,-7.016811,False,False,12,S60,False,6,1.2692,pickup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,7,8,5,S60,False,20,0,20,0,0,0,0,0,0,[],3.0,S51,7.5,20,0,20,0.0,,-0.248411,-6.657477,-6.905888,False,False,18,S27,True,2,1.5538,do_nothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,7,8,16,S51,False,20,0,20,12,0,0,0,0,0,"['B760', 'B388', 'B215', 'B331', 'B559', 'B59', 'B329', 'B84', 'B631', 'B279', 'B629', 'B751']",9.0,S27,8.3,8,0,8,0.0,,-0.218362,-6.637573,-6.855935,False,False,18,S27,False,10,1.0567,delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,7,8,33,S27,False,8,0,8,8,0,0,0,0,0,"['B449', 'B451', 'B584', 'B596', 'B620', 'B611', 'B642', 'B722']",7.0,S37,4.19,0,0,0,0.0,,-0.230495,-6.613247,-6.843742,False,False,12,S37,False,6,0.5176,delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,7,8,44,S37,False,0,0,0,0,20,0,0,0,0,"['B328', 'B661', 'B677', 'B567', 'B522', 'B260', 'B323', 'B43', 'B689', 'B423', 'B34', 'B727', 'B600', 'B24', 'B612', 'B95', 'B648', 'B613', 'B506', 'B337']",13.0,S23,7.3,20,0,20,0.0,,-0.135685,-6.581402,-6.717087,False,False,12,S59,True,9,0.6538,pickup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,7,9,5,S23,False,20,0,20,8,0,0,0,0,0,"['B328', 'B661', 'B677', 'B567', 'B522', 'B260', 'B323', 'B43']",7.0,S34,9.01,12,0,12,0.0,,-0.130055,-6.473041,-6.603095,True,False,54,S26,True,20,2.5023,delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
