episode,service_level,rebalancing_imbalance,anticipated_demand_shortfall,vehicle_functional_load,squared_starvation_penalty,squared_congestion_penalty,proximity_to_demand_gravity,delivery_potential,pickup_potential,starvation_gravity,congestion_gravity
0,0.9161645271155358,-0.0990728298609625,-0.004053265972532895,-0.04808415388151087,-0.020812976654989143,-0.033343525132999464,-0.023534541012055873,-0.0045293626155560205,-0.03868212821231807,-0.0007716060515753681,-0.00576837816642096
1,0.9213512701037126,-0.16630414551388678,-0.007826656433233645,-0.06755621649188079,-0.035997632015244474,-0.05489052055828626,-0.04080885888375726,-0.003948959999239864,-0.06739657981784224,-0.0006218735409840846,-0.01083016866020819
2,0.9109594235874099,-0.23889091729247572,-0.011821787117642257,-0.0916484097532684,-0.05471121048016961,-0.07898357680390909,-0.05879941387241562,-0.00516370885229614,-0.09674002493469594,-0.0005450754753054408,-0.015768097369609727
3,0.9225598176984429,-0.27793514577655276,-0.013684707315386839,-0.09727387424571268,-0.06153887640528508,-0.09150748668811513,-0.0657178631781505,0.0009263449625171062,-0.11054060885315538,0.0012617552128800992,-0.01863954430219779
4,0.923763452956838,-0.30340351785191366,-0.015070242326230256,-0.09037023244042909,-0.07070924984374496,-0.09957984078974734,-0.07041896249971849,0.006924120127440106,-0.11985708980449783,0.0023993711464134993,-0.02054873516547183
5,0.9122727100178416,-0.33085704416382544,-0.017613290238190863,-0.09206360051252123,-0.081023040083118,-0.10817391360665063,-0.08022655747793733,0.014898569781014786,-0.11909215186463346,0.003264440891231616,-0.022798302625579237
6,0.9206785878037598,-0.342378259589744,-0.020001694924552196,-0.08182380310114724,-0.09043597014870246,-0.11271926497248261,-0.08454425437756005,0.02343797734634891,-0.11174174922237573,0.0043496906629447865,-0.023606692474509198
7,0.9126553083847928,-0.3843231277323599,-0.022977624477090407,-0.09075954327240646,-0.105771360358597,-0.1266432687788486,-0.09657549991734986,0.028217894269349623,-0.11720335849114437,0.005082006949204366,-0.026388652813023522
8,0.9229040490610597,-0.3961208299861152,-0.024886440277944975,-0.08276904402593144,-0.1175782437913463,-0.13047494942605636,-0.10140898911199968,0.03144607811278514,-0.11615216327586278,0.005545442453441062,-0.028218823728486938
9,0.908843434534387,-0.431998874784229,-0.027673535748384798,-0.0966875610419434,-0.13159952438380826,-0.14246126032389972,-0.11145458699531463,0.03009232984213098,-0.1244204865896502,0.0053867603319454746,-0.030566067878032257
10,0.9253558486195689,-0.43839917929082883,-0.02892582896986884,-0.08843131862087256,-0.14026342831254884,-0.14455916423486093,-0.11485245989279666,0.03373459751358313,-0.12243333509014209,0.005774202363869655,-0.03178317423264909
11,0.9155071436565076,-0.45908831733952427,-0.03081052092143861,-0.08990979778827739,-0.1535816902401378,-0.15129251359453966,-0.11934125894420318,0.03537229937640757,-0.12378635464328641,0.006063036237209752,-0.033336403969892694
12,0.9282798397063781,-0.45566189199044643,-0.0328602061170012,-0.0811141519833136,-0.16424935987053743,-0.15059611333203865,-0.12074587217660883,0.03580911334396814,-0.11300662540956569,0.00614363095936476,-0.03330972372762722
13,0.9157997889341173,-0.4700717635770737,-0.03538389547637603,-0.07608373847411849,-0.17655265577950988,-0.15507315503777488,-0.12551213137270295,0.03921174935841457,-0.10869606792767372,0.006489737203653477,-0.03420260208441772
14,0.9188616409324857,-0.4792465842423164,-0.037334463806227715,-0.07937555207444676,-0.1877310398486947,-0.15810162624896282,-0.13048077583623932,0.03957988366471737,-0.09950055727189366,0.006727565613132045,-0.03498182159007551
15,0.9230885349837723,-0.498078588594941,-0.03871670519168132,-0.08584831371733573,-0.19842699639464056,-0.16476396113974578,-0.13362918066370238,0.03670113859831277,-0.10197047405143181,0.006679699759289273,-0.036052882355076976
16,0.9197205723037842,-0.5161303041636012,-0.04004496925800792,-0.08476021283167696,-0.20822206077995092,-0.17055846693816357,-0.13687013262450345,0.03929135476425181,-0.1063686758266682,0.007043440112930385,-0.037239852765642886
17,0.9045724892980262,-0.5425916611336901,-0.04236965557285186,-0.07894424197605142,-0.22495437693018636,-0.17875812587376821,-0.14419155186529845,0.04137354724781948,-0.11494603145856522,0.007475072419605705,-0.039779576388600496
18,0.9238900634249472,-0.5463602029400145,-0.04330007504719237,-0.0781146244779594,-0.23078407601087447,-0.18027563826078805,-0.1433774119351584,0.043528553357930176,-0.10730604200071964,0.007931895703892198,-0.03988418687837994
19,0.9177109440267335,-0.5597103992014537,-0.04413583929369059,-0.07948537053798434,-0.23713271276920586,-0.1843278393030241,-0.14428451921045354,0.04588310950014958,-0.10654494489792722,0.009007339939762611,-0.040657315114571844
20,0.9145231648616126,-0.5742130760972666,-0.04555953540697885,-0.09113731701710953,-0.24925543288276342,-0.18906301919099344,-0.14814033510679692,0.0417933433787025,-0.10482063744665376,0.008976117783876246,-0.04110186478839592
21,0.916322352503257,-0.5822570026903451,-0.04781732882569255,-0.08214509647516062,-0.2622452930601215,-0.1920613911123075,-0.15130322166011556,0.04459265456807459,-0.10161531315721227,0.009678555592538454,-0.04194593172143111
22,0.9191635805932742,-0.5819333020556441,-0.048998857677428294,-0.06865369899270234,-0.2733474252284096,-0.1925511346382836,-0.15143501592364766,0.046789902791685094,-0.09670313059542389,0.010933280513029893,-0.042763948524593566
23,0.9209079957837675,-0.5930294809205034,-0.05045450898800987,-0.07091478886090047,-0.28315308677218526,-0.1960721900072767,-0.15497895861294045,0.045017538952319414,-0.09751059906090094,0.010774227188841346,-0.043722336007225235
24,0.9230711015249555,-0.5942433900300687,-0.052305267200927,-0.05887441293206143,-0.2921023678513611,-0.19705142902263584,-0.15548473560224357,0.0466201399752258,-0.0943838295989803,0.011376502820958456,-0.04420799506399266
25,0.9142835725797384,-0.5968476559560477,-0.053886593309219404,-0.06233614112115881,-0.30640369253547334,-0.19819789311772634,-0.16017292529587607,0.04295727660181566,-0.084899260291406,0.010081854722327895,-0.04429461619511505
26,0.9101854621597367,-0.6205844457920794,-0.05581684125046121,-0.07531343284854991,-0.32284921641119013,-0.2061021829334522,-0.16536069214363242,0.03684044937263563,-0.08751379048242837,0.00971439113143289,-0.0452934821204908
27,0.913333587524307,-0.6324325601434144,-0.05732454504492748,-0.0760703912289192,-0.3352274031922904,-0.21017157315606347,-0.16937971630760662,0.03378012056508821,-0.08987498026651913,0.00943593044199943,-0.046623325514745205
28,0.9109949598655964,-0.643616696570748,-0.05881827672910112,-0.07313020677433597,-0.34692138413726914,-0.21399875873188573,-0.1727951624162367,0.032426431713490994,-0.09280441806983816,0.009496885098237881,-0.047951022309366584
