episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max,congestion_severity_max,gross_starvation_risk,gross_congestion_risk,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,fleet_broken_fraction,depot_idle_fraction,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
176,0.9236008341181219,-4.632483346243168,-2.132483346243173,-1.162563886879113,-0.4629396801275227,-0.23642012747633961,-2.0486966895125813,-0.32381161797864727,-0.23607746641939129,-0.7052036430201936,-0.5657079627350724,-0.6259227685167041,-0.019660270561292804,0.001588,0.01,0.0,0.97,100,12,0,12
177,0.9209758861466162,-4.637425390317035,-2.13742539031704,-1.1652143298979318,-0.4640343355243435,-0.23695446315549173,-2.053458161464499,-0.32464203749625675,-0.2366541089883304,-0.7068632937006315,-0.567109832283086,-0.627323196707654,-0.019708182936368113,0.00158,0.01,0.0,0.97,100,11,0,11
178,0.9256429844665139,-4.641752347690024,-2.141752347690028,-1.1675191080897451,-0.4649861786232159,-0.2373994105190884,-2.057640992328668,-0.3253626194676641,-0.2371884753245074,-0.7082325967915065,-0.5684015164948499,-0.628644652618014,-0.01972033440203846,0.001573,0.01,0.0,0.97,100,11,0,11
179,0.9268733021749034,-4.646050788049841,-2.146050788049845,-1.169891089591155,-0.4659721979520687,-0.23789436990824475,-2.0618139223219605,-0.32610981207733997,-0.23771483744910066,-0.7096004413273314,-0.5694563425911114,-0.6298560911884198,-0.019771565665158284,0.001565,0.01,0.0,0.97,100,11,0,11
180,0.9215953406788031,-4.6506488775144295,-2.150648877514432,-1.1724308985612741,-0.4669747362094153,-0.23842559133265967,-2.066235375014908,-0.3268178643655031,-0.23823320884173912,-0.7109614364877784,-0.5705003899757951,-0.631021734362774,-0.019807787500310935,0.001558,0.01,0.0,0.97,100,11,0,11
181,0.9225054139596869,-4.6552853451240885,-2.1552853451240916,-1.1749261960551056,-0.46796315558969204,-0.23894127697104867,-2.0706546275721447,-0.32753162780958234,-0.238766576349965,-0.7127928875395785,-0.571813150871174,-0.6323320909219386,-0.01985005954656527,0.001551,0.01,0.0,0.97,100,11,0,11
182,0.9222421329403292,-4.659979965892472,-2.159979965892476,-1.177449343341112,-0.46895650439409486,-0.2394590218343489,-2.0751343138429337,-0.3282801282912467,-0.23931141537793357,-0.714178577559323,-0.5730893736326255,-0.6335987880085718,-0.01988152525007947,0.001544,0.01,0.0,0.97,100,11,0,11
183,0.9260810810810811,-4.664206341384785,-2.164206341384789,-1.1797702437736506,-0.4699050022488012,-0.2399261197150816,-2.0792169259891016,-0.32895077102470566,-0.2398235798994878,-0.7154842292554768,-0.5741766109258749,-0.634751926365569,-0.019916324097314492,0.001536,0.01,0.0,0.97,100,12,0,12
184,0.9240609550991284,-4.668516687047232,-2.168516687047234,-1.1820900534540402,-0.470847261025033,-0.24037291052299722,-2.0833649891616237,-0.329618670894085,-0.2403194016254427,-0.7168605547054293,-0.5753772843623114,-0.6360854382830243,-0.019954924744196197,0.001529,0.01,0.0,0.97,100,11,0,11
185,0.9237760236969218,-4.672970964592909,-2.17297096459291,-1.1845572863930074,-0.4718583622567605,-0.24088430297195085,-2.087660397989302,-0.33032171844966307,-0.2408530239169304,-0.7182324954232079,-0.5764069215661999,-0.6373026636106569,-0.020001721697080033,0.001522,0.01,0.0,0.97,100,11,0,11
186,0.9208003334722801,-4.677626861359808,-2.177626861359813,-1.1870825713708342,-0.4728855356284197,-0.2413961874406173,-2.0921414337327424,-0.3310488887867219,-0.24139395893284876,-0.7199596318052572,-0.5778444064271228,-0.63884078988984,-0.020057338217789312,0.001515,0.01,0.0,0.97,100,12,0,12
187,0.931175387940496,-4.681350019106862,-2.1813500191068664,-1.1890961505596818,-0.4737207889655802,-0.24178144039630622,-2.0957552922584783,-0.3316896335743447,-0.2418738804246709,-0.7213015642917981,-0.5788433958005914,-0.6399398324740532,-0.020066133923548987,0.001509,0.01,0.0,0.97,100,11,0,11
188,0.9231275192687164,-4.6857058021195135,-2.185705802119517,-1.1914431933359249,-0.47467975434693394,-0.2422417936315366,-2.0999168372716914,-0.3323735525655804,-0.24238198092524363,-0.7226555283726139,-0.5800381323252778,-0.6412518844160315,-0.020076223797877407,0.001502,0.01,0.0,0.97,100,11,0,11
189,0.920060988891309,-4.6903734153437675,-2.190373415343772,-1.1940093719838798,-0.4757256123597586,-0.24278128584128067,-2.10442339038156,-0.3331509969794927,-0.24292416409918774,-0.7241394429714868,-0.581227743775554,-0.6425196334802502,-0.020108078831673728,0.001495,0.01,0.0,0.97,100,11,0,11
190,0.9230498651613875,-4.694646254629117,-2.194646254629121,-1.1963645853699352,-0.47673621276193845,-0.2432222590924976,-2.1086150930976206,-0.3339391844203546,-0.24343924035460074,-0.7258036750820357,-0.5823422582753252,-0.6439212560367766,-0.02012590625640524,0.001488,0.01,0.0,0.97,100,12,0,12
191,0.9205851794751483,-4.699283545188375,-2.1992835451883788,-1.198909639882818,-0.4777722151084508,-0.24373155742360728,-2.1130992906383312,-0.3346869646920194,-0.24397340068203024,-0.7274062456761249,-0.583457348248023,-0.6452561466002956,-0.020133645795595657,0.001482,0.01,0.0,0.97,100,11,0,11
192,0.9237493846650031,-4.703541942316599,-2.203541942316604,-1.2012205655058363,-0.47870728173253485,-0.24419921585973767,-2.117176201571107,-0.33536760032583607,-0.2445053271907008,-0.728969538146096,-0.5843454507437892,-0.646458315606389,-0.02016191879095096,0.001475,0.01,0.0,0.97,100,11,0,11
193,0.9276336748210123,-4.707454114840822,-2.2074541148408273,-1.2033311437941536,-0.47955046334449414,-0.24465338581237736,-2.1209525157267115,-0.3360534502315348,-0.24496258364450804,-0.7301511838631947,-0.5853440156375822,-0.6474752614184007,-0.02017759168214202,0.001469,0.01,0.0,0.97,100,11,0,11
194,0.9274913341259607,-4.711394662965264,-2.2113946629652697,-1.2054432711875975,-0.48042192903329106,-0.24506200187359553,-2.124755128910617,-0.3366618259750794,-0.2454059351786593,-0.7315095886020869,-0.5862589280879007,-0.6486035298157464,-0.02019518314343045,0.001462,0.01,0.0,0.97,100,12,0,12
195,0.9234638390429581,-4.7155057044247926,-2.215505704424796,-1.2076858561036046,-0.4813627215668517,-0.2454849841128388,-2.128726929503268,-0.33731342996379754,-0.2458932618209879,-0.7330691641706756,-0.5873616025783461,-0.6497407815664114,-0.020252919309118475,0.001456,0.01,0.0,0.97,100,11,0,11
196,0.9231522767193623,-4.719724376692445,-2.219724376692449,-1.2100311752419532,-0.48230912431305756,-0.24595469545128107,-2.1328130005813892,-0.337982130368692,-0.24637293335915314,-0.7344729392256107,-0.5885358965633644,-0.6509772833298781,-0.020299140040301842,0.001449,0.01,0.0,0.97,100,11,0,11
197,0.9226422709538544,-4.723898235028661,-2.2238982350286642,-1.2122776984179802,-0.48326194153949703,-0.24637157220709416,-2.1368823775407293,-0.33874625386954477,-0.24686387078849006,-0.7362270274177045,-0.5898246032464567,-0.6524123575620356,-0.02032404606046227,0.001443,0.01,0.0,0.97,100,12,0,12
198,0.9272779340666746,-4.727747482688485,-2.227747482688488,-1.214355058029642,-0.4841162031162491,-0.24677519921854507,-2.1405989405858894,-0.339363812344022,-0.24732674908970428,-0.7378794650114068,-0.590971214584065,-0.653589578772602,-0.020344406252675182,0.001437,0.01,0.0,0.97,100,11,0,11
199,0.9204044853824589,-4.732057524116291,-2.2320575241162945,-1.2167174720026763,-0.4850814076849748,-0.24723526655848171,-2.144744901893865,-0.3400920397060711,-0.24782187388918642,-0.739512424055823,-0.5921285945233108,-0.6549453392282996,-0.02038578993426807,0.001431,0.01,0.0,0.97,100,11,0,11
200,0.9259504300473307,-4.736008713318963,-2.236008713318965,-1.2188548805005417,-0.48595704327957034,-0.24767307475293482,-2.148563114881271,-0.34074360965071215,-0.2483086213134289,-0.7407456101747527,-0.5933159391901116,-0.6560585848454,-0.020453582525559174,0.001424,0.01,0.0,0.97,100,12,0,12
201,0.9304729991412262,-4.739532475181851,-2.2395324751818526,-1.2207416361907868,-0.4867196535444341,-0.24806553380123547,-2.1519496303097236,-0.34131087079269595,-0.24872679275829093,-0.7419913036569028,-0.5941614814157706,-0.6569859353383491,-0.020483941378658027,0.001418,0.01,0.0,0.97,100,11,0,11
202,0.9229924850122435,-4.743590079250992,-2.243590079250992,-1.2229890975911066,-0.4876480194227827,-0.24851286774570175,-2.155880622598198,-0.34197795393381103,-0.24921940703270548,-0.7435803185536065,-0.5955395942686009,-0.6583360214249073,-0.02055302873015016,0.001412,0.01,0.0,0.97,100,12,0,12
203,0.9296915619811147,-4.747125473235748,-2.2471254732357493,-1.2248942790821316,-0.48842833278244735,-0.24888959358141027,-2.159313281595006,-0.3425577071804421,-0.24964280472945424,-0.744773278575249,-0.5964839076224862,-0.6593599693109571,-0.02059220596909332,0.001406,0.01,0.0,0.97,100,11,0,11
204,0.9224417724712015,-4.751131428691132,-2.251131428691133,-1.2271324701147697,-0.4893940346280547,-0.2493250456114015,-2.163254130258276,-0.34323599489600676,-0.2501270173792161,-0.7464221197803204,-0.5975666308163281,-0.6605663630945365,-0.020675109888804295,0.0014,0.01,0.0,0.97,100,12,0,12
205,0.924476751049871,-4.755164001333324,-2.2551640013333256,-1.2293219610314792,-0.49028070846357324,-0.2497698223594508,-2.1671462317060475,-0.3438953628522436,-0.250638073376499,-0.7476730914049079,-0.5986547701465601,-0.6616737996618641,-0.020734155695465883,0.001395,0.01,0.0,0.97,100,11,0,11
206,0.9261313966780983,-4.7589121453019185,-2.2589121453019216,-1.2313320965435819,-0.4911116541539249,-0.25017171702243357,-2.1707809680732013,-0.34454269525150033,-0.2510924219747397,-0.7491391272591248,-0.5997411962243754,-0.6627990010668698,-0.020756035590562175,0.001389,0.01,0.0,0.97,100,11,0,11
207,0.9266122929454301,-4.762552600767294,-2.2625526007672976,-1.233317777340431,-0.49191634759652364,-0.25056886999431843,-2.1742827605934405,-0.34510147127549545,-0.2515170810777142,-0.7503636492877999,-0.6006058023802322,-0.6637901419708554,-0.020784169234614496,0.001383,0.01,0.0,0.97,100,11,0,11
208,0.9219860545019706,-4.766717193811563,-2.266717193811567,-1.2355815485402197,-0.4928439081498023,-0.2510267889675098,-2.1783166201852886,-0.3457821233679314,-0.25200355837498517,-0.7515997620590034,-0.6016998384486185,-0.6649702554646322,-0.020800863132009947,0.001377,0.01,0.0,0.97,100,12,0,12
209,0.9251178948428348,-4.77050334146635,-2.2705033414663536,-1.2376052564815678,-0.4936804587824492,-0.25141618731459603,-2.1819798396679673,-0.3464134325785039,-0.25244796119706336,-0.752846204328914,-0.6025742400430002,-0.666028353374304,-0.020888248945293862,0.001372,0.01,0.0,0.97,100,11,0,11
210,0.9245879166805978,-4.77434879792779,-2.2743487979277925,-1.2397030833434837,-0.49453849919183207,-0.25185032536627555,-2.1856898196173606,-0.34703516434823384,-0.2529462981564497,-0.7541866367209007,-0.6036511216598756,-0.6670560782269627,-0.020910789577055583,0.001366,0.01,0.0,0.97,100,11,0,11
211,0.9238017274504235,-4.778239235212465,-2.2782392352124674,-1.2417972949269516,-0.49539680202035086,-0.2522545282694245,-2.18942419954395,-0.3476242329402728,-0.2534055184117853,-0.7558757448334114,-0.6048858521696897,-0.6683793489714669,-0.020938001516513288,0.00136,0.01,0.0,0.97,100,11,0,11
212,0.9202901000811469,-4.782231471011565,-2.282231471011567,-1.243977116324347,-0.4963047817791373,-0.2526912230350434,-2.19330409833072,-0.3482801114985774,-0.2539321127130667,-0.757412164081005,-0.6061463759489658,-0.6696603357761276,-0.020975157673747788,0.001355,0.01,0.0,0.97,100,12,0,12
213,0.9226053123578851,-4.786230629804819,-2.286230629804821,-1.2461747378720334,-0.4971991387977546,-0.25313504779594775,-2.197170859321038,-0.3489224856968926,-0.25439022337008915,-0.7587807556968678,-0.6073363471635532,-0.6708470950383343,-0.021031652296231492,0.001349,0.01,0.0,0.97,100,11,0,11
214,0.9288474193058531,-4.789573911297117,-2.2895739112971194,-1.2479606784223667,-0.49793347525035536,-0.2534747750803652,-2.200365115722543,-0.34945980768192497,-0.25478777955041937,-0.7600466430491234,-0.6085934818152139,-0.6720220236450966,-0.021102538776037925,0.001344,0.01,0.0,0.97,100,11,0,11
215,0.9253633206325657,-4.793302734782456,-2.2933027347824564,-1.2499962678044598,-0.49877739360661943,-0.2538838364841956,-2.203990805905447,-0.35009978872213365,-0.2552512822937414,-0.7614929956329992,-0.6097410263795026,-0.6731542378176084,-0.021137377822925272,0.001338,0.01,0.0,0.97,100,12,0,12
216,0.9196687160205275,-4.797220433814331,-2.297220433814333,-1.252187149468317,-0.49971218746417606,-0.25430254190245843,-2.2078260353278147,-0.35079478248538115,-0.2557408858579063,-0.7629844618848592,-0.6115783769882785,-0.6744725467522199,-0.021230485070386964,0.001333,0.01,0.0,0.97,100,11,0,11
217,0.9221169324725758,-4.8012208961707605,-2.3012208961707623,-1.254383526481875,-0.5006145881225659,-0.25475868158671355,-2.211704287195474,-0.3514615495600081,-0.2562586036445662,-0.7643022520749009,-0.6128731589738124,-0.6756655703575533,-0.021273427366623816,0.001328,0.01,0.0,0.97,100,11,0,11
218,0.9243705941591138,-4.804903012760618,-2.3049030127606187,-1.256371501662705,-0.5014378538114338,-0.25513099137463763,-2.2152526587806687,-0.35206463465416754,-0.25667830813702025,-0.765638513646131,-0.6138846138110331,-0.676783414111899,-0.02130925640390508,0.001322,0.01,0.0,0.97,100,11,0,11
219,0.9242454863918081,-4.808624775476395,-2.3086247754763978,-1.2584166973128428,-0.5022889953365764,-0.2555495660521182,-2.2188989295126853,-0.35266646597118084,-0.2571167730972134,-0.766956683055816,-0.6147355839801225,-0.6778756474379822,-0.021340081233939778,0.001317,0.01,0.0,0.97,100,12,0,12
220,0.9224274495264417,-4.812363007414204,-2.312363007414207,-1.260492422561518,-0.5031533271373904,-0.25597456231688276,-2.2225347542761007,-0.35330010635444065,-0.257595334042877,-0.7682321051925741,-0.6161067008690279,-0.6790276093075794,-0.021352363552282705,0.001312,0.01,0.0,0.97,100,11,0,11
221,0.9260808223319561,-4.815947949149296,-2.3159479491492974,-1.2624467439967093,-0.5039514212825308,-0.2563793177012741,-2.2260057788957015,-0.35387839624019557,-0.25803937337656674,-0.7693793237626222,-0.6170717075570026,-0.6800426886397825,-0.021356266709567733,0.001307,0.01,0.0,0.97,100,11,0,11
222,0.9209340156573016,-4.81976389703451,-2.319763897034511,-1.264517270407123,-0.5047932800822474,-0.25679705922645074,-2.2296993261401834,-0.35449125025621436,-0.2584920395144397,-0.7706730174869838,-0.6179793436351628,-0.6810943839877192,-0.021369048092683963,0.001302,0.01,0.0,0.97,100,11,0,11
223,0.9183427328939322,-4.823659404127845,-2.3236594041278456,-1.2666953494769657,-0.5057181339109719,-0.25723699314222287,-2.233502716478997,-0.35516303063142257,-0.2589751674186838,-0.7724188403233819,-0.6190053526386301,-0.6824261493051131,-0.021430483607023272,0.001297,0.01,0.0,0.97,100,12,0,12
224,0.9224865047233468,-4.827472299555875,-2.327472299555876,-1.2687892515592358,-0.5066057839183998,-0.25765634076083926,-2.2372163136014627,-0.35585617199136677,-0.259444628156791,-0.7737628144140768,-0.6200429574310783,-0.6835809083619834,-0.021462438438167662,0.001292,0.01,0.0,0.97,100,12,0,12
225,0.9229978774300057,-4.831137896571314,-2.331137896571313,-1.2707712848316368,-0.5074279353983889,-0.2580534361825776,-2.2407623182103076,-0.3564400654259624,-0.25989170236781406,-0.7750846731107058,-0.6213687921022126,-0.684710245287964,-0.02150495757672679,0.001287,0.01,0.0,0.97,100,11,0,11
226,0.9271782186491953,-4.834527571379232,-2.334527571379231,-1.2725964513846417,-0.5081784669570514,-0.25841943681663093,-2.2440180061803354,-0.3570079430160496,-0.2602825635204995,-0.776455501395509,-0.6222011979105875,-0.6857261123954563,-0.021538005662143395,0.001282,0.01,0.0,0.97,100,12,0,12
227,0.9287131062776544,-4.837658496710231,-2.337658496710231,-1.2743012420939381,-0.5088865115041188,-0.2587666387611889,-2.247067827309102,-0.3575312929170875,-0.260671354367394,-0.7774761945365144,-0.6230017263938356,-0.6866100188773424,-0.021579580522153852,0.001277,0.01,0.0,0.97,100,11,0,11
228,0.9206558708563887,-4.841488405200901,-2.341488405200902,-1.2763933145484336,-0.5097176575320146,-0.2592015867217821,-2.2507362770806405,-0.35811669187231987,-0.2611252424130503,-0.7785994869022481,-0.623914995264168,-0.6876240954354982,-0.021594155143130112,0.001272,0.01,0.0,0.97,100,11,0,11
229,0.923433835276522,-4.844975200982193,-2.3449752009821943,-1.2782906613745226,-0.510497008895445,-0.2595957793718493,-2.254098668018818,-0.35868591972084707,-0.2615564804694761,-0.779502848048911,-0.6248045195377234,-0.6885087303349225,-0.02162884690439792,0.001267,0.01,0.0,0.97,100,11,0,11
230,0.9179251477347341,-4.848967165014238,-2.3489671650142383,-1.2804730867167777,-0.5113837043974133,-0.260036497927876,-2.2579565876826253,-0.3593397916748286,-0.26201346653265506,-0.7810101958531238,-0.6258722264395122,-0.6897422209436137,-0.021655280593965487,0.001262,0.01,0.0,0.97,100,12,0,12
231,0.924280223855438,-4.852426239697286,-2.3524262396972877,-1.282359230091016,-0.5121771009574245,-0.260400230061112,-2.261318851937946,-0.3599391338631808,-0.2624519820392856,-0.7822055130155405,-0.6270932309283141,-0.6907606621543229,-0.021685961400222675,0.001257,0.01,0.0,0.97,100,11,0,11
232,0.9215103165984463,-4.856067532582551,-2.3560675325825513,-1.284357077837738,-0.5130007722406729,-0.26079046000235573,-2.264867332916633,-0.3605355024658933,-0.262884711441196,-0.7834745697796662,-0.6282041791646487,-0.6919616112607215,-0.021748441011638097,0.001253,0.01,0.0,0.97,100,11,0,11
233,0.9256259204712813,-4.859484992429236,-2.359484992429237,-1.2861548732760046,-0.5137176703345688,-0.2611495883667275,-2.2681144851254147,-0.36105501783760674,-0.26328503119180036,-0.7846124768294748,-0.629144364951923,-0.6929521998228718,-0.02177351163682296,0.001248,0.01,0.0,0.97,100,12,0,12
234,0.9297049091768519,-4.862519095132604,-2.362519095132604,-1.2877629778545276,-0.5143846049852014,-0.261463745108213,-2.271042326615717,-0.3615657374940548,-0.2636582854283296,-0.7858408513961472,-0.6300324372192225,-0.6938246514945497,-0.021791595224015064,0.001243,0.01,0.0,0.97,100,11,0,11
235,0.9294083684282027,-4.865554196793499,-2.365554196793498,-1.2893688522649114,-0.5150514584590883,-0.26178034294549235,-2.2739862621145615,-0.36206857263896586,-0.2640329553202761,-0.7868420471215839,-0.6308539093962181,-0.6946762904127164,-0.0218076521556181,0.001239,0.01,0.0,0.97,100,11,0,11
236,0.9244102392504601,-4.868877078547878,-2.368877078547875,-1.291189515158184,-0.5158222094271495,-0.2621470813864892,-2.277230375628848,-0.3626838213111243,-0.2644572473394988,-0.788129444732022,-0.6318045541416342,-0.69567329840276,-0.021833150842204087,0.001234,0.01,0.0,0.97,100,12,0,12
237,0.9214452846824239,-4.872549230645721,-2.37254923064572,-1.2931824343124991,-0.5166175398988837,-0.26256500645606146,-2.280726937231178,-0.36324344691401395,-0.2648889697885739,-0.7893919713805282,-0.6326512941558122,-0.6966855308492552,-0.021845539554138482,0.001229,0.01,0.0,0.97,100,11,0,11
238,0.9254681395662131,-4.875848299407916,-2.375848299407915,-1.294962755951998,-0.5173402312633367,-0.2629374914210145,-2.2839170504893636,-0.36377184775065197,-0.26530910843974237,-0.7906096062559813,-0.6335001878276082,-0.6975872227231936,-0.021872094765796764,0.001225,0.01,0.0,0.97,100,11,0,11
239,0.9280981225527928,-4.878964805736218,-2.3789648057362167,-1.296735595836742,-0.5180991639966935,-0.2633026446065102,-2.286996421688187,-0.364351554918783,-0.2657300222287109,-0.7917285825920425,-0.6342468034994567,-0.6984434364410093,-0.02188773223327938,0.00122,0.01,0.0,0.97,100,11,0,11
240,0.9237662883564522,-4.882353236667804,-2.3823532366678033,-1.2985940033609673,-0.5188497822438215,-0.263673242179286,-2.2902817543837237,-0.36491513598673253,-0.26613822128828335,-0.7928233863773746,-0.634974207509393,-0.6993928864365645,-0.02192356441024418,0.001216,0.01,0.0,0.97,100,12,0,12
241,0.923431193582422,-4.885715325760718,-2.385715325760715,-1.3004340329009738,-0.519610799608326,-0.26403582159802536,-2.2935392706762916,-0.3654526710977574,-0.26653858761876204,-0.7939364121560992,-0.6357090349280174,-0.7004093576381946,-0.021941316735283628,0.001212,0.01,0.0,0.97,100,11,0,11
242,0.9252449725152788,-4.888964563223886,-2.3889645632238836,-1.3022056990607802,-0.5203461173681678,-0.264389829751657,-2.2966812102175127,-0.3660073850849231,-0.26690142352140456,-0.7951456112395144,-0.6364661779424741,-0.701366735765414,-0.021953795628749495,0.001207,0.01,0.0,0.97,100,12,0,12
243,0.9241758241758242,-4.892211086134187,-2.3922110861341856,-1.3039654451987261,-0.5210816483063281,-0.2647307205919618,-2.299798124553369,-0.3665415886239609,-0.2672938745520766,-0.7961341622554904,-0.6374170517711617,-0.7022924853138446,-0.021986380976758455,0.001203,0.01,0.0,0.97,100,10,0,10
244,0.9208916746701714,-4.8957492138457726,-2.39574921384577,-1.3058930292090127,-0.5218875555598476,-0.265115879295586,-2.303263735905019,-0.3671451803958253,-0.26771987242993706,-0.7974847134461797,-0.6387272114333782,-0.703439630292765,-0.021994246285450433,0.001198,0.01,0.0,0.97,100,12,0,12
245,0.9305028422988041,-4.89859404775851,-2.3985940477585066,-1.3073975059187006,-0.5224986763978934,-0.2654229170641476,-2.3059988208644886,-0.3676099891632566,-0.26805482147744775,-0.7982192920548982,-0.6394558550311922,-0.7041732090072553,-0.02201057416964258,0.001194,0.01,0.0,0.97,100,11,0,11
246,0.9353286921760929,-4.901041887433324,-2.4010418874333217,-1.308659263903791,-0.5230065952200734,-0.26567251658720115,-2.308325184140963,-0.3679949045555148,-0.2683526808891746,-0.7988814726231992,-0.6402244310831912,-0.7048127282736568,-0.02201197004460174,0.00119,0.01,0.0,0.97,100,11,0,11
247,0.9253181795255468,-4.904205451839725,-2.4042054518397187,-1.310372203768648,-0.5237027956171236,-0.26600748567093796,-2.311359509895517,-0.36847987209524274,-0.26872362900115293,-0.799890963335003,-0.6411431459303341,-0.7057869156523267,-0.022029142030105885,0.001186,0.01,0.0,0.97,100,11,0,11
248,0.927761345390011,-4.90718880823902,-2.407188808239014,-1.311945998334789,-0.5243494138225501,-0.26631596677391245,-2.3142273611628528,-0.36898686940045394,-0.269110490555436,-0.8009453636249023,-0.6420077749998848,-0.7066516015310386,-0.022064076029495464,0.001181,0.01,0.0,0.97,100,12,0,12
249,0.9186514900800615,-4.910777111249557,-2.4107771112495517,-1.3139218911262243,-0.5251847926849188,-0.26669429902967623,-2.3177068455844028,-0.36960951137443876,-0.2695250335060674,-0.802347065315105,-0.6429541091166507,-0.7077487457618791,-0.02214456665770324,0.001177,0.01,0.0,0.97,100,11,0,11
250,0.9232737864731534,-4.914052507963054,-2.4140525079630493,-1.3157252583326762,-0.5259104473531739,-0.2670684602009442,-2.3208580645167243,-0.3701565212067865,-0.2699133369256217,-0.803715060661031,-0.6437510035501217,-0.7087619600780649,-0.022160427349437836,0.001173,0.01,0.0,0.97,100,11,0,11
251,0.9292942854745322,-4.916946084743085,-2.4169460847430826,-1.317271790265886,-0.5265493182763962,-0.26737986756904647,-2.3236415215719064,-0.3706243168342896,-0.2702676570328442,-0.8045867319464488,-0.6445595781298307,-0.7095283037433855,-0.022182221724776855,0.001169,0.01,0.0,0.97,100,12,0,12
252,0.9271778925723456,-4.919982771638397,-2.419982771638395,-1.3189229419358235,-0.5272308275135765,-0.26772193161403257,-2.326590357937382,-0.3711203454669252,-0.2706419058681564,-0.8055029052990111,-0.6453033932926561,-0.71034183610162,-0.022192874776065193,0.001165,0.01,0.0,0.97,100,11,0,11
253,0.9223060618906316,-4.923283047119604,-2.4232830471196043,-1.320717925163846,-0.5279788938619809,-0.2680700560815536,-2.3297876871533685,-0.3716764559520524,-0.27104991248770544,-0.8065297075185475,-0.646226374905855,-0.7112297380315041,-0.022222177002783016,0.001161,0.01,0.0,0.97,100,11,0,11
254,0.9229344634276562,-4.926459025361805,-2.426459025361806,-1.3224441940734344,-0.5286973238833053,-0.2684159373543697,-2.332846546919104,-0.3722338220206314,-0.2714222124114141,-0.8077664711946789,-0.6472839493785039,-0.7121890858662718,-0.022248213849891674,0.001157,0.01,0.0,0.97,100,11,0,11
255,0.9193143465176983,-4.930068467272308,-2.4300684672723087,-1.324412579664278,-0.529535996415024,-0.2687999275381403,-2.336389078426821,-0.37284047408264814,-0.27180986000378476,-0.809041287913203,-0.6483714228140885,-0.7132921455268617,-0.02237513284724843,0.001153,0.01,0.0,0.97,100,12,0,12
256,0.9283817370876034,-4.932832035331543,-2.432832035331544,-1.325887346661217,-0.5301433624114523,-0.2690953525644692,-2.339079935255309,-0.37328547365080533,-0.2721212732189876,-0.8099242932408024,-0.6490621048003523,-0.7140925341986221,-0.022382667490661284,0.001149,0.01,0.0,0.97,100,11,0,11
257,0.9279575328614762,-4.935721894048787,-2.435721894048788,-1.3274721336687587,-0.530802260370343,-0.2694048531390144,-2.34187223074945,-0.37373547009270053,-0.27246118803429464,-0.8109867569695292,-0.6499722065884429,-0.7150015349233904,-0.022502778565851023,0.001145,0.01,0.0,0.97,100,11,0,11
258,0.9192696140726373,-4.939112216834033,-2.439112216834034,-1.3292962514109103,-0.5315371199180783,-0.2697748322358188,-2.3451389528911877,-0.3742766010869743,-0.272848014604577,-0.8120935477943777,-0.6510773595719054,-0.7159689078032404,-0.022577923121110486,0.001141,0.01,0.0,0.97,100,11,0,11
259,0.9260745466756213,-4.942154974328961,-2.4421549743289623,-1.330951210821644,-0.5322234081617802,-0.27009219648441696,-2.348052606755611,-0.37480254594669277,-0.27322047735417326,-0.8133046727985642,-0.652041865629916,-0.7169251094945968,-0.022598386162044244,0.001137,0.01,0.0,0.97,100,12,0,12
260,0.9257544094290729,-4.9451436705257015,-2.445143670525703,-1.332591264511841,-0.532894746766764,-0.27042938424315655,-2.3509307660759298,-0.3753056729098896,-0.273602605983421,-0.8142933091350708,-0.6529399704996027,-0.7178049981765783,-0.02260368138289139,0.001133,0.01,0.0,0.97,100,11,0,11
261,0.9242655855376845,-4.948233825353638,-2.448233825353638,-1.3343117710108905,-0.5335733859057559,-0.27078134280333055,-2.353863796898922,-0.37579637638110414,-0.2739977125067355,-0.8155689430051664,-0.653731688679,-0.7187479451055913,-0.022605427324565865,0.001129,0.01,0.0,0.97,100,11,0,11
262,0.915801517726439,-4.951896536516261,-2.451896536516261,-1.336305389557312,-0.5344350314500411,-0.2711570495164744,-2.3574330912982417,-0.3764048890355069,-0.2744124320973779,-0.8172341686965822,-0.65482710169679,-0.7199351315362936,-0.022639141839330842,0.001125,0.01,0.0,0.97,100,12,0,12
263,0.9259797542798236,-4.954815744604807,-2.454815744604806,-1.3379242459940917,-0.5351048135030831,-0.27148046141481547,-2.3602551170322217,-0.3768682907327709,-0.2747608142716215,-0.8181335024446836,-0.6557497107591991,-0.7207649534326677,-0.02269604870507481,0.001122,0.01,0.0,0.97,100,11,0,11
264,0.9263159671240275,-4.957622847005209,-2.457622847005207,-1.3394534749797269,-0.5357440651256511,-0.27178836550244023,-2.3629695105224924,-0.377334620864402,-0.27512122331626043,-0.8189759838157876,-0.6565502673209955,-0.7215777223680238,-0.022715083709037034,0.001118,0.01,0.0,0.97,100,11,0,11
265,0.9236706834077695,-4.96069533621457,-2.460695336214568,-1.3411363495429085,-0.5364424254120431,-0.27213260800778233,-2.3659413259736666,-0.3778354223983149,-0.27549982521976485,-0.8200225410153374,-0.6573729071138076,-0.7224850404469415,-0.022741271292567252,0.001114,0.01,0.0,0.97,100,12,0,12
