episode,service_level,squared_starvation_penalty,squared_congestion_penalty,projected_starvation_risk,projected_congestion_risk
0,0.8957455770850885,-0.8149620015057736,-0.5892017631558701,-0.24057402794605878,-0.2263644312060933
1,0.9327539021382816,-1.1420073975900993,-0.8096725295182218,-0.34563662644950854,-0.3141121686250551
2,0.9306597594378945,-1.45064880813811,-1.0177955249627082,-0.44358755445514214,-0.39295889116334776
3,0.9321120689655172,-1.741912504541828,-1.2210559849011857,-0.5295814756881061,-0.4717007402414834
4,0.938517878941257,-1.9590573365136479,-1.3787151434093772,-0.5960099786944745,-0.5307626839531169
5,0.9282175988471584,-2.2220264050814853,-1.5596901548241289,-0.6820114915178536,-0.6070611361532336
6,0.9286908244283923,-2.4559263574956782,-1.7185990996032574,-0.7539012620539934,-0.6785668694727238
7,0.9310126582278481,-2.6513986413931265,-1.8642926970228169,-0.8139296657518922,-0.7388374076625167
8,0.9309768910752786,-2.859007615246922,-2.0162299808609894,-0.8772088994776475,-0.7997217517615764
9,0.932868616457039,-3.026887176669744,-2.1315609037142895,-0.9261706350540253,-0.842265996426608
10,0.9341918750188497,-3.178605218440998,-2.231911240927958,-0.9730488427578656,-0.8767433896182056
11,0.938288920056101,-3.2952673032273334,-2.3126604380229354,-1.01058231609387,-0.9115766339741473
12,0.935661489660951,-3.411116179070798,-2.389321720701251,-1.0578805553287955,-0.9494512426299787
13,0.9401818181818182,-3.5122910599083053,-2.4511033497879864,-1.0878498871525464,-0.9716902071012514
14,0.9381146048318563,-3.627039023546822,-2.5252539878232834,-1.1295929945230183,-1.0098960949434352
15,0.9394463143212347,-3.7328976208985485,-2.5951071904231107,-1.1640580495309159,-1.0415247047340102
16,0.9351940584571155,-3.8409026018920915,-2.6687321673234305,-1.1982437079454082,-1.0729753609559223
17,0.9367274690987639,-3.943840125999758,-2.7368569358439325,-1.2336791460465206,-1.096763629636016
18,0.9267425748539069,-4.068053770023985,-2.8314937071521156,-1.2801194330518353,-1.1378493010459652
19,0.9357513571556404,-4.144008153482105,-2.8862816779218785,-1.312976639462949,-1.168602375685133
20,0.9287695182974619,-4.261426283766862,-2.9628142663549903,-1.3477329867483205,-1.1989279080394288
21,0.9363745859680819,-4.329056540708187,-3.0004689038846615,-1.3667852960630538,-1.2116228121625077
22,0.9279850858465887,-4.432006703255721,-3.071608501001346,-1.3983966046690257,-1.2388307698617897
23,0.9360744208235189,-4.493271851327406,-3.1165243213396674,-1.4201971253852894,-1.2594046962785856
24,0.9381986922590171,-4.556822939813739,-3.162889306858929,-1.4455407846971173,-1.287550200037402
25,0.9390254967788767,-4.6055809107296355,-3.192888412296686,-1.4623230260796038,-1.3004787510797595
26,0.945233327265004,-4.64521653575573,-3.2195961136438744,-1.4816429551515096,-1.3155440888292644
27,0.9369560602844407,-4.711403347206329,-3.27250870507048,-1.5045329406433723,-1.339056833485835
28,0.9418517067879847,-4.744095309613744,-3.2878989670508885,-1.520670408185258,-1.3483421934204196
29,0.9322994780730698,-4.797030494482209,-3.322889239047251,-1.5358415007228143,-1.3618676263564642
30,0.932079166790303,-4.866471152024323,-3.370420635886097,-1.5540583686494587,-1.3788611143089704
31,0.9377380559637705,-4.919494898191949,-3.4085483322444543,-1.567763902940907,-1.3916600687028498
