episode,service_level,bias,rebalancing_imbalance,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
183,0.9319184170060325,-4.49197726785592,-0.9870989948321014,-0.3144526695276625,-0.22514553899300122,0.001536,0.01,0.0,0.97,100,14,1,15
184,0.9332653234719034,-4.4966754895539225,-0.9893695024248653,-0.31517353677436494,-0.22567671851657123,0.001529,0.01,0.0,0.97,100,14,1,15
185,0.9335062048527505,-4.501083243300131,-0.9915378385815892,-0.3158666242513321,-0.22618475623149817,0.001522,0.01,0.0,0.97,100,14,1,15
186,0.9343528035430768,-4.505520424225158,-0.993710876809976,-0.31658197894015694,-0.22669850117923437,0.001515,0.01,0.0,0.97,100,14,1,15
187,0.9375485264828005,-4.509608719250826,-0.9957062860046978,-0.31724246235776205,-0.22714255470294295,0.001509,0.01,0.0,0.97,100,14,1,15
188,0.9302965815430347,-4.514502220130103,-0.9981491212246959,-0.31797463836197304,-0.22766177095293114,0.001502,0.01,0.0,0.97,100,13,1,14
189,0.9337982598782921,-4.515789635435465,-0.998799167280097,-0.3186580217908706,-0.22811680764295142,0.001495,0.01,0.0,0.97,100,14,1,15
190,0.9344660600881383,-4.520265306713177,-1.0010196348906952,-0.3193944809820542,-0.228623394660414,0.001488,0.01,0.0,0.97,100,14,1,15
191,0.9309373742792008,-4.525076795596201,-1.0033873975329688,-0.32011964964886297,-0.22914242793955975,0.001482,0.01,0.0,0.97,100,14,1,15
192,0.9361928573841943,-4.5293701094209355,-1.0055387323702534,-0.32078270362103495,-0.2295950151488234,0.001475,0.01,0.0,0.97,100,13,1,14
193,0.9371890547263682,-4.533484408923094,-1.007525858017081,-0.3214263612858746,-0.23005593739702065,0.001469,0.01,0.0,0.97,100,14,1,15
194,0.938760118658555,-4.536967976049073,-1.009265782446818,-0.322066936831621,-0.2304757973802358,0.001462,0.01,0.0,0.97,100,14,1,15
195,0.9363990202328625,-4.541111358424314,-1.0113422627933994,-0.3228025712672344,-0.23094852386029624,0.001456,0.01,0.0,0.97,100,14,1,15
196,0.9373806344752987,-4.545217313567108,-1.0133739205677548,-0.3234229526933398,-0.23138675433159128,0.001449,0.01,0.0,0.97,100,14,1,15
197,0.9321125203143064,-4.548218804186408,-1.0149523266747829,-0.3240988183143718,-0.23188784220698133,0.001443,0.01,0.0,0.97,100,14,1,15
198,0.9340896812533765,-4.552563197363118,-1.0171304489963444,-0.3248210903286547,-0.23237154234487326,0.001437,0.01,0.0,0.97,100,14,1,15
199,0.9382922226490088,-4.553483469694985,-1.0175556268082562,-0.3253995767666768,-0.23278225153674312,0.001431,0.01,0.0,0.97,100,14,1,15
200,0.9386577021681183,-4.556557961042327,-1.0190940016783872,-0.32595467687092033,-0.2332166491539662,0.001424,0.01,0.0,0.97,100,14,1,15
201,0.9324146094014204,-4.560994384006942,-1.0213281679539752,-0.32670981735201254,-0.2337150887477201,0.001418,0.01,0.0,0.97,100,13,1,14
202,0.9310356484846436,-4.564701004562282,-1.0233245349776103,-0.32736241272583444,-0.23421882246495881,0.001412,0.01,0.0,0.97,100,14,1,15
203,0.9365503114558673,-4.568714824046338,-1.0252808329067822,-0.3279651355941726,-0.23466656153895993,0.001406,0.01,0.0,0.97,100,14,1,15
204,0.9329082619740583,-4.572867807076406,-1.027388533840572,-0.3286494966784997,-0.23515402883703831,0.0014,0.01,0.0,0.97,100,14,1,15
205,0.9348416594962123,-4.5764310683924165,-1.0291861115520695,-0.3293101573587905,-0.23563425117626663,0.001395,0.01,0.0,0.97,100,14,1,15
206,0.9350328532777656,-4.580546881104738,-1.0312529342526608,-0.32998722653263374,-0.23609988623802214,0.001389,0.01,0.0,0.97,100,14,1,15
207,0.9352653748946925,-4.583572043418492,-1.0328340933390918,-0.330570586677131,-0.23653470467241247,0.001383,0.01,0.0,0.97,100,14,1,15
208,0.936173438447544,-4.5872924200571035,-1.0346538442650803,-0.33117836091443825,-0.23693431527678938,0.001377,0.01,0.0,0.97,100,14,1,15
209,0.9328333165542468,-4.591326330471739,-1.0366592867459388,-0.3318175136529983,-0.23739833448506878,0.001372,0.01,0.0,0.97,100,14,1,15
210,0.9308234979437627,-4.595820814586761,-1.0389052047737632,-0.33256502666336923,-0.23794018517195134,0.001366,0.01,0.0,0.97,100,14,1,15
211,0.9319440030774891,-4.600148794344918,-1.0410603074298002,-0.33326905079487645,-0.2383961507457014,0.00136,0.01,0.0,0.97,100,14,1,15
212,0.9338585872248335,-4.604180159828639,-1.0430853854231446,-0.333920936559258,-0.23885820662959414,0.001355,0.01,0.0,0.97,100,14,1,15
213,0.9318392139047331,-4.608404626355578,-1.0451816212444849,-0.3345795465405752,-0.23934332597554395,0.001349,0.01,0.0,0.97,100,14,1,15
214,0.9324725738396624,-4.61247003191578,-1.047179123188242,-0.3352309842607115,-0.23983329192149427,0.001344,0.01,0.0,0.97,100,14,1,15
215,0.9362129159568906,-4.616331648595676,-1.0490764813567584,-0.3358915589941735,-0.24029756436923322,0.001338,0.01,0.0,0.97,100,14,1,15
216,0.9366676832367592,-4.619723197209961,-1.050781495104415,-0.33646359694300954,-0.24071098145769224,0.001333,0.01,0.0,0.97,100,14,1,15
217,0.9370528377682974,-4.62333448143974,-1.0525307139385571,-0.3370556965033974,-0.2411389695008943,0.001328,0.01,0.0,0.97,100,14,1,15
218,0.9352649701856051,-4.622131325159442,-1.0520666508383705,-0.33760944504592877,-0.24146284407407034,0.001322,0.01,0.0,0.97,100,14,1,15
219,0.9350701875600343,-4.620490285958659,-1.05156765447729,-0.3381532741682097,-0.241826237059841,0.001317,0.01,0.0,0.97,100,14,1,15
220,0.9315825846579129,-4.6242733095644475,-1.0533957919084633,-0.3388211672704604,-0.24226610460901288,0.001312,0.01,0.0,0.97,100,14,1,15
221,0.932369504917206,-4.62828359386491,-1.055437529599985,-0.33944952978369525,-0.24275355173896754,0.001307,0.01,0.0,0.97,100,14,1,15
222,0.9330316281907861,-4.632040268059326,-1.0573505629113051,-0.3400627058648715,-0.24321697183932844,0.001302,0.01,0.0,0.97,100,14,1,15
223,0.9347028239372005,-4.635880075689378,-1.059268265109215,-0.3406894275111981,-0.24366010416417652,0.001297,0.01,0.0,0.97,100,14,1,15
224,0.9355813717875114,-4.639651010404071,-1.061089301998474,-0.341289839742312,-0.2441110694187731,0.001292,0.01,0.0,0.97,100,14,1,15
225,0.9369564115988043,-4.641926627477387,-1.0623457459924768,-0.3418019620601424,-0.2444912731816977,0.001287,0.01,0.0,0.97,100,14,1,15
226,0.936478460895023,-4.645508595613819,-1.0641212564162879,-0.34236558718626325,-0.24490241296900936,0.001282,0.01,0.0,0.97,100,14,1,15
227,0.9363711070488202,-4.64922207799331,-1.065937637540057,-0.3429797491973835,-0.24532126372518237,0.001277,0.01,0.0,0.97,100,14,1,15
228,0.9424365705025406,-4.651953009138902,-1.0672893284690668,-0.343474520043773,-0.24568254270549972,0.001272,0.01,0.0,0.97,100,14,1,15
229,0.9311974968540625,-4.655948659158708,-1.0692732638992832,-0.3440935104086689,-0.24614975622941757,0.001267,0.01,0.0,0.97,100,14,1,15
230,0.9335702615755167,-4.659731618908041,-1.0711571433181162,-0.34471512173519536,-0.24657671668990344,0.001262,0.01,0.0,0.97,100,14,1,15
231,0.9356983362154357,-4.662973670955368,-1.0727465680645472,-0.34529608708544135,-0.24699811777969474,0.001257,0.01,0.0,0.97,100,14,1,15
232,0.9309929789368104,-4.66705095949282,-1.0747541709250443,-0.34594711305152215,-0.24745561163836308,0.001253,0.01,0.0,0.97,100,14,1,15
233,0.9319532073703413,-4.670450164496283,-1.0764243784754874,-0.34652928612654643,-0.24787026733633233,0.001248,0.01,0.0,0.97,100,14,1,15
234,0.9340924834006319,-4.674081420221495,-1.0782046915849466,-0.34714326714152394,-0.24830219330312112,0.001243,0.01,0.0,0.97,100,14,1,15
235,0.9328089429513098,-4.677884885077616,-1.080131981746579,-0.3477183709221165,-0.2487716086191009,0.001239,0.01,0.0,0.97,100,13,1,14
236,0.9346206246951373,-4.681575091725771,-1.0819258899612114,-0.34830174640190753,-0.24915723079306593,0.001234,0.01,0.0,0.97,100,13,1,14
237,0.9358151260504202,-4.6851515509888415,-1.0837279885071915,-0.348832344211805,-0.24953867891937112,0.001229,0.01,0.0,0.97,100,14,0,14
238,0.9398535476811716,-4.688388622676269,-1.0853327131685586,-0.34929852961431745,-0.24989362998005568,0.001225,0.01,0.0,0.97,100,14,1,15
239,0.935945502627791,-4.691797046442259,-1.0870353826761667,-0.3498372685281603,-0.25030597672932386,0.00122,0.01,0.0,0.97,100,14,1,15
240,0.9323808081318052,-4.694729878036716,-1.0884764424975317,-0.3504330453546338,-0.2507258780025855,0.001216,0.01,0.0,0.97,100,14,1,15
241,0.9343458924225896,-4.698384441238609,-1.0903077451096168,-0.3510158959476139,-0.2511325915731779,0.001212,0.01,0.0,0.97,100,14,1,15
242,0.9349739383064172,-4.701721446954699,-1.0919159188451248,-0.35158623960841245,-0.25150871734401664,0.001207,0.01,0.0,0.97,100,14,1,15
243,0.9319253986236282,-4.705045314876067,-1.0935689212049575,-0.35221705789653185,-0.2519323347977422,0.001203,0.01,0.0,0.97,100,14,1,15
244,0.9305705059203444,-4.708593235444553,-1.0953756532177588,-0.3528236146930445,-0.25235432904814287,0.001198,0.01,0.0,0.97,100,14,1,15
245,0.9375722150479168,-4.711895728268305,-1.0969588820600467,-0.35335476116710424,-0.2527498227070325,0.001194,0.01,0.0,0.97,100,14,1,15
246,0.9346757517203973,-4.715180411273663,-1.098575503731585,-0.3539152207973876,-0.25312905604479163,0.00119,0.01,0.0,0.97,100,14,1,15
247,0.9393939393939394,-4.718126376554844,-1.0999874594273213,-0.354404784654791,-0.25346863020495214,0.001186,0.01,0.0,0.97,100,14,1,15
248,0.9326336426169108,-4.72175776267949,-1.101774334120468,-0.3550078779306783,-0.2538651954964628,0.001181,0.01,0.0,0.97,100,14,1,15
249,0.9340104070808306,-4.71983938831858,-1.101224278677806,-0.3555497178063818,-0.2541894584294216,0.001177,0.01,0.0,0.97,100,14,1,15
250,0.9340341434698511,-4.723279356999284,-1.1029512440913358,-0.356117399975199,-0.25457624903803067,0.001173,0.01,0.0,0.97,100,14,1,15
251,0.9369735106059068,-4.726468465336383,-1.1045181700283802,-0.35661741592264723,-0.2549260295125952,0.001169,0.01,0.0,0.97,100,14,1,15
252,0.9316954056630596,-4.730166299025221,-1.1063548167291541,-0.3571807161290012,-0.2553563877711285,0.001165,0.01,0.0,0.97,100,14,1,15
253,0.9327420421591738,-4.7337059359151175,-1.1081101242553324,-0.3577662318329654,-0.25575075586218654,0.001161,0.01,0.0,0.97,100,14,1,15
254,0.9329470475935292,-4.737275813794418,-1.109868225270693,-0.35831673333888014,-0.25613546765971024,0.001157,0.01,0.0,0.97,100,14,1,15
255,0.9263296279038807,-4.740873110640197,-1.11162025172418,-0.35895206356670795,-0.25658680877620466,0.001153,0.01,0.0,0.97,100,14,1,15
256,0.9435314953255113,-4.743709579479038,-1.1129897084505045,-0.35939469186341866,-0.25689783633606256,0.001149,0.01,0.0,0.97,100,14,1,15
257,0.9392792247122956,-4.746483148197618,-1.1143360164994969,-0.3598413127310394,-0.2572256585305362,0.001145,0.01,0.0,0.97,100,14,1,15
258,0.9308374781556661,-4.750050417846809,-1.1160767641296532,-0.36040491523561935,-0.25762883714111506,0.001141,0.01,0.0,0.97,100,14,1,15
259,0.9322794167058666,-4.753571177287652,-1.1178109101902303,-0.36100081456190364,-0.25802195018810636,0.001137,0.01,0.0,0.97,100,14,1,15
260,0.9311457862960547,-4.756398577192508,-1.1191839368655214,-0.36155046665015794,-0.2584191833645009,0.001133,0.01,0.0,0.97,100,14,1,15
261,0.9371577355954981,-4.75950846364188,-1.1207543726806066,-0.3620574433024228,-0.2587870895800306,0.001129,0.01,0.0,0.97,100,14,1,15
262,0.9339261954086875,-4.762842829132899,-1.1224067111528149,-0.3625648121312946,-0.2591481696725324,0.001125,0.01,0.0,0.97,100,14,1,15
263,0.933315302827972,-4.765943546233212,-1.1239944255473653,-0.3630922422124816,-0.259508147042428,0.001122,0.01,0.0,0.97,100,14,1,15
264,0.9383993642097431,-4.768633500861626,-1.1253337170360147,-0.3635575487076929,-0.2598663617235942,0.001118,0.01,0.0,0.97,100,14,1,15
265,0.9337450493387931,-4.7718771783998495,-1.1269432939067674,-0.364087197996283,-0.26024606747125945,0.001114,0.01,0.0,0.97,100,14,1,15
266,0.9364826370048833,-4.774949309238677,-1.1284633263172124,-0.3645727069329454,-0.26060505839642006,0.00111,0.01,0.0,0.97,100,14,1,15
267,0.9278886326414653,-4.7786972657849,-1.1303816498112942,-0.36515270723437104,-0.26102264286388677,0.001107,0.01,0.0,0.97,100,13,1,14
268,0.9399006177813591,-4.781494646585278,-1.1317801384491133,-0.3656036913655939,-0.26136115227246665,0.001103,0.01,0.0,0.97,100,14,1,15
269,0.9371988028204739,-4.784043259404783,-1.133048552878681,-0.36611180202287325,-0.26171764451367463,0.001099,0.01,0.0,0.97,100,14,1,15
270,0.9369198170321539,-4.78711994556614,-1.1345614285815395,-0.3666109769711889,-0.26207591210102477,0.001096,0.01,0.0,0.97,100,14,1,15
271,0.9322316555488175,-4.790413841498557,-1.1362060778238703,-0.3671187442962923,-0.2624576973416661,0.001092,0.01,0.0,0.97,100,14,1,15
272,0.9345800702133406,-4.792277752240763,-1.1372881478825378,-0.3675488051257705,-0.26280394262462886,0.001088,0.01,0.0,0.97,100,14,1,15
273,0.9375359620917245,-4.7952432668934275,-1.138779598738351,-0.36801132346186755,-0.2631159685524973,0.001085,0.01,0.0,0.97,100,14,1,15
274,0.9342107483337552,-4.798479409038954,-1.1403996881045224,-0.3685033346755,-0.26346728907834543,0.001081,0.01,0.0,0.97,100,14,1,15
275,0.9265862965589438,-4.802127800015279,-1.142182424451431,-0.3690863807787734,-0.26386790415934336,0.001078,0.01,0.0,0.97,100,14,1,15
276,0.936311835005799,-4.805156742327358,-1.143651417825201,-0.36956322243044704,-0.2641857859767101,0.001074,0.01,0.0,0.97,100,14,1,15
277,0.9315505314661717,-4.808513133307047,-1.1452999612180499,-0.3701057723159155,-0.26457676328529117,0.001071,0.01,0.0,0.97,100,14,1,15
278,0.9356856941034007,-4.811358896199587,-1.1467248546413795,-0.37059817807627266,-0.2649250351088201,0.001067,0.01,0.0,0.97,100,14,1,15
279,0.9369001636109097,-4.814087095560236,-1.1481141498630847,-0.37105750257490244,-0.26524933004821605,0.001064,0.01,0.0,0.97,100,14,1,15
280,0.9359519346632749,-4.81716186609451,-1.1496200900703835,-0.3715180133648397,-0.2655713061443038,0.001061,0.01,0.0,0.97,100,14,1,15
281,0.9317419873943945,-4.820474973566,-1.1512294402821448,-0.37204211724804653,-0.2659189787196623,0.001057,0.01,0.0,0.97,100,14,1,15
282,0.9299100892360115,-4.82381066778373,-1.1528792045070484,-0.3725936445942763,-0.2662900896716682,0.001054,0.01,0.0,0.97,100,14,1,15
283,0.9369062617045184,-4.826683063126734,-1.1542853029382405,-0.373040783912696,-0.26661222524376943,0.001051,0.01,0.0,0.97,100,14,1,15
284,0.9344851440044543,-4.829768519851683,-1.1558128887094745,-0.3735538644681433,-0.2669884857897486,0.001047,0.01,0.0,0.97,100,14,1,15
285,0.9343218915832605,-4.832728152164488,-1.1572988953574188,-0.3740402638646234,-0.2673296000276702,0.001044,0.01,0.0,0.97,100,14,1,15
286,0.9376843657817109,-4.835401194968727,-1.158624653939249,-0.3744832880318655,-0.26763750320797275,0.001041,0.01,0.0,0.97,100,14,1,15
287,0.9356837068748426,-4.838261985845253,-1.160055893244048,-0.3749455921323835,-0.26796485564455325,0.001037,0.01,0.0,0.97,100,14,1,15
288,0.9410542450821766,-4.840884557550851,-1.1613228568361165,-0.3753460642945546,-0.2682558199948689,0.001034,0.01,0.0,0.97,100,14,1,15
289,0.9371115664998152,-4.843631225508268,-1.162689776685635,-0.3757788900737098,-0.2685373440418528,0.001031,0.01,0.0,0.97,100,14,1,15
290,0.9365742691043896,-4.846530127482615,-1.1641216025473093,-0.3762226417007002,-0.2688650612710157,0.001028,0.01,0.0,0.97,100,14,1,15
291,0.9397918145256683,-4.849182343738776,-1.1654086896051081,-0.3766491665837065,-0.269147084256945,0.001025,0.01,0.0,0.97,100,14,1,15
292,0.9383601830586894,-4.851243910560421,-1.166369964340283,-0.37706418096726724,-0.2694564010840982,0.001022,0.01,0.0,0.97,100,14,1,15
293,0.931769722814499,-4.854427625811867,-1.1679555588465775,-0.3775698332864294,-0.269816397541256,0.001018,0.01,0.0,0.97,100,13,1,14
294,0.9387323705482463,-4.857078305924852,-1.1692578682314003,-0.37798349763937505,-0.27010412487234087,0.001015,0.01,0.0,0.97,100,14,1,15
295,0.9304999916305385,-4.860177972493987,-1.170788647685493,-0.3785110765946696,-0.270486862661175,0.001012,0.01,0.0,0.97,100,14,1,15
296,0.9406147368421053,-4.862714898251543,-1.1720419007715457,-0.3789047905471107,-0.2707755246389431,0.001009,0.01,0.0,0.97,100,14,1,15
297,0.9281742121875052,-4.8658864274306755,-1.1736346260251758,-0.3794651554138237,-0.2711443404127121,0.001006,0.01,0.0,0.97,100,14,1,15
298,0.9291966870917783,-4.869148329073829,-1.1752792268102903,-0.3799976025693856,-0.2714866866762182,0.001003,0.01,0.0,0.97,100,14,1,15
299,0.933344537815126,-4.8714862712318,-1.1763868482620372,-0.3804718969487221,-0.2718032724940635,0.001,0.01,0.0,0.97,100,14,1,15
