episode,service_level,squared_starvation_penalty,squared_congestion_penalty,projected_starvation_risk,projected_congestion_risk
0,0.9394904458598726,-0.8137124080129767,-0.5714959716467963,-0.1250242396128869,-0.08474700410784163
1,0.9390837036147472,-1.5769853881651654,-1.1146413605646377,-0.25448189142024386,-0.15727704276993207
2,0.9389127931640506,-2.2943217629706947,-1.6009472898093082,-0.3838299379568771,-0.2298305518916923
3,0.940874966080743,-2.9282834907440005,-2.0468684101147185,-0.5022838937897455,-0.30041972022589264
4,0.9380340603525545,-3.5752695182407277,-2.4976099581255644,-0.598974818266886,-0.35796236901615786
5,0.9405025426263834,-4.217724218527107,-2.939830821868999,-0.7120390486669592,-0.42958013688382723
6,0.9390094999851097,-4.83169524524011,-3.347346879501396,-0.8251920396263992,-0.4858376124694115
7,0.9388037687005207,-5.434425959668357,-3.7481312650922356,-0.923152309240463,-0.5451283900553046
8,0.9408530691155147,-5.96868827534156,-4.112221789331765,-1.0095991465908276,-0.5944383091967059
9,0.93421926910299,-6.534459472971433,-4.482749626750725,-1.1000340220342582,-0.6514817304753857
10,0.9365171455616965,-7.0614111214902255,-4.843550419802432,-1.194219128503447,-0.7069649336656504
11,0.9346401280618563,-7.593774750372072,-5.226475195009736,-1.2789956245474574,-0.7644867373752807
12,0.9332406539937743,-8.126413516312342,-5.601094262559442,-1.374081416189058,-0.8284205928959756
13,0.9411622495542594,-8.56205801793325,-5.905431598102408,-1.4419807756882528,-0.8690038356459717
14,0.9354153579227616,-9.050235206652895,-6.251089167947323,-1.5270999285670714,-0.9179917902126798
15,0.93826343341958,-9.510579570754343,-6.57979690032139,-1.6021059660206265,-0.9630782427775859
16,0.9364525139664804,-9.96590604692606,-6.895854605676351,-1.6814782612098031,-1.005744962352407
17,0.9348039946340736,-10.427520750949276,-7.210550339440576,-1.7645967084651533,-1.050953684154729
18,0.9382771535580524,-10.871448990611551,-7.502468314564708,-1.8433781798768485,-1.0941349061610015
19,0.9357572443958447,-11.305149808595008,-7.809405735016129,-1.91578575146588,-1.1416629892207208
20,0.9430283949869831,-11.660604566644933,-8.044964113536274,-1.9760256010737038,-1.1755036110301142
21,0.9413024850042845,-12.014028104508004,-8.298653278273806,-2.0359336596505546,-1.210369308337816
22,0.9436717663421419,-12.370006237449902,-8.539126397692414,-2.0900349828896823,-1.2460339744353612
23,0.9411711082074812,-12.71505745440264,-8.777423246290407,-2.14608337088342,-1.2872759974472525
24,0.9390694900089472,-13.080311733213165,-9.032778341714074,-2.2003720379207783,-1.3235221216478152
25,0.9354423945220225,-13.434504926333446,-9.272998493658406,-2.2567696299743103,-1.3571117323439956
26,0.9319341688056771,-13.814045890415096,-9.545381687471883,-2.3192229662765107,-1.4011916095761738
27,0.9494756622416197,-14.07636327297825,-9.725067333469152,-2.357831589452782,-1.4248563589337464
28,0.9464258795863607,-14.364262092241715,-9.928981738662102,-2.408269306281683,-1.4527993245269168
29,0.9391600590913202,-14.691596283522973,-10.16493706233426,-2.459335632880749,-1.486206509502986
30,0.9373572201514969,-15.020727195281149,-10.394964571842857,-2.51338576654081,-1.5206395452636465
31,0.9420778517024415,-15.308456421123562,-10.594842089489159,-2.5562474266901822,-1.5481961433887739
32,0.9456681792228867,-15.576676745052957,-10.779932784781623,-2.5997023119533735,-1.5712496531110611
33,0.9400960384153662,-15.858985252807367,-10.960559865789243,-2.6476230206706735,-1.5949147653057
34,0.9371365189759577,-16.153575757139805,-11.169543133107558,-2.690848553341942,-1.6233753385234357
35,0.9381433962264151,-16.451556861510845,-11.38710662967798,-2.742742437325,-1.6600021361195323
36,0.9340642790445495,-16.740970688190913,-11.597579974097782,-2.7882452690341393,-1.6934658888545622
37,0.9428597577717441,-16.984666428424717,-11.766902159407953,-2.830225812329136,-1.7173372325489142
38,0.9450338091660406,-17.21102104703078,-11.935935733112649,-2.8729100236736924,-1.7433905556485274
39,0.9391551827441582,-17.470120980310465,-12.10891962554548,-2.9182425479637,-1.7713464856087235
40,0.9350852872039057,-17.74232466110901,-12.294248959761433,-2.96516391633735,-1.79579104245312
41,0.939313023425173,-18.00128281387493,-12.475353492275097,-3.0059574724544724,-1.820304705419862
42,0.9381782600960683,-18.258210186069878,-12.659437120659053,-3.049313638030468,-1.850127228976576
43,0.9345597739501608,-18.517805610613074,-12.835956440651366,-3.0949060473441206,-1.8793527071125127
44,0.9437483097448842,-18.742687958856788,-12.994031414382084,-3.1317159532619327,-1.9054583382829131
45,0.9452121065521725,-18.96816768818324,-13.147701015784076,-3.163860825032006,-1.9269043000349495
46,0.9396725517746961,-19.205797320175638,-13.313523986914076,-3.2102614371216176,-1.9533661539977205
47,0.9379583984609835,-19.43665129627301,-13.468404040794557,-3.248450172700844,-1.973884185028731
48,0.9426085905878089,-19.646607676744537,-13.613824223620574,-3.281980403934246,-1.997186638607846
49,0.9375991380600365,-19.856960719297337,-13.76483673994909,-3.3196549525759105,-2.0162159422078356
50,0.9404593480027693,-20.082133359404324,-13.926718457960458,-3.3593691016351506,-2.04169576182883
51,0.9376525206832926,-20.30594956545664,-14.093718600446536,-3.3966170378797,-2.066392443492311
52,0.9387908261287223,-20.511384802528408,-14.241173190098555,-3.429602660332124,-2.0882907040634437
53,0.9459085855095111,-20.69880603551287,-14.371872826819946,-3.4579378338871827,-2.105145433212875
54,0.9362900280043833,-20.91527501363932,-14.52970575632741,-3.492356494492324,-2.1303589025056717
55,0.941395519199072,-21.100308244648218,-14.651976465008529,-3.5235432722043893,-2.148492539536433
56,0.9446377159309021,-21.287855074481435,-14.785286150754589,-3.5553930390689703,-2.1705791988606555
57,0.9376617196561877,-21.490488984040784,-14.930247356982193,-3.592587680849652,-2.1901742773625847
58,0.9482159581860479,-21.655576140757564,-15.043434309427706,-3.6211755569516213,-2.2049431156605688
59,0.9384587727708533,-21.85375834644279,-15.179554057005156,-3.6536310933997265,-2.221487867793165
60,0.9419387663484272,-22.043079318906504,-15.31784873309174,-3.6862108553768858,-2.241261949182396
61,0.938679944281438,-22.232234871253354,-15.457371149006711,-3.7202400480819895,-2.259616898981251
62,0.9374626687373073,-22.423790464988155,-15.584550058864533,-3.753874411105745,-2.2743457433721255
63,0.9360496985200073,-22.601651002626596,-15.716300750674666,-3.7821176608724856,-2.2917729587708915
64,0.9407884874831359,-22.778225313380027,-15.843862391630848,-3.8124799141110945,-2.3102530830151724
65,0.9438263229308006,-22.939206218657432,-15.953111723014308,-3.8393170614155174,-2.3231979260944318
66,0.9402580994495082,-23.106170743736747,-16.072009684974912,-3.8653542709643554,-2.3404741616457287
67,0.9444411075740284,-23.263904563769593,-16.19077917289629,-3.891491530296818,-2.35559224235383
68,0.9423386856085477,-23.424012161356664,-16.302973038183424,-3.9175093942673804,-2.373206662375659
69,0.9425896752302472,-23.587360087253504,-16.411510908279435,-3.9459491499321233,-2.390007392450864
70,0.9489208633093525,-23.720553254407015,-16.50378722953993,-3.9662147478264695,-2.402475176210327
71,0.9364993051779349,-23.89953649639178,-16.62792481377955,-3.9958085571052755,-2.418546174924142
72,0.9384064512246495,-24.062258404443632,-16.74271794853234,-4.022266243552084,-2.4331499885184584
73,0.9465014402304369,-24.19647451898935,-16.833025568244846,-4.0457527125466415,-2.4449210450362964
74,0.947339897028272,-24.333748190065794,-16.927690341149056,-4.06441239097898,-2.4564825494755516
75,0.9344623558534082,-24.514253060669674,-17.048211020810523,-4.0983188240064035,-2.4725139741770112
76,0.9404477611940298,-24.67940612997845,-17.171126293620084,-4.12346207984959,-2.4902476693072177
77,0.9342882991556092,-24.848898623747473,-17.293850802947336,-4.148963302722101,-2.507630975074045
78,0.9412510043884047,-24.992958363431956,-17.393193487833052,-4.175802229052416,-2.5213031752609076
79,0.9414654604277755,-25.13951438741758,-17.492057600785085,-4.199870443023159,-2.5331042396130914
80,0.942390782525204,-25.278335922915122,-17.590637007732326,-4.221679732527476,-2.546572971667368
81,0.9387058118633913,-25.432668882626785,-17.697037622588883,-4.249035577816008,-2.5605652416886717
