episode,service_level,rebalancing_imbalance,projected_starvation_risk,projected_congestion_risk
0,0.8960481359417047,-255.81083816438334,-13.768571612162487,-7.455996092778272
1,0.944213578881282,-405.329332080316,-22.265022017122785,-12.328837474967758
2,0.9346219957178613,-383.61604032852415,-22.73983672990352,-12.543216504044318
3,0.9291307752545027,-391.48784311746164,-24.38053447918388,-14.081632899675443
4,0.9387657708712381,-389.8205893499373,-24.582435715388677,-16.035574358109802
5,0.9401186836899839,-388.38893006004605,-24.193366938704905,-16.733834046134394
6,0.9373582852132902,-385.4652578395044,-24.271336293797074,-17.164649000904674
7,0.9416127746958041,-370.89427345477577,-23.463809157492076,-17.567517524307227
8,0.9427518946828105,-364.7578045375282,-22.96982690854612,-18.10550904333857
9,0.9350973688122491,-376.12768884999065,-22.46125805008751,-18.845817922373648
10,0.9363423141688718,-376.0343328349393,-22.030795711512095,-18.994763473482607
11,0.9352403655145014,-370.9545785646542,-21.977061540481113,-19.31216912939202
12,0.9327559857361182,-366.7259336010666,-20.595831884721417,-19.478267930935864
13,0.9456317163499484,-379.4711335338196,-19.48567471549175,-19.92068020963664
14,0.9361208606745002,-380.7575524483588,-18.37027843728915,-19.935488094223267
15,0.9426673814629497,-377.7218738130835,-17.298174838209906,-20.28676121880498
16,0.944679319960421,-377.12279130967886,-16.124097509289935,-20.084987875338424
17,0.9390632515632515,-380.1376149643176,-15.22492204964281,-20.021550738175094
18,0.9428727041665406,-385.4220151187756,-14.49278972971832,-19.941158563542473
19,0.9307011203469462,-384.81748540234656,-13.71903350300571,-19.86576876852847
20,0.9399443430383914,-378.58331795538595,-12.401511127498933,-19.622330113996597
21,0.9393173958803187,-377.1575030148268,-11.637488331447296,-19.661595851607572
22,0.9438131690688356,-389.31501944029543,-10.410659853109784,-19.684908001311204
23,0.9351040362487331,-374.6686724869839,-9.603846158944135,-19.500051162743617
24,0.9402287690767317,-396.33811549107,-8.356061659663256,-19.643788202467135
25,0.938348231520803,-386.9365947337612,-7.664311574154605,-19.67626817995303
26,0.9445081472540736,-388.4142099578911,-6.888884624249008,-19.53433230139247
27,0.9453755996842169,-380.35630896517245,-6.573027973074489,-19.550531360553485
28,0.937650457390467,-391.0432767157983,-6.058511980805561,-19.595205116319605
29,0.9394205177836923,-388.2771712099015,-4.966010079338595,-19.31784677197855
30,0.9408871400465033,-388.23736877837763,-3.9219342312702947,-19.124564821307338
31,0.9430316891871557,-381.9345386004571,-2.8860766869683125,-18.52303192729526
32,0.9413219355823539,-387.1081583327424,-1.905314710910234,-18.21182805861046
33,0.9422491485064954,-385.65476019185695,-1.2946367447442266,-18.153382507544393
34,0.9357328785566825,-385.0588574221811,-0.8660970085577137,-17.890713968344592
35,0.9399818401937046,-390.53252830755395,-0.3332863615965625,-17.775454469843424
36,0.9465744239912227,-394.44580345502015,-0.025859318407806597,-17.419366462838287
37,0.940051788510177,-394.80041274877937,-0.09101087376775895,-17.203267513555122
38,0.945673741807468,-406.23277261109916,0.0,-16.952647563101035
39,0.9420267616007857,-388.45022736505615,0.0,-16.34924803485419
40,0.9458568880558662,-388.7080495001207,0.0,-16.09690915937487
41,0.9411429086213627,-388.13940009981854,-0.001016614472855474,-15.851818411878256
42,0.9435532871551829,-396.9715815947767,-0.033981890587799816,-15.573957224201951
43,0.9390487730990609,-391.1507934507506,0.0,-15.268931026302903
44,0.9385836831538602,-385.17526767651896,0.0,-14.870549870496742
45,0.9427331237838646,-397.9040716797758,-0.00203522519193246,-14.546724447930004
46,0.9406538841195298,-393.2826593869255,0.0,-14.147245522388742
47,0.9390036967456518,-397.9129920148398,-0.01397890701817312,-13.877257987847283
48,0.9375380309115249,-408.28259524430507,-0.10269004733611735,-13.484062341460744
49,0.9423313990198142,-399.83244064020386,0.0,-13.038398219147235
50,0.9425848863156625,-410.1253522611791,0.0,-12.508082748890052
51,0.9376703616209341,-395.9470157553544,0.0,-11.937474592682813
52,0.9457571214392804,-387.9595978179814,0.0,-11.488604978695795
53,0.9374695863746959,-395.4406768714108,-0.012998479110391797,-11.17858441222159
54,0.9413908381772731,-398.6598623154501,0.0,-10.812530848368267
55,0.9413935902052575,-402.74198489037377,0.0,-10.774402550454205
56,0.9370888033229239,-403.90787329306704,-0.011345723411343168,-10.738553478180448
57,0.9439567657948167,-404.69076358762663,-0.01937028224070569,-10.392631357376231
58,0.9360657201535851,-400.82315653049295,-0.03598962714167181,-9.929596351351606
59,0.9348935527706478,-397.4539657631052,0.0,-9.56839305697405
60,0.9417247307935933,-405.61993114841067,-0.024080207490127327,-9.269103972862187
61,0.9431137724550899,-401.12909229211255,0.0,-8.71592171529205
62,0.942789427894279,-412.6002333970246,-0.00999687630752901,-8.572682071502276
63,0.94435655613021,-399.952755006322,0.0,-8.199814070217036
64,0.9475789346100236,-397.7559765897004,-0.08181243418063736,-7.921389823120578
65,0.9397061916063328,-404.14257145565466,0.0,-7.634622754884013
66,0.9376261789254828,-413.71461897503445,-0.017355693606793097,-7.505675926719943
67,0.9406772036109529,-409.9722289122562,0.0,-7.009538933104243
68,0.9468882666425797,-407.33351293039016,-0.06687957096842537,-6.649243467894391
69,0.9420933393747168,-410.38782697694376,0.0,-6.4568258046392115
70,0.9326089573802071,-419.1664701280102,0.0,-6.316996591088827
71,0.9410518559454729,-405.330310942951,0.0,-5.765831664695153
72,0.9380056331275843,-411.9715244898021,-0.04007063513227083,-5.623958632499914
73,0.9401530108588352,-406.55393915132396,0.0,-5.2752651362974525
74,0.9403447549712705,-389.27379829205705,-0.013030110249978882,-4.856960527285722
75,0.9457967993132627,-401.82906557461814,-0.0500651732233165,-4.985484219013195
76,0.9410264870864204,-401.27628900242485,-0.02275265649722516,-4.787698645523853
77,0.9395740316157838,-406.23903115575274,0.0,-4.658016127087351
78,0.9404529017724821,-408.0884403351525,0.0,-4.605096217448611
79,0.9418937227156405,-419.0903364029641,0.0,-4.735251226775078
80,0.9447852760736196,-419.4462513559679,0.0,-4.436926587646484
81,0.9327022270768858,-409.2059126731814,-0.003635554369485228,-4.128178588743278
82,0.9425380771777737,-420.03122016505785,-0.02728481044555852,-3.9536314946299833
83,0.9373758053832721,-415.5202595383332,-0.0031357678767118258,-3.603694771254382
84,0.944003380927944,-414.04997789468246,-9.527603404161237e-05,-3.217286883979618
85,0.9442372418811972,-419.9324589223642,0.0,-3.1025145728383383
86,0.9432053552667127,-417.8065801846318,0.0,-2.808916712772427
87,0.9411817663475678,-418.98760075748015,-0.00790991896594773,-2.6647941048767323
88,0.9400574625737185,-420.56540993559656,-0.0009690545574319479,-2.3027052346971155
89,0.9430379746835443,-423.5641905369379,-0.01629881139826972,-2.050339207563364
90,0.9424561613501705,-434.38553890784357,0.0,-1.8844242406732035
91,0.9401561408305235,-433.506927805945,0.0,-1.5936094306705404
92,0.9404322930719189,-429.2234957749445,-0.00276684215582146,-1.1669689665407974
93,0.9362771020624009,-439.56852322942024,0.0,-0.9250471484209568
94,0.93695067264574,-441.4768336719134,-0.014453670708194647,-0.6018003146219333
95,0.9342041459570857,-438.5727580895982,-0.004689221253143434,-0.37585120283243906
96,0.9452826211340982,-437.4491845594041,-0.05223670987269477,-0.13670350735348424
97,0.937658388241257,-436.06894071534845,0.0,0.0
98,0.9463034549408069,-437.16026001936046,0.0,0.0
99,0.9419529837251356,-437.1494982502079,0.0,-0.02379689808796864
100,0.9464253229034019,-435.59157085265485,-0.021190840083113012,-0.0038761647797783644
101,0.945061244192361,-436.4495455848582,0.0,-0.003622730859371004
102,0.933439461748716,-442.1700499558855,-0.04064155285637128,0.0
103,0.9411018101598622,-442.95592147244577,0.0,-0.0073187383882984455
104,0.9394271172397467,-436.95497351786423,-0.005081543107937264,0.0
105,0.9351420093259856,-436.618306116548,-0.009135878463129696,-0.01843460778191299
106,0.941703083272639,-437.725059595125,0.0,0.0
107,0.9478484848484848,-438.62180295182606,-0.0010984540472335925,0.0
108,0.9487665463297232,-444.4099736863868,0.0,-0.03305064012028779
109,0.9489437148781441,-449.84329536559244,-0.0018268586201257628,-0.002692963334707962
110,0.9451823231103598,-447.6934481817333,-0.01451810881506313,-0.001566384289968898
111,0.9445230426537431,-448.8121673244212,0.0,-0.004615302094229464
112,0.9372262332719089,-448.6534927522563,-0.009828524556535509,-0.03962933324507017
113,0.9418732782369146,-452.4531629654424,-0.06590116168988275,-0.04573543971276826
114,0.9404302760033747,-454.0706712442766,0.0,0.0
115,0.9428864672321671,-457.37703482578104,0.0,-0.004698579973000959
116,0.9429841572933139,-459.74081243914844,-0.0010053652441490263,0.0
117,0.9384922434908827,-452.31662077179726,-0.001305088718738778,-0.003986931519502362
118,0.9437298551073893,-460.3400111732033,0.0,-0.021192279262507708
119,0.9430738886360188,-461.1154748549436,0.0,0.0
120,0.9506035673533121,-463.8169332981519,0.0,0.0
121,0.9378536201627787,-461.30727700317794,0.0,-0.02208150955417429
122,0.9380517549980281,-463.7682591401397,-0.04003606946590899,-0.017059203734748424
123,0.9451679232350926,-473.7210918435345,-0.027015026556347754,-0.06918985972677223
124,0.9389082878204554,-466.6012955682097,-0.04229268183032877,-0.008745012640725271
125,0.9433230284294114,-465.62935156077987,-0.019658021713851392,-0.016754817761290706
126,0.9471929511222242,-469.64436933827164,-0.010589732713163906,0.0
127,0.9342474855779396,-466.62611247019134,0.0,0.0
128,0.9419536950842317,-463.8785296112034,0.0,0.0
129,0.9398048868887614,-466.40020705494356,0.0,-0.03505200991311148
130,0.9446669855315079,-466.047506251738,-0.0072361833952117715,0.0
131,0.9444160836010931,-466.4032862708041,-0.02100220911194506,-0.029586975505339376
132,0.9398650456288458,-466.42742427644777,-0.02758337354358835,-0.013744898718156439
133,0.9377667463752762,-467.3832822371985,-0.004205516568877833,-0.04034028608495316
134,0.9440911817636473,-467.8490868758291,0.0,0.0
135,0.9396477215152147,-471.6105525543337,-0.015846667875149715,-0.08759321087556954
136,0.9459735270282439,-472.5830849374755,-0.012483506954996382,-0.04915554133374642
137,0.9431585292344786,-473.67179011452805,0.0,0.0
138,0.9441108126867248,-469.8309156852432,-0.0219167920264911,-0.019401678295611603
139,0.9459096048650796,-471.3086884512427,-0.000450921460042312,-0.0001571736207868095
140,0.9452571120883065,-475.227804681109,-0.006279272399783916,-0.04454896157254306
141,0.9403544546735838,-479.5759827424545,-0.00031695753839124704,-0.005396262133656639
142,0.9449288389513109,-480.28187022961987,0.0,-0.0026022754979596347
143,0.9435087825012805,-482.04276549377454,-0.03541013753346731,-0.018525881710300722
144,0.9448859189693577,-480.84817772390835,-0.001303934596434071,0.0
145,0.9451148306734137,-480.56029523343926,-0.019756438801840248,-0.009584042004267478
146,0.9380512262897185,-484.6675563905001,-0.0012343984072692906,-0.0017918675543211308
147,0.9436739659367397,-483.706482938719,-0.0022149209383829417,-0.004616260934820761
148,0.9411519198664441,-481.9700933648959,0.0,0.0
149,0.9398908742055402,-481.4148345140287,-0.014259022066692325,0.0
150,0.9388820175570907,-478.69478730676366,-0.016161605980165642,-0.022773752409773463
151,0.9446243229340031,-480.4486869833922,-0.005621270104186681,-0.0016121995121590375
152,0.9407687460617518,-485.2521231941407,-0.007536636290077954,-0.0030381967312783694
153,0.9441156145780127,-491.1376705923961,0.0,-0.0006256064877381825
154,0.9418427877306466,-491.7507889647801,-0.00016130916251638744,-0.0034378532199925214
155,0.9423926863231822,-495.8153314697433,-0.03596635519433887,0.0
156,0.9467253176930597,-493.5589064467514,-0.0014226221126248137,0.0
157,0.943302752293578,-490.3487175519031,-0.02888178230417725,0.0
158,0.9461911795737498,-487.50091710906344,-0.003922076763498746,0.0
159,0.9454409118176365,-486.8049656714431,0.0,0.0
160,0.943295065580226,-486.9688234721259,-0.0028324222110484173,-0.005273445197245048
161,0.9464600425402613,-487.70998409146284,0.0,-0.0007665451245721427
162,0.9445728175734478,-488.6617373070708,-0.008105724467316201,-0.0018397598205618414
