seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,EX19_FleetBrokenCompact_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9489,400.8518,2208,875,60282,58074,58074,216,44,226,216,216,201,6754,6965,0.0157,0.0328,0.9514,0.0052,0.0365,0.9583,4,28,220,211,226,201
43,EX19_FleetBrokenCompact_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9476,398.0661,2207,941,60062,57855,57856,180,43,208,180,180,172,7080,7264,0.0079,0.0329,0.9593,0.0078,0.0431,0.9491,6,33,208,181,208,172
44,EX19_FleetBrokenCompact_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9439,398.5884,2540,793,59410,56870,56873,216,44,223,216,216,200,6803,7003,0.0157,0.0288,0.9556,0.0039,0.0379,0.9582,3,29,215,219,223,200
45,EX19_FleetBrokenCompact_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9422,396.6884,2460,982,59520,57060,57062,213,44,222,213,213,207,6815,7018,0.0105,0.0276,0.9619,0.0104,0.0339,0.9557,8,26,224,211,222,207
46,EX19_FleetBrokenCompact_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9493,397.5144,2197,794,58938,56741,56740,200,46,228,200,200,203,6843,7046,0.0105,0.0316,0.9578,0.0065,0.0339,0.9596,5,26,226,197,228,203
47,EX19_FleetBrokenCompact_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9466,398.0182,2313,862,59402,57089,57090,220,47,199,220,220,224,6786,7012,0.0132,0.0448,0.942,0.0026,0.0444,0.953,2,34,194,217,199,224
48,EX19_FleetBrokenCompact_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9425,397.7952,2524,906,59646,57122,57121,202,43,233,202,202,184,6838,7017,0.0106,0.0317,0.9578,0.0119,0.0369,0.9512,9,28,236,202,233,184
49,EX19_FleetBrokenCompact_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9431,396.8653,2323,1039,59136,56813,56814,217,46,210,217,217,207,6810,7029,0.0131,0.0327,0.9542,0.0078,0.0405,0.9517,6,31,207,221,210,207
50,EX19_FleetBrokenCompact_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9462,397.5329,2409,786,59402,56993,56994,215,45,223,215,215,206,6985,7191,0.0143,0.0261,0.9596,0.0078,0.0456,0.9465,6,35,220,233,223,206
51,EX19_FleetBrokenCompact_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,0.9445,399.2113,2396,928,59852,57456,57457,218,46,227,218,218,219,6743,6957,0.0119,0.0264,0.9618,0.0065,0.0651,0.9284,5,50,224,240,227,219
