episode,service_level,rebalancing_imbalance,projected_starvation_risk,projected_congestion_risk
85,0.9408196038779516,-6.930850666939479,-0.4585267467843211,-0.30571429303039777
86,0.9427686627162553,-6.950391430283624,-0.4603113005467656,-0.3062180976396789
87,0.9463225568304162,-6.959302435511344,-0.4603485257675063,-0.30538852023749463
88,0.9467265917602996,-6.963829016588139,-0.4613991746400857,-0.3053449682926612
89,0.9406920771396566,-6.993844998498276,-0.46264541392553576,-0.30544842256684973
90,0.9360311376533856,-7.030452549960285,-0.46389497245321093,-0.306836201547084
91,0.9444040477488942,-7.044001211288337,-0.46637713565050726,-0.3076072147155933
92,0.942427138079312,-7.0740077924805025,-0.4673873778620012,-0.3069671865674103
93,0.9401070478126963,-7.096034211679983,-0.467537362849536,-0.308021792008243
94,0.9423617339312407,-7.119396255531866,-0.46916304552116495,-0.3083693941427421
95,0.9455895222862661,-7.110976780779737,-0.46734835412144754,-0.30716127718638725
96,0.9409221902017291,-7.127169982476544,-0.46532164432978584,-0.3061684629056567
97,0.9495326535566885,-7.1226758518960684,-0.4632735745796244,-0.30572345278183316
98,0.9413019315689868,-7.14878632016434,-0.4634222391739474,-0.30716949614751404
99,0.9397900994904149,-7.163880806343564,-0.4631044648989442,-0.306402622547832
100,0.9415784898534216,-7.19023552108781,-0.4632229808118448,-0.3087769729442726
101,0.9435488703781387,-7.203278419838543,-0.46258347354682744,-0.3082293091835449
102,0.9417045726598037,-7.223376783941701,-0.4611013663909461,-0.3087377888849852
103,0.9423732870564299,-7.235792215081932,-0.463031836031198,-0.3079854626289937
104,0.9500624600103592,-7.241068355761567,-0.46195695471364695,-0.30725060511546204
105,0.9469061038493825,-7.25971032621391,-0.46298980609404905,-0.30725326422929017
106,0.9421780022378806,-7.273706814346819,-0.46199824736984274,-0.3076340928914587
107,0.9421243893720957,-7.292875928614201,-0.46485761291052574,-0.30739094180304555
108,0.9424172115587429,-7.298823578703946,-0.4636287811572355,-0.30590537638851933
109,0.9410539030650762,-7.326035503448045,-0.4657287403532215,-0.3063376071213718
110,0.9469828770259133,-7.33008721242191,-0.4642953072752222,-0.3057110155723314
111,0.9464318195598133,-7.343767898752324,-0.46456867012212794,-0.3066077250394966
112,0.9407710596803804,-7.358665079288388,-0.46265224869551513,-0.3067317655103777
113,0.9442981261163079,-7.380150178782773,-0.4637746026107678,-0.3070405145244891
114,0.9373278028399286,-7.40700068730999,-0.4661330905759725,-0.30742520110110794
115,0.9447046657339254,-7.421889251918007,-0.4666234448667904,-0.3066589917223599
116,0.9433026861366505,-7.445842142308204,-0.4691995640514678,-0.30695587116510487
117,0.9469401438498111,-7.457209602373543,-0.4682205622262054,-0.3068322161690371
118,0.9474100194552529,-7.462159208332713,-0.4682738892642057,-0.3066417820461292
119,0.942865698457853,-7.484000726313062,-0.4683931385581195,-0.30552879035260033
120,0.950445654488486,-7.4814602983891,-0.4686918388265565,-0.30587856851064366
121,0.9451035894965069,-7.491283137890083,-0.4691369528015581,-0.30562669745516247
122,0.943978178766261,-7.5032289184776415,-0.4677175372560464,-0.30601533460335595
123,0.9466625748043578,-7.50703886484765,-0.4683931627615376,-0.3056877288781812
124,0.9371433774432439,-7.523598680706065,-0.4663732542651529,-0.3053901909665182
125,0.9464451707697382,-7.530321904146024,-0.46575349684783834,-0.30549864079249156
126,0.9469620984164615,-7.526846585106316,-0.46430671857392314,-0.3038348987853717
127,0.9464231995668131,-7.535973975190007,-0.46547811446706566,-0.302464948947601
128,0.9408136246013119,-7.5519936017572,-0.4658309794576657,-0.30176947460644105
129,0.9443136544730171,-7.562691402657459,-0.4660455930881331,-0.3010570153177964
130,0.94910405059479,-7.566889764776714,-0.46720719610477063,-0.30025963036924114
131,0.9411498960937265,-7.585900980007614,-0.46847734770944,-0.3027980178633368
132,0.938403710327685,-7.607790992909697,-0.47132781209796065,-0.30404082674076294
133,0.9460930373973853,-7.620401914418971,-0.47166741716482,-0.3045047146984015
134,0.9409049220421889,-7.626041614785402,-0.4684907799416511,-0.30320827100427344
135,0.9482706125928633,-7.6338532894261055,-0.46897249570034083,-0.3032486570973541
136,0.9466350340851076,-7.639188263921224,-0.4678829061480855,-0.3037624428866559
137,0.9489569732487171,-7.640138458140227,-0.4663845083526764,-0.30263562581797204
138,0.9425041434383005,-7.650836743515146,-0.466610178171448,-0.3026659996451183
139,0.9467931345980126,-7.655582665751991,-0.46725563113375984,-0.3027577345504327
140,0.9392558616735568,-7.66837297319457,-0.46614354943463404,-0.3018085396697281
141,0.9453827130707522,-7.6725439849752215,-0.46486594352320765,-0.3007199952635827
142,0.9394334982847081,-7.687916239835754,-0.4632079603242922,-0.30108642520415757
143,0.9473254513017447,-7.691799956448612,-0.46135708968518263,-0.2990797967165191
144,0.9458142982482679,-7.701087882651415,-0.46055170596806416,-0.2982802039899183
145,0.9420640264430434,-7.704272223223057,-0.459137617664296,-0.29605846349212755
146,0.9464177292046144,-7.706052361474767,-0.46024344336265255,-0.29637818676169486
147,0.9432651717014461,-7.722111677853499,-0.4600793467293528,-0.296032907287327
148,0.9440220519189411,-7.734325954688379,-0.4612605729090404,-0.2957723614077777
149,0.9448644108471322,-7.750565071403194,-0.463014527693005,-0.2966994571898047
150,0.9500962000962001,-7.748601633995537,-0.46237774911305524,-0.2958405701596677
151,0.9439181622832239,-7.7636284356434215,-0.4637265745228091,-0.2967293346001172
152,0.9460947081875019,-7.778222697830471,-0.4649603686087557,-0.2966661626252763
153,0.9443961251237141,-7.7874648014285945,-0.46613490274611996,-0.29655107029543215
154,0.9372685951657085,-7.807152924781166,-0.46709255627762936,-0.29595431438575864
155,0.9424289031635453,-7.827012587356356,-0.46836249169488225,-0.2957642648924567
156,0.9479185384845762,-7.833776169301385,-0.46912100352586567,-0.29569902455660946
157,0.9436636855873943,-7.842439797126339,-0.46878810441381247,-0.2943975094606664
158,0.9446324300044917,-7.8582690025439055,-0.4695114208681278,-0.2945105205053
159,0.9434408795422545,-7.866812005657225,-0.4700850758107945,-0.29481458115427794
160,0.9448749772961191,-7.876278692180238,-0.47029066712783646,-0.29485435332930326
161,0.9447286075339992,-7.8894987498772045,-0.4717634944035338,-0.29644975839540977
162,0.9446976602856275,-7.896127456678939,-0.47169719584292014,-0.29688896146168037
163,0.9465530596436871,-7.91022894184132,-0.4741426172258721,-0.29665702586846787
164,0.9452786816729857,-7.921274966692513,-0.47444209909807333,-0.29596095689404917
165,0.9440354793941954,-7.933212013023294,-0.4753665595789284,-0.29540958731123823
166,0.9420481529351649,-7.949869010054953,-0.47611223859489765,-0.29591687006470846
167,0.9456926052670733,-7.956773965928738,-0.4759829666046598,-0.2955271113798132
168,0.944168363070291,-7.969963848681125,-0.4750439197469629,-0.2947243353959996
169,0.9459928748914768,-7.981058147238969,-0.4752149059124417,-0.29423262498065944
170,0.9436343917575465,-7.991474226834056,-0.4759153667073012,-0.2940864407364251
171,0.9443425995492111,-7.999800216407095,-0.47662678583254464,-0.29375410791158263
172,0.9401926154031941,-8.013113991551416,-0.47717588195022614,-0.29354089169764985
173,0.9404905387489454,-8.030752716873549,-0.4782738327966401,-0.29435486757519375
174,0.9436594037742729,-8.039160758438255,-0.47829192949557753,-0.2935748325465854
175,0.9457380836575875,-8.043417884666109,-0.47845296565281137,-0.2932850260098093
176,0.9445765230312035,-8.056537319814012,-0.4788709884693466,-0.2931261556728543
177,0.9379327024820873,-8.080287270636582,-0.4798815615870096,-0.29378828682397146
178,0.9434858413996272,-8.090274326551992,-0.4822744154520784,-0.293598656490467
179,0.9472543352601156,-8.093814956919715,-0.48120910396834826,-0.2939858465108942
180,0.945627330686876,-8.096984169356775,-0.4811019507736634,-0.2935247126183892
181,0.9456419584659694,-8.100583564650618,-0.4814518248379796,-0.29376390853686046
182,0.9460205489955529,-8.102991415539202,-0.4800932532965813,-0.2929361622425409
183,0.9409974943324185,-8.117686138262886,-0.4793142592793159,-0.2926998638210371
184,0.9466218059470765,-8.120017580097462,-0.47898362057205823,-0.29226408398048737
185,0.949359493594936,-8.119034155686169,-0.4773142487467989,-0.29062408473483364
186,0.947099966402981,-8.125600133669941,-0.47746344178883277,-0.29009451385863744
187,0.945957538065623,-8.122121568449385,-0.47556999382321385,-0.28902913588570095
188,0.9403693139168293,-8.132694389654741,-0.47755827416173635,-0.287755733771845
189,0.9405317515281082,-8.143206163408808,-0.4793325449138333,-0.2891792377611836
190,0.944441087613293,-8.151135021940854,-0.47931393590386895,-0.28926390768433646
191,0.9470577606456665,-8.15785970179826,-0.47883497384310814,-0.28879329554111005
192,0.9405254196059353,-8.166691657926792,-0.47879563882474874,-0.28914829674190407
193,0.9417055097406478,-8.173872912986614,-0.47758634542020384,-0.2892206694079853
194,0.9470388101044772,-8.184136295946148,-0.4785309420569704,-0.29031117071074214
195,0.9439679817038308,-8.190384470951106,-0.4791349468574408,-0.29129478642787693
196,0.9429816597058289,-8.200831846356207,-0.478842767450189,-0.29091925682383624
197,0.9494405934573756,-8.203618146509944,-0.47750399218979384,-0.289718616015494
198,0.9413217663714681,-8.215976461746823,-0.4786001179989228,-0.29003412783263466
199,0.9441225542241771,-8.222677559273171,-0.47818537251373533,-0.28974808705117605
