episode,service_level,rebalancing_imbalance,projected_starvation_risk,projected_congestion_risk
0,0.8960481359417047,-33.8365680328244,-1.8809848421046353,-1.0140340675524762
1,0.944213578881282,-107.07746493393383,-5.571093624794713,-2.9905181875458537
2,0.9346219957178613,-160.75225481544535,-8.010942394707493,-4.378961102860163
3,0.9356372667797431,-206.44225805087586,-9.861900231031745,-5.549130174800363
4,0.936207668208265,-241.4145247069575,-11.209521493364472,-6.41422331870169
5,0.9382393981678092,-265.6901280811785,-12.168053329361497,-7.022165475681665
6,0.9333779712085705,-288.81156145166784,-12.920555000893758,-7.554628565496226
7,0.9358877430671062,-305.8506455042914,-13.566859139264295,-7.953498421342875
8,0.9411621761185869,-319.1010840800705,-14.06877774788746,-8.245516034216031
9,0.9424811694304683,-329.0811444821911,-14.432563412874357,-8.472570829302601
10,0.9451168111753372,-337.3089598360043,-14.701910805213727,-8.640253014419992
11,0.9479442869769285,-344.7630944916687,-14.951560681068138,-8.811182770682649
12,0.9362624313492652,-349.11933716929644,-15.078047706613775,-8.916743872670928
13,0.9392961519727229,-350.489078912098,-15.122248715561055,-8.956923392868472
14,0.941687902863139,-354.0315911346594,-15.207524563401872,-9.046387705043513
15,0.9361278038912357,-356.7229735855305,-15.190874675700027,-9.10259858523867
16,0.9446550643302785,-362.05255107562397,-15.228195749836026,-9.216229801330748
17,0.9471515151515152,-365.39298914643257,-15.249080093040002,-9.27036529552745
18,0.9450173899894148,-367.16870273676216,-15.217275404364894,-9.293119727729568
19,0.9494630831766062,-367.2913409426548,-15.188583205959912,-9.284007913709074
20,0.9414103368905629,-368.0144807746575,-15.15978884153846,-9.289139863023873
21,0.9405928577930156,-367.8126062021229,-15.125686883009292,-9.300733105471927
22,0.9414667703535323,-368.3219410980796,-15.092765057938985,-9.334819812710638
23,0.9427215572482166,-369.5354374390596,-15.032228446082394,-9.323797271259984
24,0.9442646316477121,-369.5774915455987,-14.989073625125688,-9.337379280421473
25,0.9331394468175346,-372.82106464997145,-14.927751604255196,-9.377526337428257
26,0.9386918498724645,-372.7234540757982,-14.85521964859701,-9.383107779852097
27,0.9404418828049952,-374.72502967209755,-14.84883588536193,-9.419106450172137
28,0.9395081077822653,-376.0338986366159,-14.805394803144988,-9.435106487632432
29,0.9395475113122171,-375.56086647359143,-14.72776641030644,-9.428811267644363
30,0.9388100271821203,-376.1004429736518,-14.695719808709391,-9.446905380964365
31,0.9420228394874747,-376.44126837751907,-14.650796972334584,-9.450505511750897
32,0.9365968919451092,-375.51273647063334,-14.582303693334376,-9.471094955216438
33,0.9449444628397701,-376.72149597404774,-14.542359024890334,-9.492735692192154
34,0.9444261263151584,-379.2303094848148,-14.532279664787968,-9.518918580855033
35,0.947131370533825,-380.09746204424323,-14.49788919912754,-9.55506788181315
36,0.9436719374884637,-380.6777216074071,-14.460987185872021,-9.560088952777326
37,0.9455287009063444,-381.8117250094728,-14.406893666538299,-9.593343024651768
38,0.941205321562136,-382.7661084604312,-14.373510896637585,-9.606817586412646
39,0.9474343310934636,-381.1672173457358,-14.331564983100277,-9.603246909048043
40,0.9382103360597984,-382.8926442070887,-14.26273264603952,-9.61841216524724
41,0.9344828622067349,-382.1764338703481,-14.23601496761755,-9.615306261107307
42,0.9428123303372142,-379.6746671131556,-14.156423602273458,-9.587282197232621
43,0.9348574534911814,-379.62468556783296,-14.132545020592703,-9.618693256204688
44,0.9428787878787879,-380.1352118498502,-14.078141503274322,-9.649010395631969
45,0.9474015653582031,-381.56592374488883,-14.031967405408233,-9.669966435880786
46,0.9424490653224112,-382.67339926010544,-13.991610768930489,-9.69585955600425
